[sweep r=2 d=4] lam=(16, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=4 d=4] lam=(6, 6, 4, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=4 d=4] lam=(6, 6, 2, 2) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=30 -> excess 0 EXACT
[sweep r=4 d=4] lam=(6, 4, 4, 2) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=4 d=4] lam=(4, 4, 4, 4) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
summary r=4 delta=4: {'cells': 28, 'swap_exact': 28, 'swap_weaker': 0, 'total_excess': 0, 'total_mult_R': 33, 'total_B_full': 113}  (2.1s)
wrote /home/claude/gct/results/b13_04/descent_sweep_r4_d4.json
--- done sweep 4 4 (exit 0)
[sweep r=5 d=3] lam=(12, 0, 0, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=5 d=3] lam=(10, 2, 0, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=5 d=3] lam=(9, 3, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=5 d=3] lam=(8, 4, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=5 d=3] lam=(8, 2, 2, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=5 d=3] lam=(7, 4, 1, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=5 d=3] lam=(6, 6, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=3] lam=(6, 4, 2, 0, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=3] lam=(4, 4, 4, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
summary r=5 delta=3: {'cells': 9, 'swap_exact': 9, 'swap_weaker': 0, 'total_excess': 0, 'total_mult_R': 9, 'total_B_full': 22}  (0.4s)
wrote /home/claude/gct/results/b13_04/descent_sweep_r5_d3.json
--- done sweep 5 3 (exit 0)
[sweep r=5 d=4] lam=(16, 0, 0, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=5 d=4] lam=(14, 2, 0, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=5 d=4] lam=(13, 3, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=5 d=4] lam=(12, 4, 0, 0, 0) a4=2 mult_R=2 B_full=4 T=2 [2, 2] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(12, 2, 2, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=5 d=4] lam=(11, 4, 1, 0, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(11, 3, 2, 0, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(10, 6, 0, 0, 0) a4=2 mult_R=2 B_full=5 T=2 [2, 2] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(10, 5, 1, 0, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(10, 4, 2, 0, 0) a4=2 mult_R=2 B_full=7 T=2 [2, 2] pts=30 -> excess 0 EXACT
[sweep r=5 d=4] lam=(10, 2, 2, 2, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=5 d=4] lam=(9, 6, 1, 0, 0) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=30 -> excess 0 EXACT
[sweep r=5 d=4] lam=(9, 5, 2, 0, 0) a4=1 mult_R=1 B_full=7 T=1 [1, 1] pts=31 -> excess 0 EXACT
[sweep r=5 d=4] lam=(9, 4, 3, 0, 0) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=5 d=4] lam=(9, 4, 2, 1, 0) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=5 d=4] lam=(8, 8, 0, 0, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(8, 6, 2, 0, 0) a4=2 mult_R=2 B_full=8 T=2 [2, 2] pts=31 -> excess 0 EXACT
[sweep r=5 d=4] lam=(8, 5, 2, 1, 0) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=5 d=4] lam=(8, 4, 4, 0, 0) a4=2 mult_R=2 B_full=4 T=2 [2, 2] pts=27 -> excess 0 EXACT
[sweep r=5 d=4] lam=(8, 4, 2, 2, 0) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=5 d=4] lam=(7, 7, 1, 1, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=5 d=4] lam=(7, 6, 3, 0, 0) a4=1 mult_R=1 B_full=6 T=1 [1, 1] pts=30 -> excess 0 EXACT
[sweep r=5 d=4] lam=(7, 5, 3, 1, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(7, 4, 4, 1, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(6, 6, 4, 0, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=5 d=4] lam=(6, 6, 2, 2, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=5 d=4] lam=(6, 4, 4, 2, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=5 d=4] lam=(4, 4, 4, 4, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
summary r=5 delta=4: {'cells': 28, 'swap_exact': 28, 'swap_weaker': 0, 'total_excess': 0, 'total_mult_R': 33, 'total_B_full': 113}  (34.5s)
wrote /home/claude/gct/results/b13_04/descent_sweep_r5_d4.json
--- done sweep 5 4 (exit 0)
ALL SWEEPS DONE
[sweep r=9 d=2] lam=(8, 0, 0, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=9 d=2] lam=(6, 2, 0, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=9 d=2] lam=(4, 4, 0, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
summary r=9 delta=2: {'cells': 3, 'swap_exact': 3, 'swap_weaker': 0, 'total_excess': 0, 'total_mult_R': 3, 'total_B_full': 5}  (0.4s)
wrote /home/claude/gct/results/b13_04/descent_sweep_r9_d2.json
--- done sweep 9 2 (exit 0)
[sweep r=9 d=3] lam=(12, 0, 0, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=9 d=3] lam=(10, 2, 0, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=9 d=3] lam=(9, 3, 0, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=9 d=3] lam=(8, 4, 0, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=9 d=3] lam=(8, 2, 2, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=9 d=3] lam=(7, 4, 1, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=9 d=3] lam=(6, 6, 0, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=9 d=3] lam=(6, 4, 2, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=9 d=3] lam=(4, 4, 4, 0, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
summary r=9 delta=3: {'cells': 9, 'swap_exact': 9, 'swap_weaker': 0, 'total_excess': 0, 'total_mult_R': 9, 'total_B_full': 22}  (26.9s)
wrote /home/claude/gct/results/b13_04/descent_sweep_r9_d3.json
--- done sweep 9 3 (exit 0)
[sweep r=6 d=3] lam=(12, 0, 0, 0, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=6 d=3] lam=(10, 2, 0, 0, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=6 d=3] lam=(9, 3, 0, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=6 d=3] lam=(8, 4, 0, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=6 d=3] lam=(8, 2, 2, 0, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=6 d=3] lam=(7, 4, 1, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=6 d=3] lam=(6, 6, 0, 0, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=6 d=3] lam=(6, 4, 2, 0, 0, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=6 d=3] lam=(4, 4, 4, 0, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
summary r=6 delta=3: {'cells': 9, 'swap_exact': 9, 'swap_weaker': 0, 'total_excess': 0, 'total_mult_R': 9, 'total_B_full': 22}  (1.4s)
wrote /home/claude/gct/results/b13_04/descent_sweep_r6_d3.json
--- done sweep 6 3 (exit 0)
[sweep r=2 d=10] lam=(40, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=2 d=10] lam=(38, 2) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=2 d=10] lam=(37, 3) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=2 d=10] lam=(36, 4) a4=2 mult_R=2 B_full=4 T=2 [2, 2] pts=27 -> excess 0 EXACT
[sweep r=2 d=10] lam=(35, 5) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=31 -> excess 0 EXACT
[sweep r=2 d=10] lam=(34, 6) a4=3 mult_R=3 B_full=7 T=3 [3, 3] pts=29 -> excess 0 EXACT
[sweep r=2 d=10] lam=(33, 7) a4=2 mult_R=2 B_full=8 T=2 [2, 2] pts=37 -> excess 0 EXACT
[sweep r=2 d=10] lam=(32, 8) a4=4 mult_R=4 B_full=10 T=4 [4, 4] pts=31 -> excess 0 EXACT
[sweep r=2 d=10] lam=(31, 9) a4=3 mult_R=3 B_full=12 T=3 [3, 3] pts=38 -> excess 0 EXACT
[sweep r=2 d=10] lam=(30, 10) a4=5 mult_R=5 B_full=14 T=5 [5, 5] pts=34 -> excess 0 EXACT
[sweep r=2 d=10] lam=(29, 11) a4=3 mult_R=3 B_full=15 T=3 [3, 3] pts=37 -> excess 0 EXACT
[sweep r=2 d=10] lam=(28, 12) a4=6 mult_R=6 B_full=17 T=6 [6, 6] pts=36 -> excess 0 EXACT
[sweep r=2 d=10] lam=(27, 13) a4=3 mult_R=3 B_full=17 T=3 [3, 3] pts=39 -> excess 0 EXACT
[sweep r=2 d=10] lam=(26, 14) a4=5 mult_R=5 B_full=18 T=5 [5, 5] pts=39 -> excess 0 EXACT
[sweep r=2 d=10] lam=(25, 15) a4=3 mult_R=3 B_full=18 T=3 [3, 3] pts=42 -> excess 0 EXACT
[sweep r=2 d=10] lam=(24, 16) a4=5 mult_R=5 B_full=18 T=5 [5, 5] pts=40 -> excess 0 EXACT
[sweep r=2 d=10] lam=(23, 17) a4=1 mult_R=1 B_full=17 T=1 [1, 1] pts=44 -> excess 0 EXACT
[sweep r=2 d=10] lam=(22, 18) a4=4 mult_R=4 B_full=17 T=4 [4, 4] pts=39 -> excess 0 EXACT
[sweep r=2 d=10] lam=(20, 20) a4=2 mult_R=2 B_full=14 T=2 [2, 2] pts=38 -> excess 0 EXACT
summary r=2 delta=10: {'cells': 19, 'swap_exact': 19, 'swap_weaker': 0, 'total_excess': 0, 'total_mult_R': 55, 'total_B_full': 217}  (0.3s)
wrote /home/claude/gct/results/b13_04/descent_sweep_r2_d10.json
--- done sweep 2 10 (exit 0)
[sweep r=3 d=7] lam=(28, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=3 d=7] lam=(26, 2, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=3 d=7] lam=(25, 3, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=3 d=7] lam=(24, 4, 0) a4=2 mult_R=2 B_full=4 T=2 [2, 2] pts=28 -> excess 0 EXACT
[sweep r=3 d=7] lam=(24, 2, 2) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=3 d=7] lam=(23, 5, 0) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=30 -> excess 0 EXACT
[sweep r=3 d=7] lam=(23, 4, 1) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=3 d=7] lam=(23, 3, 2) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=3 d=7] lam=(22, 6, 0) a4=3 mult_R=3 B_full=7 T=3 [3, 3] pts=29 -> excess 0 EXACT
[sweep r=3 d=7] lam=(22, 5, 1) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=3 d=7] lam=(22, 4, 2) a4=3 mult_R=3 B_full=8 T=3 [3, 3] pts=30 -> excess 0 EXACT
[sweep r=3 d=7] lam=(21, 7, 0) a4=2 mult_R=2 B_full=8 T=2 [2, 2] pts=31 -> excess 0 EXACT
[sweep r=3 d=7] lam=(21, 6, 1) a4=2 mult_R=2 B_full=8 T=2 [2, 2] pts=32 -> excess 0 EXACT
[sweep r=3 d=7] lam=(21, 5, 2) a4=3 mult_R=3 B_full=11 T=3 [3, 3] pts=34 -> excess 0 EXACT
[sweep r=3 d=7] lam=(21, 4, 3) a4=2 mult_R=2 B_full=7 T=2 [2, 2] pts=31 -> excess 0 EXACT
[sweep r=3 d=7] lam=(20, 8, 0) a4=3 mult_R=3 B_full=9 T=3 [3, 3] pts=32 -> excess 0 EXACT
[sweep r=3 d=7] lam=(20, 7, 1) a4=2 mult_R=2 B_full=10 T=2 [2, 2] pts=33 -> excess 0 EXACT
[sweep r=3 d=7] lam=(20, 6, 2) a4=6 mult_R=6 B_full=17 T=6 [6, 6] pts=38 -> excess 0 EXACT
[sweep r=3 d=7] lam=(20, 5, 3) a4=2 mult_R=2 B_full=11 T=2 [2, 2] pts=34 -> excess 0 EXACT
[sweep r=3 d=7] lam=(20, 4, 4) a4=4 mult_R=4 B_full=7 T=4 [4, 4] pts=28 -> excess 0 EXACT
[sweep r=3 d=7] lam=(19, 9, 0) a4=2 mult_R=2 B_full=10 T=2 [2, 2] pts=34 -> excess 0 EXACT
[sweep r=3 d=7] lam=(19, 8, 1) a4=3 mult_R=3 B_full=12 T=3 [3, 3] pts=34 -> excess 0 EXACT
[sweep r=3 d=7] lam=(19, 7, 2) a4=5 mult_R=5 B_full=21 T=5 [5, 5] pts=41 -> excess 0 EXACT
[sweep r=3 d=7] lam=(19, 6, 3) a4=6 mult_R=6 B_full=20 T=6 [6, 6] pts=40 -> excess 0 EXACT
[sweep r=3 d=7] lam=(19, 5, 4) a4=3 mult_R=3 B_full=12 T=3 [3, 3] pts=35 -> excess 0 EXACT
[sweep r=3 d=7] lam=(18, 10, 0) a4=3 mult_R=3 B_full=10 T=3 [3, 3] pts=33 -> excess 0 EXACT
[sweep r=3 d=7] lam=(18, 9, 1) a4=3 mult_R=3 B_full=13 T=3 [3, 3] pts=36 -> excess 0 EXACT
[sweep r=3 d=7] lam=(18, 8, 2) a4=8 mult_R=8 B_full=25 T=8 [8, 8] pts=43 -> excess 0 EXACT
[sweep r=3 d=7] lam=(18, 7, 3) a4=6 mult_R=6 B_full=25 T=6 [6, 6] pts=46 -> excess 0 EXACT
[sweep r=3 d=7] lam=(18, 6, 4) a4=9 mult_R=9 B_full=24 T=9 [9, 9] pts=40 -> excess 0 EXACT
[sweep r=3 d=7] lam=(17, 11, 0) a4=1 mult_R=1 B_full=10 T=1 [1, 1] pts=36 -> excess 0 EXACT
[sweep r=3 d=7] lam=(17, 10, 1) a4=3 mult_R=3 B_full=14 T=3 [3, 3] pts=36 -> excess 0 EXACT
[sweep r=3 d=7] lam=(17, 9, 2) a4=6 mult_R=6 B_full=27 T=6 [6, 6] pts=47 -> excess 0 EXACT
[sweep r=3 d=7] lam=(17, 8, 3) a4=8 mult_R=8 B_full=31 T=8 [8, 8] pts=49 -> excess 0 EXACT
[sweep r=3 d=7] lam=(17, 7, 4) a4=8 mult_R=8 B_full=31 T=8 [8, 8] pts=48 -> excess 0 EXACT
[sweep r=3 d=7] lam=(17, 6, 5) a4=5 mult_R=5 B_full=18 T=5 [5, 5] pts=38 -> excess 0 EXACT
[sweep r=3 d=7] lam=(16, 12, 0) a4=3 mult_R=3 B_full=10 T=3 [3, 3] pts=32 -> excess 0 EXACT
[sweep r=3 d=7] lam=(16, 11, 1) a4=2 mult_R=2 B_full=13 T=2 [2, 2] pts=36 -> excess 0 EXACT
[sweep r=3 d=7] lam=(16, 10, 2) a4=8 mult_R=8 B_full=28 T=8 [8, 8] pts=46 -> excess 0 EXACT
[sweep r=3 d=7] lam=(16, 9, 3) a4=8 mult_R=8 B_full=33 T=8 [8, 8] pts=53 -> excess 0 EXACT
[sweep r=3 d=7] lam=(16, 8, 4) a4=13 mult_R=13 B_full=38 T=13 [13, 13] pts=50 -> excess 0 EXACT
[sweep r=3 d=7] lam=(16, 7, 5) a4=5 mult_R=5 B_full=25 T=5 [5, 5] pts=46 -> excess 0 EXACT
[sweep r=3 d=7] lam=(16, 6, 6) a4=7 mult_R=7 B_full=15 T=8 [8, 8] pts=32 -> excess 1 STRICTLY WEAKER
[sweep r=3 d=7] lam=(15, 12, 1) a4=2 mult_R=2 B_full=13 T=2 [2, 2] pts=37 -> excess 0 EXACT
[sweep r=3 d=7] lam=(15, 11, 2) a4=4 mult_R=4 B_full=26 T=4 [4, 4] pts=49 -> excess 0 EXACT
[sweep r=3 d=7] lam=(15, 10, 3) a4=8 mult_R=8 B_full=34 T=8 [8, 8] pts=51 -> excess 0 EXACT
[sweep r=3 d=7] lam=(15, 9, 4) a4=9 mult_R=9 B_full=40 T=9 [9, 9] pts=56 -> excess 0 EXACT
[sweep r=3 d=7] lam=(15, 8, 5) a4=9 mult_R=9 B_full=33 T=9 [9, 9] pts=49 -> excess 0 EXACT
[sweep r=3 d=7] lam=(15, 7, 6) a4=6 mult_R=6 B_full=22 T=6 [6, 6] pts=42 -> excess 0 EXACT
[sweep r=3 d=7] lam=(14, 14, 0) a4=1 mult_R=1 B_full=8 T=1 [1, 1] pts=33 -> excess 0 EXACT
[sweep r=3 d=7] lam=(14, 13, 1) a4=1 mult_R=1 B_full=11 T=1 [1, 1] pts=37 -> excess 0 EXACT
[sweep r=3 d=7] lam=(14, 12, 2) a4=5 mult_R=5 B_full=24 T=5 [5, 5] pts=44 -> excess 0 EXACT
[sweep r=3 d=7] lam=(14, 11, 3) a4=5 mult_R=5 B_full=30 T=5 [5, 5] pts=52 -> excess 0 EXACT
[sweep r=3 d=7] lam=(14, 10, 4) a4=12 mult_R=12 B_full=40 T=12 [12, 12] pts=53 -> excess 0 EXACT
[sweep r=3 d=7] lam=(14, 9, 5) a4=8 mult_R=8 B_full=34 T=8 [8, 8] pts=52 -> excess 0 EXACT
[sweep r=3 d=7] lam=(14, 8, 6) a4=11 mult_R=11 B_full=30 T=11 [11, 11] pts=44 -> excess 0 EXACT
[sweep r=3 d=7] lam=(13, 12, 3) a4=4 mult_R=4 B_full=27 T=4 [4, 4] pts=48 -> excess 0 EXACT
[sweep r=3 d=7] lam=(13, 11, 4) a4=4 mult_R=4 B_full=34 T=4 [4, 4] pts=56 -> excess 0 EXACT
[sweep r=3 d=7] lam=(13, 10, 5) a4=8 mult_R=8 B_full=34 T=8 [8, 8] pts=51 -> excess 0 EXACT
[sweep r=3 d=7] lam=(13, 9, 6) a4=7 mult_R=7 B_full=31 T=7 [7, 7] pts=50 -> excess 0 EXACT
[sweep r=3 d=7] lam=(13, 8, 7) a4=4 mult_R=4 B_full=15 T=4 [4, 4] pts=36 -> excess 0 EXACT
[sweep r=3 d=7] lam=(12, 12, 4) a4=5 mult_R=5 B_full=28 T=5 [5, 5] pts=48 -> excess 0 EXACT
[sweep r=3 d=7] lam=(12, 11, 5) a4=3 mult_R=3 B_full=27 T=3 [3, 3] pts=49 -> excess 0 EXACT
[sweep r=3 d=7] lam=(12, 10, 6) a4=9 mult_R=9 B_full=29 T=9 [9, 9] pts=45 -> excess 0 EXACT
[sweep r=3 d=7] lam=(12, 9, 7) a4=3 mult_R=3 B_full=16 T=3 [3, 3] pts=38 -> excess 0 EXACT
[sweep r=3 d=7] lam=(12, 8, 8) a4=5 mult_R=4 B_full=8 T=4 [4, 4] pts=29 -> excess 0 EXACT
[sweep r=3 d=7] lam=(11, 10, 7) a4=3 mult_R=3 B_full=16 T=3 [3, 3] pts=38 -> excess 0 EXACT
[sweep r=3 d=7] lam=(11, 9, 8) a4=1 mult_R=1 B_full=9 T=1 [1, 1] pts=33 -> excess 0 EXACT
[sweep r=3 d=7] lam=(10, 10, 8) a4=3 mult_R=3 B_full=9 T=3 [3, 3] pts=31 -> excess 0 EXACT
summary r=3 delta=7: {'cells': 69, 'swap_exact': 68, 'swap_weaker': 1, 'total_excess': 1, 'total_mult_R': 306, 'total_B_full': 1226}  (49.4s)
wrote /home/claude/gct/results/b13_04/descent_sweep_r3_d7.json
--- done sweep 3 7 (exit 0)
[sweep r=4 d=5] lam=(20, 0, 0, 0) a4=1 mult_R=1 B_full=1 T=1 [1, 1] pts=25 -> excess 0 EXACT
[sweep r=4 d=5] lam=(18, 2, 0, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=4 d=5] lam=(17, 3, 0, 0) a4=1 mult_R=1 B_full=3 T=1 [1, 1] pts=27 -> excess 0 EXACT
[sweep r=4 d=5] lam=(16, 4, 0, 0) a4=2 mult_R=2 B_full=4 T=2 [2, 2] pts=28 -> excess 0 EXACT
[sweep r=4 d=5] lam=(16, 2, 2, 0) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=4 d=5] lam=(15, 5, 0, 0) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=30 -> excess 0 EXACT
[sweep r=4 d=5] lam=(15, 4, 1, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=4 d=5] lam=(15, 3, 2, 0) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=4 d=5] lam=(14, 6, 0, 0) a4=2 mult_R=2 B_full=6 T=2 [2, 2] pts=29 -> excess 0 EXACT
[sweep r=4 d=5] lam=(14, 5, 1, 0) a4=1 mult_R=1 B_full=5 T=1 [1, 1] pts=29 -> excess 0 EXACT
[sweep r=4 d=5] lam=(14, 4, 2, 0) a4=3 mult_R=3 B_full=8 T=3 [3, 3] pts=31 -> excess 0 EXACT
[sweep r=4 d=5] lam=(14, 2, 2, 2) a4=1 mult_R=1 B_full=2 T=1 [1, 1] pts=26 -> excess 0 EXACT
[sweep r=4 d=5] lam=(13, 7, 0, 0) a4=1 mult_R=1 B_full=6 T=1 [1, 1] pts=30 -> excess 0 EXACT
[sweep r=4 d=5] lam=(13, 6, 1, 0) a4=2 mult_R=2 B_full=7 T=2 [2, 2] pts=31 -> excess 0 EXACT
[sweep r=4 d=5] lam=(13, 5, 2, 0) a4=2 mult_R=2 B_full=10 T=2 [2, 2] pts=33 -> excess 0 EXACT
[sweep r=4 d=5] lam=(13, 4, 3, 0) a4=2 mult_R=2 B_full=7 T=2 [2, 2] pts=30 -> excess 0 EXACT
[sweep r=4 d=5] lam=(13, 4, 2, 1) a4=1 mult_R=1 B_full=6 T=1 [1, 1] pts=31 -> excess 0 EXACT
[sweep r=4 d=5] lam=(13, 3, 2, 2) a4=1 mult_R=1 B_full=4 T=1 [1, 1] pts=28 -> excess 0 EXACT
[sweep r=4 d=5] lam=(12, 8, 0, 0) a4=2 mult_R=2 B_full=6 T=2 [2, 2] pts=29 -> excess 0 EXACT
[sweep r=4 d=5] lam=(12, 7, 1, 0) a4=1 mult_R=1 B_full=7 T=1 [1, 1] pts=31 -> excess 0 EXACT
[sweep r=4 d=5] lam=(12, 6, 2, 0) a4=4 mult_R=4 B_full=13 T=4 [4, 4] pts=34 -> excess 0 EXACT
[sweep r=4 d=5] lam=(12, 5, 3, 0) a4=1 mult_R=1 B_full=9 T=1 [1, 1] pts=33 -> excess 0 EXACT
[sweep r=4 d=5] lam=(12, 5, 2, 1) a4=2 mult_R=2 B_full=8 T=2 [2, 2] pts=31 -> excess 0 EXACT
[sweep r=4 d=5] lam=(12, 4, 4, 0) a4=3 mult_R=3 B_full=6 T=3 [3, 3] pts=28 -> excess 0 EXACT
[sweep r=4 d=5] lam=(12, 4, 3, 1) a4=1 mult_R=1 B_full=7 T=1 [1, 1] pts=31 -> excess 0 EXACT
[sweep r=4 d=5] lam=(12, 4, 2, 2) a4=2 mult_R=2 B_full=8 T=2 [2, 2] pts=31 -> excess 0 EXACT
[sweep r=4 d=5] lam=(11, 8, 1, 0) a4=1 mult_R=1 B_full=7 T=1 [1, 1] pts=31 -> excess 0 EXACT
