delta,lam,ell,a,m_det,class,margin
11,17|9|7|4|2|2|1|1|1,9,837,15924930,silent,15924093
11,17|9|7|3|3|2|1|1|1,9,596,13461919,silent,13461323
11,17|9|7|3|2|2|2|1|1,9,590,9160775,silent,9160185
11,17|9|7|2|2|2|2|2|1,9,175,1671685,silent,1671510
11,17|9|6|6|2|1|1|1|1,9,235,5438285,silent,5438050
11,17|9|6|5|3|1|1|1|1,9,650,15279127,silent,15278477
11,17|9|6|5|2|2|1|1|1,9,782,15911940,silent,15911158
11,17|9|6|4|4|1|1|1|1,9,337,9869845,silent,9869508
11,17|9|6|4|3|2|1|1|1,9,1137,29839578,silent,29838441
11,17|9|6|4|2|2|2|1|1,9,842,16121929,silent,16121087
11,17|9|6|3|3|3|1|1|1,9,278,9643278,silent,9643000
11,17|9|6|3|3|2|2|1|1,9,559,15305061,silent,15304502
11,17|9|6|3|2|2|2|2|1,9,381,6363848,silent,6363467
11,17|9|6|2|2|2|2|2|2,9,73,697357,silent,697284
11,17|9|5|5|4|1|1|1|1,9,296,7036494,silent,7036198
11,17|9|5|5|3|2|1|1|1,9,693,17393688,silent,17392995
11,17|9|5|5|2|2|2|1|1,9,437,8826070,silent,8825633
11,17|9|5|4|4|2|1|1|1,9,491,15178894,silent,15178403
11,17|9|5|4|3|3|1|1|1,9,389,15594650,silent,15594261
11,17|9|5|4|3|2|2|1|1,9,777,23209675,silent,23208898
11,17|9|5|4|2|2|2|2|1,9,385,7671136,silent,7670751
11,17|9|5|3|3|3|2|1|1,9,170,10528133,silent,10527963
11,17|9|5|3|3|2|2|2|1,9,213,8168936,silent,8168723
11,17|9|5|3|2|2|2|2|2,9,93,1955272,silent,1955179
11,17|9|4|4|4|3|1|1|1,9,102,5311106,silent,5311004
11,17|9|4|4|4|2|2|1|1,9,194,6447256,silent,6447062
11,17|9|4|4|3|3|2|1|1,9,153,8971966,silent,8971813
11,17|9|4|4|3|2|2|2|1,9,198,6526260,silent,6526062
11,17|9|4|4|2|2|2|2|2,9,71,1268133,silent,1268062
11,17|9|4|3|3|3|3|1|1,9,12,2546809,silent,2546797
11,17|9|4|3|3|3|2|2|1,9,26,4159078,silent,4159052
11,17|9|4|3|3|2|2|2|2,9,27,1717387,silent,1717360
11,17|9|3|3|3|3|3|2|1,9,0,-1,a0,
11,17|9|3|3|3|3|2|2|2,9,0,-1,a0,
11,17|8|8|6|1|1|1|1|1,9,56,1117783,silent,1117727
11,17|8|8|5|2|1|1|1|1,9,227,4859536,silent,4859309
11,17|8|8|4|3|1|1|1|1,9,264,6317418,silent,6317154
11,17|8|8|4|2|2|1|1|1,9,330,6976497,silent,6976167
11,17|8|8|3|3|2|1|1|1,9,250,5835268,silent,5835018
11,17|8|8|3|2|2|2|1|1,9,238,3946920,silent,3946682
11,17|8|8|2|2|2|2|2|1,9,75,715611,silent,715536
11,17|8|7|7|1|1|1|1|1,9,22,712300,silent,712278
11,17|8|7|6|2|1|1|1|1,9,251,5996192,silent,5995941
11,17|8|7|5|3|1|1|1|1,9,525,13378135,silent,13377610
11,17|8|7|5|2|2|1|1|1,9,652,13827976,silent,13827324
11,17|8|7|4|4|1|1|1|1,9,278,8102819,silent,8102541
11,17|8|7|4|3|2|1|1|1,9,874,24084063,silent,24083189
11,17|8|7|4|2|2|2|1|1,9,631,12889901,silent,12889270
11,17|8|7|3|3|3|1|1|1,9,194,7528414,silent,7528220
11,17|8|7|3|3|2|2|1|1,9,413,11895486,silent,11895073
11,17|8|7|3|2|2|2|2|1,9,265,4892699,silent,4892434
11,17|8|7|2|2|2|2|2|2,9,46,524596,silent,524550
11,17|8|6|6|3|1|1|1|1,9,287,7602489,silent,7602202
11,17|8|6|6|2|2|1|1|1,9,299,7656216,silent,7655917
11,17|8|6|5|4|1|1|1|1,9,441,12089344,silent,12088903
11,17|8|6|5|3|2|1|1|1,9,1023,28813981,silent,28812958
11,17|8|6|5|2|2|2|1|1,9,617,14334123,silent,14333506
11,17|8|6|4|4|2|1|1|1,9,597,20361851,silent,20361254
11,17|8|6|4|3|3|1|1|1,9,504,20309389,silent,20308885
11,17|8|6|4|3|2|2|1|1,9,909,29945132,silent,29944223
11,17|8|6|4|2|2|2|2|1,9,440,9699940,silent,9699500
11,17|8|6|3|3|3|2|1|1,9,201,12562369,silent,12562168
11,17|8|6|3|3|2|2|2|1,9,229,9638144,silent,9637915
11,17|8|6|3|2|2|2|2|2,9,99,2262016,silent,2261917
11,17|8|5|5|5|1|1|1|1,9,121,2784236,silent,2784115
11,17|8|5|5|4|2|1|1|1,9,527,15398896,silent,15398369
11,17|8|5|5|3|3|1|1|1,9,307,12726366,silent,12726059
11,17|8|5|5|3|2|2|1|1,9,540,18358043,silent,18357503
11,17|8|5|5|2|2|2|2|1,9,193,5548519,silent,5548326
11,17|8|5|4|4|3|1|1|1,9,311,14082527,silent,14082216
11,17|8|5|4|4|2|2|1|1,9,453,16834067,silent,16833614
11,17|8|5|4|3|3|2|1|1,9,349,21798257,silent,21797908
11,17|8|5|4|3|2|2|2|1,9,375,15553600,silent,15553225
11,17|8|5|4|2|2|2|2|2,9,105,2886317,silent,2886212
11,17|8|5|3|3|3|3|1|1,9,20,4836854,silent,4836834
11,17|8|5|3|3|3|2|2|1,9,56,7830238,silent,7830182
11,17|8|5|3|3|2|2|2|2,9,43,3164538,silent,3164495
11,17|8|4|4|4|4|1|1|1,9,31,2121705,silent,2121674
11,17|8|4|4|4|3|2|1|1,9,138,7965224,silent,7965086
11,17|8|4|4|4|2|2|2|1,9,135,4560732,silent,4560597
11,17|8|4|4|3|3|3|1|1,9,28,4373126,silent,4373098
11,17|8|4|4|3|3|2|2|1,9,68,6894526,silent,6894458
11,17|8|4|4|3|2|2|2|2,9,58,2611569,silent,2611511
11,17|8|4|3|3|3|3|2|1,9,1,2586230,silent,2586229
11,17|8|4|3|3|3|2|2|2,9,2,1761849,silent,1761847
11,17|8|3|3|3|3|3|3|1,9,0,-1,a0,
11,17|8|3|3|3|3|3|2|2,9,0,-1,a0,
11,17|7|7|7|2|1|1|1|1,9,43,1080653,silent,1080610
11,17|7|7|6|3|1|1|1|1,9,161,4820336,silent,4820175
11,17|7|7|6|2|2|1|1|1,9,211,4838654,silent,4838443
11,17|7|7|5|4|1|1|1|1,9,217,6264847,silent,6264630
11,17|7|7|5|3|2|1|1|1,9,503,14728042,silent,14727539
11,17|7|7|5|2|2|2|1|1,9,311,7276855,silent,7276544
11,17|7|7|4|4|2|1|1|1,9,303,9840650,silent,9840347
11,17|7|7|4|3|3|1|1|1,9,213,9685616,silent,9685403
11,17|7|7|4|3|2|2|1|1,9,423,14243751,silent,14243328
11,17|7|7|4|2|2|2|2|1,9,177,4568575,silent,4568398
11,17|7|7|3|3|3|2|1|1,9,85,5804591,silent,5804506
11,17|7|7|3|3|2|2|2|1,9,102,4437661,silent,4437559
11,17|7|7|3|2|2|2|2|2,9,35,1028194,silent,1028159
11,17|7|6|6|4|1|1|1|1,9,140,4807159,silent,4807019
11,17|7|6|6|3|2|1|1|1,9,324,10587399,silent,10587075
11,17|7|6|6|2|2|2|1|1,9,188,5078983,silent,5078795
11,17|7|6|5|5|1|1|1|1,9,143,3778678,silent,3778535
11,17|7|6|5|4|2|1|1|1,9,573,19292020,silent,19291447
11,17|7|6|5|3|3|1|1|1,9,368,15518745,silent,15518377
11,17|7|6|5|3|2|2|1|1,9,598,22188410,silent,22187812
11,17|7|6|5|2|2|2|2|1,9,223,6587284,silent,6587061
11,17|7|6|4|4|3|1|1|1,9,289,14008365,silent,14008076
11,17|7|6|4|4|2|2|1|1,9,419,16614769,silent,16614350
11,17|7|6|4|3|3|2|1|1,9,329,20924174,silent,20923845
11,17|7|6|4|3|2|2|2|1,9,328,14786577,silent,14786249
11,17|7|6|4|2|2|2|2|2,9,89,2692288,silent,2692199
11,17|7|6|3|3|3|3|1|1,9,23,4294051,silent,4294028
11,17|7|6|3|3|3|2|2|1,9,48,6913854,silent,6913806
11,17|7|6|3|3|2|2|2|2,9,36,2766422,silent,2766386
11,17|7|5|5|5|2|1|1|1,9,174,5093034,silent,5092860
11,17|7|5|5|4|3|1|1|1,9,283,11863891,silent,11863608
11,17|7|5|5|4|2|2|1|1,9,334,13759274,silent,13758940
11,17|7|5|5|3|3|2|1|1,9,214,14360919,silent,14360705
11,17|7|5|5|3|2|2|2|1,9,177,9878554,silent,9878377
11,17|7|5|5|2|2|2|2|2,9,32,1669354,silent,1669322
11,17|7|5|4|4|4|1|1|1,9,98,4655748,silent,4655650
11,17|7|5|4|4|3|2|1|1,9,277,16831625,silent,16831348
11,17|7|5|4|4|2|2|2|1,9,201,9453026,silent,9452825
11,17|7|5|4|3|3|3|1|1,9,50,8529812,silent,8529762
11,17|7|5|4|3|3|2|2|1,9,124,13358929,silent,13358805
11,17|7|5|4|3|2|2|2|2,9,74,4949577,silent,4949503
11,17|7|5|3|3|3|3|2|1,9,4,3935595,silent,3935591
11,17|7|5|3|3|3|2|2|2,9,7,2658055,silent,2658048
11,17|7|4|4|4|4|2|1|1,9,56,2944984,silent,2944928
11,17|7|4|4|4|3|3|1|1,9,30,3572144,silent,3572114
11,17|7|4|4|4|3|2|2|1,9,82,5242392,silent,5242310
11,17|7|4|4|4|2|2|2|2,9,41,1549157,silent,1549116
11,17|7|4|4|3|3|3|2|1,9,6,3733437,silent,3733431
11,17|7|4|4|3|3|2|2|2,9,13,2447062,silent,2447049
11,17|7|4|3|3|3|3|3|1,9,0,-1,a0,
11,17|7|4|3|3|3|3|2|2,9,0,-1,a0,
11,17|7|3|3|3|3|3|3|2,9,0,-1,a0,
11,17|6|6|6|5|1|1|1|1,9,31,1070229,silent,1070198
11,17|6|6|6|4|2|1|1|1,9,96,4325143,silent,4325047
11,17|6|6|6|3|3|1|1|1,9,84,3271351,silent,3271267
11,17|6|6|6|3|2|2|1|1,9,109,4599218,silent,4599109
11,17|6|6|6|2|2|2|2|1,9,49,1321034,silent,1320985
11,17|6|6|5|5|2|1|1|1,9,119,3820309,silent,3820190
11,17|6|6|5|4|3|1|1|1,9,180,8341603,silent,8341423
11,17|6|6|5|4|2|2|1|1,9,212,9602615,silent,9602403
11,17|6|6|5|3|3|2|1|1,9,154,9800839,silent,9800685
11,17|6|6|5|3|2|2|2|1,9,123,6683888,silent,6683765
11,17|6|6|5|2|2|2|2|2,9,31,1117504,silent,1117473
11,17|6|6|4|4|4|1|1|1,9,37,2666507,silent,2666470
11,17|6|6|4|4|3|2|1|1,9,149,9521593,silent,9521444
11,17|6|6|4|4|2|2|2|1,9,118,5310530,silent,5310412
11,17|6|6|4|3|3|3|1|1,9,36,4698800,silent,4698764
11,17|6|6|4|3|3|2|2|1,9,63,7320025,silent,7319962
11,17|6|6|4|3|2|2|2|2,9,43,2692244,silent,2692201
11,17|6|6|3|3|3|3|2|1,9,3,2015216,silent,2015213
11,17|6|6|3|3|3|2|2|2,9,2,1350527,silent,1350525
11,17|6|5|5|5|3|1|1|1,9,76,3083657,silent,3083581
11,17|6|5|5|5|2|2|1|1,9,71,3337341,silent,3337270
11,17|6|5|5|4|4|1|1|1,9,75,3059359,silent,3059284
11,17|6|5|5|4|3|2|1|1,9,156,10221367,silent,10221211
11,17|6|5|5|4|2|2|2|1,9,77,5540858,silent,5540781
11,17|6|5|5|3|3|3|1|1,9,25,4109752,silent,4109727
11,17|6|5|5|3|3|2|2|1,9,52,6347818,silent,6347766
11,17|6|5|5|3|2|2|2|2,9,20,2260301,silent,2260281
11,17|6|5|4|4|4|2|1|1,9,81,4591124,silent,4591043
11,17|6|5|4|4|3|3|1|1,9,50,5407233,silent,5407183
11,17|6|5|4|4|3|2|2|1,9,95,7878831,silent,7878736
11,17|6|5|4|4|2|2|2|2,9,38,2280350,silent,2280312
11,17|6|5|4|3|3|3|2|1,9,12,5213325,silent,5213313
11,17|6|5|4|3|3|2|2|2,9,16,3389724,silent,3389708
11,17|6|5|3|3|3|3|3|1,9,0,-1,a0,
11,17|6|5|3|3|3|3|2|2,9,0,-1,a0,
11,17|6|4|4|4|4|3|1|1,9,19,1353624,silent,1353605
11,17|6|4|4|4|4|2|2|1,9,40,1604963,silent,1604923
11,17|6|4|4|4|3|3|2|1,9,14,2451324,silent,2451310
11,17|6|4|4|4|3|2|2|2,9,21,1483685,silent,1483664
11,17|6|4|4|3|3|3|3|1,9,0,-1,a0,
11,17|6|4|4|3|3|3|2|2,9,0,-1,a0,
11,17|6|4|3|3|3|3|3|2,9,0,-1,a0,
11,17|6|3|3|3|3|3|3|3,9,0,-1,a0,
11,17|5|5|5|5|4|1|1|1,9,13,554246,silent,554233
11,17|5|5|5|5|3|2|1|1,9,18,1473471,silent,1473453
11,17|5|5|5|5|2|2|2|1,9,6,740445,silent,740439
11,17|5|5|5|4|4|2|1|1,9,29,1640625,silent,1640596
11,17|5|5|5|4|3|3|1|1,9,14,1806688,silent,1806674
11,17|5|5|5|4|3|2|2|1,9,19,2600155,silent,2600136
11,17|5|5|5|4|2|2|2|2,9,2,723353,silent,723351
11,17|5|5|5|3|3|3|2|1,9,3,1378525,silent,1378522
11,17|5|5|5|3|3|2|2|2,9,4,884838,silent,884834
11,17|5|5|4|4|4|3|1|1,9,20,1140888,silent,1140868
11,17|5|5|4|4|4|2|2|1,9,19,1337350,silent,1337331
11,17|5|5|4|4|3|3|2|1,9,11,1999926,silent,1999915
11,17|5|5|4|4|3|2|2|2,9,9,1198783,silent,1198774
11,17|5|5|4|3|3|3|3|1,9,0,-1,a0,
11,17|5|5|4|3|3|3|2|2,9,1,895506,silent,895505
11,17|5|5|3|3|3|3|3|2,9,0,-1,a0,
11,17|5|4|4|4|4|4|1|1,9,6,180152,silent,180146
11,17|5|4|4|4|4|3|2|1,9,13,685243,silent,685230
11,17|5|4|4|4|4|2|2|2,9,10,328750,silent,328740
11,17|5|4|4|4|3|3|3|1,9,0,-1,a0,
11,17|5|4|4|4|3|3|2|2,9,2,547567,silent,547565
11,17|5|4|4|3|3|3|3|2,9,0,-1,a0,
11,17|5|4|3|3|3|3|3|3,9,0,-1,a0,
11,17|4|4|4|4|4|4|2|1,9,4,53865,silent,53861
11,17|4|4|4|4|4|3|3|1,9,0,-1,a0,
11,17|4|4|4|4|4|3|2|2,9,3,83642,silent,83639
11,17|4|4|4|4|3|3|3|2,9,0,-1,a0,
11,17|4|4|4|3|3|3|3|3,9,0,-1,a0,
11,16|16|6|1|1|1|1|1|1,9,0,-1,a0,
11,16|16|5|2|1|1|1|1|1,9,0,-1,a0,
11,16|16|4|3|1|1|1|1|1,9,0,-1,a0,
11,16|16|4|2|2|1|1|1|1,9,2,39946,silent,39944
11,16|16|3|3|2|1|1|1|1,9,1,30942,silent,30941
11,16|16|3|2|2|2|1|1|1,9,2,20912,silent,20910
11,16|16|2|2|2|2|2|1|1,9,0,-1,a0,
11,16|15|7|1|1|1|1|1|1,9,0,-1,a0,
11,16|15|6|2|1|1|1|1|1,9,2,122577,silent,122575
11,16|15|5|3|1|1|1|1|1,9,5,199643,silent,199638
11,16|15|5|2|2|1|1|1|1,9,8,202039,silent,202031
11,16|15|4|4|1|1|1|1|1,9,3,106845,silent,106842
11,16|15|4|3|2|1|1|1|1,9,15,298146,silent,298131
11,16|15|4|2|2|2|1|1|1,9,15,156732,silent,156717
11,16|15|3|3|3|1|1|1|1,9,8,83676,silent,83668
11,16|15|3|3|2|2|1|1|1,9,16,133813,silent,133797
11,16|15|3|2|2|2|2|1|1,9,15,56173,silent,56158
11,16|15|2|2|2|2|2|2|1,9,6,7140,silent,7134
11,16|14|8|1|1|1|1|1|1,9,0,-1,a0,
11,16|14|7|2|1|1|1|1|1,9,7,276930,silent,276923
11,16|14|6|3|1|1|1|1|1,9,21,585161,silent,585140
11,16|14|6|2|2|1|1|1|1,9,32,570113,silent,570081
11,16|14|5|4|1|1|1|1|1,9,20,553267,silent,553247
11,16|14|5|3|2|1|1|1|1,9,71,1214363,silent,1214292
11,16|14|5|2|2|2|1|1|1,9,58,585656,silent,585598
11,16|14|4|4|2|1|1|1|1,9,35,700032,silent,699997
11,16|14|4|3|3|1|1|1|1,9,37,648065,silent,648028
11,16|14|4|3|2|2|1|1|1,9,85,952645,silent,952560
11,16|14|4|2|2|2|2|1|1,9,50,309871,silent,309821
11,16|14|3|3|3|2|1|1|1,9,31,346327,silent,346296
11,16|14|3|3|2|2|2|1|1,9,42,276338,silent,276296
11,16|14|3|2|2|2|2|2|1,9,27,76657,silent,76630
11,16|14|2|2|2|2|2|2|2,9,9,6170,silent,6161
11,16|13|9|1|1|1|1|1|1,9,1,68883,silent,68882
11,16|13|8|2|1|1|1|1|1,9,15,432956,silent,432941
11,16|13|7|3|1|1|1|1|1,9,48,1134218,silent,1134170
11,16|13|7|2|2|1|1|1|1,9,61,1084808,silent,1084747
11,16|13|6|4|1|1|1|1|1,9,67,1506179,silent,1506112
11,16|13|6|3|2|1|1|1|1,9,185,3031214,silent,3031029
11,16|13|6|2|2|2|1|1|1,9,127,1402087,silent,1401960
11,16|13|5|5|1|1|1|1|1,9,34,729688,silent,729654
11,16|13|5|4|2|1|1|1|1,9,172,3154785,silent,3154613
11,16|13|5|3|3|1|1|1|1,9,143,2346866,silent,2346723
11,16|13|5|3|2|2|1|1|1,9,272,3333960,silent,3333688
11,16|13|5|2|2|2|2|1|1,9,143,990827,silent,990684
11,16|13|4|4|3|1|1|1|1,9,75,1697636,silent,1697561
11,16|13|4|4|2|2|1|1|1,9,124,1993245,silent,1993121
11,16|13|4|3|3|2|1|1|1,9,146,2326839,silent,2326693
11,16|13|4|3|2|2|2|1|1,9,171,1696435,silent,1696264
11,16|13|4|2|2|2|2|2|1,9,79,363412,silent,363333
11,16|13|3|3|3|3|1|1|1,9,19,401669,silent,401650
11,16|13|3|3|3|2|2|1|1,9,40,680068,silent,680028
11,16|13|3|3|2|2|2|2|1,9,37,328595,silent,328558
11,16|13|3|2|2|2|2|2|2,9,17,53955,silent,53938
11,16|12|10|1|1|1|1|1|1,9,1,60645,silent,60644
11,16|12|9|2|1|1|1|1|1,9,19,473792,silent,473773
11,16|12|8|3|1|1|1|1|1,9,74,1541440,silent,1541366
11,16|12|8|2|2|1|1|1|1,9,96,1457542,silent,1457446
11,16|12|7|4|1|1|1|1|1,9,124,2655569,silent,2655445
11,16|12|7|3|2|1|1|1|1,9,310,5137618,silent,5137308
11,16|12|7|2|2|2|1|1|1,9,202,2326413,silent,2326211
11,16|12|6|5|1|1|1|1|1,9,115,2275890,silent,2275775
11,16|12|6|4|2|1|1|1|1,9,425,7611947,silent,7611522
11,16|12|6|3|3|1|1|1|1,9,294,5260240,silent,5259946
11,16|12|6|3|2|2|1|1|1,9,529,7329687,silent,7329158
11,16|12|6|2|2|2|2|1|1,9,229,2083631,silent,2083402
11,16|12|5|5|2|1|1|1|1,9,223,3860658,silent,3860435
11,16|12|5|4|3|1|1|1|1,9,345,7070686,silent,7070341
11,16|12|5|4|2|2|1|1|1,9,505,8043195,silent,8042690
11,16|12|5|3|3|2|1|1|1,9,417,7524261,silent,7523844
11,16|12|5|3|2|2|2|1|1,9,436,5271359,silent,5270923
11,16|12|5|2|2|2|2|2|1,9,152,1024396,silent,1024244
11,16|12|4|4|4|1|1|1|1,9,60,1663377,silent,1663317
11,16|12|4|4|3|2|1|1|1,9,248,5659578,silent,5659330
11,16|12|4|4|2|2|2|1|1,9,214,3232303,silent,3232089
11,16|12|4|3|3|3|1|1|1,9,87,2517547,silent,2517460
11,16|12|4|3|3|2|2|1|1,9,203,4099246,silent,4099043
11,16|12|4|3|2|2|2|2|1,9,159,1811447,silent,1811288
11,16|12|4|2|2|2|2|2|2,9,51,228723,silent,228672
11,16|12|3|3|3|3|2|1|1,9,16,927781,silent,927765
11,16|12|3|3|3|2|2|2|1,9,21,762777,silent,762756
11,16|12|3|3|2|2|2|2|2,9,11,207203,silent,207192
11,16|11|11|1|1|1|1|1|1,9,1,24111,silent,24110
11,16|11|10|2|1|1|1|1|1,9,16,316040,silent,316024
11,16|11|9|3|1|1|1|1|1,9,73,1392557,silent,1392484
11,16|11|9|2|2|1|1|1|1,9,80,1310360,silent,1310280
11,16|11|8|4|1|1|1|1|1,9,161,3142445,silent,3142284
11,16|11|8|3|2|1|1|1|1,9,364,5955470,silent,5955106
11,16|11|8|2|2|2|1|1|1,9,219,2664170,silent,2663951
11,16|11|7|5|1|1|1|1|1,9,188,3837999,silent,3837811
11,16|11|7|4|2|1|1|1|1,9,627,11739664,silent,11739037
11,16|11|7|3|3|1|1|1|1,9,427,7852496,silent,7852069
11,16|11|7|3|2|2|1|1|1,9,729,10838480,silent,10837751
11,16|11|7|2|2|2|2|1|1,9,313,3013483,silent,3013170
11,16|11|6|6|1|1|1|1|1,9,92,1808089,silent,1807997
11,16|11|6|5|2|1|1|1|1,9,578,10692702,silent,10692124
11,16|11|6|4|3|1|1|1|1,9,720,15381977,silent,15381257
11,16|11|6|4|2|2|1|1|1,9,968,17187187,silent,17186219
11,16|11|6|3|3|2|1|1|1,9,743,14942082,silent,14941339
11,16|11|6|3|2|2|2|1|1,9,704,10243665,silent,10242961
11,16|11|6|2|2|2|2|2|1,9,219,1902949,silent,1902730
11,16|11|5|5|3|1|1|1|1,9,425,8502505,silent,8502080
11,16|11|5|5|2|2|1|1|1,9,530,8997219,silent,8996689
11,16|11|5|4|4|1|1|1|1,9,263,6784494,silent,6784231
11,16|11|5|4|3|2|1|1|1,9,914,21234036,silent,21233122
11,16|11|5|4|2|2|2|1|1,9,693,11673136,silent,11672443
11,16|11|5|3|3|3|1|1|1,9,234,7413551,silent,7413317
11,16|11|5|3|3|2|2|1|1,9,480,11861548,silent,11861068
11,16|11|5|3|2|2|2|2|1,9,329,5018801,silent,5018472
11,16|11|5|2|2|2|2|2|2,9,64,570155,silent,570091
11,16|11|4|4|4|2|1|1|1,9,171,5502968,silent,5502797
11,16|11|4|4|3|3|1|1|1,9,167,6073195,silent,6073028
11,16|11|4|4|3|2|2|1|1,9,346,9162960,silent,9162614
11,16|11|4|4|2|2|2|2|1,9,202,3148711,silent,3148509
11,16|11|4|3|3|3|2|1|1,9,96,5261265,silent,5261169
11,16|11|4|3|3|2|2|2|1,9,120,4150946,silent,4150826
11,16|11|4|3|2|2|2|2|2,9,63,1033815,silent,1033752
11,16|11|3|3|3|3|3|1|1,9,3,631313,silent,631310
11,16|11|3|3|3|3|2|2|1,9,5,1050972,silent,1050967
11,16|11|3|3|3|2|2|2|2,9,4,448973,silent,448969
11,16|10|10|3|1|1|1|1|1,9,31,569268,silent,569237
11,16|10|10|2|2|1|1|1|1,9,40,533234,silent,533194
11,16|10|9|4|1|1|1|1|1,9,112,2188349,silent,2188237
11,16|10|9|3|2|1|1|1|1,9,250,4107215,silent,4106965
11,16|10|9|2|2|2|1|1|1,9,146,1826800,silent,1826654
11,16|10|8|5|1|1|1|1|1,9,200,3898863,silent,3898663
11,16|10|8|4|2|1|1|1|1,9,621,11450989,silent,11450368
11,16|10|8|3|3|1|1|1|1,9,383,7539766,silent,7539383
11,16|10|8|3|2|2|1|1|1,9,653,10342360,silent,10341707
11,16|10|8|2|2|2|2|1|1,9,246,2838669,silent,2838423
11,16|10|7|6|1|1|1|1|1,9,157,3358759,silent,3358602
11,16|10|7|5|2|1|1|1|1,9,784,15455044,silent,15454260
11,16|10|7|4|3|1|1|1|1,9,915,20486201,silent,20485286
11,16|10|7|4|2|2|1|1|1,9,1207,22683744,silent,22682537
11,16|10|7|3|3|2|1|1|1,9,873,19096302,silent,19095429
11,16|10|7|3|2|2|2|1|1,9,805,12943532,silent,12942727
11,16|10|7|2|2|2|2|2|1,9,226,2347590,silent,2347364
11,16|10|6|6|2|1|1|1|1,9,368,7569680,silent,7569312
11,16|10|6|5|3|1|1|1|1,9,935,20944963,silent,20944028
11,16|10|6|5|2|2|1|1|1,9,1087,21755288,silent,21754201
11,16|10|6|4|4|1|1|1|1,9,519,13439037,silent,13438518
11,16|10|6|4|3|2|1|1|1,9,1592,40457743,silent,40456151
11,16|10|6|4|2|2|2|1|1,9,1081,21777439,silent,21776358
11,16|10|6|3|3|3|1|1|1,9,380,13002975,silent,13002595
11,16|10|6|3|3|2|2|1|1,9,760,20588109,silent,20587349
11,16|10|6|3|2|2|2|2|1,9,469,8518692,silent,8518223
11,16|10|6|2|2|2|2|2|2,9,97,927032,silent,926935
11,16|10|5|5|4|1|1|1|1,9,395,9406454,silent,9406059
11,16|10|5|5|3|2|1|1|1,9,936,23154875,silent,23153939
11,16|10|5|5|2|2|2|1|1,9,576,11706389,silent,11705813
11,16|10|5|4|4|2|1|1|1,9,670,20071088,silent,20070418
11,16|10|5|4|3|3|1|1|1,9,543,20562872,silent,20562329
11,16|10|5|4|3|2|2|1|1,9,1009,30530955,silent,30529946
11,16|10|5|4|2|2|2|2|1,9,469,10042991,silent,10042522
11,16|10|5|3|3|3|2|1|1,9,229,13773988,silent,13773759
11,16|10|5|3|3|2|2|2|1,9,263,10646791,silent,10646528
11,16|10|5|3|2|2|2|2|2,9,103,2532296,silent,2532193
11,16|10|4|4|4|3|1|1|1,9,155,6910600,silent,6910445
11,16|10|4|4|4|2|2|1|1,9,232,8369636,silent,8369404
11,16|10|4|4|3|3|2|1|1,9,211,11614283,silent,11614072
11,16|10|4|4|3|2|2|2|1,9,238,8417492,silent,8417254
11,16|10|4|4|2|2|2|2|2,9,90,1625750,silent,1625660
11,16|10|4|3|3|3|3|1|1,9,14,3275033,silent,3275019
11,16|10|4|3|3|3|2|2|1,9,37,5333905,silent,5333868
11,16|10|4|3|3|2|2|2|2,9,26,2189808,silent,2189782
11,16|10|3|3|3|3|3|2|1,9,0,-1,a0,
11,16|10|3|3|3|3|2|2|2,9,1,592840,silent,592839
11,16|9|9|5|1|1|1|1|1,9,80,1667118,silent,1667038
11,16|9|9|4|2|1|1|1|1,9,244,4827785,silent,4827541
11,16|9|9|3|3|1|1|1|1,9,171,3158232,silent,3158061
11,16|9|9|3|2|2|1|1|1,9,272,4327990,silent,4327718
11,16|9|9|2|2|2|2|1|1,9,116,1183610,silent,1183494
11,16|9|8|6|1|1|1|1|1,9,135,2797243,silent,2797108
11,16|9|8|5|2|1|1|1|1,9,590,11855332,silent,11854742
11,16|9|8|4|3|1|1|1|1,9,662,15201216,silent,15200554
11,16|9|8|4|2|2|1|1|1,9,847,16748844,silent,16747997
11,16|9|8|3|3|2|1|1|1,9,605,13900942,silent,13900337
11,16|9|8|3|2|2|2|1|1,9,539,9365530,silent,9364991
11,16|9|8|2|2|2|2|2|1,9,148,1679605,silent,1679457
11,16|9|7|7|1|1|1|1|1,9,59,1433467,silent,1433408
11,16|9|7|6|2|1|1|1|1,9,513,11466837,silent,11466324
11,16|9|7|5|3|1|1|1|1,9,1038,24945492,silent,24944454
11,16|9|7|5|2|2|1|1|1,9,1218,25699215,silent,25697997
11,16|9|7|4|4|1|1|1|1,9,533,14944129,silent,14943596
11,16|9|7|4|3|2|1|1|1,9,1638,44158819,silent,44157181
11,16|9|7|4|2|2|2|1|1,9,1115,23527743,silent,23526628
11,16|9|7|3|3|3|1|1|1,9,370,13684490,silent,13684120
11,16|9|7|3|3|2|2|1|1,9,712,21560817,silent,21560105
11,16|9|7|3|2|2|2|2|1,9,424,8813890,silent,8813466
11,16|9|7|2|2|2|2|2|2,9,61,933106,silent,933045
11,16|9|6|6|3|1|1|1|1,9,506,13146199,silent,13145693
11,16|9|6|6|2|2|1|1|1,9,548,13205189,silent,13204641
11,16|9|6|5|4|1|1|1|1,9,765,20444647,silent,20443882
11,16|9|6|5|3|2|1|1|1,9,1729,48443134,silent,48441405
11,16|9|6|5|2|2|2|1|1,9,993,23991637,silent,23990644
11,16|9|6|4|4|2|1|1|1,9,1040,33873590,silent,33872550
