delta,lam,ell,a,m_det,class,margin
12,22|5|4|4|4|3|2|2|1|1,10,6,818184,silent,818178
12,22|5|4|4|4|2|2|2|2|1,10,14,320827,silent,320813
12,22|5|4|4|3|3|3|2|1|1,10,0,-1,a0,
12,22|5|4|4|3|3|2|2|2|1,10,4,531707,silent,531703
12,22|5|4|4|3|2|2|2|2|2,10,8,154289,silent,154281
12,22|5|4|3|3|3|3|3|1|1,10,0,-1,a0,
12,22|5|4|3|3|3|3|2|2|1,10,0,-1,a0,
12,22|5|4|3|3|3|2|2|2|2,10,0,-1,a0,
12,22|5|3|3|3|3|3|3|2|1,10,0,-1,a0,
12,22|5|3|3|3|3|3|2|2|2,10,0,-1,a0,
12,22|4|4|4|4|4|3|1|1|1,10,0,-1,a0,
12,22|4|4|4|4|4|2|2|1|1,10,0,-1,a0,
12,22|4|4|4|4|3|3|2|1|1,10,0,-1,a0,
12,22|4|4|4|4|3|2|2|2|1,10,2,117280,silent,117278
12,22|4|4|4|4|2|2|2|2|2,10,6,27574,silent,27568
12,22|4|4|4|3|3|3|3|1|1,10,0,-1,a0,
12,22|4|4|4|3|3|3|2|2|1,10,0,-1,a0,
12,22|4|4|4|3|3|2|2|2|2,10,0,-1,a0,
12,22|4|4|3|3|3|3|3|2|1,10,0,-1,a0,
12,22|4|4|3|3|3|3|2|2|2,10,0,-1,a0,
12,22|4|3|3|3|3|3|3|3|1,10,0,-1,a0,
12,22|4|3|3|3|3|3|3|2|2,10,0,-1,a0,
12,22|3|3|3|3|3|3|3|3|2,10,0,-1,a0,
12,21|19|1|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|18|2|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|17|3|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|17|2|2|1|1|1|1|1|1,10,0,-1,a0,
12,21|16|4|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|16|3|2|1|1|1|1|1|1,10,0,-1,a0,
12,21|16|2|2|2|1|1|1|1|1,10,0,-1,a0,
12,21|15|5|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|15|4|2|1|1|1|1|1|1,10,0,-1,a0,
12,21|15|3|3|1|1|1|1|1|1,10,0,-1,a0,
12,21|15|3|2|2|1|1|1|1|1,10,0,-1,a0,
12,21|15|2|2|2|2|1|1|1|1,10,0,-1,a0,
12,21|14|6|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|14|5|2|1|1|1|1|1|1,10,0,-1,a0,
12,21|14|4|3|1|1|1|1|1|1,10,0,-1,a0,
12,21|14|4|2|2|1|1|1|1|1,10,0,-1,a0,
12,21|14|3|3|2|1|1|1|1|1,10,0,-1,a0,
12,21|14|3|2|2|2|1|1|1|1,10,0,-1,a0,
12,21|14|2|2|2|2|2|1|1|1,10,0,-1,a0,
12,21|13|7|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|13|6|2|1|1|1|1|1|1,10,0,-1,a0,
12,21|13|5|3|1|1|1|1|1|1,10,0,-1,a0,
12,21|13|5|2|2|1|1|1|1|1,10,0,-1,a0,
12,21|13|4|4|1|1|1|1|1|1,10,1,345630,silent,345629
12,21|13|4|3|2|1|1|1|1|1,10,3,980663,silent,980660
12,21|13|4|2|2|2|1|1|1|1,10,3,528226,silent,528223
12,21|13|3|3|3|1|1|1|1|1,10,3,278219,silent,278216
12,21|13|3|3|2|2|1|1|1|1,10,10,449358,silent,449348
12,21|13|3|2|2|2|2|1|1|1,10,10,198613,silent,198603
12,21|13|2|2|2|2|2|2|1|1,10,8,27316,silent,27308
12,21|12|8|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|12|7|2|1|1|1|1|1|1,10,0,-1,a0,
12,21|12|6|3|1|1|1|1|1|1,10,2,1244030,silent,1244028
12,21|12|6|2|2|1|1|1|1|1,10,4,1223451,silent,1223447
12,21|12|5|4|1|1|1|1|1|1,10,1,1182659,silent,1182658
12,21|12|5|3|2|1|1|1|1|1,10,13,2628206,silent,2628193
12,21|12|5|2|2|2|1|1|1|1,10,16,1296101,silent,1296085
12,21|12|4|4|2|1|1|1|1|1,10,7,1517720,silent,1517713
12,21|12|4|3|3|1|1|1|1|1,10,13,1414839,silent,1414826
12,21|12|4|3|2|2|1|1|1|1,10,33,2117517,silent,2117484
12,21|12|4|2|2|2|2|1|1|1,10,31,722943,silent,722912
12,21|12|3|3|3|2|1|1|1|1,10,24,774424,silent,774400
12,21|12|3|3|2|2|2|1|1|1,10,39,643819,silent,643780
12,21|12|3|2|2|2|2|2|1|1,10,37,197483,silent,197446
12,21|12|2|2|2|2|2|2|2|1,10,18,19808,silent,19790
12,21|11|9|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|11|8|2|1|1|1|1|1|1,10,1,619527,silent,619526
12,21|11|7|3|1|1|1|1|1|1,10,3,1686272,silent,1686269
12,21|11|7|2|2|1|1|1|1|1,10,5,1626304,silent,1626299
12,21|11|6|4|1|1|1|1|1|1,10,8,2275433,silent,2275425
12,21|11|6|3|2|1|1|1|1|1,10,32,4641532,silent,4641500
12,21|11|6|2|2|2|1|1|1|1,10,30,2196557,silent,2196527
12,21|11|5|5|1|1|1|1|1|1,10,2,1115604,silent,1115602
12,21|11|5|4|2|1|1|1|1|1,10,28,4878870,silent,4878842
12,21|11|5|3|3|1|1|1|1|1,10,37,3654893,silent,3654856
12,21|11|5|3|2|2|1|1|1|1,10,93,5279635,silent,5279542
12,21|11|5|2|2|2|2|1|1|1,10,78,1644132,silent,1644054
12,21|11|4|4|3|1|1|1|1|1,10,18,2652914,silent,2652896
12,21|11|4|4|2|2|1|1|1|1,10,33,3180168,silent,3180135
12,21|11|4|3|3|2|1|1|1|1,10,71,3728237,silent,3728166
12,21|11|4|3|2|2|2|1|1|1,10,111,2836533,silent,2836422
12,21|11|4|2|2|2|2|2|1|1,10,87,670060,silent,669973
12,21|11|3|3|3|3|1|1|1|1,10,16,656342,silent,656326
12,21|11|3|3|3|2|2|1|1|1,10,49,1146252,silent,1146203
12,21|11|3|3|2|2|2|2|1|1,10,60,613474,silent,613414
12,21|11|3|2|2|2|2|2|2|1,10,49,131697,silent,131648
12,21|11|2|2|2|2|2|2|2|2,10,13,8512,silent,8499
12,21|10|10|1|1|1|1|1|1|1,10,0,-1,a0,
12,21|10|9|2|1|1|1|1|1|1,10,0,-1,a0,
12,21|10|8|3|1|1|1|1|1|1,10,3,1528010,silent,1528007
12,21|10|8|2|2|1|1|1|1|1,10,9,1461741,silent,1461732
12,21|10|7|4|1|1|1|1|1|1,10,8,2811927,silent,2811919
12,21|10|7|3|2|1|1|1|1|1,10,38,5518311,silent,5518273
12,21|10|7|2|2|2|1|1|1|1,10,39,2557021,silent,2556982
12,21|10|6|5|1|1|1|1|1|1,10,10,2483850,silent,2483840
12,21|10|6|4|2|1|1|1|1|1,10,66,8455007,silent,8454941
12,21|10|6|3|3|1|1|1|1|1,10,59,5886233,silent,5886174
12,21|10|6|3|2|2|1|1|1|1,10,145,8356058,silent,8355913
12,21|10|6|2|2|2|2|1|1|1,10,99,2489344,silent,2489245
12,21|10|5|5|2|1|1|1|1|1,10,33,4351722,silent,4351689
12,21|10|5|4|3|1|1|1|1|1,10,63,8054233,silent,8054170
12,21|10|5|4|2|2|1|1|1|1,10,137,9333561,silent,9333424
12,21|10|5|3|3|2|1|1|1|1,10,154,8792944,silent,8792790
12,21|10|5|3|2|2|2|1|1|1,10,238,6425465,silent,6425227
12,21|10|5|2|2|2|2|2|1|1,10,143,1380166,silent,1380023
12,21|10|4|4|4|1|1|1|1|1,10,8,1917088,silent,1917080
12,21|10|4|4|3|2|1|1|1|1,10,69,6676280,silent,6676211
12,21|10|4|4|2|2|2|1|1|1,10,96,3980969,silent,3980873
12,21|10|4|3|3|3|1|1|1|1,10,48,3011614,silent,3011566
12,21|10|4|3|3|2|2|1|1|1,10,138,5081739,silent,5081601
12,21|10|4|3|2|2|2|2|1|1,10,171,2475400,silent,2475229
12,21|10|4|2|2|2|2|2|2|1,10,100,408418,silent,408318
12,21|10|3|3|3|3|2|1|1|1,10,22,1173834,silent,1173812
12,21|10|3|3|3|2|2|2|1|1,10,40,1057564,silent,1057524
12,21|10|3|3|2|2|2|2|2|1,10,43,379047,silent,379004
12,21|10|3|2|2|2|2|2|2|2,10,25,50101,silent,50076
12,21|9|9|3|1|1|1|1|1|1,10,2,624738,silent,624736
12,21|9|9|2|2|1|1|1|1|1,10,1,593283,silent,593282
12,21|9|8|4|1|1|1|1|1|1,10,7,2002948,silent,2002941
12,21|9|8|3|2|1|1|1|1|1,10,29,3862194,silent,3862165
12,21|9|8|2|2|2|1|1|1|1,10,28,1771242,silent,1771214
12,21|9|7|5|1|1|1|1|1|1,10,10,2792012,silent,2792002
12,21|9|7|4|2|1|1|1|1|1,10,59,8723580,silent,8723521
12,21|9|7|3|3|1|1|1|1|1,10,62,5893683,silent,5893621
12,21|9|7|3|2|2|1|1|1|1,10,138,8284004,silent,8283866
12,21|9|7|2|2|2|2|1|1|1,10,101,2416912,silent,2416811
12,21|9|6|6|1|1|1|1|1|1,10,11,1376846,silent,1376835
12,21|9|6|5|2|1|1|1|1|1,10,77,8422017,silent,8421940
12,21|9|6|4|3|1|1|1|1|1,10,113,12299779,silent,12299666
12,21|9|6|4|2|2|1|1|1|1,10,202,14014214,silent,14014012
12,21|9|6|3|3|2|1|1|1|1,10,206,12292552,silent,12292346
12,21|9|6|3|2|2|2|1|1|1,10,286,8796911,silent,8796625
12,21|9|6|2|2|2|2|2|1|1,10,156,1807288,silent,1807132
12,21|9|5|5|3|1|1|1|1|1,10,67,6983281,silent,6983214
12,21|9|5|5|2|2|1|1|1|1,10,130,7519191,silent,7519061
12,21|9|5|4|4|1|1|1|1|1,10,31,5625894,silent,5625863
12,21|9|5|4|3|2|1|1|1|1,10,225,18037992,silent,18037767
12,21|9|5|4|2|2|2|1|1|1,10,284,10349744,silent,10349460
12,21|9|5|3|3|3|1|1|1|1,10,88,6408245,silent,6408157
12,21|9|5|3|3|2|2|1|1|1,10,250,10618183,silent,10617933
12,21|9|5|3|2|2|2|2|1|1,10,290,4956953,silent,4956663
12,21|9|5|2|2|2|2|2|2|1,10,122,740864,silent,740742
12,21|9|4|4|4|2|1|1|1|1,10,22,4773612,silent,4773590
12,21|9|4|4|3|3|1|1|1|1,10,49,5322716,silent,5322667
12,21|9|4|4|3|2|2|1|1|1,10,132,8334857,silent,8334725
12,21|9|4|4|2|2|2|2|1|1,10,148,3151970,silent,3151822
12,21|9|4|3|3|3|2|1|1|1,10,67,4869349,silent,4869282
12,21|9|4|3|3|2|2|2|1|1,10,125,4209595,silent,4209470
12,21|9|4|3|2|2|2|2|2|1,10,131,1374589,silent,1374458
12,21|9|4|2|2|2|2|2|2|2,10,44,139067,silent,139023
12,21|9|3|3|3|3|3|1|1|1,10,2,608337,silent,608335
12,21|9|3|3|3|3|2|2|1|1,10,9,1090379,silent,1090370
12,21|9|3|3|3|2|2|2|2|1,10,13,609899,silent,609886
12,21|9|3|3|2|2|2|2|2|2,10,13,129505,silent,129492
12,21|8|8|5|1|1|1|1|1|1,10,6,1244109,silent,1244103
12,21|8|8|4|2|1|1|1|1|1,10,34,3774258,silent,3774224
12,21|8|8|3|3|1|1|1|1|1,10,20,2516196,silent,2516176
12,21|8|8|3|2|2|1|1|1|1,10,61,3526837,silent,3526776
12,21|8|8|2|2|2|2|1|1|1,10,35,1017855,silent,1017820
12,21|8|7|6|1|1|1|1|1|1,10,6,1483407,silent,1483401
12,21|8|7|5|2|1|1|1|1|1,10,59,7162677,silent,7162618
12,21|8|7|4|3|1|1|1|1|1,10,84,9715380,silent,9715296
12,21|8|7|4|2|2|1|1|1|1,10,159,10978712,silent,10978553
12,21|8|7|3|3|2|1|1|1|1,10,149,9362610,silent,9362461
12,21|8|7|3|2|2|2|1|1|1,10,208,6632916,silent,6632708
12,21|8|7|2|2|2|2|2|1|1,10,106,1335089,silent,1334983
12,21|8|6|6|2|1|1|1|1|1,10,45,3897949,silent,3897904
12,21|8|6|5|3|1|1|1|1|1,10,118,11226279,silent,11226161
12,21|8|6|5|2|2|1|1|1|1,10,188,11901109,silent,11900921
12,21|8|6|4|4|1|1|1|1|1,10,61,7327057,silent,7326996
12,21|8|6|4|3|2|1|1|1|1,10,287,22646757,silent,22646470
12,21|8|6|4|2|2|2|1|1|1,10,302,12742174,silent,12741872
12,21|8|6|3|3|3|1|1|1|1,10,96,7430817,silent,7430721
12,21|8|6|3|3|2|2|1|1|1,10,270,12205401,silent,12205131
12,21|8|6|3|2|2|2|2|1|1,10,275,5573030,silent,5572755
12,21|8|6|2|2|2|2|2|2|1,10,114,798314,silent,798200
12,21|8|5|5|4|1|1|1|1|1,10,49,5389982,silent,5389933
12,21|8|5|5|3|2|1|1|1|1,10,194,13619214,silent,13619020
12,21|8|5|5|2|2|2|1|1|1,10,205,7194341,silent,7194136
12,21|8|5|4|4|2|1|1|1|1,10,103,12011126,silent,12011023
12,21|8|5|4|3|3|1|1|1|1,10,114,12478648,silent,12478534
12,21|8|5|4|3|2|2|1|1|1,10,328,19217525,silent,19217197
12,21|8|5|4|2|2|2|2|1|1,10,288,6977288,silent,6977000
12,21|8|5|3|3|3|2|1|1|1,10,101,8861948,silent,8861847
12,21|8|5|3|3|2|2|2|1|1,10,196,7506227,silent,7506031
12,21|8|5|3|2|2|2|2|2|1,10,170,2345298,silent,2345128
12,21|8|5|2|2|2|2|2|2|2,10,45,214334,silent,214289
12,21|8|4|4|4|3|1|1|1|1,10,16,4341127,silent,4341111
12,21|8|4|4|4|2|2|1|1|1,10,45,5455492,silent,5455447
12,21|8|4|4|3|3|2|1|1|1,10,71,7677720,silent,7677649
12,21|8|4|4|3|2|2|2|1|1,10,139,6096767,silent,6096628
12,21|8|4|4|2|2|2|2|2|1,10,115,1541809,silent,1541694
12,21|8|4|3|3|3|3|1|1|1,10,9,2244372,silent,2244363
12,21|8|4|3|3|3|2|2|1|1,10,35,3956381,silent,3956346
12,21|8|4|3|3|2|2|2|2|1,10,57,2119399,silent,2119342
12,21|8|4|3|2|2|2|2|2|2,10,44,412856,silent,412812
12,21|8|3|3|3|3|3|2|1|1,10,0,-1,a0,
12,21|8|3|3|3|3|2|2|2|1,10,1,592516,silent,592515
12,21|8|3|3|3|2|2|2|2|2,10,1,189083,silent,189082
12,21|7|7|7|1|1|1|1|1|1,10,0,-1,a0,
12,21|7|7|6|2|1|1|1|1|1,10,15,2422781,silent,2422766
12,21|7|7|5|3|1|1|1|1|1,10,57,5658179,silent,5658122
12,21|7|7|5|2|2|1|1|1|1,10,90,5954900,silent,5954810
12,21|7|7|4|4|1|1|1|1|1,10,18,3485053,silent,3485035
12,21|7|7|4|3|2|1|1|1|1,10,135,10626667,silent,10626532
12,21|7|7|4|2|2|2|1|1|1,10,155,5933866,silent,5933711
12,21|7|7|3|3|3|1|1|1|1,10,52,3392690,silent,3392638
12,21|7|7|3|3|2|2|1|1|1,10,112,5544671,silent,5544559
12,21|7|7|3|2|2|2|2|1|1,10,122,2511645,silent,2511523
12,21|7|7|2|2|2|2|2|2|1,10,41,352618,silent,352577
12,21|7|6|6|3|1|1|1|1|1,10,48,3990536,silent,3990488
12,21|7|6|6|2|2|1|1|1|1,10,56,4103957,silent,4103901
12,21|7|6|5|4|1|1|1|1|1,10,69,6604213,silent,6604144
12,21|7|6|5|3|2|1|1|1|1,10,226,16137210,silent,16136984
12,21|7|6|5|2|2|2|1|1|1,10,192,8374035,silent,8373843
12,21|7|6|4|4|2|1|1|1|1,10,105,11616216,silent,11616111
12,21|7|6|4|3|3|1|1|1|1,10,120,11732782,silent,11732662
12,21|7|6|4|3|2|2|1|1|1,10,288,17923286,silent,17922998
12,21|7|6|4|2|2|2|2|1|1,10,231,6382323,silent,6382092
12,21|7|6|3|3|3|2|1|1|1,10,90,7676846,silent,7676756
12,21|7|6|3|3|2|2|2|1|1,10,151,6436867,silent,6436716
12,21|7|6|3|2|2|2|2|2|1,10,128,1970953,silent,1970825
12,21|7|6|2|2|2|2|2|2|2,10,32,173137,silent,173105
12,21|7|5|5|5|1|1|1|1|1,10,25,1654548,silent,1654523
12,21|7|5|5|4|2|1|1|1|1,10,120,9431912,silent,9431792
12,21|7|5|5|3|3|1|1|1|1,10,81,7910634,silent,7910553
12,21|7|5|5|3|2|2|1|1|1,10,210,11803606,silent,11803396
12,21|7|5|5|2|2|2|2|1|1,10,140,3931950,silent,3931810
12,21|7|5|4|4|3|1|1|1|1,10,51,8905975,silent,8905924
12,21|7|5|4|4|2|2|1|1|1,10,137,11030660,silent,11030523
12,21|7|5|4|3|3|2|1|1|1,10,125,14481623,silent,14481498
12,21|7|5|4|3|2|2|2|1|1,10,237,11289264,silent,11289027
12,21|7|5|4|2|2|2|2|2|1,10,145,2735985,silent,2735840
12,21|7|5|3|3|3|3|1|1|1,10,13,3328362,silent,3328349
12,21|7|5|3|3|3|2|2|1|1,10,44,5809096,silent,5809052
12,21|7|5|3|3|2|2|2|2|1,10,74,3049313,silent,3049239
12,21|7|5|3|2|2|2|2|2|2,10,42,567093,silent,567051
12,21|7|4|4|4|4|1|1|1|1,10,0,-1,a0,
12,21|7|4|4|4|3|2|1|1|1,10,27,5511526,silent,5511499
12,21|7|4|4|4|2|2|2|1|1,10,60,3443728,silent,3443668
12,21|7|4|4|3|3|3|1|1|1,10,14,3105785,silent,3105771
12,21|7|4|4|3|3|2|2|1|1,10,45,5297174,silent,5297129
12,21|7|4|4|3|2|2|2|2|1,10,79,2598781,silent,2598702
12,21|7|4|4|2|2|2|2|2|2,10,38,393114,silent,393076
12,21|7|4|3|3|3|3|2|1|1,10,2,2058294,silent,2058292
12,21|7|4|3|3|3|2|2|2|1,10,6,1799348,silent,1799342
12,21|7|4|3|3|2|2|2|2|2,10,12,552400,silent,552388
12,21|7|3|3|3|3|3|3|1|1,10,0,-1,a0,
12,21|7|3|3|3|3|3|2|2|1,10,0,-1,a0,
12,21|7|3|3|3|3|2|2|2|2,10,0,-1,a0,
12,21|6|6|6|4|1|1|1|1|1,10,26,1444926,silent,1444900
12,21|6|6|6|3|2|1|1|1|1,10,43,3276633,silent,3276590
12,21|6|6|6|2|2|2|1|1|1,10,20,1643221,silent,1643201
12,21|6|6|5|5|1|1|1|1|1,10,15,1220079,silent,1220064
12,21|6|6|5|4|2|1|1|1|1,10,78,6500199,silent,6500121
12,21|6|6|5|3|3|1|1|1|1,10,57,5318861,silent,5318804
12,21|6|6|5|3|2|2|1|1|1,10,124,7887514,silent,7887390
12,21|6|6|5|2|2|2|2|1|1,10,75,2582499,silent,2582424
12,21|6|6|4|4|3|1|1|1|1,10,37,4972354,silent,4972317
12,21|6|6|4|4|2|2|1|1|1,10,57,6112519,silent,6112462
12,21|6|6|4|3|3|2|1|1|1,10,75,7840274,silent,7840199
12,21|6|6|4|3|2|2|2|1|1,10,115,6060953,silent,6060838
12,21|6|6|4|2|2|2|2|2|1,10,79,1445977,silent,1445898
12,21|6|6|3|3|3|3|1|1|1,10,5,1681024,silent,1681019
12,21|6|6|3|3|3|2|2|1|1,10,26,2927049,silent,2927023
12,21|6|6|3|3|2|2|2|2|1,10,33,1521056,silent,1521023
12,21|6|6|3|2|2|2|2|2|2,10,24,279785,silent,279761
12,21|6|5|5|5|2|1|1|1|1,10,37,2181311,silent,2181274
12,21|6|5|5|4|3|1|1|1|1,10,46,5235922,silent,5235876
12,21|6|5|5|4|2|2|1|1|1,10,98,6296551,silent,6296453
12,21|6|5|5|3|3|2|1|1|1,10,54,6695120,silent,6695066
12,21|6|5|5|3|2|2|2|1|1,10,96,5039807,silent,5039711
12,21|6|5|5|2|2|2|2|2|1,10,39,1118988,silent,1118949
12,21|6|5|4|4|4|1|1|1|1,10,8,2146034,silent,2146026
12,21|6|5|4|4|3|2|1|1|1,10,54,8124538,silent,8124484
12,21|6|5|4|4|2|2|2|1|1,10,83,4994215,silent,4994132
12,21|6|5|4|3|3|3|1|1|1,10,11,4252538,silent,4252527
12,21|6|5|4|3|3|2|2|1|1,10,57,7195026,silent,7194969
12,21|6|5|4|3|2|2|2|2|1,10,84,3464955,silent,3464871
12,21|6|5|4|2|2|2|2|2|2,10,32,501586,silent,501554
12,21|6|5|3|3|3|3|2|1|1,10,2,2220217,silent,2220215
12,21|6|5|3|3|3|2|2|2|1,10,10,1922626,silent,1922616
12,21|6|5|3|3|2|2|2|2|2,10,11,578861,silent,578850
12,21|6|4|4|4|4|2|1|1|1,10,2,1565607,silent,1565605
12,21|6|4|4|4|3|3|1|1|1,10,6,1942993,silent,1942987
12,21|6|4|4|4|3|2|2|1|1,10,25,3081140,silent,3081115
12,21|6|4|4|4|2|2|2|2|1,10,40,1181990,silent,1181950
12,21|6|4|4|3|3|3|2|1|1,10,4,2271926,silent,2271922
12,21|6|4|4|3|3|2|2|2|1,10,14,1912316,silent,1912302
12,21|6|4|4|3|2|2|2|2|2,10,21,539525,silent,539504
12,21|6|4|3|3|3|3|3|1|1,10,0,-1,a0,
12,21|6|4|3|3|3|3|2|2|1,10,0,-1,a0,
12,21|6|4|3|3|3|2|2|2|2,10,0,-1,a0,
12,21|6|3|3|3|3|3|3|2|1,10,0,-1,a0,
12,21|6|3|3|3|3|3|2|2|2,10,0,-1,a0,
12,21|5|5|5|5|3|1|1|1|1,10,11,726418,silent,726407
12,21|5|5|5|5|2|2|1|1|1,10,14,815289,silent,815275
12,21|5|5|5|4|4|1|1|1|1,10,9,745434,silent,745425
12,21|5|5|5|4|3|2|1|1|1,10,23,2626524,silent,2626501
12,21|5|5|5|4|2|2|2|1|1,10,27,1565167,silent,1565140
12,21|5|5|5|3|3|3|1|1|1,10,1,1102077,silent,1102076
12,21|5|5|5|3|3|2|2|1|1,10,12,1837231,silent,1837219
12,21|5|5|5|3|2|2|2|2|1,10,14,854922,silent,854908
12,21|5|5|5|2|2|2|2|2|2,10,1,112532,silent,112531
12,21|5|5|4|4|4|2|1|1|1,10,10,1292297,silent,1292287
12,21|5|5|4|4|3|3|1|1|1,10,2,1562258,silent,1562256
12,21|5|5|4|4|3|2|2|1|1,10,22,2466564,silent,2466542
12,21|5|5|4|4|2|2|2|2|1,10,19,930034,silent,930015
12,21|5|5|4|3|3|3|2|1|1,10,1,1703332,silent,1703331
12,21|5|5|4|3|3|2|2|2|1,10,11,1424487,silent,1424476
12,21|5|5|4|3|2|2|2|2|2,10,9,394222,silent,394213
12,21|5|5|3|3|3|3|3|1|1,10,0,-1,a0,
12,21|5|5|3|3|3|3|2|2|1,10,0,-1,a0,
12,21|5|5|3|3|3|2|2|2|2,10,1,237631,silent,237630
12,21|5|4|4|4|4|3|1|1|1,10,0,-1,a0,
12,21|5|4|4|4|4|2|2|1|1,10,6,649930,silent,649924
12,21|5|4|4|4|3|3|2|1|1,10,2,1025757,silent,1025755
12,21|5|4|4|4|3|2|2|2|1,10,13,797450,silent,797437
12,21|5|4|4|4|2|2|2|2|2,10,10,176203,silent,176193
12,21|5|4|4|3|3|3|3|1|1,10,0,-1,a0,
12,21|5|4|4|3|3|3|2|2|1,10,0,-1,a0,
12,21|5|4|4|3|3|2|2|2|2,10,2,296025,silent,296023
12,21|5|4|3|3|3|3|3|2|1,10,0,-1,a0,
12,21|5|4|3|3|3|3|2|2|2,10,0,-1,a0,
12,21|5|3|3|3|3|3|3|3|1,10,0,-1,a0,
12,21|5|3|3|3|3|3|3|2|2,10,0,-1,a0,
12,21|4|4|4|4|4|4|1|1|1,10,0,-1,a0,
12,21|4|4|4|4|4|3|2|1|1,10,0,-1,a0,
12,21|4|4|4|4|4|2|2|2|1,10,4,92704,silent,92700
12,21|4|4|4|4|3|3|3|1|1,10,0,-1,a0,
12,21|4|4|4|4|3|3|2|2|1,10,0,-1,a0,
12,21|4|4|4|4|3|2|2|2|2,10,3,66789,silent,66786
12,21|4|4|4|3|3|3|3|2|1,10,0,-1,a0,
12,21|4|4|4|3|3|3|2|2|2,10,0,-1,a0,
12,21|4|4|3|3|3|3|3|3|1,10,0,-1,a0,
12,21|4|4|3|3|3|3|3|2|2,10,0,-1,a0,
12,21|4|3|3|3|3|3|3|3|2,10,0,-1,a0,
12,21|3|3|3|3|3|3|3|3|3,10,0,-1,a0,
12,20|20|1|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|19|2|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|18|3|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|18|2|2|1|1|1|1|1|1,10,0,-1,a0,
12,20|17|4|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|17|3|2|1|1|1|1|1|1,10,0,-1,a0,
12,20|17|2|2|2|1|1|1|1|1,10,0,-1,a0,
12,20|16|5|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|16|4|2|1|1|1|1|1|1,10,0,-1,a0,
12,20|16|3|3|1|1|1|1|1|1,10,0,-1,a0,
12,20|16|3|2|2|1|1|1|1|1,10,0,-1,a0,
12,20|16|2|2|2|2|1|1|1|1,10,0,-1,a0,
12,20|15|6|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|15|5|2|1|1|1|1|1|1,10,0,-1,a0,
12,20|15|4|3|1|1|1|1|1|1,10,0,-1,a0,
12,20|15|4|2|2|1|1|1|1|1,10,0,-1,a0,
12,20|15|3|3|2|1|1|1|1|1,10,0,-1,a0,
12,20|15|3|2|2|2|1|1|1|1,10,0,-1,a0,
12,20|15|2|2|2|2|2|1|1|1,10,0,-1,a0,
12,20|14|7|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|14|6|2|1|1|1|1|1|1,10,0,-1,a0,
12,20|14|5|3|1|1|1|1|1|1,10,0,-1,a0,
12,20|14|5|2|2|1|1|1|1|1,10,0,-1,a0,
12,20|14|4|4|1|1|1|1|1|1,10,0,-1,a0,
12,20|14|4|3|2|1|1|1|1|1,10,4,973080,silent,973076
12,20|14|4|2|2|2|1|1|1|1,10,5,522537,silent,522532
12,20|14|3|3|3|1|1|1|1|1,10,5,275160,silent,275155
12,20|14|3|3|2|2|1|1|1|1,10,9,442379,silent,442370
12,20|14|3|2|2|2|2|1|1|1,10,11,194468,silent,194457
12,20|14|2|2|2|2|2|2|1|1,10,5,26262,silent,26257
12,20|13|8|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|13|7|2|1|1|1|1|1|1,10,0,-1,a0,
12,20|13|6|3|1|1|1|1|1|1,10,3,1381523,silent,1381520
12,20|13|6|2|2|1|1|1|1|1,10,5,1354210,silent,1354205
12,20|13|5|4|1|1|1|1|1|1,10,3,1304289,silent,1304286
12,20|13|5|3|2|1|1|1|1|1,10,18,2885557,silent,2885539
12,20|13|5|2|2|2|1|1|1|1,10,20,1416210,silent,1416190
12,20|13|4|4|2|1|1|1|1|1,10,10,1659506,silent,1659496
12,20|13|4|3|3|1|1|1|1|1,10,19,1542890,silent,1542871
12,20|13|4|3|2|2|1|1|1|1,10,43,2301248,silent,2301205
12,20|13|4|2|2|2|2|1|1|1,10,37,780557,silent,780520
12,20|13|3|3|3|2|1|1|1|1,10,30,837635,silent,837605
12,20|13|3|3|2|2|2|1|1|1,10,45,692397,silent,692352
12,20|13|3|2|2|2|2|2|1|1,10,39,210459,silent,210420
12,20|13|2|2|2|2|2|2|2|1,10,18,20761,silent,20743
12,20|12|9|1|1|1|1|1|1|1,10,0,-1,a0,
12,20|12|8|2|1|1|1|1|1|1,10,1,805249,silent,805248
12,20|12|7|3|1|1|1|1|1|1,10,7,2126851,silent,2126844
12,20|12|7|2|2|1|1|1|1|1,10,10,2045226,silent,2045216
12,20|12|6|4|1|1|1|1|1|1,10,12,2820939,silent,2820927
12,20|12|6|3|2|1|1|1|1|1,10,52,5728029,silent,5727977
