delta,lam,ell,a,m_det,class,margin
12,26|5|5|2|2|2|2|2|2,9,4,11700,silent,11696
12,26|5|4|4|4|2|1|1|1,9,0,-1,a0,
12,26|5|4|4|3|3|1|1|1,9,0,-1,a0,
12,26|5|4|4|3|2|2|1|1,9,7,224794,silent,224787
12,26|5|4|4|2|2|2|2|1,9,18,84117,silent,84099
12,26|5|4|3|3|3|2|1|1,9,0,-1,a0,
12,26|5|4|3|3|2|2|2|1,9,5,121230,silent,121225
12,26|5|4|3|2|2|2|2|2,9,11,33603,silent,33592
12,26|5|3|3|3|3|3|1|1,9,0,-1,a0,
12,26|5|3|3|3|3|2|2|1,9,0,-1,a0,
12,26|5|3|3|3|2|2|2|2,9,0,-1,a0,
12,26|4|4|4|4|3|1|1|1,9,0,-1,a0,
12,26|4|4|4|4|2|2|1|1,9,0,-1,a0,
12,26|4|4|4|3|3|2|1|1,9,0,-1,a0,
12,26|4|4|4|3|2|2|2|1,9,3,42734,silent,42731
12,26|4|4|4|2|2|2|2|2,9,9,9981,silent,9972
12,26|4|4|3|3|3|3|1|1,9,0,-1,a0,
12,26|4|4|3|3|3|2|2|1,9,0,-1,a0,
12,26|4|4|3|3|2|2|2|2,9,0,-1,a0,
12,26|4|3|3|3|3|3|2|1,9,0,-1,a0,
12,26|4|3|3|3|3|2|2|2,9,0,-1,a0,
12,26|3|3|3|3|3|3|3|1,9,0,-1,a0,
12,26|3|3|3|3|3|3|2|2,9,0,-1,a0,
12,25|16|1|1|1|1|1|1|1,9,0,-1,a0,
12,25|15|2|1|1|1|1|1|1,9,0,-1,a0,
12,25|14|3|1|1|1|1|1|1,9,0,-1,a0,
12,25|14|2|2|1|1|1|1|1,9,0,-1,a0,
12,25|13|4|1|1|1|1|1|1,9,0,-1,a0,
12,25|13|3|2|1|1|1|1|1,9,0,-1,a0,
12,25|13|2|2|2|1|1|1|1,9,0,-1,a0,
12,25|12|5|1|1|1|1|1|1,9,0,-1,a0,
12,25|12|4|2|1|1|1|1|1,9,0,-1,a0,
12,25|12|3|3|1|1|1|1|1,9,0,-1,a0,
12,25|12|3|2|2|1|1|1|1,9,0,-1,a0,
12,25|12|2|2|2|2|1|1|1,9,0,-1,a0,
12,25|11|6|1|1|1|1|1|1,9,0,-1,a0,
12,25|11|5|2|1|1|1|1|1,9,0,-1,a0,
12,25|11|4|3|1|1|1|1|1,9,1,170492,silent,170491
12,25|11|4|2|2|1|1|1|1,9,1,188407,silent,188406
12,25|11|3|3|2|1|1|1|1,9,4,147555,silent,147551
12,25|11|3|2|2|2|1|1|1,9,7,101372,silent,101365
12,25|11|2|2|2|2|2|1|1,9,7,18590,silent,18583
12,25|10|7|1|1|1|1|1|1,9,0,-1,a0,
12,25|10|6|2|1|1|1|1|1,9,1,204746,silent,204745
12,25|10|5|3|1|1|1|1|1,9,2,344214,silent,344212
12,25|10|5|2|2|1|1|1|1,9,6,352696,silent,352690
12,25|10|4|4|1|1|1|1|1,9,1,188325,silent,188324
12,25|10|4|3|2|1|1|1|1,9,10,531244,silent,531234
12,25|10|4|2|2|2|1|1|1,9,16,283283,silent,283267
12,25|10|3|3|3|1|1|1|1,9,7,151090,silent,151083
12,25|10|3|3|2|2|1|1|1,9,22,245902,silent,245880
12,25|10|3|2|2|2|2|1|1,9,30,105414,silent,105384
12,25|10|2|2|2|2|2|2|1,9,22,14113,silent,14091
12,25|9|8|1|1|1|1|1|1,9,0,-1,a0,
12,25|9|7|2|1|1|1|1|1,9,0,-1,a0,
12,25|9|6|3|1|1|1|1|1,9,4,440787,silent,440783
12,25|9|6|2|2|1|1|1|1,9,7,435103,silent,435096
12,25|9|5|4|1|1|1|1|1,9,3,438627,silent,438624
12,25|9|5|3|2|1|1|1|1,9,25,981679,silent,981654
12,25|9|5|2|2|2|1|1|1,9,35,482813,silent,482778
12,25|9|4|4|2|1|1|1|1,9,6,581738,silent,581732
12,25|9|4|3|3|1|1|1|1,9,16,545291,silent,545275
12,25|9|4|3|2|2|1|1|1,9,46,812574,silent,812528
12,25|9|4|2|2|2|2|1|1,9,59,271438,silent,271379
12,25|9|3|3|3|2|1|1|1,9,20,303067,silent,303047
12,25|9|3|3|2|2|2|1|1,9,40,247620,silent,247580
12,25|9|3|2|2|2|2|2|1,9,49,71375,silent,71326
12,25|9|2|2|2|2|2|2|2,9,19,6200,silent,6181
12,25|8|8|2|1|1|1|1|1,9,1,78102,silent,78101
12,25|8|7|3|1|1|1|1|1,9,2,319257,silent,319255
12,25|8|7|2|2|1|1|1|1,9,6,310686,silent,310680
12,25|8|6|4|1|1|1|1|1,9,7,511812,silent,511805
12,25|8|6|3|2|1|1|1|1,9,27,1054341,silent,1054314
12,25|8|6|2|2|2|1|1|1,9,30,497691,silent,497661
12,25|8|5|5|1|1|1|1|1,9,3,264842,silent,264839
12,25|8|5|4|2|1|1|1|1,9,27,1200420,silent,1200393
12,25|8|5|3|3|1|1|1|1,9,25,909080,silent,909055
12,25|8|5|3|2|2|1|1|1,9,82,1312961,silent,1312879
12,25|8|5|2|2|2|2|1|1,9,77,402097,silent,402020
12,25|8|4|4|3|1|1|1|1,9,9,689248,silent,689239
12,25|8|4|4|2|2|1|1|1,9,26,818129,silent,818103
12,25|8|4|3|3|2|1|1|1,9,41,977467,silent,977426
12,25|8|4|3|2|2|2|1|1,9,89,729504,silent,729415
12,25|8|4|2|2|2|2|2|1,9,82,163942,silent,163860
12,25|8|3|3|3|3|1|1|1,9,4,175991,silent,175987
12,25|8|3|3|3|2|2|1|1,9,18,305258,silent,305240
12,25|8|3|3|2|2|2|2|1,9,32,152391,silent,152359
12,25|8|3|2|2|2|2|2|2,9,30,26931,silent,26901
12,25|7|7|4|1|1|1|1|1,9,0,-1,a0,
12,25|7|7|3|2|1|1|1|1,9,10,463457,silent,463447
12,25|7|7|2|2|2|1|1|1,9,17,217101,silent,217084
12,25|7|6|5|1|1|1|1|1,9,5,296685,silent,296680
12,25|7|6|4|2|1|1|1|1,9,24,1059560,silent,1059536
12,25|7|6|3|3|1|1|1|1,9,25,752831,silent,752806
12,25|7|6|3|2|2|1|1|1,9,60,1068911,silent,1068851
12,25|7|6|2|2|2|2|1|1,9,53,315676,silent,315623
12,25|7|5|5|2|1|1|1|1,9,22,619631,silent,619609
12,25|7|5|4|3|1|1|1|1,9,25,1202648,silent,1202623
12,25|7|5|4|2|2|1|1|1,9,70,1394267,silent,1394197
12,25|7|5|3|3|2|1|1|1,9,55,1343528,silent,1343473
12,25|7|5|3|2|2|2|1|1,9,110,969334,silent,969224
12,25|7|5|2|2|2|2|2|1,9,73,198309,silent,198236
12,25|7|4|4|4|1|1|1|1,9,0,-1,a0,
12,25|7|4|4|3|2|1|1|1,9,24,1091111,silent,1091087
12,25|7|4|4|2|2|2|1|1,9,56,639958,silent,639902
12,25|7|4|3|3|3|1|1|1,9,12,505723,silent,505711
12,25|7|4|3|3|2|2|1|1,9,41,840303,silent,840262
12,25|7|4|3|2|2|2|2|1,9,79,386818,silent,386739
12,25|7|4|2|2|2|2|2|2,9,43,52874,silent,52831
12,25|7|3|3|3|3|2|1|1,9,1,204039,silent,204038
12,25|7|3|3|3|2|2|2|1,9,5,173680,silent,173675
12,25|7|3|3|2|2|2|2|2,9,11,49618,silent,49607
12,25|6|6|6|1|1|1|1|1,9,3,55996,silent,55993
12,25|6|6|5|2|1|1|1|1,9,14,398975,silent,398961
12,25|6|6|4|3|1|1|1|1,9,18,631368,silent,631350
12,25|6|6|4|2|2|1|1|1,9,25,718963,silent,718938
12,25|6|6|3|3|2|1|1|1,9,30,657397,silent,657367
12,25|6|6|3|2|2|2|1|1,9,43,465480,silent,465437
12,25|6|6|2|2|2|2|2|1,9,34,93047,silent,93013
12,25|6|5|5|3|1|1|1|1,9,17,497685,silent,497668
12,25|6|5|5|2|2|1|1|1,9,36,541905,silent,541869
12,25|6|5|4|4|1|1|1|1,9,6,430774,silent,430768
12,25|6|5|4|3|2|1|1|1,9,43,1405596,silent,1405553
12,25|6|5|4|2|2|2|1|1,9,69,800263,silent,800194
12,25|6|5|3|3|3|1|1|1,9,8,521283,silent,521275
12,25|6|5|3|3|2|2|1|1,9,41,855060,silent,855019
12,25|6|5|3|2|2|2|2|1,9,63,379468,silent,379405
12,25|6|5|2|2|2|2|2|2,9,28,47295,silent,47267
12,25|6|4|4|4|2|1|1|1,9,2,433918,silent,433916
12,25|6|4|4|3|3|1|1|1,9,7,497698,silent,497691
12,25|6|4|4|3|2|2|1|1,9,31,764650,silent,764619
12,25|6|4|4|2|2|2|2|1,9,53,277251,silent,277198
12,25|6|4|3|3|3|2|1|1,9,5,469356,silent,469351
12,25|6|4|3|3|2|2|2|1,9,19,383518,silent,383499
12,25|6|4|3|2|2|2|2|2,9,31,102583,silent,102552
12,25|6|3|3|3|3|3|1|1,9,0,-1,a0,
12,25|6|3|3|3|3|2|2|1,9,0,-1,a0,
12,25|6|3|3|3|2|2|2|2,9,0,-1,a0,
12,25|5|5|5|4|1|1|1|1,9,5,126094,silent,126089
12,25|5|5|5|3|2|1|1|1,9,14,331928,silent,331914
12,25|5|5|5|2|2|2|1|1,9,18,177128,silent,177110
12,25|5|5|4|4|2|1|1|1,9,10,334977,silent,334967
12,25|5|5|4|3|3|1|1|1,9,2,359291,silent,359289
12,25|5|5|4|3|2|2|1|1,9,25,550400,silent,550375
12,25|5|5|4|2|2|2|2|1,9,24,192222,silent,192198
12,25|5|5|3|3|3|2|1|1,9,1,274296,silent,274295
12,25|5|5|3|3|2|2|2|1,9,12,222194,silent,222182
12,25|5|5|3|2|2|2|2|2,9,9,56681,silent,56672
12,25|5|4|4|4|3|1|1|1,9,0,-1,a0,
12,25|5|4|4|4|2|2|1|1,9,8,227625,silent,227617
12,25|5|4|4|3|3|2|1|1,9,3,334358,silent,334355
12,25|5|4|4|3|2|2|2|1,9,20,252710,silent,252690
12,25|5|4|4|2|2|2|2|2,9,18,53640,silent,53622
12,25|5|4|3|3|3|3|1|1,9,0,-1,a0,
12,25|5|4|3|3|3|2|2|1,9,0,-1,a0,
12,25|5|4|3|3|2|2|2|2,9,4,77671,silent,77667
12,25|5|3|3|3|3|3|2|1,9,0,-1,a0,
12,25|5|3|3|3|3|2|2|2,9,0,-1,a0,
12,25|4|4|4|4|4|1|1|1,9,0,-1,a0,
12,25|4|4|4|4|3|2|1|1,9,0,-1,a0,
12,25|4|4|4|4|2|2|2|1,9,6,41997,silent,41991
12,25|4|4|4|3|3|3|1|1,9,0,-1,a0,
12,25|4|4|4|3|3|2|2|1,9,0,-1,a0,
12,25|4|4|4|3|2|2|2|2,9,5,28051,silent,28046
12,25|4|4|3|3|3|3|2|1,9,0,-1,a0,
12,25|4|4|3|3|3|2|2|2,9,0,-1,a0,
12,25|4|3|3|3|3|3|3|1,9,0,-1,a0,
12,25|4|3|3|3|3|3|2|2,9,0,-1,a0,
12,25|3|3|3|3|3|3|3|2,9,0,-1,a0,
12,24|17|1|1|1|1|1|1|1,9,0,-1,a0,
12,24|16|2|1|1|1|1|1|1,9,0,-1,a0,
12,24|15|3|1|1|1|1|1|1,9,0,-1,a0,
12,24|15|2|2|1|1|1|1|1,9,0,-1,a0,
12,24|14|4|1|1|1|1|1|1,9,0,-1,a0,
12,24|14|3|2|1|1|1|1|1,9,0,-1,a0,
12,24|14|2|2|2|1|1|1|1,9,0,-1,a0,
12,24|13|5|1|1|1|1|1|1,9,0,-1,a0,
12,24|13|4|2|1|1|1|1|1,9,0,-1,a0,
12,24|13|3|3|1|1|1|1|1,9,0,-1,a0,
12,24|13|3|2|2|1|1|1|1,9,0,-1,a0,
12,24|13|2|2|2|2|1|1|1,9,0,-1,a0,
12,24|12|6|1|1|1|1|1|1,9,0,-1,a0,
12,24|12|5|2|1|1|1|1|1,9,0,-1,a0,
12,24|12|4|3|1|1|1|1|1,9,1,215387,silent,215386
12,24|12|4|2|2|1|1|1|1,9,3,236710,silent,236707
12,24|12|3|3|2|1|1|1|1,9,6,184179,silent,184173
12,24|12|3|2|2|2|1|1|1,9,10,125396,silent,125386
12,24|12|2|2|2|2|2|1|1,9,8,22612,silent,22604
12,24|11|7|1|1|1|1|1|1,9,0,-1,a0,
12,24|11|6|2|1|1|1|1|1,9,2,294974,silent,294972
12,24|11|5|3|1|1|1|1|1,9,5,486395,silent,486390
12,24|11|5|2|2|1|1|1|1,9,10,494996,silent,494986
12,24|11|4|4|1|1|1|1|1,9,2,262996,silent,262994
12,24|11|4|3|2|1|1|1|1,9,20,736065,silent,736045
12,24|11|4|2|2|2|1|1|1,9,27,389238,silent,389211
12,24|11|3|3|3|1|1|1|1,9,13,207317,silent,207304
12,24|11|3|3|2|2|1|1|1,9,34,334736,silent,334702
12,24|11|3|2|2|2|2|1|1,9,45,141914,silent,141869
12,24|11|2|2|2|2|2|2|1,9,27,18550,silent,18523
12,24|10|8|1|1|1|1|1|1,9,0,-1,a0,
12,24|10|7|2|1|1|1|1|1,9,2,327269,silent,327267
12,24|10|6|3|1|1|1|1|1,9,10,725513,silent,725503
12,24|10|6|2|2|1|1|1|1,9,19,710705,silent,710686
12,24|10|5|4|1|1|1|1|1,9,9,702683,silent,702674
12,24|10|5|3|2|1|1|1|1,9,52,1553587,silent,1553535
12,24|10|5|2|2|2|1|1|1,9,63,755353,silent,755290
12,24|10|4|4|2|1|1|1|1,9,19,907433,silent,907414
12,24|10|4|3|3|1|1|1|1,9,30,843586,silent,843556
12,24|10|4|3|2|2|1|1|1,9,88,1247975,silent,1247887
12,24|10|4|2|2|2|2|1|1,9,89,410789,silent,410700
12,24|10|3|3|3|2|1|1|1,9,36,458860,silent,458824
12,24|10|3|3|2|2|2|1|1,9,67,370777,silent,370710
12,24|10|3|2|2|2|2|2|1,9,69,105022,silent,104953
12,24|10|2|2|2|2|2|2|2,9,28,8940,silent,8912
12,24|9|9|1|1|1|1|1|1,9,0,-1,a0,
12,24|9|8|2|1|1|1|1|1,9,2,221156,silent,221154
12,24|9|7|3|1|1|1|1|1,9,9,690862,silent,690853
12,24|9|7|2|2|1|1|1|1,9,16,666275,silent,666259
12,24|9|6|4|1|1|1|1|1,9,17,1001211,silent,1001194
12,24|9|6|3|2|1|1|1|1,9,70,2035166,silent,2035096
12,24|9|6|2|2|2|1|1|1,9,71,949959,silent,949888
12,24|9|5|5|1|1|1|1|1,9,10,500454,silent,500444
12,24|9|5|4|2|1|1|1|1,9,65,2212040,silent,2211975
12,24|9|5|3|3|1|1|1|1,9,66,1657780,silent,1657714
12,24|9|5|3|2|2|1|1|1,9,172,2374038,silent,2373866
12,24|9|5|2|2|2|2|1|1,9,145,715554,silent,715409
12,24|9|4|4|3|1|1|1|1,9,25,1227575,silent,1227550
12,24|9|4|4|2|2|1|1|1,9,66,1447841,silent,1447775
12,24|9|4|3|3|2|1|1|1,9,91,1708301,silent,1708210
12,24|9|4|3|2|2|2|1|1,9,167,1260187,silent,1260020
12,24|9|4|2|2|2|2|2|1,9,130,276798,silent,276668
12,24|9|3|3|3|3|1|1|1,9,12,300524,silent,300512
12,24|9|3|3|3|2|2|1|1,9,35,515903,silent,515868
12,24|9|3|3|2|2|2|2|1,9,56,253701,silent,253645
12,24|9|3|2|2|2|2|2|2,9,41,43447,silent,43406
12,24|8|8|3|1|1|1|1|1,9,5,290365,silent,290360
12,24|8|8|2|2|1|1|1|1,9,11,276986,silent,276975
12,24|8|7|4|1|1|1|1|1,9,11,760108,silent,760097
12,24|8|7|3|2|1|1|1|1,9,49,1495756,silent,1495707
12,24|8|7|2|2|2|1|1|1,9,54,686440,silent,686386
12,24|8|6|5|1|1|1|1|1,9,19,761977,silent,761958
12,24|8|6|4|2|1|1|1|1,9,86,2627818,silent,2627732
12,24|8|6|3|3|1|1|1|1,9,69,1839056,silent,1838987
12,24|8|6|3|2|2|1|1|1,9,169,2583994,silent,2583825
12,24|8|6|2|2|2|2|1|1,9,120,747170,silent,747050
12,24|8|5|5|2|1|1|1|1,9,58,1421389,silent,1421331
12,24|8|5|4|3|1|1|1|1,9,80,2678019,silent,2677939
12,24|8|5|4|2|2|1|1|1,9,176,3071660,silent,3071484
12,24|8|5|3|3|2|1|1|1,9,146,2915760,silent,2915614
12,24|8|5|3|2|2|2|1|1,9,249,2071968,silent,2071719
12,24|8|5|2|2|2|2|2|1,9,143,413773,silent,413630
12,24|8|4|4|4|1|1|1|1,9,7,660749,silent,660742
12,24|8|4|4|3|2|1|1|1,9,75,2276797,silent,2276722
12,24|8|4|4|2|2|2|1|1,9,119,1316392,silent,1316273
12,24|8|4|3|3|3|1|1|1,9,29,1033319,silent,1033290
12,24|8|4|3|3|2|2|1|1,9,106,1700599,silent,1700493
12,24|8|4|3|2|2|2|2|1,9,153,768010,silent,767857
12,24|8|4|2|2|2|2|2|2,9,78,101948,silent,101870
12,24|8|3|3|3|3|2|1|1,9,5,398500,silent,398495
12,24|8|3|3|3|2|2|2|1,9,15,334081,silent,334066
12,24|8|3|3|2|2|2|2|2,9,18,93287,silent,93269
12,24|7|7|5|1|1|1|1|1,9,5,371044,silent,371039
12,24|7|7|4|2|1|1|1|1,9,33,1199785,silent,1199752
12,24|7|7|3|3|1|1|1|1,9,33,819923,silent,819890
12,24|7|7|3|2|2|1|1|1,9,78,1147946,silent,1147868
12,24|7|7|2|2|2|2|1|1,9,64,327758,silent,327694
12,24|7|6|6|1|1|1|1|1,9,6,248964,silent,248958
12,24|7|6|5|2|1|1|1|1,9,61,1611018,silent,1610957
12,24|7|6|4|3|1|1|1|1,9,76,2428036,silent,2427960
12,24|7|6|4|2|2|1|1|1,9,144,2741650,silent,2741506
12,24|7|6|3|3|2|1|1|1,9,123,2440971,silent,2440848
12,24|7|6|3|2|2|2|1|1,9,180,1702510,silent,1702330
12,24|7|6|2|2|2|2|2|1,9,100,327631,silent,327531
12,24|7|5|5|3|1|1|1|1,9,64,1532577,silent,1532513
12,24|7|5|5|2|2|1|1|1,9,113,1645483,silent,1645370
12,24|7|5|4|4|1|1|1|1,9,27,1273258,silent,1273231
12,24|7|5|4|3|2|1|1|1,9,161,4066940,silent,4066779
12,24|7|5|4|2|2|2|1|1,9,213,2276163,silent,2275950
12,24|7|5|3|3|3|1|1|1,9,40,1462451,silent,1462411
12,24|7|5|3|3|2|2|1|1,9,128,2371482,silent,2371354
12,24|7|5|3|2|2|2|2|1,9,164,1028887,silent,1028723
12,24|7|5|2|2|2|2|2|2,9,53,122630,silent,122577
12,24|7|4|4|4|2|1|1|1,9,20,1144080,silent,1144060
12,24|7|4|4|3|3|1|1|1,9,26,1286795,silent,1286769
12,24|7|4|4|3|2|2|1|1,9,99,1960169,silent,1960070
12,24|7|4|4|2|2|2|2|1,9,117,692957,silent,692840
12,24|7|4|3|3|3|2|1|1,9,20,1164320,silent,1164300
12,24|7|4|3|3|2|2|2|1,9,55,937025,silent,936970
12,24|7|4|3|2|2|2|2|2,9,61,242785,silent,242724
12,24|7|3|3|3|3|3|1|1,9,0,-1,a0,
12,24|7|3|3|3|3|2|2|1,9,0,-1,a0,
12,24|7|3|3|3|2|2|2|2,9,3,111009,silent,111006
12,24|6|6|6|2|1|1|1|1,9,12,306834,silent,306822
12,24|6|6|5|3|1|1|1|1,9,43,1007191,silent,1007148
12,24|6|6|5|2|2|1|1|1,9,53,1061158,silent,1061105
12,24|6|6|4|4|1|1|1|1,9,20,692435,silent,692415
12,24|6|6|4|3|2|1|1|1,9,83,2147713,silent,2147630
12,24|6|6|4|2|2|2|1|1,9,84,1181177,silent,1181093
12,24|6|6|3|3|3|1|1|1,9,24,726586,silent,726562
12,24|6|6|3|3|2|2|1|1,9,68,1166486,silent,1166418
12,24|6|6|3|2|2|2|2|1,9,77,498923,silent,498846
12,24|6|6|2|2|2|2|2|2,9,38,58846,silent,58808
12,24|6|5|5|4|1|1|1|1,9,28,682671,silent,682643
12,24|6|5|5|3|2|1|1|1,9,83,1737356,silent,1737273
12,24|6|5|5|2|2|2|1|1,9,79,901713,silent,901634
12,24|6|5|4|4|2|1|1|1,9,48,1614016,silent,1613968
12,24|6|5|4|3|3|1|1|1,9,38,1696391,silent,1696353
12,24|6|5|4|3|2|2|1|1,9,125,2556174,silent,2556049
12,24|6|5|4|2|2|2|2|1,9,111,869711,silent,869600
12,24|6|5|3|3|3|2|1|1,9,20,1214493,silent,1214473
12,24|6|5|3|3|2|2|2|1,9,53,961766,silent,961713
12,24|6|5|3|2|2|2|2|2,9,44,239069,silent,239025
12,24|6|4|4|4|3|1|1|1,9,8,671282,silent,671274
12,24|6|4|4|4|2|2|1|1,9,28,822692,silent,822664
12,24|6|4|4|3|3|2|1|1,9,24,1177907,silent,1177883
12,24|6|4|4|3|2|2|2|1,9,64,873523,silent,873459
12,24|6|4|4|2|2|2|2|2,9,53,178828,silent,178775
12,24|6|4|3|3|3|3|1|1,9,0,-1,a0,
12,24|6|4|3|3|3|2|2|1,9,4,584979,silent,584975
12,24|6|4|3|3|2|2|2|2,9,11,248308,silent,248297
12,24|6|3|3|3|3|3|2|1,9,0,-1,a0,
12,24|6|3|3|3|3|2|2|2,9,0,-1,a0,
12,24|5|5|5|5|1|1|1|1,9,7,80270,silent,80263
12,24|5|5|5|4|2|1|1|1,9,27,488244,silent,488217
12,24|5|5|5|3|3|1|1|1,9,7,416146,silent,416139
12,24|5|5|5|3|2|2|1|1,9,29,614629,silent,614600
12,24|5|5|5|2|2|2|2|1,9,13,192388,silent,192375
12,24|5|5|4|4|3|1|1|1,9,10,526539,silent,526529
12,24|5|5|4|4|2|2|1|1,9,34,640916,silent,640882
12,24|5|5|4|3|3|2|1|1,9,12,860499,silent,860487
12,24|5|5|4|3|2|2|2|1,9,37,631020,silent,630983
12,24|5|5|4|2|2|2|2|2,9,12,122257,silent,122245
12,24|5|5|3|3|3|3|1|1,9,0,-1,a0,
12,24|5|5|3|3|3|2|2|1,9,4,345927,silent,345923
12,24|5|5|3|3|2|2|2|2,9,10,145160,silent,145150
12,24|5|4|4|4|4|1|1|1,9,0,-1,a0,
12,24|5|4|4|4|3|2|1|1,9,9,457266,silent,457257
12,24|5|4|4|4|2|2|2|1,9,24,269265,silent,269241
12,24|5|4|4|3|3|3|1|1,9,0,-1,a0,
12,24|5|4|4|3|3|2|2|1,9,7,423279,silent,423272
12,24|5|4|4|3|2|2|2|2,9,17,167035,silent,167018
12,24|5|4|3|3|3|3|2|1,9,0,-1,a0,
12,24|5|4|3|3|3|2|2|2,9,0,-1,a0,
12,24|5|3|3|3|3|3|3|1,9,0,-1,a0,
12,24|5|3|3|3|3|3|2|2,9,0,-1,a0,
12,24|4|4|4|4|4|2|1|1,9,0,-1,a0,
12,24|4|4|4|4|3|3|1|1,9,0,-1,a0,
12,24|4|4|4|4|3|2|2|1,9,3,90540,silent,90537
12,24|4|4|4|4|2|2|2|2,9,10,29055,silent,29045
12,24|4|4|4|3|3|3|2|1,9,0,-1,a0,
12,24|4|4|4|3|3|2|2|2,9,0,-1,a0,
12,24|4|4|3|3|3|3|3|1,9,0,-1,a0,
12,24|4|4|3|3|3|3|2|2,9,0,-1,a0,
12,24|4|3|3|3|3|3|3|2,9,0,-1,a0,
12,24|3|3|3|3|3|3|3|3,9,0,-1,a0,
12,23|18|1|1|1|1|1|1|1,9,0,-1,a0,
12,23|17|2|1|1|1|1|1|1,9,0,-1,a0,
12,23|16|3|1|1|1|1|1|1,9,0,-1,a0,
12,23|16|2|2|1|1|1|1|1,9,0,-1,a0,
12,23|15|4|1|1|1|1|1|1,9,0,-1,a0,
12,23|15|3|2|1|1|1|1|1,9,0,-1,a0,
12,23|15|2|2|2|1|1|1|1,9,0,-1,a0,
12,23|14|5|1|1|1|1|1|1,9,0,-1,a0,
12,23|14|4|2|1|1|1|1|1,9,0,-1,a0,
12,23|14|3|3|1|1|1|1|1,9,0,-1,a0,
12,23|14|3|2|2|1|1|1|1,9,0,-1,a0,
12,23|14|2|2|2|2|1|1|1,9,0,-1,a0,
12,23|13|6|1|1|1|1|1|1,9,0,-1,a0,
12,23|13|5|2|1|1|1|1|1,9,0,-1,a0,
12,23|13|4|3|1|1|1|1|1,9,2,249199,silent,249197
12,23|13|4|2|2|1|1|1|1,9,3,272405,silent,272402
12,23|13|3|3|2|1|1|1|1,9,9,211427,silent,211418
12,23|13|3|2|2|2|1|1|1,9,13,142919,silent,142906
12,23|13|2|2|2|2|2|1|1,9,11,25632,silent,25621
12,23|12|7|1|1|1|1|1|1,9,0,-1,a0,
12,23|12|6|2|1|1|1|1|1,9,3,382732,silent,382729
12,23|12|5|3|1|1|1|1|1,9,8,622699,silent,622691
12,23|12|5|2|2|1|1|1|1,9,17,630171,silent,630154
12,23|12|4|4|1|1|1|1|1,9,4,334056,silent,334052
12,23|12|4|3|2|1|1|1|1,9,32,928582,silent,928550
12,23|12|4|2|2|2|1|1|1,9,40,487368,silent,487328
12,23|12|3|3|3|1|1|1|1,9,18,259634,silent,259616
12,23|12|3|3|2|2|1|1|1,9,49,416487,silent,416438
12,23|12|3|2|2|2|2|1|1,9,56,174785,silent,174729
12,23|12|2|2|2|2|2|2|1,9,32,22454,silent,22422
12,23|11|8|1|1|1|1|1|1,9,1,90860,silent,90859
12,23|11|7|2|1|1|1|1|1,9,4,490234,silent,490230
12,23|11|6|3|1|1|1|1|1,9,22,1053017,silent,1052995
12,23|11|6|2|2|1|1|1|1,9,32,1025650,silent,1025618
12,23|11|5|4|1|1|1|1|1,9,18,1002907,silent,1002889
12,23|11|5|3|2|1|1|1|1,9,92,2199635,silent,2199543
12,23|11|5|2|2|2|1|1|1,9,101,1061125,silent,1061024
12,23|11|4|4|2|1|1|1|1,9,34,1271798,silent,1271764
12,23|11|4|3|3|1|1|1|1,9,58,1176400,silent,1176342
12,23|11|4|3|2|2|1|1|1,9,141,1730471,silent,1730330
12,23|11|4|2|2|2|2|1|1,9,135,564082,silent,563947
12,23|11|3|3|3|2|1|1|1,9,57,629387,silent,629330
12,23|11|3|3|2|2|2|1|1,9,95,503740,silent,503645
12,23|11|3|2|2|2|2|2|1,9,90,140603,silent,140513
12,23|11|2|2|2|2|2|2|2,9,28,11412,silent,11384
12,23|10|9|1|1|1|1|1|1,9,0,-1,a0,
12,23|10|8|2|1|1|1|1|1,9,7,432368,silent,432361
12,23|10|7|3|1|1|1|1|1,9,24,1214698,silent,1214674
12,23|10|7|2|2|1|1|1|1,9,42,1162804,silent,1162762
12,23|10|6|4|1|1|1|1|1,9,42,1673052,silent,1673010
12,23|10|6|3|2|1|1|1|1,9,146,3365600,silent,3365454
12,23|10|6|2|2|2|1|1|1,9,131,1555840,silent,1555709
12,23|10|5|5|1|1|1|1|1,9,21,820290,silent,820269
12,23|10|5|4|2|1|1|1|1,9,139,3562916,silent,3562777
12,23|10|5|3|3|1|1|1|1,9,125,2650704,silent,2650579
12,23|10|5|3|2|2|1|1|1,9,310,3769976,silent,3769666
12,23|10|5|2|2|2|2|1|1,9,225,1121781,silent,1121556
12,23|10|4|4|3|1|1|1|1,9,59,1934630,silent,1934571
12,23|10|4|4|2|2|1|1|1,9,127,2268896,silent,2268769
12,23|10|4|3|3|2|1|1|1,9,169,2655074,silent,2654905
12,23|10|4|3|2|2|2|1|1,9,273,1939915,silent,1939642
12,23|10|4|2|2|2|2|2|1,9,186,419001,silent,418815
12,23|10|3|3|3|3|1|1|1,9,21,459624,silent,459603
12,23|10|3|3|3|2|2|1|1,9,65,782776,silent,782711
12,23|10|3|3|2|2|2|2|1,9,85,380172,silent,380087
12,23|10|3|2|2|2|2|2|2,9,57,63761,silent,63704
12,23|9|9|2|1|1|1|1|1,9,1,172877,silent,172876
12,23|9|8|3|1|1|1|1|1,9,20,837106,silent,837086
12,23|9|8|2|2|1|1|1|1,9,30,793509,silent,793479
