delta,lam,ell,a,m_det,class,margin
11,31|5|3|2|2|1,6,4,692,silent,688
11,31|5|2|2|2|2,6,4,197,silent,193
11,31|4|4|3|1|1,6,0,-1,a0,
11,31|4|4|2|2|1,6,3,426,silent,423
11,31|4|3|3|2|1,6,0,-1,a0,
11,31|4|3|2|2|2,6,2,270,silent,268
11,31|3|3|3|3|1,6,0,-1,a0,
11,31|3|3|3|2|2,6,0,-1,a0,
11,30|10|1|1|1|1,6,0,-1,a0,
11,30|9|2|1|1|1,6,0,-1,a0,
11,30|8|3|1|1|1,6,1,487,silent,486
11,30|8|2|2|1|1,6,1,361,silent,360
11,30|7|4|1|1|1,6,1,672,silent,671
11,30|7|3|2|1|1,6,5,1265,silent,1260
11,30|7|2|2|2|1,6,7,533,silent,526
11,30|6|5|1|1|1,6,1,550,silent,549
11,30|6|4|2|1|1,6,5,1607,silent,1602
11,30|6|3|3|1|1,6,3,1230,silent,1227
11,30|6|3|2|2|1,6,9,1466,silent,1457
11,30|6|2|2|2|2,6,9,410,silent,401
11,30|5|5|2|1|1,6,5,873,silent,868
11,30|5|4|3|1|1,6,4,1457,silent,1453
11,30|5|4|2|2|1,6,9,1535,silent,1526
11,30|5|3|3|2|1,6,2,1385,silent,1383
11,30|5|3|2|2|2,6,4,724,silent,720
11,30|4|4|4|1|1,6,0,-1,a0,
11,30|4|4|3|2|1,6,2,1019,silent,1017
11,30|4|4|2|2|2,6,6,539,silent,533
11,30|4|3|3|3|1,6,0,-1,a0,
11,30|4|3|3|2|2,6,0,-1,a0,
11,30|3|3|3|3|2,6,0,-1,a0,
11,29|11|1|1|1|1,6,0,-1,a0,
11,29|10|2|1|1|1,6,0,-1,a0,
11,29|9|3|1|1|1,6,1,684,silent,683
11,29|9|2|2|1|1,6,3,532,silent,529
11,29|8|4|1|1|1,6,2,1074,silent,1072
11,29|8|3|2|1|1,6,9,1962,silent,1953
11,29|8|2|2|2|1,6,11,815,silent,804
11,29|7|5|1|1|1,6,4,1190,silent,1186
11,29|7|4|2|1|1,6,14,3178,silent,3164
11,29|7|3|3|1|1,6,6,2217,silent,2211
11,29|7|3|2|2|1,6,18,2641,silent,2623
11,29|7|2|2|2|2,6,12,640,silent,628
11,29|6|6|1|1|1,6,0,-1,a0,
11,29|6|5|2|1|1,6,11,2684,silent,2673
11,29|6|4|3|1|1,6,10,3655,silent,3645
11,29|6|4|2|2|1,6,24,3798,silent,3774
11,29|6|3|3|2|1,6,6,3144,silent,3138
11,29|6|3|2|2|2,6,12,1649,silent,1637
11,29|5|5|3|1|1,6,9,2039,silent,2030
11,29|5|5|2|2|1,6,8,1830,silent,1822
11,29|5|4|4|1|1,6,5,1432,silent,1427
11,29|5|4|3|2|1,6,12,4201,silent,4189
11,29|5|4|2|2|2,6,11,1788,silent,1777
11,29|5|3|3|3|1,6,0,-1,a0,
11,29|5|3|3|2|2,6,1,1562,silent,1561
11,29|4|4|4|2|1,6,5,1051,silent,1046
11,29|4|4|3|3|1,6,0,-1,a0,
11,29|4|4|3|2|2,6,4,1301,silent,1297
11,29|4|3|3|3|2,6,0,-1,a0,
11,29|3|3|3|3|3,6,0,-1,a0,
11,28|12|1|1|1|1,6,0,-1,a0,
11,28|11|2|1|1|1,6,0,-1,a0,
11,28|10|3|1|1|1,6,2,898,silent,896
11,28|10|2|2|1|1,6,3,678,silent,675
11,28|9|4|1|1|1,6,4,1614,silent,1610
11,28|9|3|2|1|1,6,15,2859,silent,2844
11,28|9|2|2|2|1,6,17,1159,silent,1142
11,28|8|5|1|1|1,6,8,2076,silent,2068
11,28|8|4|2|1|1,6,24,5294,silent,5270
11,28|8|3|3|1|1,6,14,3637,silent,3623
11,28|8|3|2|2|1,6,31,4294,silent,4263
11,28|8|2|2|2|2,6,20,1044,silent,1024
11,28|7|6|1|1|1,6,4,1471,silent,1467
11,28|7|5|2|1|1,6,30,6070,silent,6040
11,28|7|4|3|1|1,6,26,7497,silent,7471
11,28|7|4|2|2|1,6,47,7536,silent,7489
11,28|7|3|3|2|1,6,15,6038,silent,6023
11,28|7|3|2|2|2,6,21,3034,silent,3013
11,28|6|6|2|1|1,6,7,2549,silent,2542
11,28|6|5|3|1|1,6,24,6915,silent,6891
11,28|6|5|2|2|1,6,33,6380,silent,6347
11,28|6|4|4|1|1,6,12,3974,silent,3962
11,28|6|4|3|2|1,6,34,11143,silent,11109
11,28|6|4|2|2|2,6,33,4692,silent,4659
11,28|6|3|3|3|1,6,1,3378,silent,3377
11,28|6|3|3|2|2,6,4,3729,silent,3725
11,28|5|5|4|1|1,6,13,2875,silent,2862
11,28|5|5|3|2|1,6,16,5970,silent,5954
11,28|5|5|2|2|2,6,5,2071,silent,2066
11,28|5|4|4|2|1,6,19,5000,silent,4981
11,28|5|4|3|3|1,6,5,4797,silent,4792
11,28|5|4|3|2|2,6,12,5398,silent,5386
11,28|5|3|3|3|2,6,0,-1,a0,
11,28|4|4|4|3|1,6,3,1459,silent,1456
11,28|4|4|4|2|2,6,10,1606,silent,1596
11,28|4|4|3|3|2,6,0,-1,a0,
11,28|4|3|3|3|3,6,0,-1,a0,
11,27|13|1|1|1|1,6,0,-1,a0,
11,27|12|2|1|1|1,6,0,-1,a0,
11,27|11|3|1|1|1,6,2,1121,silent,1119
11,27|11|2|2|1|1,6,6,879,silent,873
11,27|10|4|1|1|1,6,6,2218,silent,2212
11,27|10|3|2|1|1,6,22,3869,silent,3847
11,27|10|2|2|2|1,6,23,1554,silent,1531
11,27|9|5|1|1|1,6,13,3322,silent,3309
11,27|9|4|2|1|1,6,44,8242,silent,8198
11,27|9|3|3|1|1,6,20,5421,silent,5401
11,27|9|3|2|2|1,6,50,6407,silent,6357
11,27|9|2|2|2|2,6,24,1427,silent,1403
11,27|8|6|1|1|1,6,9,3013,silent,3004
11,27|8|5|2|1|1,6,56,11156,silent,11100
11,27|8|4|3|1|1,6,50,13202,silent,13152
11,27|8|4|2|2|1,6,85,13147,silent,13062
11,27|8|3|3|2|1,6,31,10266,silent,10235
11,27|8|3|2|2|2,6,38,5116,silent,5078
11,27|7|7|1|1|1,6,7,1362,silent,1355
11,27|7|6|2|1|1,6,37,8267,silent,8230
11,27|7|5|3|1|1,6,62,16400,silent,16338
11,27|7|5|2|2|1,6,76,14803,silent,14727
11,27|7|4|4|1|1,6,35,8950,silent,8915
11,27|7|4|3|2|1,6,77,23554,silent,23477
11,27|7|4|2|2|2,6,55,9322,silent,9267
11,27|7|3|3|3|1,6,4,6762,silent,6758
11,27|7|3|3|2|2,6,13,7544,silent,7531
11,27|6|6|3|1|1,6,19,7352,silent,7333
11,27|6|6|2|2|1,6,36,6815,silent,6779
11,27|6|5|4|1|1,6,36,10695,silent,10659
11,27|6|5|3|2|1,6,64,21942,silent,21878
11,27|6|5|2|2|2,6,37,7895,silent,7858
11,27|6|4|4|2|1,6,54,14636,silent,14582
11,27|6|4|3|3|1,6,15,13411,silent,13396
11,27|6|4|3|2|2,6,38,14937,silent,14899
11,27|6|3|3|3|2,6,0,-1,a0,
11,27|5|5|5|1|1,6,9,2276,silent,2267
11,27|5|5|4|2|1,6,25,9736,silent,9711
11,27|5|5|3|3|1,6,12,7652,silent,7640
11,27|5|5|3|2|2,6,11,7830,silent,7819
11,27|5|4|4|3|1,6,19,7739,silent,7720
11,27|5|4|4|2|2,6,23,7215,silent,7192
11,27|5|4|3|3|2,6,4,8287,silent,8283
11,27|5|3|3|3|3,6,0,-1,a0,
11,27|4|4|4|4|1,6,7,1068,silent,1061
11,27|4|4|4|3|2,6,6,2793,silent,2787
11,27|4|4|3|3|3,6,0,-1,a0,
11,26|14|1|1|1|1,6,0,-1,a0,
11,26|13|2|1|1|1,6,0,-1,a0,
11,26|12|3|1|1|1,6,4,1305,silent,1301
11,26|12|2|2|1|1,6,6,997,silent,991
11,26|11|4|1|1|1,6,9,2865,silent,2856
11,26|11|3|2|1|1,6,31,4925,silent,4894
11,26|11|2|2|2|1,6,29,1946,silent,1917
11,26|10|5|1|1|1,6,20,4755,silent,4735
11,26|10|4|2|1|1,6,63,11559,silent,11496
11,26|10|3|3|1|1,6,34,7567,silent,7533
11,26|10|3|2|2|1,6,71,8884,silent,8813
11,26|10|2|2|2|2,6,36,1993,silent,1957
11,26|9|6|1|1|1,6,20,5321,silent,5301
11,26|9|5|2|1|1,6,99,18337,silent,18238
11,26|9|4|3|1|1,6,87,21030,silent,20943
11,26|9|4|2|2|1,6,135,20623,silent,20488
11,26|9|3|3|2|1,6,53,15889,silent,15836
11,26|9|3|2|2|2,6,56,7744,silent,7688
11,26|8|7|1|1|1,6,17,3684,silent,3667
11,26|8|6|2|1|1,6,78,17632,silent,17554
11,26|8|5|3|1|1,6,126,31620,silent,31494
11,26|8|5|2|2|1,6,150,28437,silent,28287
11,26|8|4|4|1|1,6,60,16604,silent,16544
11,26|8|4|3|2|1,6,150,42926,silent,42776
11,26|8|4|2|2|2,6,104,16837,silent,16733
11,26|8|3|3|3|1,6,12,11891,silent,11879
11,26|8|3|3|2|2,6,25,13185,silent,13160
11,26|7|7|2|1|1,6,42,7786,silent,7744
11,26|7|6|3|1|1,6,84,24502,silent,24418
11,26|7|6|2|2|1,6,105,21643,silent,21538
11,26|7|5|4|1|1,6,100,27296,silent,27196
11,26|7|5|3|2|1,6,162,53928,silent,53766
11,26|7|5|2|2|2,6,76,18694,silent,18618
11,26|7|4|4|2|1,6,116,33099,silent,32983
11,26|7|4|3|3|1,6,44,29805,silent,29761
11,26|7|4|3|2|2,6,81,32405,silent,32324
11,26|7|3|3|3|2,6,3,11549,silent,11546
11,26|6|6|4|1|1,6,33,13214,silent,13181
11,26|6|6|3|2|1,6,74,25380,silent,25306
11,26|6|6|2|2|2,6,52,9103,silent,9051
11,26|6|5|5|1|1,6,30,9799,silent,9769
11,26|6|5|4|2|1,6,110,39443,silent,39333
11,26|6|5|3|3|1,6,42,29179,silent,29137
11,26|6|5|3|2|2,6,61,30392,silent,30331
11,26|6|4|4|3|1,6,52,23877,silent,23825
11,26|6|4|4|2|2,6,71,21938,silent,21867
11,26|6|4|3|3|2,6,14,23990,silent,23976
11,26|6|3|3|3|3,6,0,-1,a0,
11,26|5|5|5|2|1,6,13,8108,silent,8095
11,26|5|5|4|3|1,6,32,16840,silent,16808
11,26|5|5|4|2|2,6,18,13931,silent,13913
11,26|5|5|3|3|2,6,12,13822,silent,13810
11,26|5|4|4|4|1,6,20,5833,silent,5813
11,26|5|4|4|3|2,6,23,14810,silent,14787
11,26|5|4|3|3|3,6,0,-1,a0,
11,26|4|4|4|4|2,6,14,2387,silent,2373
11,26|4|4|4|3|3,6,0,-1,a0,
11,25|15|1|1|1|1,6,0,-1,a0,
11,25|14|2|1|1|1,6,0,-1,a0,
11,25|13|3|1|1|1,6,4,1434,silent,1430
11,25|13|2|2|1|1,6,9,1131,silent,1122
11,25|12|4|1|1|1,6,13,3415,silent,3402
11,25|12|3|2|1|1,6,38,5813,silent,5775
11,25|12|2|2|2|1,6,35,2287,silent,2252
11,25|11|5|1|1|1,6,29,6331,silent,6302
11,25|11|4|2|1|1,6,92,15226,silent,15134
11,25|11|3|3|1|1,6,44,9703,silent,9659
11,25|11|3|2|2|1,6,95,11403,silent,11308
11,25|11|2|2|2|2,6,39,2410,silent,2371
11,25|10|6|1|1|1,6,32,8102,silent,8070
11,25|10|5|2|1|1,6,147,26963,silent,26816
11,25|10|4|3|1|1,6,132,30392,silent,30260
11,25|10|4|2|2|1,6,197,29623,silent,29426
11,25|10|3|3|2|1,6,82,22561,silent,22479
11,25|10|3|2|2|2,6,82,10910,silent,10828
11,25|9|7|1|1|1,6,35,7438,silent,7403
11,25|9|6|2|1|1,6,155,31826,silent,31671
11,25|9|5|3|1|1,6,217,53421,silent,53204
11,25|9|5|2|2|1,6,251,47535,silent,47284
11,25|9|4|4|1|1,6,115,27787,silent,27672
11,25|9|4|3|2|1,6,252,69711,silent,69459
11,25|9|4|2|2|2,6,149,26488,silent,26339
11,25|9|3|3|3|1,6,22,18870,silent,18848
11,25|9|3|3|2|2,6,50,21016,silent,20966
11,25|8|8|1|1|1,6,10,2843,silent,2833
11,25|8|7|2|1|1,6,107,22360,silent,22253
11,25|8|6|3|1|1,6,193,54685,silent,54492
11,25|8|6|2|2|1,6,231,47943,silent,47712
11,25|8|5|4|1|1,6,197,55353,silent,55156
11,25|8|5|3|2|1,6,335,107594,silent,107259
11,25|8|5|2|2|2,6,160,37021,silent,36861
11,25|8|4|4|2|1,6,220,63480,silent,63260
11,25|8|4|3|3|1,6,92,56157,silent,56065
11,25|8|4|3|2|2,6,158,60540,silent,60382
11,25|8|3|3|3|2,6,7,20828,silent,20821
11,25|7|7|3|1|1,6,93,24199,silent,24106
11,25|7|7|2|2|1,6,84,20305,silent,20221
11,25|7|6|4|1|1,6,150,47243,silent,47093
11,25|7|6|3|2|1,6,247,85649,silent,85402
11,25|7|6|2|2|2,6,113,28604,silent,28491
11,25|7|5|5|1|1,6,81,26975,silent,26894
11,25|7|5|4|2|1,6,281,103469,silent,103188
11,25|7|5|3|3|1,6,122,74839,silent,74717
11,25|7|5|3|2|2,6,156,76851,silent,76695
11,25|7|4|4|3|1,6,126,56698,silent,56572
11,25|7|4|4|2|2,6,131,50073,silent,49942
11,25|7|4|3|3|2,6,47,55041,silent,54994
11,25|7|3|3|3|3,6,0,-1,a0,
11,25|6|6|5|1|1,6,37,16358,silent,16321
11,25|6|6|4|2|1,6,143,52769,silent,52626
11,25|6|6|3|3|1,6,48,35483,silent,35435
11,25|6|6|3|2|2,6,89,37158,silent,37069
11,25|6|5|5|2|1,6,74,37953,silent,37879
11,25|6|5|4|3|1,6,126,71015,silent,70889
11,25|6|5|4|2|2,6,116,59675,silent,59559
11,25|6|5|3|3|2,6,43,54603,silent,54560
11,25|6|4|4|4|1,6,58,19273,silent,19215
11,25|6|4|4|3|2,6,71,47245,silent,47174
11,25|6|4|3|3|3,6,1,19018,silent,19017
11,25|5|5|5|3|1,6,21,16223,silent,16202
11,25|5|5|5|2|2,6,6,12053,silent,12047
11,25|5|5|4|4|1,6,24,14207,silent,14183
11,25|5|5|4|3|2,6,34,32996,silent,32962
11,25|5|5|3|3|3,6,5,11373,silent,11368
11,25|5|4|4|4|2,6,31,12814,silent,12783
11,25|5|4|4|3|3,6,7,12496,silent,12489
11,25|4|4|4|4|3,6,8,2462,silent,2454
11,24|16|1|1|1|1,6,0,-1,a0,
11,24|15|2|1|1|1,6,0,-1,a0,
11,24|14|3|1|1|1,6,5,1469,silent,1464
11,24|14|2|2|1|1,6,8,1127,silent,1119
11,24|13|4|1|1|1,6,15,3805,silent,3790
11,24|13|3|2|1|1,6,45,6421,silent,6376
11,24|13|2|2|2|1,6,39,2497,silent,2458
11,24|12|5|1|1|1,6,37,7659,silent,7622
11,24|12|4|2|1|1,6,111,18212,silent,18101
11,24|12|3|3|1|1,6,60,11618,silent,11558
11,24|12|3|2|2|1,6,115,13576,silent,13461
11,24|12|2|2|2|2,6,51,2903,silent,2852
11,24|11|6|1|1|1,6,49,11200,silent,11151
11,24|11|5|2|1|1,6,206,36234,silent,36028
11,24|11|4|3|1|1,6,185,40273,silent,40088
11,24|11|4|2|2|1,6,261,38907,silent,38646
11,24|11|3|3|2|1,6,115,29440,silent,29325
11,24|11|3|2|2|2,6,103,14037,silent,13934
11,24|10|7|1|1|1,6,56,12109,silent,12053
11,24|10|6|2|1|1,6,237,49268,silent,49031
11,24|10|5|3|1|1,6,334,80257,silent,79923
11,24|10|5|2|2|1,6,377,71165,silent,70788
11,24|10|4|4|1|1,6,163,41122,silent,40959
11,24|10|4|3|2|1,6,380,102253,silent,101873
11,24|10|4|2|2|2,6,225,38656,silent,38431
11,24|10|3|3|3|1,6,40,27234,silent,27194
11,24|10|3|3|2|2,6,72,30145,silent,30073
11,24|9|8|1|1|1,6,34,7966,silent,7932
11,24|9|7|2|1|1,6,222,45765,silent,45543
11,24|9|6|3|1|1,6,367,100499,silent,100132
11,24|9|6|2|2|1,6,403,86804,silent,86401
11,24|9|5|4|1|1,6,350,96908,silent,96558
11,24|9|5|3|2|1,6,582,185161,silent,184579
11,24|9|5|2|2|2,6,252,62538,silent,62286
11,24|9|4|4|2|1,6,363,106712,silent,106349
11,24|9|4|3|3|1,6,169,93563,silent,93394
11,24|9|4|3|2|2,6,260,99699,silent,99439
11,24|9|3|3|3|2,6,20,33786,silent,33766
11,24|8|8|2|1|1,6,74,18281,silent,18207
11,24|8|7|3|1|1,6,262,72651,silent,72389
11,24|8|7|2|2|1,6,257,61495,silent,61238
11,24|8|6|4|1|1,6,334,110139,silent,109805
11,24|8|6|3|2|1,6,567,196302,silent,195735
11,24|8|6|2|2|2,6,259,64967,silent,64708
11,24|8|5|5|1|1,6,177,58003,silent,57826
11,24|8|5|4|2|1,6,582,216192,silent,215610
11,24|8|5|3|3|1,6,261,153453,silent,153192
11,24|8|5|3|2|2,6,328,156895,silent,156567
11,24|8|4|4|3|1,6,238,112064,silent,111826
11,24|8|4|4|2|2,6,261,98165,silent,97904
11,24|8|4|3|3|2,6,96,105812,silent,105716
11,24|8|3|3|3|3,6,1,16762,silent,16761
11,24|7|7|4|1|1,6,169,50672,silent,50503
11,24|7|7|3|2|1,6,228,85910,silent,85682
11,24|7|7|2|2|2,6,70,26901,silent,26831
11,24|7|6|5|1|1,6,163,62952,silent,62789
11,24|7|6|4|2|1,6,469,188801,silent,188332
11,24|7|6|3|3|1,6,199,125252,silent,125053
11,24|7|6|3|2|2,6,258,127121,silent,126863
11,24|7|5|5|2|1,6,215,108707,silent,108492
11,24|7|5|4|3|1,6,343,193699,silent,193356
11,24|7|5|4|2|2,6,281,159924,silent,159643
11,24|7|5|3|3|2,6,137,143880,silent,143743
11,24|7|4|4|4|1,6,120,47557,silent,47437
11,24|7|4|4|3|2,6,160,114289,silent,114129
11,24|7|4|3|3|3,6,10,44995,silent,44985
11,24|6|6|6|1|1,6,18,10917,silent,10899
11,24|6|6|5|2|1,6,143,69260,silent,69117
11,24|6|6|4|3|1,6,162,100065,silent,99903
11,24|6|6|4|2|2,6,183,83898,silent,83715
11,24|6|6|3|3|2,6,54,69073,silent,69019
11,24|6|5|5|3|1,6,102,78598,silent,78496
11,24|6|5|5|2|2,6,64,59448,silent,59384
11,24|6|5|4|4|1,6,115,64692,silent,64577
11,24|6|5|4|3|2,6,157,144516,silent,144359
11,24|6|5|3|3|3,6,14,46095,silent,46081
11,24|6|4|4|4|2,6,95,43626,silent,43531
11,24|6|4|4|3|3,6,21,41450,silent,41429
11,24|5|5|5|4|1,6,17,18586,silent,18569
11,24|5|5|5|3|2,6,23,33291,silent,33268
11,24|5|5|4|4|2,6,28,31764,silent,31736
11,24|5|5|4|3|3,6,23,30734,silent,30711
11,24|5|4|4|4|3,6,22,14703,silent,14681
11,24|4|4|4|4|4,6,12,1520,silent,1508
11,23|17|1|1|1|1,6,0,-1,a0,
11,23|16|2|1|1|1,6,0,-1,a0,
11,23|15|3|1|1|1,6,4,1416,silent,1412
11,23|15|2|2|1|1,6,10,1124,silent,1114
11,23|14|4|1|1|1,6,16,3912,silent,3896
11,23|14|3|2|1|1,6,48,6572,silent,6524
11,23|14|2|2|2|1,6,40,2545,silent,2505
11,23|13|5|1|1|1,6,43,8616,silent,8573
11,23|13|4|2|1|1,6,134,20386,silent,20252
11,23|13|3|3|1|1,6,64,12758,silent,12694
11,23|13|3|2|2|1,6,132,14930,silent,14798
11,23|13|2|2|2|2,6,48,3038,silent,2990
11,23|12|6|1|1|1,6,63,13872,silent,13809
11,23|12|5|2|1|1,6,254,44200,silent,43946
11,23|12|4|3|1|1,6,231,48727,silent,48496
11,23|12|4|2|2|1,6,318,46886,silent,46568
11,23|12|3|3|2|1,6,145,35262,silent,35117
11,23|12|3|2|2|2,6,127,16721,silent,16594
11,23|11|7|1|1|1,6,83,17429,silent,17346
11,23|11|6|2|1|1,6,346,68528,silent,68182
11,23|11|5|3|1|1,6,459,108714,silent,108255
11,23|11|5|2|2|1,6,505,95781,silent,95276
11,23|11|4|4|1|1,6,237,55635,silent,55398
11,23|11|4|3|2|1,6,518,135989,silent,135471
11,23|11|4|2|2|2,6,274,50379,silent,50105
11,23|11|3|3|3|1,6,56,35783,silent,35727
11,23|11|3|3|2|2,6,109,39724,silent,39615
11,23|10|8|1|1|1,6,61,14686,silent,14625
11,23|10|7|2|1|1,6,352,75837,silent,75485
11,23|10|6|3|1|1,6,577,158316,silent,157739
11,23|10|6|2|2|1,6,620,136085,silent,135465
11,23|10|5|4|1|1,6,526,148598,silent,148072
11,23|10|5|3|2|1,6,890,281319,silent,280429
11,23|10|5|2|2|2,6,384,94376,silent,93992
11,23|10|4|4|2|1,6,536,159903,silent,159367
11,23|10|4|3|3|1,6,263,139007,silent,138744
11,23|10|4|3|2|2,6,389,147304,silent,146915
11,23|10|3|3|3|2,6,34,49148,silent,49114
11,23|9|9|1|1|1,6,30,6126,silent,6096
11,23|9|8|2|1|1,6,222,50920,silent,50698
11,23|9|7|3|1|1,6,530,151072,silent,150542
11,23|9|7|2|2|1,6,504,126409,silent,125905
11,23|9|6|4|1|1,6,649,208318,silent,207669
11,23|9|6|3|2|1,6,1027,363904,silent,362877
11,23|9|6|2|2|2,6,410,117566,silent,117156
11,23|9|5|5|1|1,6,301,104650,silent,104349
11,23|9|5|4|2|1,6,1005,382790,silent,381785
11,23|9|5|3|3|1,6,472,269007,silent,268535
11,23|9|5|3|2|2,6,572,272994,silent,272422
11,23|9|4|4|3|1,6,412,192502,silent,192090
11,23|9|4|4|2|2,6,391,165491,silent,165100
11,23|9|4|3|3|2,6,188,178694,silent,178506
11,23|9|3|3|3|3,6,3,27322,silent,27319
11,23|8|8|3|1|1,6,198,62087,silent,61889
11,23|8|8|2|2|1,6,210,52660,silent,52450
11,23|8|7|4|1|1,6,466,157911,silent,157445
11,23|8|7|3|2|1,6,697,265844,silent,265147
11,23|8|7|2|2|2,6,257,83957,silent,83700
11,23|8|6|5|1|1,6,389,154589,silent,154200
11,23|8|6|4|2|1,6,1074,449702,silent,448628
11,23|8|6|3|3|1,6,469,293550,silent,293081
11,23|8|6|3|2|2,6,589,295993,silent,295404
11,23|8|5|5|2|1,6,473,239430,silent,238957
11,23|8|5|4|3|1,6,711,414238,silent,413527
11,23|8|5|4|2|2,6,605,340209,silent,339604
11,23|8|5|3|3|2,6,289,299975,silent,299686
11,23|8|4|4|4|1,6,221,97133,silent,96912
11,23|8|4|4|3|2,6,313,229631,silent,229318
11,23|8|4|3|3|3,6,24,88387,silent,88363
11,23|7|7|5|1|1,6,198,76456,silent,76258
11,23|7|7|4|2|1,6,440,204303,silent,203863
11,23|7|7|3|3|1,6,215,131329,silent,131114
11,23|7|7|3|2|2,6,213,129266,silent,129053
11,23|7|6|6|1|1,6,109,48941,silent,48832
11,23|7|6|5|2|1,6,511,268517,silent,268006
11,23|7|6|4|3|1,6,588,371410,silent,370822
11,23|7|6|4|2|2,6,503,301631,silent,301128
11,23|7|6|3|3|2,6,237,248699,silent,248462
11,23|7|5|5|3|1,6,303,232003,silent,231700
11,23|7|5|5|2|2,6,205,174758,silent,174553
11,23|7|5|4|4|1,6,295,183665,silent,183370
11,23|7|5|4|3|2,6,424,401946,silent,401522
11,23|7|5|3|3|3,6,52,124454,silent,124402
11,23|7|4|4|4|2,6,176,108861,silent,108685
11,23|7|4|4|3|3,6,69,104484,silent,104415
11,23|6|6|6|2|1,6,99,50286,silent,50187
11,23|6|6|5|3|1,6,190,149847,silent,149657
11,23|6|6|5|2|2,6,171,114338,silent,114167
11,23|6|6|4|4|1,6,166,99583,silent,99417
11,23|6|6|4|3|2,6,224,210992,silent,210768
11,23|6|6|3|3|3,6,13,59960,silent,59947
11,23|6|5|5|4|1,6,97,96266,silent,96169
11,23|6|5|5|3|2,6,122,166880,silent,166758
11,23|6|5|4|4|2,6,170,149670,silent,149500
11,23|6|5|4|3|3,6,77,137154,silent,137077
11,23|6|4|4|4|3,6,65,51806,silent,51741
11,23|5|5|5|5|1,6,7,11179,silent,11172
11,23|5|5|5|4|2,6,19,43459,silent,43440
11,23|5|5|5|3|3,6,22,33887,silent,33865
11,23|5|5|4|4|3,6,28,39612,silent,39584
11,23|5|4|4|4|4,6,17,8465,silent,8448
11,22|18|1|1|1|1,6,0,-1,a0,
11,22|17|2|1|1|1,6,0,-1,a0,
11,22|16|3|1|1|1,6,5,1252,silent,1247
11,22|16|2|2|1|1,6,7,957,silent,950
11,22|15|4|1|1|1,6,17,3733,silent,3716
11,22|15|3|2|1|1,6,47,6233,silent,6186
11,22|15|2|2|2|1,6,39,2400,silent,2361
11,22|14|5|1|1|1,6,46,8802,silent,8756
11,22|14|4|2|1|1,6,135,20670,silent,20535
11,22|14|3|3|1|1,6,74,13016,silent,12942
11,22|14|3|2|2|1,6,135,15146,silent,15011
11,22|14|2|2|2|2,6,55,3150,silent,3095
11,22|13|6|1|1|1,6,75,15689,silent,15614
11,22|13|5|2|1|1,6,292,49311,silent,49019
11,22|13|4|3|1|1,6,265,53972,silent,53707
11,22|13|4|2|2|1,6,354,51638,silent,51284
