delta,lam,ell,a,m_det,class,margin
10,20|6|2|2|2|2|2|2|2,9,4,1327,silent,1323
10,20|5|5|5|1|1|1|1|1,9,0,-1,a0,
10,20|5|5|4|2|1|1|1|1,9,0,-1,a0,
10,20|5|5|3|3|1|1|1|1,9,0,-1,a0,
10,20|5|5|3|2|2|1|1|1,9,2,59684,silent,59682
10,20|5|5|2|2|2|2|1|1,9,4,20181,silent,20177
10,20|5|4|4|3|1|1|1|1,9,0,-1,a0,
10,20|5|4|4|2|2|1|1|1,9,0,-1,a0,
10,20|5|4|3|3|2|1|1|1,9,0,-1,a0,
10,20|5|4|3|2|2|2|1|1,9,3,54058,silent,54055
10,20|5|4|2|2|2|2|2|1,9,5,13636,silent,13631
10,20|5|3|3|3|3|1|1|1,9,0,-1,a0,
10,20|5|3|3|3|2|2|1|1,9,0,-1,a0,
10,20|5|3|3|2|2|2|2|1,9,1,14578,silent,14577
10,20|5|3|2|2|2|2|2|2,9,1,2926,silent,2925
10,20|4|4|4|4|1|1|1|1,9,0,-1,a0,
10,20|4|4|4|3|2|1|1|1,9,0,-1,a0,
10,20|4|4|4|2|2|2|1|1,9,0,-1,a0,
10,20|4|4|3|3|3|1|1|1,9,0,-1,a0,
10,20|4|4|3|3|2|2|1|1,9,0,-1,a0,
10,20|4|4|3|2|2|2|2|1,9,1,11420,silent,11419
10,20|4|4|2|2|2|2|2|2,9,3,2044,silent,2041
10,20|4|3|3|3|3|2|1|1,9,0,-1,a0,
10,20|4|3|3|3|2|2|2|1,9,0,-1,a0,
10,20|4|3|3|2|2|2|2|2,9,0,-1,a0,
10,20|3|3|3|3|3|3|1|1,9,0,-1,a0,
10,20|3|3|3|3|3|2|2|1,9,0,-1,a0,
10,20|3|3|3|3|2|2|2|2,9,0,-1,a0,
10,19|14|1|1|1|1|1|1|1,9,0,-1,a0,
10,19|13|2|1|1|1|1|1|1,9,0,-1,a0,
10,19|12|3|1|1|1|1|1|1,9,0,-1,a0,
10,19|12|2|2|1|1|1|1|1,9,0,-1,a0,
10,19|11|4|1|1|1|1|1|1,9,0,-1,a0,
10,19|11|3|2|1|1|1|1|1,9,0,-1,a0,
10,19|11|2|2|2|1|1|1|1,9,0,-1,a0,
10,19|10|5|1|1|1|1|1|1,9,0,-1,a0,
10,19|10|4|2|1|1|1|1|1,9,0,-1,a0,
10,19|10|3|3|1|1|1|1|1,9,0,-1,a0,
10,19|10|3|2|2|1|1|1|1,9,0,-1,a0,
10,19|10|2|2|2|2|1|1|1,9,0,-1,a0,
10,19|9|6|1|1|1|1|1|1,9,0,-1,a0,
10,19|9|5|2|1|1|1|1|1,9,0,-1,a0,
10,19|9|4|3|1|1|1|1|1,9,0,-1,a0,
10,19|9|4|2|2|1|1|1|1,9,0,-1,a0,
10,19|9|3|3|2|1|1|1|1,9,1,64542,silent,64541
10,19|9|3|2|2|2|1|1|1,9,2,45678,silent,45676
10,19|9|2|2|2|2|2|1|1,9,2,8772,silent,8770
10,19|8|7|1|1|1|1|1|1,9,0,-1,a0,
10,19|8|6|2|1|1|1|1|1,9,0,-1,a0,
10,19|8|5|3|1|1|1|1|1,9,0,-1,a0,
10,19|8|5|2|2|1|1|1|1,9,1,118721,silent,118720
10,19|8|4|4|1|1|1|1|1,9,0,-1,a0,
10,19|8|4|3|2|1|1|1|1,9,1,189491,silent,189490
10,19|8|4|2|2|2|1|1|1,9,3,104301,silent,104298
10,19|8|3|3|3|1|1|1|1,9,1,56178,silent,56177
10,19|8|3|3|2|2|1|1|1,9,5,93660,silent,93655
10,19|8|3|2|2|2|2|1|1,9,7,41824,silent,41817
10,19|8|2|2|2|2|2|2|1,9,5,6004,silent,5999
10,19|7|7|2|1|1|1|1|1,9,0,-1,a0,
10,19|7|6|3|1|1|1|1|1,9,0,-1,a0,
10,19|7|6|2|2|1|1|1|1,9,0,-1,a0,
10,19|7|5|4|1|1|1|1|1,9,0,-1,a0,
10,19|7|5|3|2|1|1|1|1,9,3,249545,silent,249542
10,19|7|5|2|2|2|1|1|1,9,6,127775,silent,127769
10,19|7|4|4|2|1|1|1|1,9,0,-1,a0,
10,19|7|4|3|3|1|1|1|1,9,2,153268,silent,153266
10,19|7|4|3|2|2|1|1|1,9,6,233982,silent,233976
10,19|7|4|2|2|2|2|1|1,9,10,81988,silent,81978
10,19|7|3|3|3|2|1|1|1,9,3,92416,silent,92413
10,19|7|3|3|2|2|2|1|1,9,6,78331,silent,78325
10,19|7|3|2|2|2|2|2|1,9,8,23909,silent,23901
10,19|7|2|2|2|2|2|2|2,9,3,2311,silent,2308
10,19|6|6|4|1|1|1|1|1,9,1,55362,silent,55361
10,19|6|6|3|2|1|1|1|1,9,2,120359,silent,120357
10,19|6|6|2|2|2|1|1|1,9,1,59179,silent,59178
10,19|6|5|5|1|1|1|1|1,9,0,-1,a0,
10,19|6|5|4|2|1|1|1|1,9,2,194881,silent,194879
10,19|6|5|3|3|1|1|1|1,9,2,154114,silent,154112
10,19|6|5|3|2|2|1|1|1,9,8,229277,silent,229269
10,19|6|5|2|2|2|2|1|1,9,8,74343,silent,74335
10,19|6|4|4|3|1|1|1|1,9,0,-1,a0,
10,19|6|4|4|2|2|1|1|1,9,1,161198,silent,161197
10,19|6|4|3|3|2|1|1|1,9,3,201890,silent,201887
10,19|6|4|3|2|2|2|1|1,9,8,156555,silent,156547
10,19|6|4|2|2|2|2|2|1,9,10,37845,silent,37835
10,19|6|3|3|3|3|1|1|1,9,0,-1,a0,
10,19|6|3|3|3|2|2|1|1,9,1,71520,silent,71519
10,19|6|3|3|2|2|2|2|1,9,2,37433,silent,37431
10,19|6|3|2|2|2|2|2|2,9,3,7231,silent,7228
10,19|5|5|5|2|1|1|1|1,9,1,41233,silent,41232
10,19|5|5|4|3|1|1|1|1,9,0,-1,a0,
10,19|5|5|4|2|2|1|1|1,9,4,112666,silent,112662
10,19|5|5|3|3|2|1|1|1,9,1,115668,silent,115667
10,19|5|5|3|2|2|2|1|1,9,6,87958,silent,87952
10,19|5|5|2|2|2|2|2|1,9,3,19434,silent,19431
10,19|5|4|4|4|1|1|1|1,9,0,-1,a0,
10,19|5|4|4|3|2|1|1|1,9,0,-1,a0,
10,19|5|4|4|2|2|2|1|1,9,3,78604,silent,78601
10,19|5|4|3|3|3|1|1|1,9,0,-1,a0,
10,19|5|4|3|3|2|2|1|1,9,1,110874,silent,110873
10,19|5|4|3|2|2|2|2|1,9,5,54165,silent,54160
10,19|5|4|2|2|2|2|2|2,9,3,8254,silent,8251
10,19|5|3|3|3|3|2|1|1,9,0,-1,a0,
10,19|5|3|3|3|2|2|2|1,9,0,-1,a0,
10,19|5|3|3|2|2|2|2|2,9,0,-1,a0,
10,19|4|4|4|4|2|1|1|1,9,0,-1,a0,
10,19|4|4|4|3|3|1|1|1,9,0,-1,a0,
10,19|4|4|4|3|2|2|1|1,9,0,-1,a0,
10,19|4|4|4|2|2|2|2|1,9,2,15185,silent,15183
10,19|4|4|3|3|3|2|1|1,9,0,-1,a0,
10,19|4|4|3|3|2|2|2|1,9,0,-1,a0,
10,19|4|4|3|2|2|2|2|2,9,1,7010,silent,7009
10,19|4|3|3|3|3|3|1|1,9,0,-1,a0,
10,19|4|3|3|3|3|2|2|1,9,0,-1,a0,
10,19|4|3|3|3|2|2|2|2,9,0,-1,a0,
10,19|3|3|3|3|3|3|2|1,9,0,-1,a0,
10,19|3|3|3|3|3|2|2|2,9,0,-1,a0,
10,18|15|1|1|1|1|1|1|1,9,0,-1,a0,
10,18|14|2|1|1|1|1|1|1,9,0,-1,a0,
10,18|13|3|1|1|1|1|1|1,9,0,-1,a0,
10,18|13|2|2|1|1|1|1|1,9,0,-1,a0,
10,18|12|4|1|1|1|1|1|1,9,0,-1,a0,
10,18|12|3|2|1|1|1|1|1,9,0,-1,a0,
10,18|12|2|2|2|1|1|1|1,9,0,-1,a0,
10,18|11|5|1|1|1|1|1|1,9,0,-1,a0,
10,18|11|4|2|1|1|1|1|1,9,0,-1,a0,
10,18|11|3|3|1|1|1|1|1,9,0,-1,a0,
10,18|11|3|2|2|1|1|1|1,9,0,-1,a0,
10,18|11|2|2|2|2|1|1|1,9,0,-1,a0,
10,18|10|6|1|1|1|1|1|1,9,0,-1,a0,
10,18|10|5|2|1|1|1|1|1,9,0,-1,a0,
10,18|10|4|3|1|1|1|1|1,9,0,-1,a0,
10,18|10|4|2|2|1|1|1|1,9,1,103505,silent,103504
10,18|10|3|3|2|1|1|1|1,9,2,82356,silent,82354
10,18|10|3|2|2|2|1|1|1,9,3,57693,silent,57690
10,18|10|2|2|2|2|2|1|1,9,2,10866,silent,10864
10,18|9|7|1|1|1|1|1|1,9,0,-1,a0,
10,18|9|6|2|1|1|1|1|1,9,0,-1,a0,
10,18|9|5|3|1|1|1|1|1,9,1,174288,silent,174287
10,18|9|5|2|2|1|1|1|1,9,2,181527,silent,181525
10,18|9|4|4|1|1|1|1|1,9,0,-1,a0,
10,18|9|4|3|2|1|1|1|1,9,4,282966,silent,282962
10,18|9|4|2|2|2|1|1|1,9,6,154456,silent,154450
10,18|9|3|3|3|1|1|1|1,9,3,82758,silent,82755
10,18|9|3|3|2|2|1|1|1,9,8,136616,silent,136608
10,18|9|3|2|2|2|2|1|1,9,10,60316,silent,60306
10,18|9|2|2|2|2|2|2|1,9,6,8399,silent,8393
10,18|8|8|1|1|1|1|1|1,9,0,-1,a0,
10,18|8|7|2|1|1|1|1|1,9,0,-1,a0,
10,18|8|6|3|1|1|1|1|1,9,1,191565,silent,191564
10,18|8|6|2|2|1|1|1|1,9,3,192528,silent,192525
10,18|8|5|4|1|1|1|1|1,9,1,202929,silent,202928
10,18|8|5|3|2|1|1|1|1,9,8,467268,silent,467260
10,18|8|5|2|2|2|1|1|1,9,12,235646,silent,235634
10,18|8|4|4|2|1|1|1|1,9,2,286189,silent,286187
10,18|8|4|3|3|1|1|1|1,9,4,273368,silent,273364
10,18|8|4|3|2|2|1|1|1,9,14,413771,silent,413757
10,18|8|4|2|2|2|2|1|1,9,14,142446,silent,142432
10,18|8|3|3|3|2|1|1|1,9,5,159421,silent,159416
10,18|8|3|3|2|2|2|1|1,9,11,133336,silent,133325
10,18|8|3|2|2|2|2|2|1,9,10,39890,silent,39880
10,18|8|2|2|2|2|2|2|2,9,5,3749,silent,3744
10,18|7|7|3|1|1|1|1|1,9,0,-1,a0,
10,18|7|7|2|2|1|1|1|1,9,0,-1,a0,
10,18|7|6|4|1|1|1|1|1,9,1,181174,silent,181173
10,18|7|6|3|2|1|1|1|1,9,7,386739,silent,386732
10,18|7|6|2|2|2|1|1|1,9,7,188226,silent,188219
10,18|7|5|5|1|1|1|1|1,9,1,102376,silent,102375
10,18|7|5|4|2|1|1|1|1,9,7,490401,silent,490394
10,18|7|5|3|3|1|1|1|1,9,8,380453,silent,380445
10,18|7|5|3|2|2|1|1|1,9,21,559948,silent,559927
10,18|7|5|2|2|2|2|1|1,9,19,177962,silent,177943
10,18|7|4|4|3|1|1|1|1,9,1,302707,silent,302706
10,18|7|4|4|2|2|1|1|1,9,6,365604,silent,365598
10,18|7|4|3|3|2|1|1|1,9,9,446938,silent,446929
10,18|7|4|3|2|2|2|1|1,9,18,342066,silent,342048
10,18|7|4|2|2|2|2|2|1,9,15,80090,silent,80075
10,18|7|3|3|3|3|1|1|1,9,1,84378,silent,84377
10,18|7|3|3|3|2|2|1|1,9,2,148853,silent,148851
10,18|7|3|3|2|2|2|2|1,9,4,76644,silent,76640
10,18|7|3|2|2|2|2|2|2,9,3,14129,silent,14126
10,18|6|6|5|1|1|1|1|1,9,2,66961,silent,66959
10,18|6|6|4|2|1|1|1|1,9,5,256232,silent,256227
10,18|6|6|3|3|1|1|1|1,9,4,187821,silent,187817
10,18|6|6|3|2|2|1|1|1,9,8,271296,silent,271288
10,18|6|6|2|2|2|2|1|1,9,4,83161,silent,83157
10,18|6|5|5|2|1|1|1|1,9,5,189003,silent,188998
10,18|6|5|4|3|1|1|1|1,9,5,390355,silent,390350
10,18|6|5|4|2|2|1|1|1,9,12,461228,silent,461216
10,18|6|5|3|3|2|1|1|1,9,9,458712,silent,458703
10,18|6|5|3|2|2|2|1|1,9,17,340200,silent,340183
10,18|6|5|2|2|2|2|2|1,9,10,73097,silent,73087
10,18|6|4|4|4|1|1|1|1,9,0,-1,a0,
10,18|6|4|4|3|2|1|1|1,9,3,406254,silent,406251
10,18|6|4|4|2|2|2|1|1,9,7,244217,silent,244210
10,18|6|4|3|3|3|1|1|1,9,1,196156,silent,196155
10,18|6|4|3|3|2|2|1|1,9,6,331493,silent,331487
10,18|6|4|3|2|2|2|2|1,9,10,157896,silent,157886
10,18|6|4|2|2|2|2|2|2,9,7,23112,silent,23105
10,18|6|3|3|3|3|2|1|1,9,0,-1,a0,
10,18|6|3|3|3|2|2|2|1,9,0,-1,a0,
10,18|6|3|3|2|2|2|2|2,9,0,-1,a0,
10,18|5|5|5|3|1|1|1|1,9,2,90638,silent,90636
10,18|5|5|5|2|2|1|1|1,9,6,102007,silent,102001
10,18|5|5|4|4|1|1|1|1,9,0,-1,a0,
10,18|5|5|4|3|2|1|1|1,9,4,292524,silent,292520
10,18|5|5|4|2|2|2|1|1,9,9,172663,silent,172654
10,18|5|5|3|3|3|1|1|1,9,0,-1,a0,
10,18|5|5|3|3|2|2|1|1,9,2,192269,silent,192267
10,18|5|5|3|2|2|2|2|1,9,4,88625,silent,88621
10,18|5|5|2|2|2|2|2|2,9,0,-1,a0,
