delta,lam,ell,a,m_det,class,margin
8,16|6|5|1|1|1|1|1,8,0,-1,a0,
8,16|6|4|2|1|1|1|1,8,0,-1,a0,
8,16|6|3|3|1|1|1|1,8,0,-1,a0,
8,16|6|3|2|2|1|1|1,8,0,-1,a0,
8,16|6|2|2|2|2|1|1,8,0,-1,a0,
8,16|5|5|2|1|1|1|1,8,0,-1,a0,
8,16|5|4|3|1|1|1|1,8,0,-1,a0,
8,16|5|4|2|2|1|1|1,8,0,-1,a0,
8,16|5|3|3|2|1|1|1,8,0,-1,a0,
8,16|5|3|2|2|2|1|1,8,1,3247,silent,3246
8,16|5|2|2|2|2|2|1,8,1,704,silent,703
8,16|4|4|4|1|1|1|1,8,0,-1,a0,
8,16|4|4|3|2|1|1|1,8,0,-1,a0,
8,16|4|4|2|2|2|1|1,8,0,-1,a0,
8,16|4|3|3|3|1|1|1,8,0,-1,a0,
8,16|4|3|3|2|2|1|1,8,0,-1,a0,
8,16|4|3|2|2|2|2|1,8,0,-1,a0,
8,16|4|2|2|2|2|2|2,8,1,237,silent,236
8,16|3|3|3|3|2|1|1,8,0,-1,a0,
8,16|3|3|3|2|2|2|1,8,0,-1,a0,
8,16|3|3|2|2|2|2|2,8,0,-1,a0,
8,15|11|1|1|1|1|1|1,8,0,-1,a0,
8,15|10|2|1|1|1|1|1,8,0,-1,a0,
8,15|9|3|1|1|1|1|1,8,0,-1,a0,
8,15|9|2|2|1|1|1|1,8,0,-1,a0,
8,15|8|4|1|1|1|1|1,8,0,-1,a0,
8,15|8|3|2|1|1|1|1,8,0,-1,a0,
8,15|8|2|2|2|1|1|1,8,0,-1,a0,
8,15|7|5|1|1|1|1|1,8,0,-1,a0,
8,15|7|4|2|1|1|1|1,8,0,-1,a0,
8,15|7|3|3|1|1|1|1,8,0,-1,a0,
8,15|7|3|2|2|1|1|1,8,0,-1,a0,
8,15|7|2|2|2|2|1|1,8,1,2018,silent,2017
8,15|6|6|1|1|1|1|1,8,0,-1,a0,
8,15|6|5|2|1|1|1|1,8,0,-1,a0,
8,15|6|4|3|1|1|1|1,8,0,-1,a0,
8,15|6|4|2|2|1|1|1,8,0,-1,a0,
8,15|6|3|3|2|1|1|1,8,1,9491,silent,9490
8,15|6|3|2|2|2|1|1,8,1,6753,silent,6752
8,15|6|2|2|2|2|2|1,8,1,1395,silent,1394
8,15|5|5|3|1|1|1|1,8,0,-1,a0,
8,15|5|5|2|2|1|1|1,8,1,5577,silent,5576
8,15|5|4|4|1|1|1|1,8,0,-1,a0,
8,15|5|4|3|2|1|1|1,8,0,-1,a0,
8,15|5|4|2|2|2|1|1,8,1,7503,silent,7502
8,15|5|3|3|3|1|1|1,8,0,-1,a0,
8,15|5|3|3|2|2|1|1,8,0,-1,a0,
8,15|5|3|2|2|2|2|1,8,1,3528,silent,3527
8,15|5|2|2|2|2|2|2,8,0,-1,a0,
8,15|4|4|4|2|1|1|1,8,0,-1,a0,
8,15|4|4|3|3|1|1|1,8,0,-1,a0,
8,15|4|4|3|2|2|1|1,8,0,-1,a0,
8,15|4|4|2|2|2|2|1,8,1,2222,silent,2221
8,15|4|3|3|3|2|1|1,8,0,-1,a0,
8,15|4|3|3|2|2|2|1,8,0,-1,a0,
8,15|4|3|2|2|2|2|2,8,0,-1,a0,
8,15|3|3|3|3|3|1|1,8,0,-1,a0,
8,15|3|3|3|3|2|2|1,8,0,-1,a0,
8,15|3|3|3|2|2|2|2,8,0,-1,a0,
8,14|12|1|1|1|1|1|1,8,0,-1,a0,
8,14|11|2|1|1|1|1|1,8,0,-1,a0,
8,14|10|3|1|1|1|1|1,8,0,-1,a0,
8,14|10|2|2|1|1|1|1,8,0,-1,a0,
8,14|9|4|1|1|1|1|1,8,0,-1,a0,
8,14|9|3|2|1|1|1|1,8,0,-1,a0,
8,14|9|2|2|2|1|1|1,8,0,-1,a0,
8,14|8|5|1|1|1|1|1,8,0,-1,a0,
8,14|8|4|2|1|1|1|1,8,0,-1,a0,
8,14|8|3|3|1|1|1|1,8,0,-1,a0,
8,14|8|3|2|2|1|1|1,8,1,9338,silent,9337
8,14|8|2|2|2|2|1|1,8,0,-1,a0,
8,14|7|6|1|1|1|1|1,8,0,-1,a0,
8,14|7|5|2|1|1|1|1,8,0,-1,a0,
8,14|7|4|3|1|1|1|1,8,0,-1,a0,
8,14|7|4|2|2|1|1|1,8,1,18226,silent,18225
8,14|7|3|3|2|1|1|1,8,1,15586,silent,15585
8,14|7|3|2|2|2|1|1,8,2,11001,silent,10999
8,14|7|2|2|2|2|2|1,8,1,2183,silent,2182
8,14|6|6|2|1|1|1|1,8,0,-1,a0,
8,14|6|5|3|1|1|1|1,8,1,15548,silent,15547
8,14|6|5|2|2|1|1|1,8,1,16559,silent,16558
8,14|6|4|4|1|1|1|1,8,0,-1,a0,
8,14|6|4|3|2|1|1|1,8,1,30955,silent,30954
8,14|6|4|2|2|2|1|1,8,1,17126,silent,17125
8,14|6|3|3|3|1|1|1,8,0,-1,a0,
8,14|6|3|3|2|2|1|1,8,1,16749,silent,16748
8,14|6|3|2|2|2|2|1,8,1,7343,silent,7342
8,14|6|2|2|2|2|2|2,8,1,1030,silent,1029
8,14|5|5|4|1|1|1|1,8,0,-1,a0,
8,14|5|5|3|2|1|1|1,8,1,17274,silent,17273
8,14|5|5|2|2|2|1|1,8,2,9225,silent,9223
8,14|5|4|4|2|1|1|1,8,0,-1,a0,
8,14|5|4|3|3|1|1|1,8,0,-1,a0,
8,14|5|4|3|2|2|1|1,8,1,23754,silent,23753
8,14|5|4|2|2|2|2|1,8,1,8381,silent,8380
8,14|5|3|3|3|2|1|1,8,0,-1,a0,
8,14|5|3|3|2|2|2|1,8,0,-1,a0,
8,14|5|3|2|2|2|2|2,8,0,-1,a0,
8,14|4|4|4|3|1|1|1,8,0,-1,a0,
8,14|4|4|4|2|2|1|1,8,0,-1,a0,
8,14|4|4|3|3|2|1|1,8,0,-1,a0,
8,14|4|4|3|2|2|2|1,8,0,-1,a0,
8,14|4|4|2|2|2|2|2,8,1,1644,silent,1643
8,14|4|3|3|3|3|1|1,8,0,-1,a0,
8,14|4|3|3|3|2|2|1,8,0,-1,a0,
8,14|4|3|3|2|2|2|2,8,0,-1,a0,
8,14|3|3|3|3|3|2|1,8,0,-1,a0,
8,14|3|3|3|3|2|2|2,8,0,-1,a0,
8,13|13|1|1|1|1|1|1,8,0,-1,a0,
8,13|12|2|1|1|1|1|1,8,0,-1,a0,
8,13|11|3|1|1|1|1|1,8,0,-1,a0,
8,13|11|2|2|1|1|1|1,8,0,-1,a0,
8,13|10|4|1|1|1|1|1,8,0,-1,a0,
8,13|10|3|2|1|1|1|1,8,0,-1,a0,
8,13|10|2|2|2|1|1|1,8,0,-1,a0,
8,13|9|5|1|1|1|1|1,8,0,-1,a0,
8,13|9|4|2|1|1|1|1,8,0,-1,a0,
8,13|9|3|3|1|1|1|1,8,1,6989,silent,6988
8,13|9|3|2|2|1|1|1,8,1,9826,silent,9825
8,13|9|2|2|2|2|1|1,8,1,2779,silent,2778
8,13|8|6|1|1|1|1|1,8,0,-1,a0,
8,13|8|5|2|1|1|1|1,8,1,16445,silent,16444
8,13|8|4|3|1|1|1|1,8,1,21126,silent,21125
8,13|8|4|2|2|1|1|1,8,1,23630,silent,23629
8,13|8|3|3|2|1|1|1,8,1,19876,silent,19875
8,13|8|3|2|2|2|1|1,8,2,13882,silent,13880
8,13|8|2|2|2|2|2|1,8,1,2722,silent,2721
8,13|7|7|1|1|1|1|1,8,0,-1,a0,
8,13|7|6|2|1|1|1|1,8,0,-1,a0,
8,13|7|5|3|1|1|1|1,8,1,28309,silent,28308
8,13|7|5|2|2|1|1|1,8,3,29936,silent,29933
8,13|7|4|4|1|1|1|1,8,0,-1,a0,
8,13|7|4|3|2|1|1|1,8,2,51308,silent,51306
8,13|7|4|2|2|2|1|1,8,3,28370,silent,28367
8,13|7|3|3|3|1|1|1,8,1,16121,silent,16120
8,13|7|3|3|2|2|1|1,8,1,26361,silent,26360
8,13|7|3|2|2|2|2|1,8,1,11455,silent,11454
8,13|7|2|2|2|2|2|2,8,0,-1,a0,
8,13|6|6|3|1|1|1|1,8,1,13946,silent,13945
8,13|6|6|2|2|1|1|1,8,0,-1,a0,
8,13|6|5|4|1|1|1|1,8,1,21037,silent,21036
8,13|6|5|3|2|1|1|1,8,3,51200,silent,51197
8,13|6|5|2|2|2|1|1,8,2,26340,silent,26338
8,13|6|4|4|2|1|1|1,8,0,-1,a0,
8,13|6|4|3|3|1|1|1,8,1,35864,silent,35863
8,13|6|4|3|2|2|1|1,8,2,54125,silent,54123
8,13|6|4|2|2|2|2|1,8,2,18684,silent,18682
8,13|6|3|3|3|2|1|1,8,0,-1,a0,
8,13|6|3|3|2|2|2|1,8,0,-1,a0,
8,13|6|3|2|2|2|2|2,8,0,-1,a0,
8,13|5|5|5|1|1|1|1,8,1,4353,silent,4352
8,13|5|5|4|2|1|1|1,8,2,24873,silent,24871
8,13|5|5|3|3|1|1|1,8,0,-1,a0,
8,13|5|5|3|2|2|1|1,8,1,30860,silent,30859
8,13|5|5|2|2|2|2|1,8,0,-1,a0,
8,13|5|4|4|3|1|1|1,8,0,-1,a0,
8,13|5|4|4|2|2|1|1,8,1,27468,silent,27467
8,13|5|4|3|3|2|1|1,8,0,-1,a0,
8,13|5|4|3|2|2|2|1,8,1,27042,silent,27041
8,13|5|4|2|2|2|2|2,8,0,-1,a0,
8,13|5|3|3|3|3|1|1,8,0,-1,a0,
8,13|5|3|3|3|2|2|1,8,0,-1,a0,
8,13|5|3|3|2|2|2|2,8,0,-1,a0,
8,13|4|4|4|4|1|1|1,8,0,-1,a0,
8,13|4|4|4|3|2|1|1,8,0,-1,a0,
8,13|4|4|4|2|2|2|1,8,1,7609,silent,7608
8,13|4|4|3|3|3|1|1,8,0,-1,a0,
8,13|4|4|3|3|2|2|1,8,0,-1,a0,
8,13|4|4|3|2|2|2|2,8,0,-1,a0,
8,13|4|3|3|3|3|2|1,8,0,-1,a0,
8,13|4|3|3|3|2|2|2,8,0,-1,a0,
8,13|3|3|3|3|3|3|1,8,0,-1,a0,
8,13|3|3|3|3|3|2|2,8,0,-1,a0,
8,12|12|3|1|1|1|1|1,8,0,-1,a0,
8,12|12|2|2|1|1|1|1,8,0,-1,a0,
8,12|11|4|1|1|1|1|1,8,0,-1,a0,
8,12|11|3|2|1|1|1|1,8,0,-1,a0,
8,12|11|2|2|2|1|1|1,8,0,-1,a0,
8,12|10|5|1|1|1|1|1,8,0,-1,a0,
8,12|10|4|2|1|1|1|1,8,1,8392,silent,8391
8,12|10|3|3|1|1|1|1,8,0,-1,a0,
8,12|10|3|2|2|1|1|1,8,1,7585,silent,7584
8,12|10|2|2|2|2|1|1,8,0,-1,a0,
8,12|9|6|1|1|1|1|1,8,0,-1,a0,
8,12|9|5|2|1|1|1|1,8,1,16303,silent,16302
8,12|9|4|3|1|1|1|1,8,1,20534,silent,20533
8,12|9|4|2|2|1|1|1,8,2,22975,silent,22973
8,12|9|3|3|2|1|1|1,8,2,19102,silent,19100
8,12|9|3|2|2|2|1|1,8,1,13328,silent,13327
8,12|9|2|2|2|2|2|1,8,1,2578,silent,2577
8,12|8|7|1|1|1|1|1,8,0,-1,a0,
8,12|8|6|2|1|1|1|1,8,2,18568,silent,18566
8,12|8|5|3|1|1|1|1,8,2,35973,silent,35971
8,12|8|5|2|2|1|1|1,8,3,37692,silent,37689
8,12|8|4|4|1|1|1|1,8,1,20956,silent,20955
8,12|8|4|3|2|1|1|1,8,3,62256,silent,62253
8,12|8|4|2|2|2|1|1,8,2,33995,silent,33993
8,12|8|3|3|3|1|1|1,8,0,-1,a0,
8,12|8|3|3|2|2|1|1,8,2,31337,silent,31335
8,12|8|3|2|2|2|2|1,8,1,13489,silent,13488
8,12|8|2|2|2|2|2|2,8,1,1731,silent,1730
8,12|7|7|2|1|1|1|1,8,0,-1,a0,
8,12|7|6|3|1|1|1|1,8,1,30844,silent,30843
8,12|7|6|2|2|1|1|1,8,2,31320,silent,31318
8,12|7|5|4|1|1|1|1,8,2,36756,silent,36754
8,12|7|5|3|2|1|1|1,8,5,87853,silent,87848
8,12|7|5|2|2|2|1|1,8,4,44864,silent,44860
8,12|7|4|4|2|1|1|1,8,2,56499,silent,56497
8,12|7|4|3|3|1|1|1,8,1,56080,silent,56079
8,12|7|4|3|2|2|1|1,8,3,84515,silent,84512
8,12|7|4|2|2|2|2|1,8,2,28711,silent,28709
8,12|7|3|3|3|2|1|1,8,0,-1,a0,
8,12|7|3|3|2|2|2|1,8,0,-1,a0,
8,12|7|3|2|2|2|2|2,8,0,-1,a0,
8,12|6|6|4|1|1|1|1,8,1,19728,silent,19727
8,12|6|6|3|2|1|1|1,8,2,43529,silent,43527
8,12|6|6|2|2|2|1|1,8,0,-1,a0,
8,12|6|5|5|1|1|1|1,8,1,14120,silent,14119
8,12|6|5|4|2|1|1|1,8,3,72910,silent,72907
8,12|6|5|3|3|1|1|1,8,2,58878,silent,58876
8,12|6|5|3|2|2|1|1,8,3,86606,silent,86603
8,12|6|5|2|2|2|2|1,8,1,27115,silent,27114
8,12|6|4|4|3|1|1|1,8,1,51361,silent,51360
8,12|6|4|4|2|2|1|1,8,1,61919,silent,61918
8,12|6|4|3|3|2|1|1,8,1,79203,silent,79202
8,12|6|4|3|2|2|2|1,8,1,58563,silent,58562
8,12|6|4|2|2|2|2|2,8,1,11933,silent,11932
8,12|6|3|3|3|3|1|1,8,0,-1,a0,
8,12|6|3|3|3|2|2|1,8,0,-1,a0,
8,12|6|3|3|2|2|2|2,8,0,-1,a0,
8,12|5|5|5|2|1|1|1,8,2,16207,silent,16205
8,12|5|5|4|3|1|1|1,8,1,37248,silent,37247
8,12|5|5|4|2|2|1|1,8,2,44720,silent,44718
8,12|5|5|3|3|2|1|1,8,0,-1,a0,
8,12|5|5|3|2|2|2|1,8,0,-1,a0,
8,12|5|5|2|2|2|2|2,8,0,-1,a0,
8,12|5|4|4|4|1|1|1,8,0,-1,a0,
8,12|5|4|4|3|2|1|1,8,1,52564,silent,52563
8,12|5|4|4|2|2|2|1,8,1,31052,silent,31051
8,12|5|4|3|3|3|1|1,8,0,-1,a0,
8,12|5|4|3|3|2|2|1,8,0,-1,a0,
8,12|5|4|3|2|2|2|2,8,0,-1,a0,
8,12|5|3|3|3|3|2|1,8,0,-1,a0,
8,12|5|3|3|3|2|2|2,8,0,-1,a0,
8,12|4|4|4|4|2|1|1,8,0,-1,a0,
8,12|4|4|4|3|3|1|1,8,0,-1,a0,
8,12|4|4|4|3|2|2|1,8,0,-1,a0,
8,12|4|4|4|2|2|2|2,8,1,5355,silent,5354
8,12|4|4|3|3|3|2|1,8,0,-1,a0,
8,12|4|4|3|3|2|2|2,8,0,-1,a0,
8,12|4|3|3|3|3|3|1,8,0,-1,a0,
8,12|4|3|3|3|3|2|2,8,0,-1,a0,
8,12|3|3|3|3|3|3|2,8,0,-1,a0,
8,11|11|5|1|1|1|1|1,8,0,-1,a0,
8,11|11|4|2|1|1|1|1,8,0,-1,a0,
8,11|11|3|3|1|1|1|1,8,1,2081,silent,2080
8,11|11|3|2|2|1|1|1,8,0,-1,a0,
8,11|11|2|2|2|2|1|1,8,1,846,silent,845
8,11|10|6|1|1|1|1|1,8,1,2634,silent,2633
8,11|10|5|2|1|1|1|1,8,1,10305,silent,10304
8,11|10|4|3|1|1|1|1,8,1,12832,silent,12831
8,11|10|4|2|2|1|1|1,8,1,14307,silent,14306
8,11|10|3|3|2|1|1|1,8,1,11850,silent,11849
8,11|10|3|2|2|2|1|1,8,1,8235,silent,8234
8,11|10|2|2|2|2|2|1,8,0,-1,a0,
8,11|9|7|1|1|1|1|1,8,0,-1,a0,
8,11|9|6|2|1|1|1|1,8,1,16487,silent,16486
8,11|9|5|3|1|1|1|1,8,3,31002,silent,30999
8,11|9|5|2|2|1|1|1,8,3,32414,silent,32411
8,11|9|4|4|1|1|1|1,8,0,-1,a0,
8,11|9|4|3|2|1|1|1,8,3,52457,silent,52454
8,11|9|4|2|2|2|1|1,8,3,28807,silent,28804
8,11|9|3|3|3|1|1|1,8,1,16011,silent,16010
8,11|9|3|3|2|2|1|1,8,0,-1,a0,
8,11|9|3|2|2|2|2|1,8,1,11180,silent,11179
8,11|9|2|2|2|2|2|2,8,0,-1,a0,
8,11|8|8|1|1|1|1|1,8,1,1428,silent,1427
8,11|8|7|2|1|1|1|1,8,1,13411,silent,13410
8,11|8|6|3|1|1|1|1,8,3,38627,silent,38624
8,11|8|6|2|2|1|1|1,8,2,38870,silent,38868
8,11|8|5|4|1|1|1|1,8,3,42406,silent,42403
8,11|8|5|3|2|1|1|1,8,5,99967,silent,99962
8,11|8|5|2|2|2|1|1,8,3,50556,silent,50553
8,11|8|4|4|2|1|1|1,8,2,62246,silent,62244
8,11|8|4|3|3|1|1|1,8,2,61289,silent,61287
8,11|8|4|3|2|2|1|1,8,3,91983,silent,91980
8,11|8|4|2|2|2|2|1,8,2,31065,silent,31063
8,11|8|3|3|3|2|1|1,8,0,-1,a0,
8,11|8|3|3|2|2|2|1,8,0,-1,a0,
8,11|8|3|2|2|2|2|2,8,0,-1,a0,
8,11|7|7|3|1|1|1|1,8,1,17980,silent,17979
8,11|7|7|2|2|1|1|1,8,2,18199,silent,18197
8,11|7|6|4|1|1|1|1,8,1,40596,silent,40595
8,11|7|6|3|2|1|1|1,8,4,88884,silent,88880
8,11|7|6|2|2|2|1|1,8,3,43535,silent,43532
8,11|7|5|5|1|1|1|1,8,2,23786,silent,23784
8,11|7|5|4|2|1|1|1,8,6,117132,silent,117126
8,11|7|5|3|3|1|1|1,8,2,92886,silent,92884
8,11|7|5|3|2|2|1|1,8,4,135998,silent,135994
8,11|7|5|2|2|2|2|1,8,1,42017,silent,42016
8,11|7|4|4|3|1|1|1,8,1,75232,silent,75231
8,11|7|4|4|2|2|1|1,8,4,91068,silent,91064
8,11|7|4|3|3|2|1|1,8,1,113486,silent,113485
8,11|7|4|3|2|2|2|1,8,1,83601,silent,83600
8,11|7|4|2|2|2|2|2,8,0,-1,a0,
8,11|7|3|3|3|3|1|1,8,0,-1,a0,
8,11|7|3|3|3|2|2|1,8,0,-1,a0,
8,11|7|3|3|2|2|2|2,8,0,-1,a0,
8,11|6|6|5|1|1|1|1,8,1,16069,silent,16068
8,11|6|6|4|2|1|1|1,8,1,63297,silent,63296
8,11|6|6|3|3|1|1|1,8,2,47824,silent,47822
8,11|6|6|3|2|2|1|1,8,2,68526,silent,68524
8,11|6|6|2|2|2|2|1,8,1,20722,silent,20721
8,11|6|5|5|2|1|1|1,8,3,48458,silent,48455
8,11|6|5|4|3|1|1|1,8,3,102735,silent,102732
8,11|6|5|4|2|2|1|1,8,3,121161,silent,121158
8,11|6|5|3|3|2|1|1,8,1,123056,silent,123055
8,11|6|5|3|2|2|2|1,8,1,87702,silent,87701
8,11|6|5|2|2|2|2|2,8,0,-1,a0,
8,11|6|4|4|4|1|1|1,8,0,-1,a0,
8,11|6|4|4|3|2|1|1,8,2,111447,silent,111445
8,11|6|4|4|2|2|2|1,8,2,65159,silent,65157
8,11|6|4|3|3|3|1|1,8,0,-1,a0,
8,11|6|4|3|3|2|2|1,8,0,-1,a0,
8,11|6|4|3|2|2|2|2,8,0,-1,a0,
8,11|6|3|3|3|3|2|1,8,0,-1,a0,
8,11|6|3|3|3|2|2|2,8,0,-1,a0,
8,11|5|5|5|3|1|1|1,8,1,25051,silent,25050
8,11|5|5|5|2|2|1|1,8,0,-1,a0,
8,11|5|5|4|4|1|1|1,8,2,24243,silent,24241
8,11|5|5|4|3|2|1|1,8,1,82893,silent,82892
8,11|5|5|4|2|2|2|1,8,0,-1,a0,
8,11|5|5|3|3|3|1|1,8,0,-1,a0,
8,11|5|5|3|3|2|2|1,8,0,-1,a0,
8,11|5|5|3|2|2|2|2,8,0,-1,a0,
8,11|5|4|4|4|2|1|1,8,1,34340,silent,34339
8,11|5|4|4|3|3|1|1,8,0,-1,a0,
8,11|5|4|4|3|2|2|1,8,1,61985,silent,61984
8,11|5|4|4|2|2|2|2,8,0,-1,a0,
8,11|5|4|3|3|3|2|1,8,0,-1,a0,
8,11|5|4|3|3|2|2|2,8,0,-1,a0,
8,11|5|3|3|3|3|3|1,8,0,-1,a0,
8,11|5|3|3|3|3|2|2,8,0,-1,a0,
8,11|4|4|4|4|3|1|1,8,0,-1,a0,
8,11|4|4|4|4|2|2|1,8,1,10622,silent,10621
8,11|4|4|4|3|3|2|1,8,0,-1,a0,
8,11|4|4|4|3|2|2|2,8,0,-1,a0,
8,11|4|4|3|3|3|3|1,8,0,-1,a0,
8,11|4|4|3|3|3|2|2,8,0,-1,a0,
8,11|4|3|3|3|3|3|2,8,0,-1,a0,
8,11|3|3|3|3|3|3|3,8,0,-1,a0,
8,10|10|7|1|1|1|1|1,8,0,-1,a0,
8,10|10|6|2|1|1|1|1,8,1,6771,silent,6770
8,10|10|5|3|1|1|1|1,8,1,12311,silent,12310
8,10|10|5|2|2|1|1|1,8,1,12832,silent,12831
8,10|10|4|4|1|1|1|1,8,2,7091,silent,7089
8,10|10|4|3|2|1|1|1,8,1,20642,silent,20641
8,10|10|4|2|2|2|1|1,8,0,-1,a0,
8,10|10|3|3|3|1|1|1,8,0,-1,a0,
8,10|10|3|3|2|2|1|1,8,1,10265,silent,10264
8,10|10|3|2|2|2|2|1,8,0,-1,a0,
8,10|10|2|2|2|2|2|2,8,1,594,silent,593
8,10|9|8|1|1|1|1|1,8,0,-1,a0,
8,10|9|7|2|1|1|1|1,8,1,10229,silent,10228
8,10|9|6|3|1|1|1|1,8,2,27187,silent,27185
8,10|9|6|2|2|1|1|1,8,2,27387,silent,27385
8,10|9|5|4|1|1|1|1,8,1,28881,silent,28880
8,10|9|5|3|2|1|1|1,8,4,67787,silent,67783
8,10|9|5|2|2|2|1|1,8,2,34237,silent,34235
8,10|9|4|4|2|1|1|1,8,2,41630,silent,41628
8,10|9|4|3|3|1|1|1,8,1,40729,silent,40728
8,10|9|4|3|2|2|1|1,8,2,61127,silent,61125
8,10|9|4|2|2|2|2|1,8,1,20541,silent,20540
8,10|9|3|3|3|2|1|1,8,0,-1,a0,
8,10|9|3|3|2|2|2|1,8,0,-1,a0,
8,10|9|3|2|2|2|2|2,8,0,-1,a0,
8,10|8|8|2|1|1|1|1,8,1,5178,silent,5177
8,10|8|7|3|1|1|1|1,8,1,24698,silent,24697
8,10|8|7|2|2|1|1|1,8,2,24566,silent,24564
8,10|8|6|4|1|1|1|1,8,4,43769,silent,43765
8,10|8|6|3|2|1|1|1,8,4,94204,silent,94200
8,10|8|6|2|2|2|1|1,8,1,45523,silent,45522
8,10|8|5|5|1|1|1|1,8,1,23710,silent,23709
8,10|8|5|4|2|1|1|1,8,5,114624,silent,114619
8,10|8|5|3|3|1|1|1,8,2,90237,silent,90235
8,10|8|5|3|2|2|1|1,8,4,131596,silent,131592
8,10|8|5|2|2|2|2|1,8,2,40435,silent,40433
8,10|8|4|4|3|1|1|1,8,3,70939,silent,70936
8,10|8|4|4|2|2|1|1,8,1,85054,silent,85053
8,10|8|4|3|3|2|1|1,8,1,105795,silent,105794
8,10|8|4|3|2|2|2|1,8,1,77540,silent,77539
8,10|8|4|2|2|2|2|2,8,1,15378,silent,15377
8,10|8|3|3|3|3|1|1,8,0,-1,a0,
8,10|8|3|3|3|2|2|1,8,0,-1,a0,
8,10|8|3|3|2|2|2|2,8,0,-1,a0,
