delta,lam,ell,a,m_det,class,margin
11,27|8|3|2|1|1|1|1,8,0,-1,a0,
11,27|8|2|2|2|1|1|1,8,0,-1,a0,
11,27|7|5|1|1|1|1|1,8,0,-1,a0,
11,27|7|4|2|1|1|1|1,8,0,-1,a0,
11,27|7|3|3|1|1|1|1,8,0,-1,a0,
11,27|7|3|2|2|1|1|1,8,0,-1,a0,
11,27|7|2|2|2|2|1|1,8,1,2373,silent,2372
11,27|6|6|1|1|1|1|1,8,0,-1,a0,
11,27|6|5|2|1|1|1|1,8,0,-1,a0,
11,27|6|4|3|1|1|1|1,8,0,-1,a0,
11,27|6|4|2|2|1|1|1,8,0,-1,a0,
11,27|6|3|3|2|1|1|1,8,1,10802,silent,10801
11,27|6|3|2|2|2|1|1,8,2,7580,silent,7578
11,27|6|2|2|2|2|2|1,8,4,1538,silent,1534
11,27|5|5|3|1|1|1|1,8,0,-1,a0,
11,27|5|5|2|2|1|1|1,8,1,6271,silent,6270
11,27|5|4|4|1|1|1|1,8,0,-1,a0,
11,27|5|4|3|2|1|1|1,8,0,-1,a0,
11,27|5|4|2|2|2|1|1,8,2,8151,silent,8149
11,27|5|3|3|3|1|1|1,8,0,-1,a0,
11,27|5|3|3|2|2|1|1,8,1,8499,silent,8498
11,27|5|3|2|2|2|2|1,8,4,3754,silent,3750
11,27|5|2|2|2|2|2|2,8,4,543,silent,539
11,27|4|4|4|2|1|1|1,8,0,-1,a0,
11,27|4|4|3|3|1|1|1,8,0,-1,a0,
11,27|4|4|3|2|2|1|1,8,0,-1,a0,
11,27|4|4|2|2|2|2|1,8,3,2330,silent,2327
11,27|4|3|3|3|2|1|1,8,0,-1,a0,
11,27|4|3|3|2|2|2|1,8,0,-1,a0,
11,27|4|3|2|2|2|2|2,8,2,849,silent,847
11,27|3|3|3|3|3|1|1,8,0,-1,a0,
11,27|3|3|3|3|2|2|1,8,0,-1,a0,
11,27|3|3|3|2|2|2|2,8,0,-1,a0,
11,26|12|1|1|1|1|1|1,8,0,-1,a0,
11,26|11|2|1|1|1|1|1,8,0,-1,a0,
11,26|10|3|1|1|1|1|1,8,0,-1,a0,
11,26|10|2|2|1|1|1|1,8,0,-1,a0,
11,26|9|4|1|1|1|1|1,8,0,-1,a0,
11,26|9|3|2|1|1|1|1,8,0,-1,a0,
11,26|9|2|2|2|1|1|1,8,0,-1,a0,
11,26|8|5|1|1|1|1|1,8,0,-1,a0,
11,26|8|4|2|1|1|1|1,8,0,-1,a0,
11,26|8|3|3|1|1|1|1,8,0,-1,a0,
11,26|8|3|2|2|1|1|1,8,1,14247,silent,14246
11,26|8|2|2|2|2|1|1,8,1,3798,silent,3797
11,26|7|6|1|1|1|1|1,8,0,-1,a0,
11,26|7|5|2|1|1|1|1,8,0,-1,a0,
11,26|7|4|3|1|1|1|1,8,0,-1,a0,
11,26|7|4|2|2|1|1|1,8,1,25462,silent,25461
11,26|7|3|3|2|1|1|1,8,2,21393,silent,21391
11,26|7|3|2|2|2|1|1,8,6,14715,silent,14709
11,26|7|2|2|2|2|2|1,8,7,2821,silent,2814
11,26|6|6|2|1|1|1|1,8,0,-1,a0,
11,26|6|5|3|1|1|1|1,8,1,21086,silent,21085
11,26|6|5|2|2|1|1|1,8,2,22055,silent,22053
11,26|6|4|4|1|1|1|1,8,0,-1,a0,
11,26|6|4|3|2|1|1|1,8,2,40071,silent,40069
11,26|6|4|2|2|2|1|1,8,5,21592,silent,21587
11,26|6|3|3|3|1|1|1,8,1,12732,silent,12731
11,26|6|3|3|2|2|1|1,8,4,20837,silent,20833
11,26|6|3|2|2|2|2|1,8,9,8858,silent,8849
11,26|6|2|2|2|2|2|2,8,8,1215,silent,1207
11,26|5|5|4|1|1|1|1,8,0,-1,a0,
11,26|5|5|3|2|1|1|1,8,2,21757,silent,21755
11,26|5|5|2|2|2|1|1,8,5,11327,silent,11322
11,26|5|4|4|2|1|1|1,8,0,-1,a0,
11,26|5|4|3|3|1|1|1,8,0,-1,a0,
11,26|5|4|3|2|2|1|1,8,4,28440,silent,28436
11,26|5|4|2|2|2|2|1,8,9,9751,silent,9742
11,26|5|3|3|3|2|1|1,8,0,-1,a0,
11,26|5|3|3|2|2|2|1,8,2,10174,silent,10172
11,26|5|3|2|2|2|2|2,8,4,2585,silent,2581
11,26|4|4|4|3|1|1|1,8,0,-1,a0,
11,26|4|4|4|2|2|1|1,8,0,-1,a0,
11,26|4|4|3|3|2|1|1,8,0,-1,a0,
11,26|4|4|3|2|2|2|1,8,2,7799,silent,7797
11,26|4|4|2|2|2|2|2,8,6,1806,silent,1800
11,26|4|3|3|3|3|1|1,8,0,-1,a0,
11,26|4|3|3|3|2|2|1,8,0,-1,a0,
11,26|4|3|3|2|2|2|2,8,0,-1,a0,
11,26|3|3|3|3|3|2|1,8,0,-1,a0,
11,26|3|3|3|3|2|2|2,8,0,-1,a0,
11,25|13|1|1|1|1|1|1,8,0,-1,a0,
11,25|12|2|1|1|1|1|1,8,0,-1,a0,
11,25|11|3|1|1|1|1|1,8,0,-1,a0,
11,25|11|2|2|1|1|1|1,8,0,-1,a0,
11,25|10|4|1|1|1|1|1,8,0,-1,a0,
11,25|10|3|2|1|1|1|1,8,0,-1,a0,
11,25|10|2|2|2|1|1|1,8,0,-1,a0,
11,25|9|5|1|1|1|1|1,8,0,-1,a0,
11,25|9|4|2|1|1|1|1,8,0,-1,a0,
11,25|9|3|3|1|1|1|1,8,1,15705,silent,15704
11,25|9|3|2|2|1|1|1,8,2,21669,silent,21667
11,25|9|2|2|2|2|1|1,8,3,5765,silent,5762
11,25|8|6|1|1|1|1|1,8,0,-1,a0,
11,25|8|5|2|1|1|1|1,8,1,33853,silent,33852
11,25|8|4|3|1|1|1|1,8,1,41741,silent,41740
11,25|8|4|2|2|1|1|1,8,3,45493,silent,45490
11,25|8|3|3|2|1|1|1,8,5,37318,silent,37313
11,25|8|3|2|2|2|1|1,8,11,25117,silent,25106
11,25|8|2|2|2|2|2|1,8,11,4664,silent,4653
11,25|7|7|1|1|1|1|1,8,0,-1,a0,
11,25|7|6|2|1|1|1|1,8,0,-1,a0,
11,25|7|5|3|1|1|1|1,8,2,51498,silent,51496
11,25|7|5|2|2|1|1|1,8,7,53043,silent,53036
11,25|7|4|4|1|1|1|1,8,0,-1,a0,
11,25|7|4|3|2|1|1|1,8,7,87478,silent,87471
11,25|7|4|2|2|2|1|1,8,16,46449,silent,46433
11,25|7|3|3|3|1|1|1,8,3,26439,silent,26436
11,25|7|3|3|2|2|1|1,8,10,42382,silent,42372
11,25|7|3|2|2|2|2|1,8,18,17541,silent,17523
11,25|7|2|2|2|2|2|2,8,10,2121,silent,2111
11,25|6|6|3|1|1|1|1,8,2,24427,silent,24425
11,25|6|6|2|2|1|1|1,8,1,24008,silent,24007
11,25|6|5|4|1|1|1|1,8,2,35367,silent,35365
11,25|6|5|3|2|1|1|1,8,10,82728,silent,82718
11,25|6|5|2|2|2|1|1,8,13,40945,silent,40932
11,25|6|4|4|2|1|1|1,8,1,55739,silent,55738
11,25|6|4|3|3|1|1|1,8,4,55133,silent,55129
11,25|6|4|3|2|2|1|1,8,14,81169,silent,81155
11,25|6|4|2|2|2|2|1,8,23,26739,silent,26716
11,25|6|3|3|3|2|1|1,8,2,33204,silent,33202
11,25|6|3|3|2|2|2|1,8,6,25726,silent,25720
11,25|6|3|2|2|2|2|2,8,11,6352,silent,6341
11,25|5|5|5|1|1|1|1,8,1,6957,silent,6956
11,25|5|5|4|2|1|1|1,8,5,37972,silent,37967
11,25|5|5|3|3|1|1|1,8,1,30643,silent,30642
11,25|5|5|3|2|2|1|1,8,10,44884,silent,44874
11,25|5|5|2|2|2|2|1,8,8,13573,silent,13565
11,25|5|4|4|3|1|1|1,8,0,-1,a0,
11,25|5|4|4|2|2|1|1,8,5,38887,silent,38882
11,25|5|4|3|3|2|1|1,8,2,50134,silent,50132
11,25|5|4|3|2|2|2|1,8,12,36249,silent,36237
11,25|5|4|2|2|2|2|2,8,10,7120,silent,7110
11,25|5|3|3|3|3|1|1,8,0,-1,a0,
11,25|5|3|3|3|2|2|1,8,0,-1,a0,
11,25|5|3|3|2|2|2|2,8,1,7194,silent,7193
11,25|4|4|4|4|1|1|1,8,0,-1,a0,
11,25|4|4|4|3|2|1|1,8,0,-1,a0,
11,25|4|4|4|2|2|2|1,8,5,9840,silent,9835
11,25|4|4|3|3|3|1|1,8,0,-1,a0,
11,25|4|4|3|3|2|2|1,8,0,-1,a0,
11,25|4|4|3|2|2|2|2,8,4,5829,silent,5825
11,25|4|3|3|3|3|2|1,8,0,-1,a0,
11,25|4|3|3|3|2|2|2,8,0,-1,a0,
11,25|3|3|3|3|3|3|1,8,0,-1,a0,
11,25|3|3|3|3|3|2|2,8,0,-1,a0,
11,24|14|1|1|1|1|1|1,8,0,-1,a0,
11,24|13|2|1|1|1|1|1,8,0,-1,a0,
11,24|12|3|1|1|1|1|1,8,0,-1,a0,
11,24|12|2|2|1|1|1|1,8,0,-1,a0,
11,24|11|4|1|1|1|1|1,8,0,-1,a0,
11,24|11|3|2|1|1|1|1,8,0,-1,a0,
11,24|11|2|2|2|1|1|1,8,0,-1,a0,
11,24|10|5|1|1|1|1|1,8,0,-1,a0,
11,24|10|4|2|1|1|1|1,8,1,35360,silent,35359
11,24|10|3|3|1|1|1|1,8,1,22035,silent,22034
11,24|10|3|2|2|1|1|1,8,4,30150,silent,30146
11,24|10|2|2|2|2|1|1,8,4,7832,silent,7828
11,24|9|6|1|1|1|1|1,8,0,-1,a0,
11,24|9|5|2|1|1|1|1,8,2,56043,silent,56041
11,24|9|4|3|1|1|1|1,8,3,67112,silent,67109
11,24|9|4|2|2|1|1|1,8,8,72646,silent,72638
11,24|9|3|3|2|1|1|1,8,11,58542,silent,58531
11,24|9|3|2|2|2|1|1,8,19,38919,silent,38900
11,24|9|2|2|2|2|2|1,8,16,7007,silent,6991
11,24|8|7|1|1|1|1|1,8,0,-1,a0,
11,24|8|6|2|1|1|1|1,8,3,56428,silent,56425
11,24|8|5|3|1|1|1|1,8,7,102237,silent,102230
11,24|8|5|2|2|1|1|1,8,16,103558,silent,103542
11,24|8|4|4|1|1|1|1,8,2,57584,silent,57582
11,24|8|4|3|2|1|1|1,8,19,162920,silent,162901
11,24|8|4|2|2|2|1|1,8,30,84735,silent,84705
11,24|8|3|3|3|1|1|1,8,6,47796,silent,47790
11,24|8|3|3|2|2|1|1,8,22,75672,silent,75650
11,24|8|3|2|2|2|2|1,8,31,30608,silent,30577
11,24|8|2|2|2|2|2|2,8,17,3613,silent,3596
11,24|7|7|2|1|1|1|1,8,0,-1,a0,
11,24|7|6|3|1|1|1|1,8,5,81232,silent,81227
11,24|7|6|2|2|1|1|1,8,10,79639,silent,79629
11,24|7|5|4|1|1|1|1,8,6,92070,silent,92064
11,24|7|5|3|2|1|1|1,8,30,209038,silent,209008
11,24|7|5|2|2|2|1|1,8,39,101371,silent,101332
11,24|7|4|4|2|1|1|1,8,9,130216,silent,130207
11,24|7|4|3|3|1|1|1,8,11,125156,silent,125145
11,24|7|4|3|2|2|1|1,8,40,182385,silent,182345
11,24|7|4|2|2|2|2|1,8,46,58108,silent,58062
11,24|7|3|3|3|2|1|1,8,6,70713,silent,70707
11,24|7|3|3|2|2|2|1,8,16,53848,silent,53832
11,24|7|3|2|2|2|2|2,8,17,12693,silent,12676
11,24|6|6|4|1|1|1|1,8,4,47186,silent,47182
11,24|6|6|3|2|1|1|1,8,13,99059,silent,99046
11,24|6|6|2|2|2|1|1,8,10,46013,silent,46003
11,24|6|5|5|1|1|1|1,8,5,32712,silent,32707
11,24|6|5|4|2|1|1|1,8,19,157965,silent,157946
11,24|6|5|3|3|1|1|1,8,14,123454,silent,123440
11,24|6|5|3|2|2|1|1,8,38,175595,silent,175557
11,24|6|5|2|2|2|2|1,8,31,51483,silent,51452
11,24|6|4|4|3|1|1|1,8,5,104448,silent,104443
11,24|6|4|4|2|2|1|1,8,17,121742,silent,121725
11,24|6|4|3|3|2|1|1,8,14,150946,silent,150932
11,24|6|4|3|2|2|2|1,8,34,106314,silent,106280
11,24|6|4|2|2|2|2|2,8,28,20098,silent,20070
11,24|6|3|3|3|3|1|1,8,0,-1,a0,
11,24|6|3|3|3|2|2|1,8,1,47199,silent,47198
11,24|6|3|3|2|2|2|2,8,4,18656,silent,18652
11,24|5|5|5|2|1|1|1,8,9,33309,silent,33300
11,24|5|5|4|3|1|1|1,8,6,73015,silent,73009
11,24|5|5|4|2|2|1|1,8,19,84689,silent,84670
11,24|5|5|3|3|2|1|1,8,6,85369,silent,85363
11,24|5|5|3|2|2|2|1,8,15,58706,silent,58691
11,24|5|5|2|2|2|2|2,8,4,9711,silent,9707
11,24|5|4|4|4|1|1|1,8,0,-1,a0,
11,24|5|4|4|3|2|1|1,8,7,93739,silent,93732
11,24|5|4|4|2|2|2|1,8,18,52768,silent,52750
11,24|5|4|3|3|3|1|1,8,0,-1,a0,
11,24|5|4|3|3|2|2|1,8,5,72436,silent,72431
11,24|5|4|3|2|2|2|2,8,11,27246,silent,27235
11,24|5|3|3|3|3|2|1,8,0,-1,a0,
11,24|5|3|3|3|2|2|2,8,0,-1,a0,
11,24|4|4|4|4|2|1|1,8,0,-1,a0,
11,24|4|4|4|3|3|1|1,8,0,-1,a0,
11,24|4|4|4|3|2|2|1,8,3,24918,silent,24915
11,24|4|4|4|2|2|2|2,8,9,7975,silent,7966
11,24|4|4|3|3|3|2|1,8,0,-1,a0,
11,24|4|4|3|3|2|2|2,8,0,-1,a0,
11,24|4|3|3|3|3|3|1,8,0,-1,a0,
11,24|4|3|3|3|3|2|2,8,0,-1,a0,
11,24|3|3|3|3|3|3|2,8,0,-1,a0,
11,23|15|1|1|1|1|1|1,8,0,-1,a0,
11,23|14|2|1|1|1|1|1,8,0,-1,a0,
11,23|13|3|1|1|1|1|1,8,0,-1,a0,
11,23|13|2|2|1|1|1|1,8,0,-1,a0,
11,23|12|4|1|1|1|1|1,8,0,-1,a0,
11,23|12|3|2|1|1|1|1,8,0,-1,a0,
11,23|12|2|2|2|1|1|1,8,0,-1,a0,
11,23|11|5|1|1|1|1|1,8,0,-1,a0,
11,23|11|4|2|1|1|1|1,8,1,45542,silent,45541
11,23|11|3|3|1|1|1|1,8,3,28390,silent,28387
11,23|11|3|2|2|1|1|1,8,6,38472,silent,38466
11,23|11|2|2|2|2|1|1,8,7,9998,silent,9991
11,23|10|6|1|1|1|1|1,8,1,23332,silent,23331
11,23|10|5|2|1|1|1|1,8,5,82756,silent,82751
11,23|10|4|3|1|1|1|1,8,7,97172,silent,97165
11,23|10|4|2|2|1|1|1,8,15,104337,silent,104322
11,23|10|3|3|2|1|1|1,8,18,83192,silent,83174
11,23|10|3|2|2|2|1|1,8,29,54626,silent,54597
11,23|10|2|2|2|2|2|1,8,21,9644,silent,9623
11,23|9|7|1|1|1|1|1,8,0,-1,a0,
11,23|9|6|2|1|1|1|1,8,6,100729,silent,100723
11,23|9|5|3|1|1|1|1,8,17,173984,silent,173967
11,23|9|5|2|2|1|1|1,8,33,174763,silent,174730
11,23|9|4|4|1|1|1|1,8,4,95368,silent,95364
11,23|9|4|3|2|1|1|1,8,41,267011,silent,266970
11,23|9|4|2|2|2|1|1,8,57,137619,silent,137562
11,23|9|3|3|3|1|1|1,8,14,76810,silent,76796
11,23|9|3|3|2|2|1|1,8,37,120130,silent,120093
11,23|9|3|2|2|2|2|1,8,48,47831,silent,47783
11,23|9|2|2|2|2|2|2,8,19,5269,silent,5250
11,23|8|8|1|1|1|1|1,8,1,8815,silent,8814
11,23|8|7|2|1|1|1|1,8,5,71354,silent,71349
11,23|8|6|3|1|1|1|1,8,19,184601,silent,184582
11,23|8|6|2|2|1|1|1,8,28,178509,silent,178481
11,23|8|5|4|1|1|1|1,8,19,190899,silent,190880
11,23|8|5|3|2|1|1|1,8,72,423557,silent,423485
11,23|8|5|2|2|2|1|1,8,75,201447,silent,201372
11,23|8|4|4|2|1|1|1,8,25,253856,silent,253831
11,23|8|4|3|3|1|1|1,8,30,240208,silent,240178
11,23|8|4|3|2|2|1|1,8,85,346193,silent,346108
11,23|8|4|2|2|2|2|1,8,82,107918,silent,107836
11,23|8|3|3|3|2|1|1,8,16,130341,silent,130325
11,23|8|3|3|2|2|2|1,8,32,97685,silent,97653
11,23|8|3|2|2|2|2|2,8,30,22501,silent,22471
11,23|7|7|3|1|1|1|1,8,5,80131,silent,80126
11,23|7|7|2|2|1|1|1,8,16,77571,silent,77555
11,23|7|6|4|1|1|1|1,8,14,166239,silent,166225
11,23|7|6|3|2|1|1|1,8,53,341807,silent,341754
11,23|7|6|2|2|2|1|1,8,53,157037,silent,156984
11,23|7|5|5|1|1|1|1,8,14,93223,silent,93209
11,23|7|5|4|2|1|1|1,8,64,424404,silent,424340
11,23|7|5|3|3|1|1|1,8,40,323502,silent,323462
11,23|7|5|3|2|2|1|1,8,109,454407,silent,454298
11,23|7|5|2|2|2|2|1,8,73,129394,silent,129321
11,23|7|4|4|3|1|1|1,8,19,252516,silent,252497
11,23|7|4|4|2|2|1|1,8,56,292435,silent,292379
11,23|7|4|3|3|2|1|1,8,39,351368,silent,351329
11,23|7|4|3|2|2|2|1,8,79,243284,silent,243205
11,23|7|4|2|2|2|2|2,8,43,43555,silent,43512
11,23|7|3|3|3|3|1|1,8,1,63912,silent,63911
11,23|7|3|3|3|2|2|1,8,5,102768,silent,102763
11,23|7|3|3|2|2|2|2,8,11,40042,silent,40031
11,23|6|6|5|1|1|1|1,8,8,59722,silent,59714
11,23|6|6|4|2|1|1|1,8,24,217304,silent,217280
11,23|6|6|3|3|1|1|1,8,25,157556,silent,157531
11,23|6|6|3|2|2|1|1,8,43,216670,silent,216627
11,23|6|6|2|2|2|2|1,8,34,60285,silent,60251
11,23|6|5|5|2|1|1|1,8,34,159770,silent,159736
11,23|6|5|4|3|1|1|1,8,37,319573,silent,319536
11,23|6|5|4|2|2|1|1,8,69,361345,silent,361276
11,23|6|5|3|3|2|1|1,8,41,352975,silent,352934
11,23|6|5|3|2|2|2|1,8,63,236403,silent,236340
11,23|6|5|2|2|2|2|2,8,28,38631,silent,38603
11,23|6|4|4|4|1|1|1,8,2,89121,silent,89119
11,23|6|4|4|3|2|1|1,8,31,308135,silent,308104
11,23|6|4|4|2|2|2|1,8,53,169317,silent,169264
11,23|6|4|3|3|3|1|1,8,5,144356,silent,144351
11,23|6|4|3|3|2|2|1,8,19,223064,silent,223045
11,23|6|4|3|2|2|2|2,8,31,81521,silent,81490
11,23|6|3|3|3|3|2|1,8,0,-1,a0,
11,23|6|3|3|3|2|2|2,8,0,-1,a0,
11,23|5|5|5|3|1|1|1,8,13,73123,silent,73110
11,23|5|5|5|2|2|1|1,8,18,78528,silent,78510
11,23|5|5|4|4|1|1|1,8,10,68163,silent,68153
11,23|5|5|4|3|2|1|1,8,25,219260,silent,219235
11,23|5|5|4|2|2|2|1,8,24,116678,silent,116654
11,23|5|5|3|3|3|1|1,8,1,82990,silent,82989
11,23|5|5|3|3|2|2|1,8,12,128194,silent,128182
11,23|5|5|3|2|2|2|2,8,9,44688,silent,44679
11,23|5|4|4|4|2|1|1,8,8,85904,silent,85896
11,23|5|4|4|3|3|1|1,8,3,99145,silent,99142
11,23|5|4|4|3|2|2|1,8,20,143157,silent,143137
11,23|5|4|4|2|2|2|2,8,18,41667,silent,41649
11,23|5|4|3|3|3|2|1,8,0,-1,a0,
11,23|5|4|3|3|2|2|2,8,4,58278,silent,58274
11,23|5|3|3|3|3|3|1,8,0,-1,a0,
11,23|5|3|3|3|3|2|2,8,0,-1,a0,
11,23|4|4|4|4|3|1|1,8,0,-1,a0,
11,23|4|4|4|4|2|2|1,8,6,22814,silent,22808
11,23|4|4|4|3|3|2|1,8,0,-1,a0,
11,23|4|4|4|3|2|2|2,8,5,20620,silent,20615
11,23|4|4|3|3|3|3|1,8,0,-1,a0,
11,23|4|4|3|3|3|2|2,8,0,-1,a0,
11,23|4|3|3|3|3|3|2,8,0,-1,a0,
11,23|3|3|3|3|3|3|3,8,0,-1,a0,
11,22|16|1|1|1|1|1|1,8,0,-1,a0,
11,22|15|2|1|1|1|1|1,8,0,-1,a0,
11,22|14|3|1|1|1|1|1,8,0,-1,a0,
11,22|14|2|2|1|1|1|1,8,0,-1,a0,
11,22|13|4|1|1|1|1|1,8,0,-1,a0,
11,22|13|3|2|1|1|1|1,8,0,-1,a0,
11,22|13|2|2|2|1|1|1,8,0,-1,a0,
11,22|12|5|1|1|1|1|1,8,0,-1,a0,
11,22|12|4|2|1|1|1|1,8,2,53814,silent,53812
11,22|12|3|3|1|1|1|1,8,3,33229,silent,33226
11,22|12|3|2|2|1|1|1,8,9,44828,silent,44819
11,22|12|2|2|2|2|1|1,8,7,11436,silent,11429
11,22|11|6|1|1|1|1|1,8,1,31404,silent,31403
11,22|11|5|2|1|1|1|1,8,8,109221,silent,109213
11,22|11|4|3|1|1|1|1,8,12,126706,silent,126694
11,22|11|4|2|2|1|1|1,8,24,135466,silent,135442
11,22|11|3|3|2|1|1|1,8,27,107102,silent,107075
11,22|11|3|2|2|2|1|1,8,41,69787,silent,69746
11,22|11|2|2|2|2|2|1,8,26,12092,silent,12066
11,22|10|7|1|1|1|1|1,8,1,34348,silent,34347
11,22|10|6|2|1|1|1|1,8,15,155394,silent,155379
11,22|10|5|3|1|1|1|1,8,32,260176,silent,260144
11,22|10|5|2|2|1|1|1,8,56,259207,silent,259151
11,22|10|4|4|1|1|1|1,8,13,140802,silent,140789
11,22|10|4|3|2|1|1|1,8,72,389273,silent,389201
11,22|10|4|2|2|2|1|1,8,84,198258,silent,198174
11,22|10|3|3|3|1|1|1,8,22,110481,silent,110459
11,22|10|3|3|2|2|1|1,8,61,171642,silent,171581
11,22|10|3|2|2|2|2|1,8,66,67374,silent,67308
11,22|10|2|2|2|2|2|2,8,27,7336,silent,7309
11,22|9|8|1|1|1|1|1,8,1,23126,silent,23125
