delta,lam,ell,a,m_det,class,margin
9,21|5|5|3|1|1,6,9,2036,silent,2027
9,21|5|5|2|2|1,6,8,1829,silent,1821
9,21|5|4|4|1|1,6,5,1432,silent,1427
9,21|5|4|3|2|1,6,12,4198,silent,4186
9,21|5|4|2|2|2,6,10,1785,silent,1775
9,21|5|3|3|3|1,6,0,-1,a0,
9,21|5|3|3|2|2,6,1,1562,silent,1561
9,21|4|4|4|2|1,6,5,1051,silent,1046
9,21|4|4|3|3|1,6,0,-1,a0,
9,21|4|4|3|2|2,6,4,1301,silent,1297
9,21|4|3|3|3|2,6,0,-1,a0,
9,21|3|3|3|3|3,6,0,-1,a0,
9,20|12|1|1|1|1,6,0,-1,a0,
9,20|11|2|1|1|1,6,0,-1,a0,
9,20|10|3|1|1|1,6,2,742,silent,740
9,20|10|2|2|1|1,6,3,570,silent,567
9,20|9|4|1|1|1,6,4,1443,silent,1439
9,20|9|3|2|1|1,6,14,2569,silent,2555
9,20|9|2|2|2|1,6,14,1043,silent,1029
9,20|8|5|1|1|1,6,8,1939,silent,1931
9,20|8|4|2|1|1,6,23,5000,silent,4977
9,20|8|3|3|1|1,6,13,3418,silent,3405
9,20|8|3|2|2|1,6,27,4065,silent,4038
9,20|8|2|2|2|2,6,16,979,silent,963
9,20|7|6|1|1|1,6,4,1413,silent,1409
9,20|7|5|2|1|1,6,29,5880,silent,5851
9,20|7|4|3|1|1,6,25,7281,silent,7256
9,20|7|4|2|2|1,6,42,7333,silent,7291
9,20|7|3|3|2|1,6,14,5883,silent,5869
9,20|7|3|2|2|2,6,17,2958,silent,2941
9,20|6|6|2|1|1,6,7,2504,silent,2497
9,20|6|5|3|1|1,6,23,6803,silent,6780
9,20|6|5|2|2|1,6,30,6297,silent,6267
9,20|6|4|4|1|1,6,12,3932,silent,3920
9,20|6|4|3|2|1,6,32,11014,silent,10982
9,20|6|4|2|2|2,6,28,4633,silent,4605
9,20|6|3|3|3|1,6,1,3337,silent,3336
9,20|6|3|3|2|2,6,4,3703,silent,3699
9,20|5|5|4|1|1,6,13,2851,silent,2838
9,20|5|5|3|2|1,6,15,5935,silent,5920
9,20|5|5|2|2|2,6,4,2062,silent,2058
9,20|5|4|4|2|1,6,18,4976,silent,4958
9,20|5|4|3|3|1,6,5,4777,silent,4772
9,20|5|4|3|2|2,6,11,5378,silent,5367
9,20|5|3|3|3|2,6,0,-1,a0,
9,20|4|4|4|3|1,6,3,1458,silent,1455
9,20|4|4|4|2|2,6,9,1600,silent,1591
9,20|4|4|3|3|2,6,0,-1,a0,
9,20|4|3|3|3|3,6,0,-1,a0,
9,19|13|1|1|1|1,6,0,-1,a0,
9,19|12|2|1|1|1,6,0,-1,a0,
9,19|11|3|1|1|1,6,2,802,silent,800
9,19|11|2|2|1|1,6,5,644,silent,639
9,19|10|4|1|1|1,6,6,1751,silent,1745
9,19|10|3|2|1|1,6,18,3080,silent,3062
9,19|10|2|2|2|1,6,17,1244,silent,1227
9,19|9|5|1|1|1,6,12,2811,silent,2799
9,19|9|4|2|1|1,6,38,7093,silent,7055
9,19|9|3|3|1|1,6,17,4649,silent,4632
9,19|9|3|2|2|1,6,39,5546,silent,5507
9,19|9|2|2|2|2,6,16,1220,silent,1204
9,19|8|6|1|1|1,6,9,2671,silent,2662
9,19|8|5|2|1|1,6,49,10064,silent,10015
9,19|8|4|3|1|1,6,44,11996,silent,11952
9,19|8|4|2|2|1,6,68,11999,silent,11931
9,19|8|3|3|2|1,6,26,9407,silent,9381
9,19|8|3|2|2|2,6,28,4704,silent,4676
9,19|7|7|1|1|1,6,7,1236,silent,1229
9,19|7|6|2|1|1,6,33,7685,silent,7652
9,19|7|5|3|1|1,6,55,15375,silent,15320
9,19|7|5|2|2|1,6,62,13958,silent,13896
9,19|7|4|4|1|1,6,32,8471,silent,8439
9,19|7|4|3|2|1,6,65,22339,silent,22274
9,19|7|4|2|2|2,6,41,8849,silent,8808
9,19|7|3|3|3|1,6,4,6433,silent,6429
9,19|7|3|3|2|2,6,11,7236,silent,7225
9,19|6|6|3|1|1,6,17,7005,silent,6988
9,19|6|6|2|2|1,6,30,6521,silent,6491
9,19|6|5|4|1|1,6,32,10272,silent,10240
9,19|6|5|3|2|1,6,55,21196,silent,21141
9,19|6|5|2|2|2,6,28,7655,silent,7627
9,19|6|4|4|2|1,6,46,14190,silent,14144
9,19|6|4|3|3|1,6,14,13039,silent,13025
9,19|6|4|3|2|2,6,31,14558,silent,14527
9,19|6|3|3|3|2,6,0,-1,a0,
9,19|5|5|5|1|1,6,8,2201,silent,2193
9,19|5|5|4|2|1,6,22,9524,silent,9502
9,19|5|5|3|3|1,6,11,7500,silent,7489
9,19|5|5|3|2|2,6,9,7704,silent,7695
9,19|5|4|4|3|1,6,17,7620,silent,7603
9,19|5|4|4|2|2,6,18,7093,silent,7075
9,19|5|4|3|3|2,6,4,8188,silent,8184
9,19|5|3|3|3|3,6,0,-1,a0,
9,19|4|4|4|4|1,6,6,1058,silent,1052
9,19|4|4|4|3|2,6,5,2771,silent,2766
9,19|4|4|3|3|3,6,0,-1,a0,
9,18|14|1|1|1|1,6,0,-1,a0,
9,18|13|2|1|1|1,6,0,-1,a0,
9,18|12|3|1|1|1,6,3,769,silent,766
9,18|12|2|2|1|1,6,4,593,silent,589
9,18|11|4|1|1|1,6,7,1901,silent,1894
9,18|11|3|2|1|1,6,22,3311,silent,3289
9,18|11|2|2|2|1,6,18,1316,silent,1298
9,18|10|5|1|1|1,6,16,3443,silent,3427
9,18|10|4|2|1|1,6,46,8559,silent,8513
9,18|10|3|3|1|1,6,25,5620,silent,5595
9,18|10|3|2|2|1,6,47,6668,silent,6621
9,18|10|2|2|2|2,6,22,1495,silent,1473
9,18|9|6|1|1|1,6,17,4122,silent,4105
9,18|9|5|2|1|1,6,75,14577,silent,14502
9,18|9|4|3|1|1,6,66,16930,silent,16864
9,18|9|4|2|2|1,6,93,16714,silent,16621
9,18|9|3|3|2|1,6,38,12978,silent,12940
9,18|9|3|2|2|2,6,35,6362,silent,6327
9,18|8|7|1|1|1,6,14,2957,silent,2943
9,18|8|6|2|1|1,6,60,14686,silent,14626
9,18|8|5|3|1|1,6,97,26791,silent,26694
9,18|8|5|2|2|1,6,106,24320,silent,24214
9,18|8|4|4|1|1,6,46,14256,silent,14210
9,18|8|4|3|2|1,6,110,37147,silent,37037
9,18|8|4|2|2|2,6,68,14655,silent,14587
9,18|8|3|3|3|1,6,10,10373,silent,10363
9,18|8|3|3|2|2,6,17,11639,silent,11622
9,18|7|7|2|1|1,6,33,6630,silent,6597
9,18|7|6|3|1|1,6,66,21426,silent,21360
9,18|7|6|2|2|1,6,75,19077,silent,19002
9,18|7|5|4|1|1,6,78,24215,silent,24137
9,18|7|5|3|2|1,6,120,48382,silent,48262
9,18|7|5|2|2|2,6,49,16911,silent,16862
9,18|7|4|4|2|1,6,86,29922,silent,29836
9,18|7|4|3|3|1,6,35,27124,silent,27089
9,18|7|4|3|2|2,6,56,29655,silent,29599
9,18|7|3|3|3|2,6,3,10671,silent,10668
9,18|6|6|4|1|1,6,26,11947,silent,11921
9,18|6|6|3|2|1,6,55,23165,silent,23110
9,18|6|6|2|2|2,6,36,8364,silent,8328
9,18|6|5|5|1|1,6,23,8896,silent,8873
9,18|6|5|4|2|1,6,82,36463,silent,36381
9,18|6|5|3|3|1,6,33,27133,silent,27100
9,18|6|5|3|2|2,6,43,28465,silent,28422
9,18|6|4|4|3|1,6,40,22390,silent,22350
9,18|6|4|4|2|2,6,50,20593,silent,20543
9,18|6|4|3|3|2,6,11,22725,silent,22714
9,18|6|3|3|3|3,6,0,-1,a0,
9,18|5|5|5|2|1,6,10,7615,silent,7605
9,18|5|5|4|3|1,6,25,15957,silent,15932
9,18|5|5|4|2|2,6,12,13281,silent,13269
9,18|5|5|3|3|2,6,10,13232,silent,13222
9,18|5|4|4|4|1,6,15,5578,silent,5563
9,18|5|4|4|3|2,6,17,14251,silent,14234
9,18|5|4|3|3|3,6,0,-1,a0,
9,18|4|4|4|4|2,6,10,2312,silent,2302
9,18|4|4|4|3|3,6,0,-1,a0,
9,17|15|1|1|1|1,6,0,-1,a0,
9,17|14|2|1|1|1,6,0,-1,a0,
9,17|13|3|1|1|1,6,2,649,silent,647
9,17|13|2|2|1|1,6,5,530,silent,525
9,17|12|4|1|1|1,6,8,1786,silent,1778
9,17|12|3|2|1|1,6,21,3094,silent,3073
9,17|12|2|2|2|1,6,17,1231,silent,1214
9,17|11|5|1|1|1,6,19,3712,silent,3693
9,17|11|4|2|1|1,6,55,9179,silent,9124
9,17|11|3|3|1|1,6,25,5861,silent,5836
9,17|11|3|2|2|1,6,51,6981,silent,6930
9,17|11|2|2|2|2,6,18,1463,silent,1445
9,17|10|6|1|1|1,6,21,5147,silent,5126
9,17|10|5|2|1|1,6,90,17747,silent,17657
9,17|10|4|3|1|1,6,81,20368,silent,20287
9,17|10|4|2|2|1,6,111,20054,silent,19943
9,17|10|3|3|2|1,6,48,15447,silent,15399
9,17|10|3|2|2|2,6,42,7545,silent,7503
9,17|9|7|1|1|1,6,24,4995,silent,4971
9,17|9|6|2|1|1,6,99,22357,silent,22258
9,17|9|5|3|1|1,6,137,38448,silent,38311
9,17|9|5|2|2|1,6,146,34617,silent,34471
9,17|9|4|4|1|1,6,74,20354,silent,20280
9,17|9|4|3|2|1,6,151,51705,silent,51554
9,17|9|4|2|2|2,6,78,19823,silent,19745
9,17|9|3|3|3|1,6,14,14199,silent,14185
9,17|9|3|3|2|2,6,29,16056,silent,16027
9,17|8|8|1|1|1,6,7,1949,silent,1942
9,17|8|7|2|1|1,6,69,16271,silent,16202
9,17|8|6|3|1|1,6,124,41240,silent,41116
9,17|8|6|2|2|1,6,138,36604,silent,36466
9,17|8|5|4|1|1,6,127,42624,silent,42497
9,17|8|5|3|2|1,6,205,84303,silent,84098
9,17|8|5|2|2|2,6,88,29429,silent,29341
9,17|8|4|4|2|1,6,134,50343,silent,50209
9,17|8|4|3|3|1,6,59,45021,silent,44962
9,17|8|4|3|2|2,6,90,49010,silent,48920
9,17|8|3|3|3|2,6,5,17135,silent,17130
9,17|7|7|3|1|1,6,61,18666,silent,18605
9,17|7|7|2|2|1,6,50,15857,silent,15807
9,17|7|6|4|1|1,6,98,37572,silent,37474
9,17|7|6|3|2|1,6,153,69274,silent,69121
9,17|7|6|2|2|2,6,62,23443,silent,23381
9,17|7|5|5|1|1,6,52,21661,silent,21609
9,17|7|5|4|2|1,6,174,85303,silent,85129
9,17|7|5|3|3|1,6,79,62369,silent,62290
9,17|7|5|3|2|2,6,90,64767,silent,64677
9,17|7|4|4|3|1,6,80,47847,silent,47767
9,17|7|4|4|2|2,6,74,42487,silent,42413
9,17|7|4|3|3|2,6,30,47369,silent,47339
9,17|7|3|3|3|3,6,0,-1,a0,
9,17|6|6|5|1|1,6,24,13422,silent,13398
9,17|6|6|4|2|1,6,89,44329,silent,44240
9,17|6|6|3|3|1,6,30,30147,silent,30117
9,17|6|6|3|2|2,6,52,31887,silent,31835
9,17|6|5|5|2|1,6,46,32295,silent,32249
9,17|6|5|4|3|1,6,80,61426,silent,61346
9,17|6|5|4|2|2,6,68,52108,silent,52040
9,17|6|5|3|3|2,6,27,48172,silent,48145
9,17|6|4|4|4|1,6,36,16934,silent,16898
9,17|6|4|4|3|2,6,43,42063,silent,42020
9,17|6|4|3|3|3,6,1,17144,silent,17143
9,17|5|5|5|3|1,6,14,14302,silent,14288
9,17|5|5|5|2|2,6,4,10788,silent,10784
9,17|5|5|4|4|1,6,15,12672,silent,12657
9,17|5|5|4|3|2,6,21,29816,silent,29795
9,17|5|5|3|3|3,6,4,10380,silent,10376
9,17|5|4|4|4|2,6,18,11699,silent,11681
9,17|5|4|4|3|3,6,5,11563,silent,11558
9,17|4|4|4|4|3,6,5,2309,silent,2304
9,16|16|1|1|1|1,6,0,-1,a0,
9,16|15|2|1|1|1,6,0,-1,a0,
9,16|14|3|1|1|1,6,2,433,silent,431
9,16|14|2|2|1|1,6,2,327,silent,325
9,16|13|4|1|1|1,6,7,1411,silent,1404
9,16|13|3|2|1|1,6,17,2427,silent,2410
9,16|13|2|2|2|1,6,14,959,silent,945
9,16|12|5|1|1|1,6,17,3318,silent,3301
9,16|12|4|2|1|1,6,47,8131,silent,8084
9,16|12|3|3|1|1,6,27,5267,silent,5240
9,16|12|3|2|2|1,6,45,6229,silent,6184
9,16|12|2|2|2|2,6,20,1366,silent,1346
9,16|11|6|1|1|1,6,25,5444,silent,5419
9,16|11|5|2|1|1,6,96,18347,silent,18251
9,16|11|4|3|1|1,6,86,20849,silent,20763
9,16|11|4|2|2|1,6,112,20395,silent,20283
9,16|11|3|3|2|1,6,50,15661,silent,15611
9,16|11|3|2|2|2,6,40,7568,silent,7528
9,16|10|7|1|1|1,6,30,6319,silent,6289
9,16|10|6|2|1|1,6,114,27121,silent,27007
9,16|10|5|3|1|1,6,163,45669,silent,45506
9,16|10|5|2|2|1,6,171,41119,silent,40948
9,16|10|4|4|1|1,6,78,23822,silent,23744
9,16|10|4|3|2|1,6,174,60469,silent,60295
9,16|10|4|2|2|2,6,97,23281,silent,23184
9,16|10|3|3|3|1,6,20,16443,silent,16423
9,16|10|3|3|2|2,6,29,18483,silent,18454
9,16|9|8|1|1|1,6,18,4336,silent,4318
9,16|9|7|2|1|1,6,113,26613,silent,26500
9,16|9|6|3|1|1,6,185,61013,silent,60828
9,16|9|6|2|2|1,6,189,53507,silent,53318
9,16|9|5|4|1|1,6,176,60381,silent,60205
9,16|9|5|3|2|1,6,278,118020,silent,117742
9,16|9|5|2|2|2,6,107,40639,silent,40532
9,16|9|4|4|2|1,6,173,69110,silent,68937
9,16|9|4|3|3|1,6,83,61522,silent,61439
9,16|9|4|3|2|2,6,115,66438,silent,66323
9,16|9|3|3|3|2,6,10,23049,silent,23039
9,16|8|8|2|1|1,6,37,10869,silent,10832
9,16|8|7|3|1|1,6,136,45722,silent,45586
9,16|8|7|2|2|1,6,123,39357,silent,39234
9,16|8|6|4|1|1,6,169,71875,silent,71706
9,16|8|6|3|2|1,6,277,131217,silent,130940
9,16|8|6|2|2|2,6,119,44384,silent,44265
9,16|8|5|5|1|1,6,92,38442,silent,38350
9,16|8|5|4|2|1,6,285,148170,silent,147885
9,16|8|5|3|3|1,6,131,106784,silent,106653
9,16|8|5|3|2|2,6,148,110881,silent,110733
9,16|8|4|4|3|1,6,116,79278,silent,79162
9,16|8|4|4|2|2,6,122,70281,silent,70159
9,16|8|4|3|3|2,6,45,77048,silent,77003
9,16|8|3|3|3|3,6,1,12480,silent,12479
9,16|7|7|4|1|1,6,90,33837,silent,33747
9,16|7|7|3|2|1,6,112,58755,silent,58643
9,16|7|7|2|2|2,6,29,18789,silent,18760
9,16|7|6|5|1|1,6,84,43135,silent,43051
9,16|7|6|4|2|1,6,232,133677,silent,133445
9,16|7|6|3|3|1,6,100,90119,silent,90019
9,16|7|6|3|2|2,6,119,92840,silent,92721
9,16|7|5|5|2|1,6,107,78267,silent,78160
9,16|7|5|4|3|1,6,172,142773,silent,142601
9,16|7|5|4|2|2,6,129,119574,silent,119445
9,16|7|5|3|3|2,6,67,109290,silent,109223
9,16|7|4|4|4|1,6,60,35859,silent,35799
9,16|7|4|4|3|2,6,75,88004,silent,87929
9,16|7|4|3|3|3,6,6,35375,silent,35369
9,16|6|6|6|1|1,6,9,7715,silent,7706
9,16|6|6|5|2|1,6,71,50872,silent,50801
9,16|6|6|4|3|1,6,80,75276,silent,75196
9,16|6|6|4|2|2,6,89,63996,silent,63907
9,16|6|6|3|3|2,6,24,53544,silent,53520
9,16|6|5|5|3|1,6,51,60033,silent,59982
9,16|6|5|5|2|2,6,29,46197,silent,46168
9,16|6|5|4|4|1,6,57,50195,silent,50138
9,16|6|5|4|3|2,6,76,114562,silent,114486
9,16|6|5|3|3|3,6,7,37248,silent,37241
9,16|6|4|4|4|2,6,47,35243,silent,35196
9,16|6|4|4|3|3,6,10,34070,silent,34060
9,16|5|5|5|4|1,6,9,14781,silent,14772
9,16|5|5|5|3|2,6,12,27065,silent,27053
9,16|5|5|4|4|2,6,12,26159,silent,26147
9,16|5|5|4|3|3,6,12,25631,silent,25619
9,16|5|4|4|4|3,6,11,12505,silent,12494
9,16|4|4|4|4|4,6,7,1318,silent,1311
9,15|15|3|1|1|1,6,0,-1,a0,
9,15|15|2|2|1|1,6,2,141,silent,139
9,15|14|4|1|1|1,6,3,774,silent,771
9,15|14|3|2|1|1,6,10,1336,silent,1326
9,15|14|2|2|2|1,6,7,526,silent,519
9,15|13|5|1|1|1,6,12,2353,silent,2341
9,15|13|4|2|1|1,6,37,5781,silent,5744
9,15|13|3|3|1|1,6,15,3622,silent,3607
9,15|13|3|2|2|1,6,33,4329,silent,4296
9,15|13|2|2|2|2,6,9,865,silent,856
9,15|12|6|1|1|1,6,21,4564,silent,4543
9,15|12|5|2|1|1,6,79,15250,silent,15171
9,15|12|4|3|1|1,6,71,17255,silent,17184
9,15|12|4|2|2|1,6,92,16876,silent,16784
9,15|12|3|3|2|1,6,42,12909,silent,12867
9,15|12|3|2|2|2,6,34,6249,silent,6215
9,15|11|7|1|1|1,6,30,6480,silent,6450
9,15|11|6|2|1|1,6,121,27038,silent,26917
9,15|11|5|3|1|1,6,156,44443,silent,44287
9,15|11|5|2|2|1,6,162,39831,silent,39669
9,15|11|4|4|1|1,6,83,23277,silent,23194
9,15|11|4|3|2|1,6,168,58174,silent,58006
9,15|11|4|2|2|2,6,78,21942,silent,21864
9,15|11|3|3|3|1,6,17,15701,silent,15684
9,15|11|3|3|2|2,6,34,17809,silent,17775
9,15|10|8|1|1|1,6,23,5810,silent,5787
9,15|10|7|2|1|1,6,129,32401,silent,32272
9,15|10|6|3|1|1,6,209,71106,silent,70897
9,15|10|6|2|2|1,6,214,62296,silent,62082
9,15|10|5|4|1|1,6,191,68789,silent,68598
9,15|10|5|3|2|1,6,308,133902,silent,133594
9,15|10|5|2|2|2,6,122,46082,silent,45960
9,15|10|4|4|2|1,6,186,77586,silent,77400
9,15|10|4|3|3|1,6,91,68700,silent,68609
9,15|10|4|3|2|2,6,125,74089,silent,73964
9,15|10|3|3|3|2,6,11,25431,silent,25420
9,15|9|9|1|1|1,6,13,2536,silent,2523
9,15|9|8|2|1|1,6,85,22777,silent,22692
9,15|9|7|3|1|1,6,202,71898,silent,71696
9,15|9|7|2|2|1,6,180,61277,silent,61097
9,15|9|6|4|1|1,6,249,103350,silent,103101
9,15|9|6|3|2|1,6,371,185678,silent,185307
9,15|9|6|2|2|2,6,135,61532,silent,61397
9,15|9|5|5|1|1,6,113,52832,silent,52719
9,15|9|5|4|2|1,6,364,201185,silent,200821
9,15|9|5|3|3|1,6,172,144155,silent,143983
9,15|9|5|3|2|2,6,193,149078,silent,148885
9,15|9|4|4|3|1,6,151,105229,silent,105078
9,15|9|4|4|2|2,6,129,91814,silent,91685
9,15|9|4|3|3|2,6,65,101436,silent,101371
9,15|9|3|3|3|3,6,1,16003,silent,16002
9,15|8|8|3|1|1,6,76,30289,silent,30213
9,15|8|8|2|2|1,6,78,26268,silent,26190
9,15|8|7|4|1|1,6,182,81320,silent,81138
9,15|8|7|3|2|1,6,261,141060,silent,140799
9,15|8|7|2|2|2,6,87,45826,silent,45739
9,15|8|6|5|1|1,6,151,82041,silent,81890
9,15|8|6|4|2|1,6,402,248486,silent,248084
9,15|8|6|3|3|1,6,174,165427,silent,165253
9,15|8|6|3|2|2,6,206,170119,silent,169913
9,15|8|5|5|2|1,6,177,134926,silent,134749
9,15|8|5|4|3|1,6,266,240445,silent,240179
9,15|8|5|4|2|2,6,212,201250,silent,201038
9,15|8|5|3|3|2,6,102,181028,silent,180926
9,15|8|4|4|4|1,6,82,58034,silent,57952
9,15|8|4|4|3|2,6,111,141121,silent,141010
9,15|8|4|3|3|3,6,8,55850,silent,55842
9,15|7|7|5|1|1,6,79,41558,silent,41479
9,15|7|7|4|2|1,6,166,115595,silent,115429
9,15|7|7|3|3|1,6,83,75866,silent,75783
9,15|7|7|3|2|2,6,74,76112,silent,76038
9,15|7|6|6|1|1,6,44,27197,silent,27153
9,15|7|6|5|2|1,6,194,156618,silent,156424
9,15|7|6|4|3|1,6,223,223249,silent,223026
9,15|7|6|4|2|2,6,178,184700,silent,184522
9,15|7|6|3|3|2,6,85,155563,silent,155478
9,15|7|5|5|3|1,6,115,142120,silent,142005
9,15|7|5|5|2|2,6,74,109369,silent,109295
9,15|7|5|4|4|1,6,111,114740,silent,114629
9,15|7|5|4|3|2,6,153,258563,silent,258410
9,15|7|5|3|3|3,6,19,82321,silent,82302
9,15|7|4|4|4|2,6,63,71849,silent,71786
9,15|7|4|4|3|3,6,26,70562,silent,70536
9,15|6|6|6|2|1,6,38,30270,silent,30232
9,15|6|6|5|3|1,6,71,93827,silent,93756
9,15|6|6|5|2|2,6,63,73044,silent,72981
9,15|6|6|4|4|1,6,65,63601,silent,63536
9,15|6|6|4|3|2,6,81,138752,silent,138671
9,15|6|6|3|3|3,6,4,40571,silent,40567
9,15|6|5|5|4|1,6,36,62643,silent,62607
9,15|6|5|5|3|2,6,44,111888,silent,111844
9,15|6|5|4|4|2,6,63,102173,silent,102110
9,15|6|5|4|3|3,6,28,95451,silent,95423
9,15|6|4|4|4|3,6,25,37041,silent,37016
9,15|5|5|5|5|1,6,3,7556,silent,7553
9,15|5|5|5|4|2,6,7,30597,silent,30590
9,15|5|5|5|3|3,6,9,24222,silent,24213
9,15|5|5|4|4|3,6,10,28886,silent,28876
9,15|5|4|4|4|4,6,6,6346,silent,6340
9,14|14|5|1|1|1,6,5,828,silent,823
9,14|14|4|2|1|1,6,10,1993,silent,1983
9,14|14|3|3|1|1,6,9,1338,silent,1329
9,14|14|3|2|2|1,6,11,1559,silent,1548
9,14|14|2|2|2|2,6,7,374,silent,367
9,14|13|6|1|1|1,6,12,2633,silent,2621
9,14|13|5|2|1|1,6,46,8731,silent,8685
9,14|13|4|3|1|1,6,41,9837,silent,9796
9,14|13|4|2|2|1,6,52,9590,silent,9538
9,14|13|3|3|2|1,6,24,7336,silent,7312
9,14|13|3|2|2|2,6,18,3524,silent,3506
9,14|12|7|1|1|1,6,23,4810,silent,4787
9,14|12|6|2|1|1,6,82,19824,silent,19742
9,14|12|5|3|1|1,6,117,32598,silent,32481
9,14|12|5|2|2|1,6,118,29259,silent,29141
9,14|12|4|4|1|1,6,51,16827,silent,16776
9,14|12|4|3|2|1,6,121,42447,silent,42326
9,14|12|4|2|2|2,6,66,16264,silent,16198
9,14|12|3|3|3|1,6,16,11431,silent,11415
