delta,lam,ell,a,m_det,class,margin
10,18|13|5|2|1|1,6,175,30633,silent,30458
10,18|13|4|3|1|1,6,159,33891,silent,33732
10,18|13|4|2|2|1,6,206,32623,silent,32417
10,18|13|3|3|2|1,6,98,24634,silent,24536
10,18|13|3|2|2|2,6,77,11644,silent,11567
10,18|12|7|1|1|1,6,68,14076,silent,14008
10,18|12|6|2|1|1,6,259,55665,silent,55406
10,18|12|5|3|1|1,6,359,88834,silent,88475
10,18|12|5|2|2|1,6,376,78627,silent,78251
10,18|12|4|4|1|1,6,169,45432,silent,45263
10,18|12|4|3|2|1,6,391,111874,silent,111483
10,18|12|4|2|2|2,6,207,41791,silent,41584
10,18|12|3|3|3|1,6,51,29523,silent,29472
10,18|12|3|3|2|2,6,75,32761,silent,32686
10,18|11|8|1|1|1,6,65,14906,silent,14841
10,18|11|7|2|1|1,6,327,74557,silent,74230
10,18|11|6|3|1|1,6,523,153973,silent,153450
10,18|11|6|2|2|1,6,524,132347,silent,131823
10,18|11|5|4|1|1,6,465,144000,silent,143535
10,18|11|5|3|2|1,6,766,273234,silent,272468
10,18|11|5|2|2|2,6,301,91567,silent,91266
10,18|11|4|4|2|1,6,450,155152,silent,154702
10,18|11|4|3|3|1,6,238,135303,silent,135065
10,18|11|4|3|2|2,6,320,143340,silent,143020
10,18|11|3|3|3|2,6,36,48078,silent,48042
10,18|10|9|1|1|1,6,40,9863,silent,9823
10,18|10|8|2|1|1,6,251,66219,silent,65968
10,18|10|7|3|1|1,6,566,182133,silent,181567
10,18|10|7|2|2|1,6,523,153412,silent,152889
10,18|10|6|4|1|1,6,646,243757,silent,243111
10,18|10|6|3|2|1,6,1033,427672,silent,426639
10,18|10|6|2|2|2,6,407,139024,silent,138617
10,18|10|5|5|1|1,6,311,121083,silent,120772
10,18|10|5|4|2|1,6,984,444269,silent,443285
10,18|10|5|3|3|1,6,480,312140,silent,311660
10,18|10|5|3|2|2,6,544,317944,silent,317400
10,18|10|4|4|3|1,6,388,222450,silent,222062
10,18|10|4|4|2|2,6,382,191807,silent,191425
10,18|10|4|3|3|2,6,184,206707,silent,206523
10,18|10|3|3|3|3,6,8,31486,silent,31478
10,18|9|9|2|1|1,6,113,27517,silent,27404
10,18|9|8|3|1|1,6,364,126786,silent,126422
10,18|9|8|2|2|1,6,337,106179,silent,105842
10,18|9|7|4|1|1,6,638,251084,silent,250446
10,18|9|7|3|2|1,6,912,421612,silent,420700
10,18|9|7|2|2|2,6,296,132501,silent,132205
10,18|9|6|5|1|1,6,491,227726,silent,227235
10,18|9|6|4|2|1,6,1266,658333,silent,657067
10,18|9|6|3|3|1,6,590,430089,silent,429499
10,18|9|6|3|2|2,6,666,432743,silent,432077
10,18|9|5|5|2|1,6,554,341126,silent,340572
10,18|9|5|4|3|1,6,819,587210,silent,586391
10,18|9|5|4|2|2,6,652,481854,silent,481202
10,18|9|5|3|3|2,6,357,425412,silent,425055
10,18|9|4|4|4|1,6,229,135501,silent,135272
10,18|9|4|4|3|2,6,334,320597,silent,320263
10,18|9|4|3|3|3,6,39,123491,silent,123452
10,18|8|8|4|1|1,6,235,106782,silent,106547
10,18|8|8|3|2|1,6,377,179049,silent,178672
10,18|8|8|2|2|2,6,154,57260,silent,57106
10,18|8|7|5|1|1,6,402,192348,silent,191946
10,18|8|7|4|2|1,6,897,512230,silent,511333
10,18|8|7|3|3|1,6,426,325715,silent,325289
10,18|8|7|3|2|2,6,442,324248,silent,323806
10,18|8|6|6|1|1,6,171,100190,silent,100019
10,18|8|6|5|2|1,6,804,532427,silent,531623
10,18|8|6|4|3|1,6,894,725917,silent,725023
10,18|8|6|4|2|2,6,769,590700,silent,589931
10,18|8|6|3|3|2,6,355,482913,silent,482558
10,18|8|5|5|3|1,6,449,422932,silent,422483
10,18|8|5|5|2|2,6,290,319975,silent,319685
10,18|8|5|4|4|1,6,403,331280,silent,330877
10,18|8|5|4|3|2,6,586,722615,silent,722029
10,18|8|5|3|3|3,6,80,221138,silent,221058
10,18|8|4|4|4|2,6,225,189235,silent,189010
10,18|8|4|4|3|3,6,82,180974,silent,180892
10,18|7|7|6|1|1,6,123,63214,silent,63091
10,18|7|7|5|2|1,6,364,264723,silent,264359
10,18|7|7|4|3|1,6,401,339402,silent,339001
10,18|7|7|4|2|2,6,267,270263,silent,269996
10,18|7|7|3|3|2,6,174,219674,silent,219500
10,18|7|6|6|2|1,6,248,178864,silent,178616
10,18|7|6|5|3|1,6,486,493395,silent,492909
10,18|7|6|5|2|2,6,357,371580,silent,371223
10,18|7|6|4|4|1,6,349,316201,silent,315852
10,18|7|6|4|3|2,6,500,667092,silent,666592
10,18|7|6|3|3|3,6,62,188837,silent,188775
10,18|7|5|5|4|1,6,197,247737,silent,247540
10,18|7|5|5|3|2,6,254,426703,silent,426449
10,18|7|5|4|4|2,6,271,369567,silent,369296
10,18|7|5|4|3|3,6,155,337805,silent,337650
10,18|7|4|4|4|3,6,89,117029,silent,116940
10,18|6|6|6|3|1,6,92,97225,silent,97133
10,18|6|6|6|2|2,6,97,73471,silent,73374
10,18|6|6|5|4|1,6,140,168870,silent,168730
10,18|6|6|5|3|2,6,168,282649,silent,282481
10,18|6|6|4|4|2,6,179,205433,silent,205254
10,18|6|6|4|3|3,6,60,179410,silent,179350
10,18|6|5|5|5|1,6,23,52764,silent,52741
10,18|6|5|5|4|2,6,86,202149,silent,202063
10,18|6|5|5|3|3,6,58,151492,silent,151434
10,18|6|5|4|4|3,6,89,168754,silent,168665
10,18|6|4|4|4|4,6,38,27868,silent,27830
10,18|5|5|5|5|2,6,8,24932,silent,24924
10,18|5|5|5|4|3,6,16,52713,silent,52697
10,18|5|5|4|4|4,6,6,21202,silent,21196
10,17|17|3|1|1|1,6,0,-1,a0,
10,17|17|2|2|1|1,6,3,173,silent,170
10,17|16|4|1|1|1,6,5,1015,silent,1010
10,17|16|3|2|1|1,6,13,1713,silent,1700
10,17|16|2|2|2|1,6,10,666,silent,656
10,17|15|5|1|1|1,6,18,3374,silent,3356
10,17|15|4|2|1|1,6,57,8084,silent,8027
10,17|15|3|3|1|1,6,23,4975,silent,4952
10,17|15|3|2|2|1,6,51,5886,silent,5835
10,17|15|2|2|2|2,6,14,1141,silent,1127
10,17|14|6|1|1|1,6,36,7549,silent,7513
10,17|14|5|2|1|1,6,137,24090,silent,23953
10,17|14|4|3|1|1,6,126,26590,silent,26464
10,17|14|4|2|2|1,6,162,25587,silent,25425
10,17|14|3|3|2|1,6,79,19277,silent,19198
10,17|14|3|2|2|2,6,61,9110,silent,9049
10,17|13|7|1|1|1,6,62,12960,silent,12898
10,17|13|6|2|1|1,6,247,50662,silent,50415
10,17|13|5|3|1|1,6,316,79701,silent,79385
10,17|13|5|2|2|1,6,333,70349,silent,70016
10,17|13|4|4|1|1,6,169,41018,silent,40849
10,17|13|4|3|2|1,6,349,99737,silent,99388
10,17|13|4|2|2|2,6,164,36644,silent,36480
10,17|13|3|3|3|1,6,42,26177,silent,26135
10,17|13|3|3|2|2,6,78,29300,silent,29222
10,17|12|8|1|1|1,6,67,15968,silent,15901
10,17|12|7|2|1|1,6,331,77691,silent,77360
10,17|12|6|3|1|1,6,528,157936,silent,157408
10,17|12|6|2|2|1,6,529,135593,silent,135064
10,17|12|5|4|1|1,6,462,146372,silent,145910
10,17|12|5|3|2|1,6,770,276920,silent,276150
10,17|12|5|2|2|2,6,305,92652,silent,92347
10,17|12|4|4|2|1,6,445,156521,silent,156076
10,17|12|4|3|3|1,6,240,136068,silent,135828
10,17|12|4|3|2|2,6,320,143914,silent,143594
10,17|12|3|3|3|2,6,37,47989,silent,47952
10,17|11|9|1|1|1,6,62,14068,silent,14006
10,17|11|8|2|1|1,6,329,84795,silent,84466
10,17|11|7|3|1|1,6,668,220305,silent,219637
10,17|11|7|2|2|1,6,606,184604,silent,183998
10,17|11|6|4|1|1,6,771,288017,silent,287246
10,17|11|6|3|2|1,6,1180,500936,silent,499756
10,17|11|6|2|2|2,6,422,160873,silent,160451
10,17|11|5|5|1|1,6,338,140581,silent,140243
10,17|11|5|4|2|1,6,1099,513114,silent,512015
10,17|11|5|3|3|1,6,547,359355,silent,358808
10,17|11|5|3|2|2,6,620,365078,silent,364458
10,17|11|4|4|3|1,6,442,254602,silent,254160
10,17|11|4|4|2|2,6,383,217210,silent,216827
10,17|11|4|3|3|2,6,223,235383,silent,235160
10,17|11|3|3|3|3,6,5,35255,silent,35250
10,17|10|10|1|1|1,6,18,5376,silent,5358
10,17|10|9|2|1|1,6,204,56674,silent,56470
10,17|10|8|3|1|1,6,548,201694,silent,201146
10,17|10|8|2|2|1,6,511,168747,silent,168236
10,17|10|7|4|1|1,6,861,361842,silent,360981
10,17|10|7|3|2|1,6,1255,604838,silent,603583
10,17|10|7|2|2|2,6,424,189923,silent,189499
10,17|10|6|5|1|1,6,649,315167,silent,314518
10,17|10|6|4|2|1,6,1656,901904,silent,900248
10,17|10|6|3|3|1,6,777,585935,silent,585158
10,17|10|6|3|2|2,6,871,588259,silent,587388
10,17|10|5|5|2|1,6,718,458577,silent,457859
10,17|10|5|4|3|1,6,1042,781903,silent,780861
10,17|10|5|4|2|2,6,841,640375,silent,639534
10,17|10|5|3|3|2,6,455,561643,silent,561188
10,17|10|4|4|4|1,6,280,178016,silent,177736
10,17|10|4|4|3|2,6,417,418835,silent,418418
10,17|10|4|3|3|3,6,53,160128,silent,160075
10,17|9|9|3|1|1,6,228,83798,silent,83570
10,17|9|9|2|2|1,6,187,68701,silent,68514
10,17|9|8|4|1|1,6,578,259741,silent,259163
10,17|9|8|3|2|1,6,829,426984,silent,426155
10,17|9|8|2|2|2,6,272,132797,silent,132525
10,17|9|7|5|1|1,6,689,358624,silent,357935
10,17|9|7|4|2|1,6,1524,938510,silent,936986
10,17|9|7|3|3|1,6,739,593057,silent,592318
10,17|9|7|3|2|2,6,748,586922,silent,586174
10,17|9|6|6|1|1,6,309,174453,silent,174144
10,17|9|6|5|2|1,6,1260,893919,silent,892659
10,17|9|6|4|3|1,6,1403,1202606,silent,1201203
10,17|9|6|4|2|2,6,1107,970007,silent,968900
10,17|9|6|3|3|2,6,592,792037,silent,791445
10,17|9|5|5|3|1,6,673,675735,silent,675062
10,17|9|5|5|2|2,6,468,510832,silent,510364
10,17|9|5|4|4|1,6,579,523415,silent,522836
10,17|9|5|4|3|2,6,864,1134106,silent,1133242
10,17|9|5|3|3|3,6,125,343816,silent,343691
10,17|9|4|4|4|2,6,275,288400,silent,288125
10,17|9|4|4|3|3,6,138,277440,silent,277302
10,17|8|8|5|1|1,6,284,159229,silent,158945
10,17|8|8|4|2|1,6,650,408025,silent,407375
10,17|8|8|3|3|1,6,291,253349,silent,253058
10,17|8|8|3|2|2,6,329,252560,silent,252231
10,17|8|7|6|1|1,6,317,189609,silent,189292
10,17|8|7|5|2|1,6,991,763539,silent,762548
10,17|8|7|4|3|1,6,1025,954497,silent,953472
10,17|8|7|4|2|2,6,781,762509,silent,761728
10,17|8|7|3|3|2,6,421,606322,silent,605901
10,17|8|6|6|2|1,6,526,413186,silent,412660
10,17|8|6|5|3|1,6,997,1087543,silent,1086546
10,17|8|6|5|2|2,6,730,815758,silent,815028
10,17|8|6|4|4|1,6,684,684490,silent,683806
10,17|8|6|4|3|2,6,989,1429401,silent,1428412
10,17|8|6|3|3|3,6,125,398135,silent,398010
10,17|8|5|5|4|1,6,375,497047,silent,496672
10,17|8|5|5|3|2,6,474,847678,silent,847204
10,17|8|5|4|4|2,6,496,721883,silent,721387
10,17|8|5|4|3|3,6,270,652740,silent,652470
10,17|8|4|4|4|3,6,140,217313,silent,217173
10,17|7|7|7|1|1,6,55,33945,silent,33890
10,17|7|7|6|2|1,6,287,257064,silent,256777
10,17|7|7|5|3|1,6,480,550157,silent,549677
10,17|7|7|5|2|2,6,305,406339,silent,406034
10,17|7|7|4|4|1,6,282,325387,silent,325105
10,17|7|7|4|3|2,6,422,671304,silent,670882
10,17|7|7|3|3|3,6,73,183758,silent,183685
10,17|7|6|6|3|1,6,327,384601,silent,384274
10,17|7|6|6|2|2,6,238,281393,silent,281155
10,17|7|6|5|4|1,6,443,609164,silent,608721
10,17|7|6|5|3|2,6,550,1005791,silent,1005241
10,17|7|6|4|4|2,6,434,698809,silent,698375
10,17|7|6|4|3|3,6,231,613397,silent,613166
10,17|7|5|5|5|1,6,72,149129,silent,149057
10,17|7|5|5|4|2,6,241,557832,silent,557591
10,17|7|5|5|3|3,6,140,410906,silent,410766
10,17|7|5|4|4|3,6,197,442935,silent,442738
10,17|7|4|4|4|4,6,50,64988,silent,64938
10,17|6|6|6|4|1,6,107,132711,silent,132604
10,17|6|6|6|3|2,6,121,203739,silent,203618
10,17|6|6|5|5|1,6,49,109147,silent,109098
10,17|6|6|5|4|2,6,186,385771,silent,385585
10,17|6|6|5|3|3,6,76,273599,silent,273523
10,17|6|6|4|4|3,6,115,247941,silent,247826
10,17|6|5|5|5|2,6,27,125407,silent,125380
10,17|6|5|5|4|3,6,72,257004,silent,256932
10,17|6|5|4|4|4,6,47,97195,silent,97148
10,17|5|5|5|5|3,6,8,35169,silent,35161
10,17|5|5|5|4|4,6,4,32564,silent,32560
10,16|16|5|1|1|1,6,7,1174,silent,1167
10,16|16|4|2|1|1,6,15,2742,silent,2727
10,16|16|3|3|1|1,6,14,1817,silent,1803
10,16|16|3|2|2|1,6,16,2079,silent,2063
10,16|16|2|2|2|2,6,11,491,silent,480
10,16|15|6|1|1|1,6,21,4204,silent,4183
10,16|15|5|2|1|1,6,76,13338,silent,13262
10,16|15|4|3|1|1,6,70,14686,silent,14616
10,16|15|4|2|2|1,6,89,14100,silent,14011
10,16|15|3|3|2|1,6,43,10617,silent,10574
10,16|15|3|2|2|2,6,34,5000,silent,4966
10,16|14|7|1|1|1,6,44,9071,silent,9027
10,16|14|6|2|1|1,6,161,35208,silent,35047
10,16|14|5|3|1|1,6,227,55603,silent,55376
10,16|14|5|2|2|1,6,232,49089,silent,48857
10,16|14|4|4|1|1,6,100,28243,silent,28143
10,16|14|4|3|2|1,6,243,69338,silent,69095
10,16|14|4|2|2|2,6,129,25844,silent,25715
10,16|14|3|3|3|1,6,35,18203,silent,18168
10,16|14|3|3|2|2,6,44,20104,silent,20060
10,16|13|8|1|1|1,6,59,13713,silent,13654
10,16|13|7|2|1|1,6,278,65320,silent,65042
10,16|13|6|3|1|1,6,438,131294,silent,130856
10,16|13|6|2|2|1,6,430,112362,silent,111932
10,16|13|5|4|1|1,6,380,120977,silent,120597
10,16|13|5|3|2|1,6,628,228134,silent,227506
10,16|13|5|2|2|2,6,242,75990,silent,75748
10,16|13|4|4|2|1,6,359,128527,silent,128168
10,16|13|4|3|3|1,6,199,111636,silent,111437
10,16|13|4|3|2|2,6,258,117776,silent,117518
10,16|13|3|3|3|2,6,33,39250,silent,39217
10,16|12|9|1|1|1,6,60,14738,silent,14678
10,16|12|8|2|1|1,6,310,84955,silent,84645
10,16|12|7|3|1|1,6,642,215449,silent,214807
10,16|12|7|2|2|1,6,580,180615,silent,180035
10,16|12|6|4|1|1,6,701,277087,silent,276386
10,16|12|6|3|2|1,6,1113,481645,silent,480532
10,16|12|6|2|2|2,6,423,155143,silent,154720
10,16|12|5|5|1|1,6,333,134881,silent,134548
10,16|12|5|4|2|1,6,1029,489244,silent,488215
10,16|12|5|3|3|1,6,518,341651,silent,341133
10,16|12|5|3|2|2,6,570,346658,silent,346088
10,16|12|4|4|3|1,6,394,240836,silent,240442
10,16|12|4|4|2|2,6,384,206246,silent,205862
10,16|12|4|3|3|2,6,200,221574,silent,221374
10,16|12|3|3|3|3,6,11,33213,silent,33202
10,16|11|10|1|1|1,6,38,9700,silent,9662
10,16|11|9|2|1|1,6,273,76026,silent,75753
10,16|11|8|3|1|1,6,652,243968,silent,243316
10,16|11|8|2|2|1,6,584,202842,silent,202258
10,16|11|7|4|1|1,6,967,416748,silent,415781
10,16|11|7|3|2|1,6,1390,692631,silent,691241
10,16|11|7|2|2|2,6,448,216041,silent,215593
10,16|11|6|5|1|1,6,713,354759,silent,354046
10,16|11|6|4|2|1,6,1776,1006817,silent,1005041
10,16|11|6|3|3|1,6,853,652506,silent,651653
10,16|11|6|3|2|2,6,926,652732,silent,651806
10,16|11|5|5|2|1,6,770,506524,silent,505754
10,16|11|5|4|3|1,6,1109,858614,silent,857505
10,16|11|5|4|2|2,6,877,701023,silent,700146
10,16|11|5|3|3|2,6,498,613830,silent,613332
10,16|11|4|4|4|1,6,283,193618,silent,193335
10,16|11|4|4|3|2,6,432,454156,silent,453724
10,16|11|4|3|3|3,6,61,173176,silent,173115
10,16|10|10|2|1|1,6,90,30062,silent,29972
10,16|10|9|3|1|1,6,417,166365,silent,165948
10,16|10|9|2|2|1,6,367,137459,silent,137092
10,16|10|8|4|1|1,6,810,396928,silent,396118
10,16|10|8|3|2|1,6,1199,650192,silent,648993
10,16|10|8|2|2|2,6,418,202461,silent,202043
10,16|10|7|5|1|1,6,917,499731,silent,498814
10,16|10|7|4|2|1,6,2003,1296244,silent,1294241
10,16|10|7|3|3|1,6,968,814256,silent,813288
10,16|10|7|3|2|2,6,981,805400,silent,804419
10,16|10|6|6|1|1,6,373,234539,silent,234166
10,16|10|6|5|2|1,6,1591,1184270,silent,1182679
10,16|10|6|4|3|1,6,1735,1578560,silent,1576825
10,16|10|6|4|2|2,6,1421,1272250,silent,1270829
10,16|10|6|3|3|2,6,724,1031466,silent,1030742
10,16|10|5|5|3|1,6,841,870840,silent,869999
10,16|10|5|5|2|2,6,555,656532,silent,655977
10,16|10|5|4|4|1,6,701,670283,silent,669582
10,16|10|5|4|3|2,6,1052,1445319,silent,1444267
10,16|10|5|3|3|3,6,162,435119,silent,434957
10,16|10|4|4|4|2,6,344,363415,silent,363071
10,16|10|4|4|3|3,6,149,347138,silent,346989
10,16|9|9|4|1|1,6,355,167684,silent,167329
10,16|9|9|3|2|1,6,466,269616,silent,269150
10,16|9|9|2|2|2,6,123,81757,silent,81634
10,16|9|8|5|1|1,6,638,376779,silent,376141
10,16|9|8|4|2|1,6,1365,944261,silent,942896
10,16|9|8|3|3|1,6,651,584382,silent,583731
10,16|9|8|3|2|2,6,664,576131,silent,575467
10,16|9|7|6|1|1,6,551,350264,silent,349713
10,16|9|7|5|2|1,6,1648,1369001,silent,1367353
10,16|9|7|4|3|1,6,1691,1688291,silent,1686600
10,16|9|7|4|2|2,6,1239,1341232,silent,1339993
10,16|9|7|3|3|2,6,719,1061879,silent,1061160
10,16|9|6|6|2|1,6,800,686786,silent,685986
10,16|9|6|5|3|1,6,1522,1763375,silent,1761853
10,16|9|6|5|2|2,6,1078,1315930,silent,1314852
10,16|9|6|4|4|1,6,989,1096376,silent,1095387
10,16|9|6|4|3|2,6,1460,2276374,silent,2274914
10,16|9|6|3|3|3,6,210,629910,silent,629700
10,16|9|5|5|4|1,6,549,769749,silent,769200
10,16|9|5|5|3|2,6,705,1305036,silent,1304331
10,16|9|5|4|4|2,6,671,1097558,silent,1096887
10,16|9|5|4|3|3,6,391,989508,silent,989117
10,16|9|4|4|4|3,6,180,321537,silent,321357
10,16|8|8|6|1|1,6,231,168121,silent,167890
10,16|8|8|5|2|1,6,732,618856,silent,618124
10,16|8|8|4|3|1,6,700,740611,silent,739911
10,16|8|8|4|2|2,6,595,591641,silent,591046
10,16|8|8|3|3|2,6,272,457645,silent,457373
10,16|8|7|7|1|1,6,168,109003,silent,108835
10,16|8|7|6|2|1,6,796,754165,silent,753369
10,16|8|7|5|3|1,6,1246,1538148,silent,1536902
10,16|8|7|5|2|2,6,826,1136596,silent,1135770
10,16|8|7|4|4|1,6,728,895889,silent,895161
10,16|8|7|4|3|2,6,1075,1828825,silent,1827750
10,16|8|7|3|3|3,6,164,490368,silent,490204
10,16|8|6|6|3|1,6,660,862648,silent,861988
10,16|8|6|6|2|2,6,513,629142,silent,628629
10,16|8|6|5|4|1,6,883,1311071,silent,1310188
10,16|8|6|5|3|2,6,1080,2144730,silent,2143650
10,16|8|6|4|4|2,6,853,1464916,silent,1464063
10,16|8|6|4|3|3,6,426,1273865,silent,1273439
10,16|8|5|5|5|1,6,138,293684,silent,293546
10,16|8|5|5|4|2,6,432,1083543,silent,1083111
10,16|8|5|5|3|3,6,263,791345,silent,791082
10,16|8|5|4|4|3,6,335,839234,silent,838899
10,16|8|4|4|4|4,6,88,117963,silent,117875
10,16|7|7|7|2|1,6,118,134960,silent,134842
10,16|7|7|6|3|1,6,393,547121,silent,546728
10,16|7|7|6|2|2,6,225,390294,silent,390069
10,16|7|7|5|4|1,6,416,676800,silent,676384
10,16|7|7|5|3|2,6,519,1092203,silent,1091684
10,16|7|7|4|4|2,6,314,699960,silent,699646
10,16|7|7|4|3|3,6,224,608852,silent,608628
10,16|7|6|6|4|1,6,325,513902,silent,513577
10,16|7|6|6|3|2,6,372,777980,silent,777608
10,16|7|6|5|5|1,6,182,394446,silent,394264
10,16|7|6|5|4|2,6,549,1350678,silent,1350129
10,16|7|6|5|3|3,6,274,953322,silent,953048
10,16|7|6|4|4|3,6,302,828665,silent,828363
10,16|7|5|5|5|2,6,93,345784,silent,345691
10,16|7|5|5|4|3,6,182,690766,silent,690584
10,16|7|5|4|4|4,6,88,249587,silent,249499
10,16|6|6|6|5|1,6,58,109837,silent,109779
10,16|6|6|6|4|2,6,155,301981,silent,301826
10,16|6|6|6|3|3,6,43,196005,silent,195962
10,16|6|6|5|5|2,6,59,256415,silent,256356
10,16|6|6|5|4|3,6,130,482577,silent,482447
10,16|6|6|4|4|4,6,75,144891,silent,144816
10,16|6|5|5|5|3,6,28,173778,silent,173750
10,16|6|5|5|4|4,6,27,159195,silent,159168
10,16|5|5|5|5|4,6,4,28467,silent,28463
10,15|15|7|1|1|1,6,15,3339,silent,3324
10,15|15|6|2|1|1,6,68,12946,silent,12878
10,15|15|5|3|1|1,6,75,19981,silent,19906
10,15|15|5|2|2|1,6,83,17598,silent,17515
10,15|15|4|4|1|1,6,51,10433,silent,10382
10,15|15|4|3|2|1,6,87,24876,silent,24789
10,15|15|4|2|2|2,6,32,8900,silent,8868
10,15|15|3|3|3|1,6,8,6483,silent,6475
10,15|15|3|3|2|2,6,25,7392,silent,7367
10,15|14|8|1|1|1,6,33,7902,silent,7869
10,15|14|7|2|1|1,6,156,37370,silent,37214
10,15|14|6|3|1|1,6,247,74753,silent,74506
10,15|14|6|2|2|1,6,243,63988,silent,63745
10,15|14|5|4|1|1,6,212,68665,silent,68453
10,15|14|5|3|2|1,6,355,129405,silent,129050
10,15|14|5|2|2|2,6,138,43126,silent,42988
10,15|14|4|4|2|1,6,202,72794,silent,72592
10,15|14|4|3|3|1,6,112,63136,silent,63024
10,15|14|4|3|2|2,6,146,66609,silent,66463
10,15|14|3|3|3|2,6,18,22134,silent,22116
10,15|13|9|1|1|1,6,48,11446,silent,11398
10,15|13|8|2|1|1,6,242,64042,silent,63800
10,15|13|7|3|1|1,6,461,158917,silent,158456
10,15|13|7|2|2|1,6,418,132746,silent,132328
10,15|13|6|4|1|1,6,532,203217,silent,202685
10,15|13|6|3|2|1,6,798,351004,silent,350206
10,15|13|6|2|2|2,6,271,111832,silent,111561
10,15|13|5|5|1|1,6,220,97777,silent,97557
10,15|13|5|4|2|1,6,730,354699,silent,353969
10,15|13|5|3|3|1,6,368,247451,silent,247083
10,15|13|5|3|2|2,6,418,250888,silent,250470
10,15|13|4|4|3|1,6,295,174263,silent,173968
10,15|13|4|4|2|2,6,237,147624,silent,147387
10,15|13|4|3|3|2,6,155,160172,silent,160017
10,15|13|3|3|3|3,6,4,23673,silent,23669
10,15|12|10|1|1|1,6,37,10210,silent,10173
10,15|12|9|2|1|1,6,248,72834,silent,72586
10,15|12|8|3|1|1,6,577,223340,silent,222763
10,15|12|8|2|2|1,6,522,185684,silent,185162
10,15|12|7|4|1|1,6,832,371939,silent,371107
10,15|12|7|3|2|1,6,1209,617015,silent,615806
10,15|12|7|2|2|2,6,398,192454,silent,192056
10,15|12|6|5|1|1,6,611,312773,silent,312162
10,15|12|6|4|2|1,6,1520,884142,silent,882622
10,15|12|6|3|3|1,6,731,571589,silent,570858
10,15|12|6|3|2|2,6,795,571420,silent,570625
10,15|12|5|5|2|1,6,658,441943,silent,441285
10,15|12|5|4|3|1,6,937,746277,silent,745340
10,15|12|5|4|2|2,6,750,608947,silent,608197
10,15|12|5|3|3|2,6,422,531632,silent,531210
10,15|12|4|4|4|1,6,236,167479,silent,167243
10,15|12|4|4|3|2,6,364,391930,silent,391566
10,15|12|4|3|3|3,6,52,148973,silent,148921
10,15|11|11|1|1|1,6,19,4353,silent,4334
10,15|11|10|2|1|1,6,164,49491,silent,49327
10,15|11|9|3|1|1,6,506,206701,silent,206195
10,15|11|9|2|2|1,6,427,169693,silent,169266
10,15|11|8|4|1|1,6,913,447687,silent,446774
10,15|11|8|3|2|1,6,1288,727594,silent,726306
10,15|11|8|2|2|2,6,403,224019,silent,223616
10,15|11|7|5|1|1,6,937,537423,silent,536486
10,15|11|7|4|2|1,6,2049,1384143,silent,1382094
10,15|11|7|3|3|1,6,1000,867422,silent,866422
10,15|11|7|3|2|2,6,1006,855540,silent,854534
10,15|11|6|6|1|1,6,412,248866,silent,248454
10,15|11|6|5|2|1,6,1597,1237152,silent,1235555
10,15|11|6|4|3|1,6,1754,1640835,silent,1639081
10,15|11|6|4|2|2,6,1348,1316080,silent,1314732
10,15|11|6|3|3|2,6,759,1068106,silent,1067347
10,15|11|5|5|3|1,6,826,894901,silent,894075
10,15|11|5|5|2|2,6,586,675074,silent,674488
10,15|11|5|4|4|1,6,680,685950,silent,685270
10,15|11|5|4|3|2,6,1035,1475078,silent,1474043
10,15|11|5|3|3|3,6,158,442432,silent,442274
10,15|11|4|4|4|2,6,294,366254,silent,365960
10,15|11|4|4|3|3,6,166,351946,silent,351780
10,15|10|10|3|1|1,6,188,84009,silent,83821
10,15|10|10|2|2|1,6,176,69848,silent,69672
10,15|10|9|4|1|1,6,594,314394,silent,313800
10,15|10|9|3|2|1,6,834,505771,silent,504937
10,15|10|9|2|2|2,6,261,154799,silent,154538
10,15|10|8|5|1|1,6,870,547298,silent,546428
10,15|10|8|4|2|1,6,1858,1359586,silent,1357728
10,15|10|8|3|3|1,6,880,836871,silent,835991
10,15|10|8|3|2|2,6,906,824388,silent,823482
10,15|10|7|6|1|1,6,683,466590,silent,465907
10,15|10|7|5|2|1,6,2054,1796585,silent,1794531
10,15|10|7|4|3|1,6,2076,2195916,silent,2193840
10,15|10|7|4|2|2,6,1561,1743232,silent,1741671
10,15|10|7|3|3|2,6,872,1371208,silent,1370336
10,15|10|6|6|2|1,6,961,870989,silent,870028
10,15|10|6|5|3|1,6,1806,2202047,silent,2200241
10,15|10|6|5|2|2,6,1279,1640305,silent,1639026
10,15|10|6|4|4|1,6,1158,1360526,silent,1359368
10,15|10|6|4|3|2,6,1715,2812828,silent,2811113
10,15|10|6|3|3|3,6,248,773457,silent,773209
10,15|10|5|5|4|1,6,638,937653,silent,937015
10,15|10|5|5|3|2,6,814,1583222,silent,1582408
10,15|10|5|4|4|2,6,775,1323821,silent,1323046
10,15|10|5|4|3|3,6,444,1188677,silent,1188233
10,15|10|4|4|4|3,6,197,381561,silent,381364
10,15|9|9|5|1|1,6,368,236736,silent,236368
10,15|9|9|4|2|1,6,729,574712,silent,573983
10,15|9|9|3|3|1,6,368,353018,silent,352650
10,15|9|9|3|2|2,6,340,343872,silent,343532
10,15|9|8|6|1|1,6,536,388790,silent,388254
10,15|9|8|5|2|1,6,1486,1380540,silent,1379054
10,15|9|8|4|3|1,6,1450,1632095,silent,1630645
10,15|9|8|4|2|2,6,1075,1289884,silent,1288809
10,15|9|8|3|3|2,6,606,1000155,silent,999549
