delta,lam,ell,a,m_det,class,margin
9,21|4|4|2|1|1|1|1|1,9,0,-1,a0,
9,21|4|3|3|1|1|1|1|1,9,0,-1,a0,
9,21|4|3|2|2|1|1|1|1,9,0,-1,a0,
9,21|4|2|2|2|2|1|1|1,9,0,-1,a0,
9,21|3|3|3|2|1|1|1|1,9,0,-1,a0,
9,21|3|3|2|2|2|1|1|1,9,0,-1,a0,
9,21|3|2|2|2|2|2|1|1,9,0,-1,a0,
9,21|2|2|2|2|2|2|2|1,9,0,-1,a0,
9,20|9|1|1|1|1|1|1|1,9,0,-1,a0,
9,20|8|2|1|1|1|1|1|1,9,0,-1,a0,
9,20|7|3|1|1|1|1|1|1,9,0,-1,a0,
9,20|7|2|2|1|1|1|1|1,9,0,-1,a0,
9,20|6|4|1|1|1|1|1|1,9,0,-1,a0,
9,20|6|3|2|1|1|1|1|1,9,0,-1,a0,
9,20|6|2|2|2|1|1|1|1,9,0,-1,a0,
9,20|5|5|1|1|1|1|1|1,9,0,-1,a0,
9,20|5|4|2|1|1|1|1|1,9,0,-1,a0,
9,20|5|3|3|1|1|1|1|1,9,0,-1,a0,
9,20|5|3|2|2|1|1|1|1,9,0,-1,a0,
9,20|5|2|2|2|2|1|1|1,9,0,-1,a0,
9,20|4|4|3|1|1|1|1|1,9,0,-1,a0,
9,20|4|4|2|2|1|1|1|1,9,0,-1,a0,
9,20|4|3|3|2|1|1|1|1,9,0,-1,a0,
9,20|4|3|2|2|2|1|1|1,9,0,-1,a0,
9,20|4|2|2|2|2|2|1|1,9,0,-1,a0,
9,20|3|3|3|3|1|1|1|1,9,0,-1,a0,
9,20|3|3|3|2|2|1|1|1,9,0,-1,a0,
9,20|3|3|2|2|2|2|1|1,9,0,-1,a0,
9,20|3|2|2|2|2|2|2|1,9,0,-1,a0,
9,20|2|2|2|2|2|2|2|2,9,1,21,silent,20
9,19|10|1|1|1|1|1|1|1,9,0,-1,a0,
9,19|9|2|1|1|1|1|1|1,9,0,-1,a0,
9,19|8|3|1|1|1|1|1|1,9,0,-1,a0,
9,19|8|2|2|1|1|1|1|1,9,0,-1,a0,
9,19|7|4|1|1|1|1|1|1,9,0,-1,a0,
9,19|7|3|2|1|1|1|1|1,9,0,-1,a0,
9,19|7|2|2|2|1|1|1|1,9,0,-1,a0,
9,19|6|5|1|1|1|1|1|1,9,0,-1,a0,
9,19|6|4|2|1|1|1|1|1,9,0,-1,a0,
9,19|6|3|3|1|1|1|1|1,9,0,-1,a0,
9,19|6|3|2|2|1|1|1|1,9,0,-1,a0,
9,19|6|2|2|2|2|1|1|1,9,0,-1,a0,
9,19|5|5|2|1|1|1|1|1,9,0,-1,a0,
9,19|5|4|3|1|1|1|1|1,9,0,-1,a0,
9,19|5|4|2|2|1|1|1|1,9,0,-1,a0,
9,19|5|3|3|2|1|1|1|1,9,0,-1,a0,
9,19|5|3|2|2|2|1|1|1,9,0,-1,a0,
9,19|5|2|2|2|2|2|1|1,9,0,-1,a0,
9,19|4|4|4|1|1|1|1|1,9,0,-1,a0,
9,19|4|4|3|2|1|1|1|1,9,0,-1,a0,
9,19|4|4|2|2|2|1|1|1,9,0,-1,a0,
9,19|4|3|3|3|1|1|1|1,9,0,-1,a0,
9,19|4|3|3|2|2|1|1|1,9,0,-1,a0,
9,19|4|3|2|2|2|2|1|1,9,0,-1,a0,
9,19|4|2|2|2|2|2|2|1,9,1,352,silent,351
9,19|3|3|3|3|2|1|1|1,9,0,-1,a0,
9,19|3|3|3|2|2|2|1|1,9,0,-1,a0,
9,19|3|3|2|2|2|2|2|1,9,0,-1,a0,
9,19|3|2|2|2|2|2|2|2,9,0,-1,a0,
9,18|11|1|1|1|1|1|1|1,9,0,-1,a0,
9,18|10|2|1|1|1|1|1|1,9,0,-1,a0,
9,18|9|3|1|1|1|1|1|1,9,0,-1,a0,
9,18|9|2|2|1|1|1|1|1,9,0,-1,a0,
9,18|8|4|1|1|1|1|1|1,9,0,-1,a0,
9,18|8|3|2|1|1|1|1|1,9,0,-1,a0,
9,18|8|2|2|2|1|1|1|1,9,0,-1,a0,
9,18|7|5|1|1|1|1|1|1,9,0,-1,a0,
9,18|7|4|2|1|1|1|1|1,9,0,-1,a0,
9,18|7|3|3|1|1|1|1|1,9,0,-1,a0,
9,18|7|3|2|2|1|1|1|1,9,0,-1,a0,
9,18|7|2|2|2|2|1|1|1,9,0,-1,a0,
9,18|6|6|1|1|1|1|1|1,9,0,-1,a0,
9,18|6|5|2|1|1|1|1|1,9,0,-1,a0,
9,18|6|4|3|1|1|1|1|1,9,0,-1,a0,
9,18|6|4|2|2|1|1|1|1,9,0,-1,a0,
9,18|6|3|3|2|1|1|1|1,9,0,-1,a0,
9,18|6|3|2|2|2|1|1|1,9,0,-1,a0,
9,18|6|2|2|2|2|2|1|1,9,0,-1,a0,
9,18|5|5|3|1|1|1|1|1,9,0,-1,a0,
9,18|5|5|2|2|1|1|1|1,9,0,-1,a0,
9,18|5|4|4|1|1|1|1|1,9,0,-1,a0,
9,18|5|4|3|2|1|1|1|1,9,0,-1,a0,
9,18|5|4|2|2|2|1|1|1,9,0,-1,a0,
9,18|5|3|3|3|1|1|1|1,9,0,-1,a0,
9,18|5|3|3|2|2|1|1|1,9,0,-1,a0,
9,18|5|3|2|2|2|2|1|1,9,1,5358,silent,5357
9,18|5|2|2|2|2|2|2|1,9,1,917,silent,916
9,18|4|4|4|2|1|1|1|1,9,0,-1,a0,
9,18|4|4|3|3|1|1|1|1,9,0,-1,a0,
9,18|4|4|3|2|2|1|1|1,9,0,-1,a0,
9,18|4|4|2|2|2|2|1|1,9,0,-1,a0,
9,18|4|3|3|3|2|1|1|1,9,0,-1,a0,
9,18|4|3|3|2|2|2|1|1,9,0,-1,a0,
9,18|4|3|2|2|2|2|2|1,9,0,-1,a0,
9,18|4|2|2|2|2|2|2|2,9,1,254,silent,253
9,18|3|3|3|3|3|1|1|1,9,0,-1,a0,
9,18|3|3|3|3|2|2|1|1,9,0,-1,a0,
9,18|3|3|3|2|2|2|2|1,9,0,-1,a0,
9,18|3|3|2|2|2|2|2|2,9,0,-1,a0,
9,17|12|1|1|1|1|1|1|1,9,0,-1,a0,
9,17|11|2|1|1|1|1|1|1,9,0,-1,a0,
9,17|10|3|1|1|1|1|1|1,9,0,-1,a0,
9,17|10|2|2|1|1|1|1|1,9,0,-1,a0,
9,17|9|4|1|1|1|1|1|1,9,0,-1,a0,
9,17|9|3|2|1|1|1|1|1,9,0,-1,a0,
9,17|9|2|2|2|1|1|1|1,9,0,-1,a0,
9,17|8|5|1|1|1|1|1|1,9,0,-1,a0,
9,17|8|4|2|1|1|1|1|1,9,0,-1,a0,
9,17|8|3|3|1|1|1|1|1,9,0,-1,a0,
9,17|8|3|2|2|1|1|1|1,9,0,-1,a0,
9,17|8|2|2|2|2|1|1|1,9,0,-1,a0,
9,17|7|6|1|1|1|1|1|1,9,0,-1,a0,
9,17|7|5|2|1|1|1|1|1,9,0,-1,a0,
9,17|7|4|3|1|1|1|1|1,9,0,-1,a0,
9,17|7|4|2|2|1|1|1|1,9,0,-1,a0,
9,17|7|3|3|2|1|1|1|1,9,0,-1,a0,
9,17|7|3|2|2|2|1|1|1,9,0,-1,a0,
9,17|7|2|2|2|2|2|1|1,9,1,3569,silent,3568
9,17|6|6|2|1|1|1|1|1,9,0,-1,a0,
9,17|6|5|3|1|1|1|1|1,9,0,-1,a0,
9,17|6|5|2|2|1|1|1|1,9,0,-1,a0,
9,17|6|4|4|1|1|1|1|1,9,0,-1,a0,
9,17|6|4|3|2|1|1|1|1,9,0,-1,a0,
9,17|6|4|2|2|2|1|1|1,9,0,-1,a0,
9,17|6|3|3|3|1|1|1|1,9,0,-1,a0,
9,17|6|3|3|2|2|1|1|1,9,1,26033,silent,26032
9,17|6|3|2|2|2|2|1|1,9,1,12237,silent,12236
9,17|6|2|2|2|2|2|2|1,9,1,1956,silent,1955
9,17|5|5|4|1|1|1|1|1,9,0,-1,a0,
9,17|5|5|3|2|1|1|1|1,9,0,-1,a0,
9,17|5|5|2|2|2|1|1|1,9,1,14180,silent,14179
9,17|5|4|4|2|1|1|1|1,9,0,-1,a0,
9,17|5|4|3|3|1|1|1|1,9,0,-1,a0,
9,17|5|4|3|2|2|1|1|1,9,0,-1,a0,
9,17|5|4|2|2|2|2|1|1,9,1,13709,silent,13708
9,17|5|3|3|3|2|1|1|1,9,0,-1,a0,
9,17|5|3|3|2|2|2|1|1,9,0,-1,a0,
9,17|5|3|2|2|2|2|2|1,9,1,4932,silent,4931
9,17|5|2|2|2|2|2|2|2,9,0,-1,a0,
9,17|4|4|4|3|1|1|1|1,9,0,-1,a0,
9,17|4|4|4|2|2|1|1|1,9,0,-1,a0,
9,17|4|4|3|3|2|1|1|1,9,0,-1,a0,
9,17|4|4|3|2|2|2|1|1,9,0,-1,a0,
9,17|4|4|2|2|2|2|2|1,9,1,3151,silent,3150
9,17|4|3|3|3|3|1|1|1,9,0,-1,a0,
9,17|4|3|3|3|2|2|1|1,9,0,-1,a0,
9,17|4|3|3|2|2|2|2|1,9,0,-1,a0,
9,17|4|3|2|2|2|2|2|2,9,0,-1,a0,
9,17|3|3|3|3|3|2|1|1,9,0,-1,a0,
9,17|3|3|3|3|2|2|2|1,9,0,-1,a0,
9,17|3|3|3|2|2|2|2|2,9,0,-1,a0,
9,16|13|1|1|1|1|1|1|1,9,0,-1,a0,
9,16|12|2|1|1|1|1|1|1,9,0,-1,a0,
9,16|11|3|1|1|1|1|1|1,9,0,-1,a0,
9,16|11|2|2|1|1|1|1|1,9,0,-1,a0,
9,16|10|4|1|1|1|1|1|1,9,0,-1,a0,
9,16|10|3|2|1|1|1|1|1,9,0,-1,a0,
9,16|10|2|2|2|1|1|1|1,9,0,-1,a0,
9,16|9|5|1|1|1|1|1|1,9,0,-1,a0,
9,16|9|4|2|1|1|1|1|1,9,0,-1,a0,
9,16|9|3|3|1|1|1|1|1,9,0,-1,a0,
9,16|9|3|2|2|1|1|1|1,9,0,-1,a0,
9,16|9|2|2|2|2|1|1|1,9,0,-1,a0,
9,16|8|6|1|1|1|1|1|1,9,0,-1,a0,
9,16|8|5|2|1|1|1|1|1,9,0,-1,a0,
9,16|8|4|3|1|1|1|1|1,9,0,-1,a0,
9,16|8|4|2|2|1|1|1|1,9,0,-1,a0,
9,16|8|3|3|2|1|1|1|1,9,0,-1,a0,
9,16|8|3|2|2|2|1|1|1,9,1,26487,silent,26486
9,16|8|2|2|2|2|2|1|1,9,0,-1,a0,
9,16|7|7|1|1|1|1|1|1,9,0,-1,a0,
9,16|7|6|2|1|1|1|1|1,9,0,-1,a0,
9,16|7|5|3|1|1|1|1|1,9,0,-1,a0,
9,16|7|5|2|2|1|1|1|1,9,0,-1,a0,
9,16|7|4|4|1|1|1|1|1,9,0,-1,a0,
9,16|7|4|3|2|1|1|1|1,9,0,-1,a0,
9,16|7|4|2|2|2|1|1|1,9,1,52278,silent,52277
9,16|7|3|3|3|1|1|1|1,9,1,28471,silent,28470
9,16|7|3|3|2|2|1|1|1,9,1,48406,silent,48405
9,16|7|3|2|2|2|2|1|1,9,2,22392,silent,22390
9,16|7|2|2|2|2|2|2|1,9,1,3387,silent,3386
9,16|6|6|3|1|1|1|1|1,9,0,-1,a0,
9,16|6|6|2|2|1|1|1|1,9,0,-1,a0,
9,16|6|5|4|1|1|1|1|1,9,0,-1,a0,
9,16|6|5|3|2|1|1|1|1,9,1,90341,silent,90340
9,16|6|5|2|2|2|1|1|1,9,1,47731,silent,47730
9,16|6|4|4|2|1|1|1|1,9,0,-1,a0,
9,16|6|4|3|3|1|1|1|1,9,0,-1,a0,
9,16|6|4|3|2|2|1|1|1,9,1,97154,silent,97153
9,16|6|4|2|2|2|2|1|1,9,1,35280,silent,35279
9,16|6|3|3|3|2|1|1|1,9,0,-1,a0,
9,16|6|3|3|2|2|2|1|1,9,1,35608,silent,35607
9,16|6|3|2|2|2|2|2|1,9,1,11387,silent,11386
9,16|6|2|2|2|2|2|2|2,9,1,1256,silent,1255
9,16|5|5|5|1|1|1|1|1,9,0,-1,a0,
9,16|5|5|4|2|1|1|1|1,9,0,-1,a0,
9,16|5|5|3|3|1|1|1|1,9,0,-1,a0,
9,16|5|5|3|2|2|1|1|1,9,1,54747,silent,54746
9,16|5|5|2|2|2|2|1|1,9,2,18805,silent,18803
9,16|5|4|4|3|1|1|1|1,9,0,-1,a0,
9,16|5|4|4|2|2|1|1|1,9,0,-1,a0,
9,16|5|4|3|3|2|1|1|1,9,0,-1,a0,
9,16|5|4|3|2|2|2|1|1,9,1,50944,silent,50943
9,16|5|4|2|2|2|2|2|1,9,1,13037,silent,13036
9,16|5|3|3|3|3|1|1|1,9,0,-1,a0,
9,16|5|3|3|3|2|2|1|1,9,0,-1,a0,
9,16|5|3|3|2|2|2|2|1,9,0,-1,a0,
9,16|5|3|2|2|2|2|2|2,9,0,-1,a0,
9,16|4|4|4|4|1|1|1|1,9,0,-1,a0,
9,16|4|4|4|3|2|1|1|1,9,0,-1,a0,
9,16|4|4|4|2|2|2|1|1,9,0,-1,a0,
9,16|4|4|3|3|3|1|1|1,9,0,-1,a0,
9,16|4|4|3|3|2|2|1|1,9,0,-1,a0,
9,16|4|4|3|2|2|2|2|1,9,0,-1,a0,
9,16|4|4|2|2|2|2|2|2,9,1,2000,silent,1999
9,16|4|3|3|3|3|2|1|1,9,0,-1,a0,
9,16|4|3|3|3|2|2|2|1,9,0,-1,a0,
9,16|4|3|3|2|2|2|2|2,9,0,-1,a0,
9,16|3|3|3|3|3|3|1|1,9,0,-1,a0,
9,16|3|3|3|3|3|2|2|1,9,0,-1,a0,
9,16|3|3|3|3|2|2|2|2,9,0,-1,a0,
9,15|14|1|1|1|1|1|1|1,9,0,-1,a0,
9,15|13|2|1|1|1|1|1|1,9,0,-1,a0,
9,15|12|3|1|1|1|1|1|1,9,0,-1,a0,
9,15|12|2|2|1|1|1|1|1,9,0,-1,a0,
9,15|11|4|1|1|1|1|1|1,9,0,-1,a0,
9,15|11|3|2|1|1|1|1|1,9,0,-1,a0,
9,15|11|2|2|2|1|1|1|1,9,0,-1,a0,
9,15|10|5|1|1|1|1|1|1,9,0,-1,a0,
9,15|10|4|2|1|1|1|1|1,9,0,-1,a0,
9,15|10|3|3|1|1|1|1|1,9,0,-1,a0,
9,15|10|3|2|2|1|1|1|1,9,0,-1,a0,
9,15|10|2|2|2|2|1|1|1,9,0,-1,a0,
9,15|9|6|1|1|1|1|1|1,9,0,-1,a0,
9,15|9|5|2|1|1|1|1|1,9,0,-1,a0,
9,15|9|4|3|1|1|1|1|1,9,0,-1,a0,
9,15|9|4|2|2|1|1|1|1,9,0,-1,a0,
9,15|9|3|3|2|1|1|1|1,9,1,46037,silent,46036
9,15|9|3|2|2|2|1|1|1,9,1,33113,silent,33112
9,15|9|2|2|2|2|2|1|1,9,1,6548,silent,6547
9,15|8|7|1|1|1|1|1|1,9,0,-1,a0,
9,15|8|6|2|1|1|1|1|1,9,0,-1,a0,
9,15|8|5|3|1|1|1|1|1,9,0,-1,a0,
9,15|8|5|2|2|1|1|1|1,9,1,87176,silent,87175
9,15|8|4|4|1|1|1|1|1,9,0,-1,a0,
9,15|8|4|3|2|1|1|1|1,9,1,141881,silent,141880
9,15|8|4|2|2|2|1|1|1,9,1,79513,silent,79512
9,15|8|3|3|3|1|1|1|1,9,0,-1,a0,
9,15|8|3|3|2|2|1|1|1,9,2,72210,silent,72208
9,15|8|3|2|2|2|2|1|1,9,2,32992,silent,32990
9,15|8|2|2|2|2|2|2|1,9,1,4863,silent,4862
9,15|7|7|2|1|1|1|1|1,9,0,-1,a0,
9,15|7|6|3|1|1|1|1|1,9,0,-1,a0,
9,15|7|6|2|2|1|1|1|1,9,0,-1,a0,
9,15|7|5|4|1|1|1|1|1,9,0,-1,a0,
9,15|7|5|3|2|1|1|1|1,9,2,192731,silent,192729
9,15|7|5|2|2|2|1|1|1,9,3,100565,silent,100562
9,15|7|4|4|2|1|1|1|1,9,0,-1,a0,
9,15|7|4|3|3|1|1|1|1,9,1,121446,silent,121445
9,15|7|4|3|2|2|1|1|1,9,2,187570,silent,187568
9,15|7|4|2|2|2|2|1|1,9,3,67330,silent,67327
9,15|7|3|3|3|2|1|1|1,9,1,75416,silent,75415
9,15|7|3|3|2|2|2|1|1,9,1,64951,silent,64950
9,15|7|3|2|2|2|2|2|1,9,1,20345,silent,20344
9,15|7|2|2|2|2|2|2|2,9,0,-1,a0,
9,15|6|6|4|1|1|1|1|1,9,1,42543,silent,42542
9,15|6|6|3|2|1|1|1|1,9,1,94356,silent,94355
9,15|6|6|2|2|2|1|1|1,9,0,-1,a0,
9,15|6|5|5|1|1|1|1|1,9,0,-1,a0,
9,15|6|5|4|2|1|1|1|1,9,1,155755,silent,155754
9,15|6|5|3|3|1|1|1|1,9,1,124828,silent,124827
9,15|6|5|3|2|2|1|1|1,9,3,187934,silent,187931
9,15|6|5|2|2|2|2|1|1,9,2,62451,silent,62449
9,15|6|4|4|3|1|1|1|1,9,0,-1,a0,
9,15|6|4|4|2|2|1|1|1,9,0,-1,a0,
9,15|6|4|3|3|2|1|1|1,9,1,169574,silent,169573
9,15|6|4|3|2|2|2|1|1,9,2,133792,silent,133790
9,15|6|4|2|2|2|2|2|1,9,2,33199,silent,33197
9,15|6|3|3|3|3|1|1|1,9,0,-1,a0,
9,15|6|3|3|3|2|2|1|1,9,0,-1,a0,
9,15|6|3|3|2|2|2|2|1,9,0,-1,a0,
9,15|6|3|2|2|2|2|2|2,9,0,-1,a0,
9,15|5|5|5|2|1|1|1|1,9,1,33645,silent,33644
9,15|5|5|4|3|1|1|1|1,9,0,-1,a0,
9,15|5|5|4|2|2|1|1|1,9,2,94837,silent,94835
9,15|5|5|3|3|2|1|1|1,9,0,-1,a0,
9,15|5|5|3|2|2|2|1|1,9,1,76249,silent,76248
9,15|5|5|2|2|2|2|2|1,9,0,-1,a0,
9,15|5|4|4|4|1|1|1|1,9,0,-1,a0,
9,15|5|4|4|3|2|1|1|1,9,0,-1,a0,
9,15|5|4|4|2|2|2|1|1,9,1,69010,silent,69009
9,15|5|4|3|3|3|1|1|1,9,0,-1,a0,
9,15|5|4|3|3|2|2|1|1,9,0,-1,a0,
9,15|5|4|3|2|2|2|2|1,9,1,49030,silent,49029
9,15|5|4|2|2|2|2|2|2,9,0,-1,a0,
9,15|5|3|3|3|3|2|1|1,9,0,-1,a0,
9,15|5|3|3|3|2|2|2|1,9,0,-1,a0,
9,15|5|3|3|2|2|2|2|2,9,0,-1,a0,
9,15|4|4|4|4|2|1|1|1,9,0,-1,a0,
9,15|4|4|4|3|3|1|1|1,9,0,-1,a0,
9,15|4|4|4|3|2|2|1|1,9,0,-1,a0,
9,15|4|4|4|2|2|2|2|1,9,1,13977,silent,13976
9,15|4|4|3|3|3|2|1|1,9,0,-1,a0,
9,15|4|4|3|3|2|2|2|1,9,0,-1,a0,
9,15|4|4|3|2|2|2|2|2,9,0,-1,a0,
9,15|4|3|3|3|3|3|1|1,9,0,-1,a0,
9,15|4|3|3|3|3|2|2|1,9,0,-1,a0,
9,15|4|3|3|3|2|2|2|2,9,0,-1,a0,
9,15|3|3|3|3|3|3|2|1,9,0,-1,a0,
9,15|3|3|3|3|3|2|2|2,9,0,-1,a0,
9,14|14|2|1|1|1|1|1|1,9,0,-1,a0,
9,14|13|3|1|1|1|1|1|1,9,0,-1,a0,
9,14|13|2|2|1|1|1|1|1,9,0,-1,a0,
9,14|12|4|1|1|1|1|1|1,9,0,-1,a0,
9,14|12|3|2|1|1|1|1|1,9,0,-1,a0,
9,14|12|2|2|2|1|1|1|1,9,0,-1,a0,
9,14|11|5|1|1|1|1|1|1,9,0,-1,a0,
9,14|11|4|2|1|1|1|1|1,9,0,-1,a0,
9,14|11|3|3|1|1|1|1|1,9,0,-1,a0,
9,14|11|3|2|2|1|1|1|1,9,0,-1,a0,
9,14|11|2|2|2|2|1|1|1,9,0,-1,a0,
9,14|10|6|1|1|1|1|1|1,9,0,-1,a0,
9,14|10|5|2|1|1|1|1|1,9,0,-1,a0,
9,14|10|4|3|1|1|1|1|1,9,0,-1,a0,
9,14|10|4|2|2|1|1|1|1,9,1,57821,silent,57820
9,14|10|3|3|2|1|1|1|1,9,1,46682,silent,46681
9,14|10|3|2|2|2|1|1|1,9,1,33380,silent,33379
9,14|10|2|2|2|2|2|1|1,9,0,-1,a0,
9,14|9|7|1|1|1|1|1|1,9,0,-1,a0,
9,14|9|6|2|1|1|1|1|1,9,0,-1,a0,
9,14|9|5|3|1|1|1|1|1,9,1,102426,silent,102425
9,14|9|5|2|2|1|1|1|1,9,1,108217,silent,108216
9,14|9|4|4|1|1|1|1|1,9,0,-1,a0,
9,14|9|4|3|2|1|1|1|1,9,2,172490,silent,172488
9,14|9|4|2|2|2|1|1|1,9,2,96292,silent,96290
9,14|9|3|3|3|1|1|1|1,9,1,51629,silent,51628
9,14|9|3|3|2|2|1|1|1,9,2,86371,silent,86369
9,14|9|3|2|2|2|2|1|1,9,2,39273,silent,39271
9,14|9|2|2|2|2|2|2|1,9,1,5677,silent,5676
9,14|8|8|1|1|1|1|1|1,9,0,-1,a0,
9,14|8|7|2|1|1|1|1|1,9,0,-1,a0,
9,14|8|6|3|1|1|1|1|1,9,1,116994,silent,116993
9,14|8|6|2|2|1|1|1|1,9,2,119361,silent,119359
9,14|8|5|4|1|1|1|1|1,9,1,126617,silent,126616
9,14|8|5|3|2|1|1|1|1,9,3,298405,silent,298402
9,14|8|5|2|2|2|1|1|1,9,4,154014,silent,154010
9,14|8|4|4|2|1|1|1|1,9,1,185407,silent,185406
9,14|8|4|3|3|1|1|1|1,9,1,179919,silent,179918
9,14|8|4|3|2|2|1|1|1,9,4,276467,silent,276463
9,14|8|4|2|2|2|2|1|1,9,2,98116,silent,98114
9,14|8|3|3|3|2|1|1|1,9,1,108954,silent,108953
9,14|8|3|3|2|2|2|1|1,9,2,93126,silent,93124
9,14|8|3|2|2|2|2|2|1,9,1,28859,silent,28858
9,14|8|2|2|2|2|2|2|2,9,1,2816,silent,2815
9,14|7|7|3|1|1|1|1|1,9,0,-1,a0,
9,14|7|7|2|2|1|1|1|1,9,0,-1,a0,
9,14|7|6|4|1|1|1|1|1,9,0,-1,a0,
9,14|7|6|3|2|1|1|1|1,9,3,253449,silent,253446
9,14|7|6|2|2|2|1|1|1,9,2,126339,silent,126337
9,14|7|5|5|1|1|1|1|1,9,1,66490,silent,66489
9,14|7|5|4|2|1|1|1|1,9,3,328439,silent,328436
9,14|7|5|3|3|1|1|1|1,9,3,258949,silent,258946
9,14|7|5|3|2|2|1|1|1,9,6,387098,silent,387092
9,14|7|5|2|2|2|2|1|1,9,4,126988,silent,126984
9,14|7|4|4|3|1|1|1|1,9,0,-1,a0,
9,14|7|4|4|2|2|1|1|1,9,2,256540,silent,256538
9,14|7|4|3|3|2|1|1|1,9,2,318433,silent,318431
9,14|7|4|3|2|2|2|1|1,9,3,249416,silent,249413
9,14|7|4|2|2|2|2|2|1,9,2,60564,silent,60562
9,14|7|3|3|3|3|1|1|1,9,0,-1,a0,
9,14|7|3|3|3|2|2|1|1,9,0,-1,a0,
9,14|7|3|3|2|2|2|2|1,9,0,-1,a0,
9,14|7|3|2|2|2|2|2|2,9,0,-1,a0,
9,14|6|6|5|1|1|1|1|1,9,1,44172,silent,44171
9,14|6|6|4|2|1|1|1|1,9,2,174380,silent,174378
9,14|6|6|3|3|1|1|1|1,9,1,129878,silent,129877
9,14|6|6|3|2|2|1|1|1,9,2,190625,silent,190623
9,14|6|6|2|2|2|2|1|1,9,0,-1,a0,
9,14|6|5|5|2|1|1|1|1,9,2,130500,silent,130498
9,14|6|5|4|3|1|1|1|1,9,2,275866,silent,275864
9,14|6|5|4|2|2|1|1|1,9,3,331310,silent,331307
9,14|6|5|3|3|2|1|1|1,9,2,334725,silent,334723
9,14|6|5|3|2|2|2|1|1,9,3,254173,silent,254170
9,14|6|5|2|2|2|2|2|1,9,1,56726,silent,56725
9,14|6|4|4|4|1|1|1|1,9,0,-1,a0,
9,14|6|4|4|3|2|1|1|1,9,1,300806,silent,300805
9,14|6|4|4|2|2|2|1|1,9,1,185216,silent,185215
9,14|6|4|3|3|3|1|1|1,9,0,-1,a0,
9,14|6|4|3|3|2|2|1|1,9,1,255138,silent,255137
9,14|6|4|3|2|2|2|2|1,9,1,125215,silent,125214
9,14|6|4|2|2|2|2|2|2,9,1,19060,silent,19059
9,14|6|3|3|3|3|2|1|1,9,0,-1,a0,
9,14|6|3|3|3|2|2|2|1,9,0,-1,a0,
9,14|6|3|3|2|2|2|2|2,9,0,-1,a0,
9,14|5|5|5|3|1|1|1|1,9,1,65510,silent,65509
9,14|5|5|5|2|2|1|1|1,9,2,74902,silent,74900
9,14|5|5|4|4|1|1|1|1,9,0,-1,a0,
9,14|5|5|4|3|2|1|1|1,9,1,219899,silent,219898
9,14|5|5|4|2|2|2|1|1,9,2,132964,silent,132962
9,14|5|5|3|3|3|1|1|1,9,0,-1,a0,
9,14|5|5|3|3|2|2|1|1,9,0,-1,a0,
9,14|5|5|3|2|2|2|2|1,9,0,-1,a0,
9,14|5|5|2|2|2|2|2|2,9,0,-1,a0,
9,14|5|4|4|4|2|1|1|1,9,0,-1,a0,
9,14|5|4|4|3|3|1|1|1,9,0,-1,a0,
