delta,lam,ell,a,m_det,class,margin
9,20|6|5|1|1|1|1|1,8,0,-1,a0,
9,20|6|4|2|1|1|1|1,8,0,-1,a0,
9,20|6|3|3|1|1|1|1,8,0,-1,a0,
9,20|6|3|2|2|1|1|1,8,0,-1,a0,
9,20|6|2|2|2|2|1|1,8,0,-1,a0,
9,20|5|5|2|1|1|1|1,8,0,-1,a0,
9,20|5|4|3|1|1|1|1,8,0,-1,a0,
9,20|5|4|2|2|1|1|1,8,0,-1,a0,
9,20|5|3|3|2|1|1|1,8,0,-1,a0,
9,20|5|3|2|2|2|1|1,8,1,3345,silent,3344
9,20|5|2|2|2|2|2|1,8,2,721,silent,719
9,20|4|4|4|1|1|1|1,8,0,-1,a0,
9,20|4|4|3|2|1|1|1,8,0,-1,a0,
9,20|4|4|2|2|2|1|1,8,0,-1,a0,
9,20|4|3|3|3|1|1|1,8,0,-1,a0,
9,20|4|3|3|2|2|1|1,8,0,-1,a0,
9,20|4|3|2|2|2|2|1,8,1,1229,silent,1228
9,20|4|2|2|2|2|2|2,8,2,240,silent,238
9,20|3|3|3|3|2|1|1,8,0,-1,a0,
9,20|3|3|3|2|2|2|1,8,0,-1,a0,
9,20|3|3|2|2|2|2|2,8,0,-1,a0,
9,19|11|1|1|1|1|1|1,8,0,-1,a0,
9,19|10|2|1|1|1|1|1,8,0,-1,a0,
9,19|9|3|1|1|1|1|1,8,0,-1,a0,
9,19|9|2|2|1|1|1|1,8,0,-1,a0,
9,19|8|4|1|1|1|1|1,8,0,-1,a0,
9,19|8|3|2|1|1|1|1,8,0,-1,a0,
9,19|8|2|2|2|1|1|1,8,0,-1,a0,
9,19|7|5|1|1|1|1|1,8,0,-1,a0,
9,19|7|4|2|1|1|1|1,8,0,-1,a0,
9,19|7|3|3|1|1|1|1,8,0,-1,a0,
9,19|7|3|2|2|1|1|1,8,0,-1,a0,
9,19|7|2|2|2|2|1|1,8,1,2308,silent,2307
9,19|6|6|1|1|1|1|1,8,0,-1,a0,
9,19|6|5|2|1|1|1|1,8,0,-1,a0,
9,19|6|4|3|1|1|1|1,8,0,-1,a0,
9,19|6|4|2|2|1|1|1,8,0,-1,a0,
9,19|6|3|3|2|1|1|1,8,1,10638,silent,10637
9,19|6|3|2|2|2|1|1,8,2,7477,silent,7475
9,19|6|2|2|2|2|2|1,8,3,1520,silent,1517
9,19|5|5|3|1|1|1|1,8,0,-1,a0,
9,19|5|5|2|2|1|1|1,8,1,6211,silent,6210
9,19|5|4|4|1|1|1|1,8,0,-1,a0,
9,19|5|4|3|2|1|1|1,8,0,-1,a0,
9,19|5|4|2|2|2|1|1,8,2,8108,silent,8106
9,19|5|3|3|3|1|1|1,8,0,-1,a0,
9,19|5|3|3|2|2|1|1,8,1,8449,silent,8448
9,19|5|3|2|2|2|2|1,8,3,3738,silent,3735
9,19|5|2|2|2|2|2|2,8,2,539,silent,537
9,19|4|4|4|2|1|1|1,8,0,-1,a0,
9,19|4|4|3|3|1|1|1,8,0,-1,a0,
9,19|4|4|3|2|2|1|1,8,0,-1,a0,
9,19|4|4|2|2|2|2|1,8,2,2325,silent,2323
9,19|4|3|3|3|2|1|1,8,0,-1,a0,
9,19|4|3|3|2|2|2|1,8,0,-1,a0,
9,19|4|3|2|2|2|2|2,8,1,848,silent,847
9,19|3|3|3|3|3|1|1,8,0,-1,a0,
9,19|3|3|3|3|2|2|1,8,0,-1,a0,
9,19|3|3|3|2|2|2|2,8,0,-1,a0,
9,18|12|1|1|1|1|1|1,8,0,-1,a0,
9,18|11|2|1|1|1|1|1,8,0,-1,a0,
9,18|10|3|1|1|1|1|1,8,0,-1,a0,
9,18|10|2|2|1|1|1|1,8,0,-1,a0,
9,18|9|4|1|1|1|1|1,8,0,-1,a0,
9,18|9|3|2|1|1|1|1,8,0,-1,a0,
9,18|9|2|2|2|1|1|1,8,0,-1,a0,
9,18|8|5|1|1|1|1|1,8,0,-1,a0,
9,18|8|4|2|1|1|1|1,8,0,-1,a0,
9,18|8|3|3|1|1|1|1,8,0,-1,a0,
9,18|8|3|2|2|1|1|1,8,1,12767,silent,12766
9,18|8|2|2|2|2|1|1,8,1,3447,silent,3446
9,18|7|6|1|1|1|1|1,8,0,-1,a0,
9,18|7|5|2|1|1|1|1,8,0,-1,a0,
9,18|7|4|3|1|1|1|1,8,0,-1,a0,
9,18|7|4|2|2|1|1|1,8,1,23789,silent,23788
9,18|7|3|3|2|1|1|1,8,2,20069,silent,20067
9,18|7|3|2|2|2|1|1,8,5,13884,silent,13879
9,18|7|2|2|2|2|2|1,8,4,2679,silent,2675
9,18|6|6|2|1|1|1|1,8,0,-1,a0,
9,18|6|5|3|1|1|1|1,8,1,20058,silent,20057
9,18|6|5|2|2|1|1|1,8,2,21055,silent,21053
9,18|6|4|4|1|1|1|1,8,0,-1,a0,
9,18|6|4|3|2|1|1|1,8,2,38529,silent,38527
9,18|6|4|2|2|2|1|1,8,4,20883,silent,20879
9,18|6|3|3|3|1|1|1,8,1,12318,silent,12317
9,18|6|3|3|2|2|1|1,8,3,20169,silent,20166
9,18|6|3|2|2|2|2|1,8,5,8626,silent,8621
9,18|6|2|2|2|2|2|2,8,4,1181,silent,1177
9,18|5|5|4|1|1|1|1,8,0,-1,a0,
9,18|5|5|3|2|1|1|1,8,2,21149,silent,21147
9,18|5|5|2|2|2|1|1,8,4,11055,silent,11051
9,18|5|4|4|2|1|1|1,8,0,-1,a0,
9,18|5|4|3|3|1|1|1,8,0,-1,a0,
9,18|5|4|3|2|2|1|1,8,3,27908,silent,27905
9,18|5|4|2|2|2|2|1,8,5,9606,silent,9601
9,18|5|3|3|3|2|1|1,8,0,-1,a0,
9,18|5|3|3|2|2|2|1,8,1,10042,silent,10041
9,18|5|3|2|2|2|2|2,8,1,2560,silent,2559
9,18|4|4|4|3|1|1|1,8,0,-1,a0,
9,18|4|4|4|2|2|1|1,8,0,-1,a0,
9,18|4|4|3|3|2|1|1,8,0,-1,a0,
9,18|4|4|3|2|2|2|1,8,1,7736,silent,7735
9,18|4|4|2|2|2|2|2,8,3,1791,silent,1788
9,18|4|3|3|3|3|1|1,8,0,-1,a0,
9,18|4|3|3|3|2|2|1,8,0,-1,a0,
9,18|4|3|3|2|2|2|2,8,0,-1,a0,
9,18|3|3|3|3|3|2|1,8,0,-1,a0,
9,18|3|3|3|3|2|2|2,8,0,-1,a0,
9,17|13|1|1|1|1|1|1,8,0,-1,a0,
9,17|12|2|1|1|1|1|1,8,0,-1,a0,
9,17|11|3|1|1|1|1|1,8,0,-1,a0,
9,17|11|2|2|1|1|1|1,8,0,-1,a0,
9,17|10|4|1|1|1|1|1,8,0,-1,a0,
9,17|10|3|2|1|1|1|1,8,0,-1,a0,
9,17|10|2|2|2|1|1|1,8,0,-1,a0,
9,17|9|5|1|1|1|1|1,8,0,-1,a0,
9,17|9|4|2|1|1|1|1,8,0,-1,a0,
9,17|9|3|3|1|1|1|1,8,1,12221,silent,12220
9,17|9|3|2|2|1|1|1,8,2,16954,silent,16952
9,17|9|2|2|2|2|1|1,8,2,4603,silent,4601
9,17|8|6|1|1|1|1|1,8,0,-1,a0,
9,17|8|5|2|1|1|1|1,8,1,27643,silent,27642
9,17|8|4|3|1|1|1|1,8,1,34629,silent,34628
9,17|8|4|2|2|1|1|1,8,3,38075,silent,38072
9,17|8|3|3|2|1|1|1,8,4,31496,silent,31492
9,17|8|3|2|2|2|1|1,8,7,21435,silent,21428
9,17|8|2|2|2|2|2|1,8,5,4038,silent,4033
9,17|7|7|1|1|1|1|1,8,0,-1,a0,
9,17|7|6|2|1|1|1|1,8,0,-1,a0,
9,17|7|5|3|1|1|1|1,8,2,44565,silent,44563
9,17|7|5|2|2|1|1|1,8,6,46292,silent,46286
9,17|7|4|4|1|1|1|1,8,0,-1,a0,
9,17|7|4|3|2|1|1|1,8,6,77404,silent,77398
9,17|7|4|2|2|2|1|1,8,10,41604,silent,41594
9,17|7|3|3|3|1|1|1,8,2,23681,silent,23679
9,17|7|3|3|2|2|1|1,8,6,38137,silent,38131
9,17|7|3|2|2|2|2|1,8,8,15996,silent,15988
9,17|7|2|2|2|2|2|2,8,3,1938,silent,1935
9,17|6|6|3|1|1|1|1,8,2,21549,silent,21547
9,17|6|6|2|2|1|1|1,8,1,21380,silent,21379
9,17|6|5|4|1|1|1|1,8,2,31726,silent,31724
9,17|6|5|3|2|1|1|1,8,8,75148,silent,75140
9,17|6|5|2|2|2|1|1,8,8,37607,silent,37599
9,17|6|4|4|2|1|1|1,8,1,51089,silent,51088
9,17|6|4|3|3|1|1|1,8,3,50882,silent,50879
9,17|6|4|3|2|2|1|1,8,8,75395,silent,75387
9,17|6|4|2|2|2|2|1,8,10,25121,silent,25111
9,17|6|3|3|3|2|1|1,8,1,31114,silent,31113
9,17|6|3|3|2|2|2|1,8,2,24307,silent,24305
9,17|6|3|2|2|2|2|2,8,3,6065,silent,6062
9,17|5|5|5|1|1|1|1,8,1,6384,silent,6383
9,17|5|5|4|2|1|1|1,8,4,35305,silent,35301
9,17|5|5|3|3|1|1|1,8,1,28704,silent,28703
9,17|5|5|3|2|2|1|1,8,6,42263,silent,42257
9,17|5|5|2|2|2|2|1,8,3,12930,silent,12927
9,17|5|4|4|3|1|1|1,8,0,-1,a0,
9,17|5|4|4|2|2|1|1,8,3,36942,silent,36939
9,17|5|4|3|3|2|1|1,8,1,47812,silent,47811
9,17|5|4|3|2|2|2|1,8,5,34837,silent,34832
9,17|5|4|2|2|2|2|2,8,3,6896,silent,6893
9,17|5|3|3|3|3|1|1,8,0,-1,a0,
9,17|5|3|3|3|2|2|1,8,0,-1,a0,
9,17|5|3|3|2|2|2|2,8,0,-1,a0,
9,17|4|4|4|4|1|1|1,8,0,-1,a0,
9,17|4|4|4|3|2|1|1,8,0,-1,a0,
9,17|4|4|4|2|2|2|1,8,2,9560,silent,9558
9,17|4|4|3|3|3|1|1,8,0,-1,a0,
9,17|4|4|3|3|2|2|1,8,0,-1,a0,
9,17|4|4|3|2|2|2|2,8,1,5722,silent,5721
9,17|4|3|3|3|3|2|1,8,0,-1,a0,
9,17|4|3|3|3|2|2|2,8,0,-1,a0,
9,17|3|3|3|3|3|3|1,8,0,-1,a0,
9,17|3|3|3|3|3|2|2,8,0,-1,a0,
9,16|14|1|1|1|1|1|1,8,0,-1,a0,
9,16|13|2|1|1|1|1|1,8,0,-1,a0,
9,16|12|3|1|1|1|1|1,8,0,-1,a0,
9,16|12|2|2|1|1|1|1,8,0,-1,a0,
9,16|11|4|1|1|1|1|1,8,0,-1,a0,
9,16|11|3|2|1|1|1|1,8,0,-1,a0,
9,16|11|2|2|2|1|1|1,8,0,-1,a0,
9,16|10|5|1|1|1|1|1,8,0,-1,a0,
9,16|10|4|2|1|1|1|1,8,1,21922,silent,21921
9,16|10|3|3|1|1|1|1,8,1,13868,silent,13867
9,16|10|3|2|2|1|1|1,8,3,19164,silent,19161
9,16|10|2|2|2|2|1|1,8,2,5092,silent,5090
9,16|9|6|1|1|1|1|1,8,0,-1,a0,
9,16|9|5|2|1|1|1|1,8,2,37740,silent,37738
9,16|9|4|3|1|1|1|1,8,3,46222,silent,46219
9,16|9|4|2|2|1|1|1,8,6,50697,silent,50691
9,16|9|3|3|2|1|1|1,8,7,41381,silent,41374
9,16|9|3|2|2|2|1|1,8,9,27993,silent,27984
9,16|9|2|2|2|2|2|1,8,6,5157,silent,5151
9,16|8|7|1|1|1|1|1,8,0,-1,a0,
9,16|8|6|2|1|1|1|1,8,3,40075,silent,40072
9,16|8|5|3|1|1|1|1,8,6,74981,silent,74975
9,16|8|5|2|2|1|1|1,8,11,76958,silent,76947
9,16|8|4|4|1|1|1|1,8,2,42800,silent,42798
9,16|8|4|3|2|1|1|1,8,12,123655,silent,123643
9,16|8|4|2|2|2|1|1,8,14,65535,silent,65521
9,16|8|3|3|3|1|1|1,8,3,37000,silent,36997
9,16|8|3|3|2|2|1|1,8,10,59141,silent,59131
9,16|8|3|2|2|2|2|1,8,10,24447,silent,24437
9,16|8|2|2|2|2|2|2,8,5,2935,silent,2930
9,16|7|7|2|1|1|1|1,8,0,-1,a0,
9,16|7|6|3|1|1|1|1,8,4,61723,silent,61719
9,16|7|6|2|2|1|1|1,8,7,61401,silent,61394
9,16|7|5|4|1|1|1|1,8,5,71616,silent,71611
9,16|7|5|3|2|1|1|1,8,19,165975,silent,165956
9,16|7|5|2|2|2|1|1,8,19,82046,silent,82027
9,16|7|4|4|2|1|1|1,8,6,104852,silent,104846
9,16|7|4|3|3|1|1|1,8,6,102014,silent,102008
9,16|7|4|3|2|2|1|1,8,18,150423,silent,150405
9,16|7|4|2|2|2|2|1,8,15,48962,silent,48947
9,16|7|3|3|3|2|1|1,8,2,59295,silent,59293
9,16|7|3|3|2|2|2|1,8,4,45874,silent,45870
9,16|7|3|2|2|2|2|2,8,3,11043,silent,11040
9,16|6|6|4|1|1|1|1,8,3,37473,silent,37470
9,16|6|6|3|2|1|1|1,8,8,80382,silent,80374
9,16|6|6|2|2|2|1|1,8,4,38090,silent,38086
9,16|6|5|5|1|1|1|1,8,4,26447,silent,26443
9,16|6|5|4|2|1|1|1,8,12,131033,silent,131021
9,16|6|5|3|3|1|1|1,8,8,103719,silent,103711
9,16|6|5|3|2|2|1|1,8,17,149198,silent,149181
9,16|6|5|2|2|2|2|1,8,10,44730,silent,44720
9,16|6|4|4|3|1|1|1,8,3,88836,silent,88833
9,16|6|4|4|2|2|1|1,8,7,104867,silent,104860
9,16|6|4|3|3|2|1|1,8,6,131272,silent,131266
9,16|6|4|3|2|2|2|1,8,10,93915,silent,93905
9,16|6|4|2|2|2|2|2,8,7,18111,silent,18104
9,16|6|3|3|3|3|1|1,8,0,-1,a0,
9,16|6|3|3|3|2|2|1,8,0,-1,a0,
9,16|6|3|3|2|2|2|2,8,0,-1,a0,
9,16|5|5|5|2|1|1|1,8,6,28317,silent,28311
9,16|5|5|4|3|1|1|1,8,4,63236,silent,63232
9,16|5|5|4|2|2|1|1,8,9,74145,silent,74136
9,16|5|5|3|3|2|1|1,8,2,75557,silent,75555
9,16|5|5|3|2|2|2|1,8,4,52759,silent,52755
9,16|5|5|2|2|2|2|2,8,0,-1,a0,
9,16|5|4|4|4|1|1|1,8,0,-1,a0,
9,16|5|4|4|3|2|1|1,8,3,83925,silent,83922
9,16|5|4|4|2|2|2|1,8,6,47933,silent,47927
9,16|5|4|3|3|3|1|1,8,0,-1,a0,
9,16|5|4|3|3|2|2|1,8,1,66371,silent,66370
9,16|5|4|3|2|2|2|2,8,2,25386,silent,25384
9,16|5|3|3|3|3|2|1,8,0,-1,a0,
9,16|5|3|3|3|2|2|2,8,0,-1,a0,
9,16|4|4|4|4|2|1|1,8,0,-1,a0,
9,16|4|4|4|3|3|1|1,8,0,-1,a0,
9,16|4|4|4|3|2|2|1,8,1,23225,silent,23224
9,16|4|4|4|2|2|2|2,8,3,7515,silent,7512
9,16|4|4|3|3|3|2|1,8,0,-1,a0,
9,16|4|4|3|3|2|2|2,8,0,-1,a0,
9,16|4|3|3|3|3|3|1,8,0,-1,a0,
9,16|4|3|3|3|3|2|2,8,0,-1,a0,
9,16|3|3|3|3|3|3|2,8,0,-1,a0,
9,15|15|1|1|1|1|1|1,8,0,-1,a0,
9,15|14|2|1|1|1|1|1,8,0,-1,a0,
9,15|13|3|1|1|1|1|1,8,0,-1,a0,
9,15|13|2|2|1|1|1|1,8,0,-1,a0,
9,15|12|4|1|1|1|1|1,8,0,-1,a0,
9,15|12|3|2|1|1|1|1,8,0,-1,a0,
9,15|12|2|2|2|1|1|1,8,0,-1,a0,
9,15|11|5|1|1|1|1|1,8,0,-1,a0,
9,15|11|4|2|1|1|1|1,8,1,20661,silent,20660
9,15|11|3|3|1|1|1|1,8,2,13165,silent,13163
9,15|11|3|2|2|1|1|1,8,3,18066,silent,18063
9,15|11|2|2|2|2|1|1,8,3,4868,silent,4865
9,15|10|6|1|1|1|1|1,8,1,11352,silent,11351
9,15|10|5|2|1|1|1|1,8,4,42215,silent,42211
9,15|10|4|3|1|1|1|1,8,5,50973,silent,50968
9,15|10|4|2|2|1|1|1,8,8,55652,silent,55644
9,15|10|3|3|2|1|1|1,8,8,45143,silent,45135
9,15|10|3|2|2|2|1|1,8,10,30335,silent,30325
9,15|10|2|2|2|2|2|1,8,5,5537,silent,5532
9,15|9|7|1|1|1|1|1,8,0,-1,a0,
9,15|9|6|2|1|1|1|1,8,5,55379,silent,55374
9,15|9|5|3|1|1|1|1,8,11,99571,silent,99560
9,15|9|5|2|2|1|1|1,8,17,101839,silent,101822
9,15|9|4|4|1|1|1|1,8,3,55518,silent,55515
9,15|9|4|3|2|1|1|1,8,19,159898,silent,159879
9,15|9|4|2|2|2|1|1,8,20,84618,silent,84598
9,15|9|3|3|3|1|1|1,8,6,47244,silent,47238
9,15|9|3|3|2|2|1|1,8,11,74933,silent,74922
9,15|9|3|2|2|2|2|1,8,11,30769,silent,30758
9,15|9|2|2|2|2|2|2,8,3,3473,silent,3470
9,15|8|8|1|1|1|1|1,8,1,4717,silent,4716
9,15|8|7|2|1|1|1|1,8,4,40985,silent,40981
9,15|8|6|3|1|1|1|1,8,12,111564,silent,111552
9,15|8|6|2|2|1|1|1,8,14,109931,silent,109917
9,15|8|5|4|1|1|1|1,8,12,118775,silent,118763
9,15|8|5|3|2|1|1|1,8,33,270995,silent,270962
9,15|8|5|2|2|2|1|1,8,26,132384,silent,132358
9,15|8|4|4|2|1|1|1,8,12,165454,silent,165442
9,15|8|4|3|3|1|1|1,8,12,159350,silent,159338
9,15|8|4|3|2|2|1|1,8,27,233584,silent,233557
9,15|8|4|2|2|2|2|1,8,20,75186,silent,75166
9,15|8|3|3|3|2|1|1,8,4,90166,silent,90162
9,15|8|3|3|2|2|2|1,8,6,69184,silent,69178
9,15|8|3|2|2|2|2|2,8,4,16484,silent,16480
9,15|7|7|3|1|1|1|1,8,3,49702,silent,49699
9,15|7|7|2|2|1|1|1,8,8,49090,silent,49082
9,15|7|6|4|1|1|1|1,8,8,107305,silent,107297
9,15|7|6|3|2|1|1|1,8,24,227166,silent,227142
9,15|7|6|2|2|2|1|1,8,19,107356,silent,107337
9,15|7|5|5|1|1|1|1,8,8,61457,silent,61449
9,15|7|5|4|2|1|1|1,8,30,290224,silent,290194
9,15|7|5|3|3|1|1|1,8,16,225270,silent,225254
9,15|7|5|3|2|2|1|1,8,36,321964,silent,321928
9,15|7|5|2|2|2|2|1,8,17,94816,silent,94799
9,15|7|4|4|3|1|1|1,8,8,178949,silent,178941
9,15|7|4|4|2|2|1|1,8,19,211110,silent,211091
9,15|7|4|3|3|2|1|1,8,11,257637,silent,257626
9,15|7|4|3|2|2|2|1,8,17,182801,silent,182784
9,15|7|4|2|2|2|2|2,8,6,33848,silent,33842
9,15|7|3|3|3|3|1|1,8,0,-1,a0,
9,15|7|3|3|3|2|2|1,8,0,-1,a0,
9,15|7|3|3|2|2|2|2,8,1,31780,silent,31779
9,15|6|6|5|1|1|1|1,8,4,40237,silent,40233
9,15|6|6|4|2|1|1|1,8,10,152081,silent,152071
9,15|6|6|3|3|1|1|1,8,11,112314,silent,112303
9,15|6|6|3|2|2|1|1,8,14,157241,silent,157227
9,15|6|6|2|2|2|2|1,8,8,45268,silent,45260
9,15|6|5|5|2|1|1|1,8,16,113966,silent,113950
9,15|6|5|4|3|1|1|1,8,16,234180,silent,234164
9,15|6|5|4|2|2|1|1,8,23,269499,silent,269476
9,15|6|5|3|3|2|1|1,8,12,267698,silent,267686
9,15|6|5|3|2|2|2|1,8,13,183782,silent,183769
9,15|6|5|2|2|2|2|2,8,4,31172,silent,31168
9,15|6|4|4|4|1|1|1,8,1,67039,silent,67038
9,15|6|4|4|3|2|1|1,8,10,237690,silent,237680
9,15|6|4|4|2|2|2|1,8,13,133784,silent,133771
9,15|6|4|3|3|3|1|1,8,1,114010,silent,114009
9,15|6|4|3|3|2|2|1,8,3,178946,silent,178943
9,15|6|4|3|2|2|2|2,8,4,67327,silent,67323
9,15|6|3|3|3|3|2|1,8,0,-1,a0,
9,15|6|3|3|3|2|2|2,8,0,-1,a0,
9,15|5|5|5|3|1|1|1,8,6,55207,silent,55201
9,15|5|5|5|2|2|1|1,8,6,60237,silent,60231
9,15|5|5|4|4|1|1|1,8,5,52320,silent,52315
9,15|5|5|4|3|2|1|1,8,8,172596,silent,172588
9,15|5|5|4|2|2|2|1,8,5,94097,silent,94092
9,15|5|5|3|3|3|1|1,8,0,-1,a0,
9,15|5|5|3|3|2|2|1,8,2,104941,silent,104939
9,15|5|5|3|2|2|2|2,8,1,37710,silent,37709
9,15|5|4|4|4|2|1|1,8,3,69322,silent,69319
9,15|5|4|4|3|3|1|1,8,1,81103,silent,81102
9,15|5|4|4|3|2|2|1,8,5,119019,silent,119014
9,15|5|4|4|2|2|2|2,8,3,35550,silent,35547
9,15|5|4|3|3|3|2|1,8,0,-1,a0,
9,15|5|4|3|3|2|2|2,8,0,-1,a0,
9,15|5|3|3|3|3|3|1,8,0,-1,a0,
9,15|5|3|3|3|3|2|2,8,0,-1,a0,
9,15|4|4|4|4|3|1|1,8,0,-1,a0,
9,15|4|4|4|4|2|2|1,8,2,19552,silent,19550
9,15|4|4|4|3|3|2|1,8,0,-1,a0,
9,15|4|4|4|3|2|2|2,8,1,18261,silent,18260
9,15|4|4|3|3|3|3|1,8,0,-1,a0,
9,15|4|4|3|3|3|2|2,8,0,-1,a0,
9,15|4|3|3|3|3|3|2,8,0,-1,a0,
9,15|3|3|3|3|3|3|3,8,0,-1,a0,
9,14|14|3|1|1|1|1|1,8,0,-1,a0,
9,14|14|2|2|1|1|1|1,8,0,-1,a0,
9,14|13|4|1|1|1|1|1,8,0,-1,a0,
9,14|13|3|2|1|1|1|1,8,0,-1,a0,
9,14|13|2|2|2|1|1|1,8,0,-1,a0,
9,14|12|5|1|1|1|1|1,8,0,-1,a0,
9,14|12|4|2|1|1|1|1,8,1,15067,silent,15066
9,14|12|3|3|1|1|1|1,8,1,9451,silent,9450
9,14|12|3|2|2|1|1|1,8,3,13010,silent,13007
9,14|12|2|2|2|2|1|1,8,1,3415,silent,3414
9,14|11|6|1|1|1|1|1,8,1,10088,silent,10087
9,14|11|5|2|1|1|1|1,8,4,37072,silent,37068
9,14|11|4|3|1|1|1|1,8,5,44432,silent,44427
9,14|11|4|2|2|1|1|1,8,8,48495,silent,48487
9,14|11|3|3|2|1|1|1,8,8,39138,silent,39130
9,14|11|3|2|2|2|1|1,8,9,26269,silent,26260
9,14|11|2|2|2|2|2|1,8,4,4754,silent,4750
9,14|10|7|1|1|1|1|1,8,1,12304,silent,12303
9,14|10|6|2|1|1|1|1,8,8,59680,silent,59672
9,14|10|5|3|1|1|1|1,8,14,104461,silent,104447
9,14|10|5|2|2|1|1|1,8,19,106337,silent,106318
9,14|10|4|4|1|1|1|1,8,6,57813,silent,57807
9,14|10|4|3|2|1|1|1,8,22,165037,silent,165015
9,14|10|4|2|2|2|1|1,8,18,86692,silent,86674
9,14|10|3|3|3|1|1|1,8,5,48370,silent,48365
9,14|10|3|3|2|2|1|1,8,13,76690,silent,76677
9,14|10|3|2|2|2|2|1,8,10,31297,silent,31287
9,14|10|2|2|2|2|2|2,8,4,3588,silent,3584
9,14|9|8|1|1|1|1|1,8,1,8762,silent,8761
9,14|9|7|2|1|1|1|1,8,7,59477,silent,59470
9,14|9|6|3|1|1|1|1,8,18,147205,silent,147187
9,14|9|6|2|2|1|1|1,8,22,144887,silent,144865
