delta,lam,ell,a,m_det,class,margin
8,10|10|3|3|2|2|2,7,0,-1,a0,
8,10|9|9|1|1|1|1,7,0,-1,a0,
8,10|9|8|2|1|1|1,7,4,5558,silent,5554
8,10|9|7|3|1|1|1,7,11,20210,silent,20199
8,10|9|7|2|2|1|1,7,11,19129,silent,19118
8,10|9|6|4|1|1|1,7,13,31567,silent,31554
8,10|9|6|3|2|1|1,7,22,64496,silent,64474
8,10|9|6|2|2|2|1,7,10,28335,silent,28325
8,10|9|5|5|1|1|1,7,8,16768,silent,16760
8,10|9|5|4|2|1|1,7,25,74127,silent,74102
8,10|9|5|3|3|1|1,7,11,56637,silent,56626
8,10|9|5|3|2|2|1,7,14,75354,silent,75340
8,10|9|5|2|2|2|2,7,3,17555,silent,17552
8,10|9|4|4|3|1|1,7,9,42828,silent,42819
8,10|9|4|4|2|2|1,7,11,47802,silent,47791
8,10|9|4|3|3|2|1,7,4,56875,silent,56871
8,10|9|4|3|2|2|2,7,3,32216,silent,32213
8,10|9|3|3|3|3|1,7,0,-1,a0,
8,10|9|3|3|3|2|2,7,0,-1,a0,
8,10|8|8|3|1|1|1,7,7,10004,silent,9997
8,10|8|8|2|2|1|1,7,2,9301,silent,9299
8,10|8|7|4|1|1|1,7,13,29920,silent,29907
8,10|8|7|3|2|1|1,7,19,59094,silent,59075
8,10|8|7|2|2|2|1,7,8,25491,silent,25483
8,10|8|6|5|1|1|1,7,11,32162,silent,32151
8,10|8|6|4|2|1|1,7,27,112317,silent,112290
8,10|8|6|3|3|1|1,7,16,80493,silent,80477
8,10|8|6|3|2|2|1,7,19,105619,silent,105600
8,10|8|6|2|2|2|2,7,7,24098,silent,24091
8,10|8|5|5|2|1|1,7,18,64051,silent,64033
8,10|8|5|4|3|1|1,7,23,123286,silent,123263
8,10|8|5|4|2|2|1,7,22,132592,silent,132570
8,10|8|5|3|3|2|1,7,9,127566,silent,127557
8,10|8|5|3|2|2|2,7,4,69344,silent,69340
8,10|8|4|4|4|1|1,7,5,31220,silent,31215
8,10|8|4|4|3|2|1,7,12,102847,silent,102835
8,10|8|4|4|2|2|2,7,8,46617,silent,46609
8,10|8|4|3|3|3|1,7,1,46830,silent,46829
8,10|8|4|3|3|2|2,7,0,-1,a0,
8,10|8|3|3|3|3|2,7,0,-1,a0,
8,10|7|7|5|1|1|1,7,6,17691,silent,17685
8,10|7|7|4|2|1|1,7,18,57540,silent,57522
8,10|7|7|3|3|1|1,7,4,39814,silent,39810
8,10|7|7|3|2|2|1,7,8,51870,silent,51862
8,10|7|7|2|2|2|2,7,0,-1,a0,
8,10|7|6|6|1|1|1,7,3,12100,silent,12097
8,10|7|6|5|2|1|1,7,17,82381,silent,82364
8,10|7|6|4|3|1|1,7,21,127562,silent,127541
8,10|7|6|4|2|2|1,7,21,135430,silent,135409
8,10|7|6|3|3|2|1,7,8,122088,silent,122080
8,10|7|6|3|2|2|2,7,5,65475,silent,65470
8,10|7|5|5|3|1|1,7,12,84447,silent,84435
8,10|7|5|5|2|2|1,7,9,84060,silent,84051
8,10|7|5|4|4|1|1,7,15,71341,silent,71326
8,10|7|5|4|3|2|1,7,19,214651,silent,214632
8,10|7|5|4|2|2|2,7,5,92110,silent,92105
8,10|7|5|3|3|3|1,7,1,77706,silent,77705
8,10|7|5|3|3|2|2,7,2,97330,silent,97328
8,10|7|4|4|4|2|1,7,11,63066,silent,63055
8,10|7|4|4|3|3|1,7,3,69741,silent,69738
8,10|7|4|4|3|2|2,7,4,83356,silent,83352
8,10|7|4|3|3|3|2,7,0,-1,a0,
8,10|7|3|3|3|3|3,7,0,-1,a0,
8,10|6|6|6|2|1|1,7,1,16819,silent,16818
8,10|6|6|5|3|1|1,7,7,58980,silent,58973
8,10|6|6|5|2|2|1,7,8,58594,silent,58586
8,10|6|6|4|4|1|1,7,3,41129,silent,41126
8,10|6|6|4|3|2|1,7,11,121545,silent,121534
8,10|6|6|4|2|2|2,7,8,52394,silent,52386
8,10|6|6|3|3|3|1,7,1,41091,silent,41090
8,10|6|6|3|3|2|2,7,0,-1,a0,
8,10|6|5|5|4|1|1,7,6,43010,silent,43004
8,10|6|5|5|3|2|1,7,6,102189,silent,102183
8,10|6|5|5|2|2|2,7,0,-1,a0,
8,10|6|5|4|4|2|1,7,11,97216,silent,97205
8,10|6|5|4|3|3|1,7,4,101256,silent,101252
8,10|6|5|4|3|2|2,7,4,118726,silent,118722
8,10|6|5|3|3|3|2,7,0,-1,a0,
8,10|6|4|4|4|3|1,7,5,41507,silent,41502
8,10|6|4|4|4|2|2,7,7,40620,silent,40613
8,10|6|4|4|3|3|2,7,0,-1,a0,
8,10|6|4|3|3|3|3,7,0,-1,a0,
8,10|5|5|5|5|1|1,7,0,-1,a0,
8,10|5|5|5|4|2|1,7,1,31303,silent,31302
8,10|5|5|5|3|3|1,7,1,26902,silent,26901
8,10|5|5|5|3|2|2,7,0,-1,a0,
8,10|5|5|4|4|3|1,7,3,34283,silent,34280
8,10|5|5|4|4|2|2,7,0,-1,a0,
8,10|5|5|4|3|3|2,7,1,43543,silent,43542
8,10|5|5|3|3|3|3,7,0,-1,a0,
8,10|5|4|4|4|4|1,7,3,8078,silent,8075
8,10|5|4|4|4|3|2,7,2,23865,silent,23863
8,10|5|4|4|3|3|3,7,0,-1,a0,
8,10|4|4|4|4|4|2,7,3,2858,silent,2855
8,10|4|4|4|4|3|3,7,0,-1,a0,
8,9|9|9|2|1|1|1,7,1,922,silent,921
8,9|9|8|3|1|1|1,7,2,5870,silent,5868
8,9|9|8|2|2|1|1,7,4,5570,silent,5566
8,9|9|7|4|1|1|1,7,6,14170,silent,14164
8,9|9|7|3|2|1|1,7,9,27666,silent,27657
8,9|9|7|2|2|2|1,7,3,11806,silent,11803
8,9|9|6|5|1|1|1,7,5,14211,silent,14206
8,9|9|6|4|2|1|1,7,15,49332,silent,49317
8,9|9|6|3|3|1|1,7,4,34818,silent,34814
8,9|9|6|3|2|2|1,7,8,45765,silent,45757
8,9|9|6|2|2|2|2,7,0,-1,a0,
8,9|9|5|5|2|1|1,7,5,27138,silent,27133
8,9|9|5|4|3|1|1,7,10,52132,silent,52122
8,9|9|5|4|2|2|1,7,9,55816,silent,55807
8,9|9|5|3|3|2|1,7,4,53623,silent,53619
8,9|9|5|3|2|2|2,7,2,29105,silent,29103
8,9|9|4|4|4|1|1,7,5,13202,silent,13197
8,9|9|4|4|3|2|1,7,5,42665,silent,42660
8,9|9|4|4|2|2|2,7,0,-1,a0,
8,9|9|4|3|3|3|1,7,0,-1,a0,
8,9|9|4|3|3|2|2,7,1,24712,silent,24711
8,9|9|3|3|3|3|2,7,0,-1,a0,
8,9|8|8|4|1|1|1,7,3,8851,silent,8848
8,9|8|8|3|2|1|1,7,5,17261,silent,17256
8,9|8|8|2|2|2|1,7,2,7443,silent,7441
8,9|8|7|5|1|1|1,7,7,18838,silent,18831
8,9|8|7|4|2|1|1,7,15,60201,silent,60186
8,9|8|7|3|3|1|1,7,7,41572,silent,41565
8,9|8|7|3|2|2|1,7,8,54028,silent,54020
8,9|8|7|2|2|2|2,7,2,11856,silent,11854
8,9|8|6|6|1|1|1,7,2,10562,silent,10560
8,9|8|6|5|2|1|1,7,14,69297,silent,69283
8,9|8|6|4|3|1|1,7,16,105445,silent,105429
8,9|8|6|4|2|2|1,7,17,111766,silent,111749
8,9|8|6|3|3|2|1,7,7,99848,silent,99841
8,9|8|6|3|2|2|2,7,4,53461,silent,53457
8,9|8|5|5|3|1|1,7,10,65433,silent,65423
8,9|8|5|5|2|2|1,7,6,65008,silent,65002
8,9|8|5|4|4|1|1,7,9,54409,silent,54400
8,9|8|5|4|3|2|1,7,14,163025,silent,163011
8,9|8|5|4|2|2|2,7,5,69925,silent,69920
8,9|8|5|3|3|3|1,7,1,58408,silent,58407
8,9|8|5|3|3|2|2,7,1,72962,silent,72961
8,9|8|4|4|4|2|1,7,8,46335,silent,46327
8,9|8|4|4|3|3|1,7,2,50972,silent,50970
8,9|8|4|4|3|2|2,7,3,60870,silent,60867
8,9|8|4|3|3|3|2,7,0,-1,a0,
8,9|8|3|3|3|3|3,7,0,-1,a0,
8,9|7|7|6|1|1|1,7,3,7956,silent,7953
8,9|7|7|5|2|1|1,7,8,41219,silent,41211
8,9|7|7|4|3|1|1,7,10,58791,silent,58781
8,9|7|7|4|2|2|1,7,7,61364,silent,61357
8,9|7|7|3|3|2|1,7,3,53848,silent,53845
8,9|7|7|3|2|2|2,7,1,28293,silent,28292
8,9|7|6|6|2|1|1,7,5,29756,silent,29751
8,9|7|6|5|3|1|1,7,11,94498,silent,94487
8,9|7|6|5|2|2|1,7,10,93037,silent,93027
8,9|7|6|4|4|1|1,7,11,64421,silent,64410
8,9|7|6|4|3|2|1,7,15,186514,silent,186499
8,9|7|6|4|2|2|2,7,4,78600,silent,78596
8,9|7|6|3|3|3|1,7,1,61961,silent,61960
8,9|7|6|3|3|2|2,7,2,77109,silent,77107
8,9|7|5|5|4|1|1,7,5,53825,silent,53820
8,9|7|5|5|3|2|1,7,7,126981,silent,126974
8,9|7|5|5|2|2|2,7,2,49926,silent,49924
8,9|7|5|4|4|2|1,7,12,117014,silent,117002
8,9|7|5|4|3|3|1,7,5,121033,silent,121028
8,9|7|5|4|3|2|2,7,4,141256,silent,141252
8,9|7|5|3|3|3|2,7,0,-1,a0,
8,9|7|4|4|4|3|1,7,6,45874,silent,45868
8,9|7|4|4|4|2|2,7,3,43989,silent,43986
8,9|7|4|4|3|3|2,7,1,61241,silent,61240
8,9|7|4|3|3|3|3,7,0,-1,a0,
8,9|6|6|6|3|1|1,7,1,21194,silent,21193
8,9|6|6|6|2|2|1,7,3,20662,silent,20659
8,9|6|6|5|4|1|1,7,3,40430,silent,40427
8,9|6|6|5|3|2|1,7,6,93096,silent,93090
8,9|6|6|5|2|2|2,7,3,36531,silent,36528
8,9|6|6|4|4|2|1,7,7,71410,silent,71403
8,9|6|6|4|3|3|1,7,2,71595,silent,71593
8,9|6|6|4|3|2|2,7,4,83629,silent,83625
8,9|6|6|3|3|3|2,7,0,-1,a0,
8,9|6|5|5|5|1|1,7,1,13921,silent,13920
8,9|6|5|5|4|2|1,7,3,75673,silent,75670
8,9|6|5|5|3|3|1,7,2,63609,silent,63607
8,9|6|5|5|3|2|2,7,1,71703,silent,71702
8,9|6|5|4|4|3|1,7,5,75775,silent,75770
8,9|6|5|4|4|2|2,7,4,71561,silent,71557
8,9|6|5|4|3|3|2,7,1,93665,silent,93664
8,9|6|5|3|3|3|3,7,0,-1,a0,
8,9|6|4|4|4|4|1,7,4,13950,silent,13946
8,9|6|4|4|4|3|2,7,3,40796,silent,40793
8,9|6|4|4|3|3|3,7,0,-1,a0,
8,9|5|5|5|5|2|1,7,0,-1,a0,
8,9|5|5|5|4|3|1,7,1,26229,silent,26228
8,9|5|5|5|4|2|2,7,0,-1,a0,
8,9|5|5|5|3|3|2,7,0,-1,a0,
8,9|5|5|4|4|4|1,7,1,11936,silent,11935
8,9|5|5|4|4|3|2,7,1,34383,silent,34382
8,9|5|5|4|3|3|3,7,0,-1,a0,
8,9|5|4|4|4|4|2,7,2,9092,silent,9090
8,9|5|4|4|4|3|3,7,0,-1,a0,
8,9|4|4|4|4|4|3,7,1,1597,silent,1596
8,8|8|8|5|1|1|1,7,2,3364,silent,3362
8,8|8|8|4|2|1|1,7,1,10367,silent,10366
8,8|8|8|3|3|1|1,7,3,7219,silent,7216
8,8|8|8|3|2|2|1,7,1,9320,silent,9319
8,8|8|8|2|2|2|2,7,2,2200,silent,2198
8,8|8|7|6|1|1|1,7,1,5017,silent,5016
8,8|8|7|5|2|1|1,7,5,25603,silent,25598
8,8|8|7|4|3|1|1,7,5,35933,silent,35928
8,8|8|7|4|2|2|1,7,5,37749,silent,37744
8,8|8|7|3|3|2|1,7,2,32694,silent,32692
8,8|8|7|3|2|2|2,7,1,17287,silent,17286
8,8|8|6|6|2|1|1,7,1,15173,silent,15172
8,8|8|6|5|3|1|1,7,6,47334,silent,47328
8,8|8|6|5|2|2|1,7,5,46557,silent,46552
8,8|8|6|4|4|1|1,7,2,31582,silent,31580
8,8|8|6|4|3|2|1,7,7,91871,silent,91864
8,8|8|6|4|2|2|2,7,5,39196,silent,39191
8,8|8|6|3|3|3|1,7,1,30268,silent,30267
8,8|8|6|3|3|2|2,7,0,-1,a0,
8,8|8|5|5|4|1|1,7,4,25272,silent,25268
8,8|8|5|5|3|2|1,7,3,59037,silent,59034
8,8|8|5|5|2|2|2,7,0,-1,a0,
8,8|8|5|4|4|2|1,7,5,53857,silent,53852
8,8|8|5|4|3|3|1,7,2,55316,silent,55314
8,8|8|5|4|3|2|2,7,2,64642,silent,64640
8,8|8|5|3|3|3|2,7,0,-1,a0,
8,8|8|4|4|4|3|1,7,1,20345,silent,20344
8,8|8|4|4|4|2|2,7,4,19982,silent,19978
8,8|8|4|4|3|3|2,7,0,-1,a0,
8,8|8|4|3|3|3|3,7,0,-1,a0,
8,8|7|7|7|1|1|1,7,0,-1,a0,
8,8|7|7|6|2|1|1,7,4,14377,silent,14373
8,8|7|7|5|3|1|1,7,3,35547,silent,35544
8,8|7|7|5|2|2|1,7,3,34512,silent,34509
8,8|7|7|4|4|1|1,7,6,22721,silent,22715
8,8|7|7|4|3|2|1,7,4,64084,silent,64080
8,8|7|7|4|2|2|2,7,0,-1,a0,
8,8|7|7|3|3|3|1,7,0,-1,a0,
8,8|7|7|3|3|2|2,7,1,25552,silent,25551
8,8|7|6|6|3|1|1,7,3,27583,silent,27580
8,8|7|6|6|2|2|1,7,2,26437,silent,26435
8,8|7|6|5|4|1|1,7,4,48605,silent,48601
8,8|7|6|5|3|2|1,7,7,110643,silent,110636
8,8|7|6|5|2|2|2,7,2,42879,silent,42877
8,8|7|6|4|4|2|1,7,7,82311,silent,82304
8,8|7|6|4|3|3|1,7,3,82242,silent,82239
8,8|7|6|4|3|2|2,7,3,95363,silent,95360
8,8|7|6|3|3|3|2,7,0,-1,a0,
8,8|7|5|5|5|1|1,7,0,-1,a0,
8,8|7|5|5|4|2|1,7,3,71310,silent,71307
8,8|7|5|5|3|3|1,7,1,59415,silent,59414
8,8|7|5|5|3|2|2,7,1,66932,silent,66931
8,8|7|5|4|4|3|1,7,6,68869,silent,68863
8,8|7|5|4|4|2|2,7,2,64606,silent,64604
8,8|7|5|4|3|3|2,7,1,84298,silent,84297
8,8|7|5|3|3|3|3,7,0,-1,a0,
8,8|7|4|4|4|4|1,7,3,11652,silent,11649
8,8|7|4|4|4|3|2,7,2,33985,silent,33983
8,8|7|4|4|3|3|3,7,0,-1,a0,
8,8|6|6|6|4|1|1,7,0,-1,a0,
8,8|6|6|6|3|2|1,7,2,27839,silent,27837
8,8|6|6|6|2|2|2,7,3,10867,silent,10864
8,8|6|6|5|5|1|1,7,1,11744,silent,11743
8,8|6|6|5|4|2|1,7,3,58631,silent,58628
8,8|6|6|5|3|3|1,7,1,47387,silent,47386
8,8|6|6|5|3|2|2,7,1,53323,silent,53322
8,8|6|6|4|4|3|1,7,2,45716,silent,45714
8,8|6|6|4|4|2|2,7,5,43458,silent,43453
8,8|6|6|4|3|3|2,7,0,-1,a0,
8,8|6|6|3|3|3|3,7,0,-1,a0,
8,8|6|5|5|5|2|1,7,0,-1,a0,
8,8|6|5|5|4|3|1,7,1,51535,silent,51534
8,8|6|5|5|4|2|2,7,0,-1,a0,
8,8|6|5|5|3|3|2,7,1,49753,silent,49752
8,8|6|5|4|4|4|1,7,2,21856,silent,21854
8,8|6|5|4|4|3|2,7,2,61938,silent,61936
8,8|6|5|4|3|3|3,7,0,-1,a0,
8,8|6|4|4|4|4|2,7,4,13062,silent,13058
8,8|6|4|4|4|3|3,7,0,-1,a0,
8,8|5|5|5|5|3|1,7,0,-1,a0,
8,8|5|5|5|5|2|2,7,0,-1,a0,
8,8|5|5|5|4|4|1,7,0,-1,a0,
8,8|5|5|5|4|3|2,7,0,-1,a0,
8,8|5|5|5|3|3|3,7,0,-1,a0,
8,8|5|5|4|4|4|2,7,0,-1,a0,
8,8|5|5|4|4|3|3,7,1,13089,silent,13088
8,8|5|4|4|4|4|3,7,1,4510,silent,4509
8,8|4|4|4|4|4|4,7,2,427,silent,425
