delta,lam,ell,a,m_det,class,margin
12,21|10|6|4|3|3|1,7,7889,29757371,silent,29749482
12,21|10|6|4|3|2|2,7,9311,31816254,silent,31806943
12,21|10|6|3|3|3|2,7,1840,11936745,silent,11934905
12,21|10|5|5|5|1|1,7,1857,5013404,silent,5011547
12,21|10|5|5|4|2|1,7,7276,22631754,silent,22624478
12,21|10|5|5|3|3|1,7,4425,17255658,silent,17251233
12,21|10|5|5|3|2|2,7,4591,17982045,silent,17977454
12,21|10|5|4|4|3|1,7,5135,18016704,silent,18011569
12,21|10|5|4|4|2|2,7,4448,15622990,silent,15618542
12,21|10|5|4|3|3|2,7,3302,18605424,silent,18602122
12,21|10|5|3|3|3|3,7,236,3393893,silent,3393657
12,21|10|4|4|4|4|1,7,875,2411175,silent,2410300
12,21|10|4|4|4|3|2,7,1450,6224082,silent,6222632
12,21|10|4|4|3|3|3,7,224,2868342,silent,2868118
12,21|9|9|6|1|1|1,7,1450,2336437,silent,2334987
12,21|9|9|5|2|1|1,7,4694,8309704,silent,8305010
12,21|9|9|4|3|1|1,7,4799,9731321,silent,9726522
12,21|9|9|4|2|2|1,7,4827,9354672,silent,9349845
12,21|9|9|3|3|2|1,7,3006,7302621,silent,7299615
12,21|9|9|3|2|2|2,7,1596,3396514,silent,3394918
12,21|9|8|7|1|1|1,7,1489,2584094,silent,2582605
12,21|9|8|6|2|1|1,7,6993,13722636,silent,13715643
12,21|9|8|5|3|1|1,7,10940,25059412,silent,25048472
12,21|9|8|5|2|2|1,7,10118,22463086,silent,22452968
12,21|9|8|4|4|1|1,7,5935,13935104,silent,13929169
12,21|9|8|4|3|2|1,7,12869,34602073,silent,34589204
12,21|9|8|4|2|2|2,7,5102,12712929,silent,12707827
12,21|9|8|3|3|3|1,7,2381,9521777,silent,9519396
12,21|9|8|3|3|2|2,7,3101,10849862,silent,10846761
12,21|9|7|7|2|1|1,7,3488,7018380,silent,7014892
12,21|9|7|6|3|1|1,7,9986,24554571,silent,24544585
12,21|9|7|6|2|2|1,7,8873,21404842,silent,21395969
12,21|9|7|5|4|1|1,7,10786,28391193,silent,28380407
12,21|9|7|5|3|2|1,7,18508,55947743,silent,55929235
12,21|9|7|5|2|2|2,7,6363,18983567,silent,18977204
12,21|9|7|4|4|2|1,7,11578,34904621,silent,34893043
12,21|9|7|4|3|3|1,7,7905,31538714,silent,31530809
12,21|9|7|4|3|2|2,7,8901,33514124,silent,33505223
12,21|9|7|3|3|3|2,7,1864,12137702,silent,12135838
12,21|9|6|6|4|1|1,7,5611,15782020,silent,15776409
12,21|9|6|6|3|2|1,7,9334,29197295,silent,29187961
12,21|9|6|6|2|2|2,7,3310,9659549,silent,9656239
12,21|9|6|5|5|1|1,7,3757,11428671,silent,11424914
12,21|9|6|5|4|2|1,7,13949,47331179,silent,47317230
12,21|9|6|5|3|3|1,7,8109,34920910,silent,34912801
12,21|9|6|5|3|2|2,7,8674,36093757,silent,36085083
12,21|9|6|4|4|3|1,7,7491,29433496,silent,29426005
12,21|9|6|4|4|2|2,7,6394,25279787,silent,25273393
12,21|9|6|4|3|3|2,7,4754,29147985,silent,29143231
12,21|9|6|3|3|3|3,7,321,4863728,silent,4863407
12,21|9|5|5|5|2|1,7,2570,10522367,silent,10519797
12,21|9|5|5|4|3|1,7,4912,21763081,silent,21758169
12,21|9|5|5|4|2|2,7,3780,18218848,silent,18215068
12,21|9|5|5|3|3|2,7,2744,17478771,silent,17476027
12,21|9|5|4|4|4|1,7,2043,7687266,silent,7685223
12,21|9|5|4|4|3|2,7,3535,19113080,silent,19109545
12,21|9|5|4|3|3|3,7,721,8124011,silent,8123290
12,21|9|4|4|4|4|2,7,749,2881949,silent,2881200
12,21|9|4|4|4|3|3,7,389,3016577,silent,3016188
12,21|8|8|8|1|1|1,7,207,426273,silent,426066
12,21|8|8|7|2|1|1,7,1978,4211049,silent,4209071
12,21|8|8|6|3|1|1,7,4611,11896831,silent,11892220
12,21|8|8|6|2|2|1,7,4230,10348458,silent,10344228
12,21|8|8|5|4|1|1,7,4699,12900724,silent,12896025
12,21|8|8|5|3|2|1,7,8103,25231509,silent,25223406
12,21|8|8|5|2|2|2,7,2888,8536157,silent,8533269
12,21|8|8|4|4|2|1,7,4962,15375386,silent,15370424
12,21|8|8|4|3|3|1,7,3294,13786914,silent,13783620
12,21|8|8|4|3|2|2,7,3807,14630699,silent,14626892
12,21|8|8|3|3|3|2,7,738,5212559,silent,5211821
12,21|8|7|7|3|1|1,7,2967,7766755,silent,7763788
12,21|8|7|7|2|2|1,7,2447,6655203,silent,6652756
12,21|8|7|6|4|1|1,7,5981,17709374,silent,17703393
12,21|8|7|6|3|2|1,7,9590,32179925,silent,32170335
12,21|8|7|6|2|2|2,7,3179,10525334,silent,10522155
12,21|8|7|5|5|1|1,7,3273,10463713,silent,10460440
12,21|8|7|5|4|2|1,7,11503,41788246,silent,41776743
12,21|8|7|5|3|3|1,7,6728,30398799,silent,30392071
12,21|8|7|5|3|2|2,7,6974,31258844,silent,31251870
12,21|8|7|4|4|3|1,7,5689,24017206,silent,24011517
12,21|8|7|4|4|2|2,7,4759,20520080,silent,20515321
12,21|8|7|4|3|3|2,7,3631,23335658,silent,23332027
12,21|8|7|3|3|3|3,7,262,3755004,silent,3754742
12,21|8|6|6|5|1|1,7,2280,7849421,silent,7847141
12,21|8|6|6|4|2|1,7,6852,25452300,silent,25445448
12,21|8|6|6|3|3|1,7,3636,17474897,silent,17471261
12,21|8|6|6|3|2|2,7,4033,17794758,silent,17790725
12,21|8|6|5|5|2|1,7,4517,19490886,silent,19486369
12,21|8|6|5|4|3|1,7,7782,37256012,silent,37248230
12,21|8|6|5|4|2|2,7,6233,30949202,silent,30942969
12,21|8|6|5|3|3|2,7,4143,28746104,silent,28741961
12,21|8|6|4|4|4|1,7,2526,10455163,silent,10452637
12,21|8|6|4|4|3|2,7,4317,25490954,silent,25486637
12,21|8|6|4|3|3|3,7,844,10439082,silent,10438238
12,21|8|5|5|5|3|1,7,1661,9483052,silent,9481391
12,21|8|5|5|5|2|2,7,1082,7372066,silent,7370984
12,21|8|5|5|4|4|1,7,1650,8647784,silent,8646134
12,21|8|5|5|4|3|2,7,2843,19798047,silent,19795204
12,21|8|5|5|3|3|3,7,625,6638632,silent,6638007
12,21|8|5|4|4|4|2,7,1465,7794452,silent,7792987
12,21|8|5|4|4|3|3,7,888,7934727,silent,7933839
12,21|8|4|4|4|4|3,7,318,1598933,silent,1598615
12,21|7|7|7|4|1|1,7,1077,3347925,silent,3346848
12,21|7|7|7|3|2|1,7,1573,5874951,silent,5873378
12,21|7|7|7|2|2|2,7,434,1879562,silent,1879128
12,21|7|7|6|5|1|1,7,1485,5197608,silent,5196123
12,21|7|7|6|4|2|1,7,4045,16316790,silent,16312745
12,21|7|7|6|3|3|1,7,2281,11088576,silent,11086295
12,21|7|7|6|3|2|2,7,2262,11221737,silent,11219475
12,21|7|7|5|5|2|1,7,2293,10373360,silent,10371067
12,21|7|7|5|4|3|1,7,3828,19277461,silent,19273633
12,21|7|7|5|4|2|2,7,2922,15936466,silent,15933544
12,21|7|7|5|3|3|2,7,2096,14652241,silent,14650145
12,21|7|7|4|4|4|1,7,1100,5064370,silent,5063270
12,21|7|7|4|4|3|2,7,1916,12259193,silent,12257277
12,21|7|7|4|3|3|3,7,435,4958346,silent,4957911
12,21|7|6|6|6|1|1,7,394,1498956,silent,1498562
12,21|7|6|6|5|2|1,7,2197,9869941,silent,9867744
12,21|7|6|6|4|3|1,7,2887,14974453,silent,14971566
12,21|7|6|6|4|2|2,7,2385,12261004,silent,12258619
12,21|7|6|6|3|3|2,7,1426,10618476,silent,10617050
12,21|7|6|5|5|3|1,7,2123,12862502,silent,12860379
12,21|7|6|5|5|2|2,7,1520,9934840,silent,9933320
12,21|7|6|5|4|4|1,7,2030,11012225,silent,11010195
12,21|7|6|5|4|3|2,7,3412,24765042,silent,24761630
12,21|7|6|5|3|3|3,7,651,8021400,silent,8020749
12,21|7|6|4|4|4|2,7,1349,7814216,silent,7812867
12,21|7|6|4|4|3|3,7,817,7838471,silent,7837654
12,21|7|5|5|5|4|1,7,528,3925286,silent,3924758
12,21|7|5|5|5|3|2,7,773,7080006,silent,7079233
12,21|7|5|5|4|4|2,7,876,7067197,silent,7066321
12,21|7|5|5|4|3|3,7,656,6726480,silent,6725824
12,21|7|5|4|4|4|3,7,486,3476810,silent,3476324
12,21|7|4|4|4|4|4,7,99,342066,silent,341967
12,21|6|6|6|6|2|1,7,252,1075719,silent,1075467
12,21|6|6|6|5|3|1,7,593,3679912,silent,3679319
12,21|6|6|6|5|2|2,7,500,2811729,silent,2811229
12,21|6|6|6|4|4|1,7,500,2580304,silent,2579804
12,21|6|6|6|4|3|2,7,775,5606215,silent,5605440
12,21|6|6|6|3|3|3,7,98,1680402,silent,1680304
12,21|6|6|5|5|4|1,7,394,2985551,silent,2985157
12,21|6|6|5|5|3|2,7,557,5305963,silent,5305406
12,21|6|6|5|4|4|2,7,689,5023252,silent,5022563
12,21|6|6|5|4|3|3,7,413,4707397,silent,4706984
12,21|6|6|4|4|4|3,7,283,1992927,silent,1992644
12,21|6|5|5|5|5|1,7,57,561875,silent,561818
12,21|6|5|5|5|4|2,7,187,2349354,silent,2349167
12,21|6|5|5|5|3|3,7,156,1806391,silent,1806235
12,21|6|5|5|4|4|3,7,211,2299633,silent,2299422
12,21|6|5|4|4|4|4,7,95,535844,silent,535749
12,21|5|5|5|5|5|2,7,21,192973,silent,192952
12,21|5|5|5|5|4|3,7,28,432691,silent,432663
12,21|5|5|5|4|4|4,7,9,196307,silent,196298
12,20|20|4|1|1|1|1,7,1,1546,silent,1545
12,20|20|3|2|1|1|1,7,2,2487,silent,2485
12,20|20|2|2|2|1|1,7,1,912,silent,911
12,20|19|5|1|1|1|1,7,4,7460,silent,7456
12,20|19|4|2|1|1|1,7,17,17759,silent,17742
12,20|19|3|3|1|1|1,7,13,11083,silent,11070
12,20|19|3|2|2|1|1,7,30,13609,silent,13579
12,20|19|2|2|2|2|1,7,18,3228,silent,3210
12,20|18|6|1|1|1|1,7,17,22658,silent,22641
12,20|18|5|2|1|1|1,7,81,70454,silent,70373
12,20|18|4|3|1|1|1,7,92,77637,silent,77545
12,20|18|4|2|2|1|1,7,135,77400,silent,77265
12,20|18|3|3|2|1|1,7,97,59900,silent,59803
12,20|18|3|2|2|2|1,7,106,34369,silent,34263
12,20|18|2|2|2|2|2,7,37,4687,silent,4650
12,20|17|7|1|1|1|1,7,39,51199,silent,51160
12,20|17|6|2|1|1|1,7,219,195262,silent,195043
12,20|17|5|3|1|1|1,7,350,301490,silent,301140
12,20|17|5|2|2|1|1,7,454,279876,silent,279422
12,20|17|4|4|1|1|1,7,161,153455,silent,153294
12,20|17|4|3|2|1|1,7,529,395036,silent,394507
12,20|17|4|2|2|2|1,7,401,178146,silent,177745
12,20|17|3|3|3|1|1,7,103,105878,silent,105775
12,20|17|3|3|2|2|1,7,218,145143,silent,144925
12,20|17|3|2|2|2|2,7,129,42350,silent,42221
12,20|16|8|1|1|1|1,7,80,90985,silent,90905
12,20|16|7|2|1|1|1,7,454,412351,silent,411897
12,20|16|6|3|1|1|1,7,859,805453,silent,804594
12,20|16|6|2|2|1|1,7,986,722705,silent,721719
12,20|16|5|4|1|1|1,7,758,725703,silent,724945
12,20|16|5|3|2|1|1,7,1707,1450723,silent,1449016
12,20|16|5|2|2|2|1,7,1014,596197,silent,595183
12,20|16|4|4|2|1|1,7,869,803831,silent,802962
12,20|16|4|3|3|1|1,7,651,715795,silent,715144
12,20|16|4|3|2|2|1,7,1148,918798,silent,917650
12,20|16|4|2|2|2|2,7,446,206214,silent,205768
12,20|16|3|3|3|2|1,7,207,312393,silent,312186
12,20|16|3|3|2|2|2,7,191,171188,silent,170997
12,20|15|9|1|1|1|1,7,105,128608,silent,128503
12,20|15|8|2|1|1|1,7,710,680861,silent,680151
12,20|15|7|3|1|1|1,7,1602,1614902,silent,1613300
12,20|15|7|2|2|1|1,7,1768,1423770,silent,1422002
12,20|15|6|4|1|1|1,7,1850,1999730,silent,1997880
12,20|15|6|3|2|1|1,7,3713,3659391,silent,3655678
12,20|15|6|2|2|2|1,7,1988,1441975,silent,1439987
12,20|15|5|5|1|1|1,7,911,948162,silent,947251
12,20|15|5|4|2|1|1,7,3461,3624981,silent,3621520
12,20|15|5|3|3|1|1,7,2042,2571969,silent,2569927
12,20|15|5|3|2|2|1,7,3206,3187458,silent,3184252
12,20|15|5|2|2|2|2,7,920,642930,silent,642010
12,20|15|4|4|3|1|1,7,1405,1786813,silent,1785408
12,20|15|4|4|2|2|1,7,1825,1848759,silent,1846934
12,20|15|4|3|3|2|1,7,1325,2044407,silent,2043082
12,20|15|4|3|2|2|2,7,1020,1036412,silent,1035392
12,20|15|3|3|3|3|1,7,86,317831,silent,317745
12,20|15|3|3|3|2|2,7,155,384261,silent,384106
12,20|14|10|1|1|1|1,7,124,142126,silent,142002
12,20|14|9|2|1|1|1,7,882,881474,silent,880592
12,20|14|8|3|1|1|1,7,2302,2483737,silent,2481435
12,20|14|8|2|2|1|1,7,2371,2166866,silent,2164495
12,20|14|7|4|1|1|1,7,3340,3897139,silent,3893799
12,20|14|7|3|2|1|1,7,6195,6834416,silent,6828221
12,20|14|7|2|2|2|1,7,3038,2629349,silent,2626311
12,20|14|6|5|1|1|1,7,2581,3172954,silent,3170373
12,20|14|6|4|2|1|1,7,7671,9417752,silent,9410081
12,20|14|6|3|3|1|1,7,4365,6193194,silent,6188829
12,20|14|6|3|2|2|1,7,6404,7542115,silent,7535711
12,20|14|6|2|2|2|2,7,1699,1453736,silent,1452037
12,20|14|5|5|2|1|1,7,3698,4635286,silent,4631588
12,20|14|5|4|3|1|1,7,5364,7885075,silent,7879711
12,20|14|5|4|2|2|1,7,6077,7853490,silent,7847413
12,20|14|5|3|3|2|1,7,3942,6966599,silent,6962657
12,20|14|5|3|2|2|2,7,2517,3380965,silent,3378448
12,20|14|4|4|4|1|1,7,1140,1739275,silent,1738135
12,20|14|4|4|3|2|1,7,3013,5055844,silent,5052831
12,20|14|4|4|2|2|2,7,1584,2016739,silent,2015155
12,20|14|4|3|3|3|1,7,645,2038601,silent,2037956
12,20|14|4|3|3|2|2,7,1002,2400693,silent,2399691
12,20|14|3|3|3|3|2,7,68,486945,silent,486877
12,20|13|11|1|1|1|1,7,90,113488,silent,113398
12,20|13|10|2|1|1|1,7,824,859599,silent,858775
12,20|13|9|3|1|1|1,7,2542,2913469,silent,2910927
12,20|13|9|2|2|1|1,7,2621,2527525,silent,2524904
12,20|13|8|4|1|1|1,7,4432,5606789,silent,5602357
12,20|13|8|3|2|1|1,7,7912,9617706,silent,9609794
12,20|13|8|2|2|2|1,7,3715,3652857,silent,3649142
12,20|13|7|5|1|1|1,7,4694,6279241,silent,6274547
12,20|13|7|4|2|1|1,7,12459,16983681,silent,16971222
12,20|13|7|3|3|1|1,7,6791,10780282,silent,10773491
12,20|13|7|3|2|2|1,7,9557,12987955,silent,12978398
12,20|13|7|2|2|2|2,7,2229,2432258,silent,2430029
12,20|13|6|6|1|1|1,7,1919,2819838,silent,2817919
12,20|13|6|5|2|1|1,7,9854,14568408,silent,14558554
12,20|13|6|4|3|1|1,7,11472,19448638,silent,19437166
12,20|13|6|4|2|2|1,7,12490,19024399,silent,19011909
12,20|13|6|3|3|2|1,7,7813,15653504,silent,15645691
12,20|13|6|3|2|2|2,7,4678,7435374,silent,7430696
12,20|13|5|5|3|1|1,7,5902,10377418,silent,10371516
12,20|13|5|5|2|2|1,7,5676,9572014,silent,9566338
12,20|13|5|4|4|1|1,7,4458,7901608,silent,7897150
12,20|13|5|4|3|2|1,7,10285,20994016,silent,20983731
12,20|13|5|4|2|2|2,7,4470,7997080,silent,7992610
12,20|13|5|3|3|3|1,7,2010,6633459,silent,6631449
12,20|13|5|3|3|2|2,7,2839,7677045,silent,7674206
12,20|13|4|4|4|2|1,7,2654,5116106,silent,5113452
12,20|13|4|4|3|3|1,7,1754,5207983,silent,5206229
12,20|13|4|4|3|2|2,7,2350,5721190,silent,5718840
12,20|13|4|3|3|3|2,7,497,2961975,silent,2961478
12,20|13|3|3|3|3|3,7,12,292508,silent,292496
12,20|12|12|1|1|1|1,7,42,43579,silent,43537
12,20|12|11|2|1|1|1,7,507,538465,silent,537958
12,20|12|10|3|1|1|1,7,2023,2412327,silent,2410304
12,20|12|10|2|2|1|1,7,1984,2084996,silent,2083012
12,20|12|9|4|1|1|1,7,4391,5853825,silent,5849434
12,20|12|9|3|2|1|1,7,7633,9917043,silent,9909410
12,20|12|9|2|2|2|1,7,3455,3736887,silent,3733432
12,20|12|8|5|1|1|1,7,5837,8480186,silent,8474349
12,20|12|8|4|2|1|1,7,14634,21977026,silent,21962392
12,20|12|8|3|3|1|1,7,8045,13707667,silent,13699622
12,20|12|8|3|2|2|1,7,10924,16420179,silent,16409255
12,20|12|8|2|2|2|2,7,2537,3036534,silent,3033997
12,20|12|7|6|1|1|1,7,4265,6616588,silent,6612323
12,20|12|7|5|2|1|1,7,16052,26331971,silent,26315919
12,20|12|7|4|3|1|1,7,17178,32281142,silent,32263964
12,20|12|7|4|2|2|1,7,17919,31235320,silent,31217401
12,20|12|7|3|3|2|1,7,11180,24852562,silent,24841382
12,20|12|7|3|2|2|2,7,6247,11647837,silent,11641590
12,20|12|6|6|2|1|1,7,6887,12195324,silent,12188437
12,20|12|6|5|3|1|1,7,15115,30632978,silent,30617863
12,20|12|6|5|2|2|1,7,14419,27795242,silent,27780823
12,20|12|6|4|4|1|1,7,8999,18736001,silent,18727002
12,20|12|6|4|3|2|1,7,20386,47806598,silent,47786212
12,20|12|6|4|2|2|2,7,8582,17829220,silent,17820638
12,20|12|6|3|3|3|1,7,3880,13851436,silent,13847556
12,20|12|6|3|3|2|2,7,5153,15876954,silent,15871801
12,20|12|5|5|4|1|1,7,5775,12577272,silent,12571497
12,20|12|5|5|3|2|1,7,10313,26162728,silent,26152415
12,20|12|5|5|2|2|2,7,3640,9123381,silent,9119741
12,20|12|5|4|4|2|1,7,8830,21651275,silent,21642445
12,20|12|5|4|3|3|1,7,6066,20486003,silent,20479937
12,20|12|5|4|3|2|2,7,7184,22055507,silent,22048323
12,20|12|5|3|3|3|2,7,1546,8968068,silent,8966522
12,20|12|4|4|4|3|1,7,2195,6426721,silent,6424526
12,20|12|4|4|4|2|2,7,2138,5673857,silent,5671719
12,20|12|4|4|3|3|2,7,1420,7224983,silent,7223563
12,20|12|4|3|3|3|3,7,108,1688743,silent,1688635
12,20|11|11|3|1|1|1,7,775,945110,silent,944335
12,20|11|11|2|2|1|1,7,813,816400,silent,815587
12,20|11|10|4|1|1|1,7,2744,3805834,silent,3803090
12,20|11|10|3|2|1|1,7,4719,6408416,silent,6403697
12,20|11|10|2|2|2|1,7,2109,2405960,silent,2403851
12,20|11|9|5|1|1|1,7,5019,7628221,silent,7623202
12,20|11|9|4|2|1|1,7,12277,19342763,silent,19330486
12,20|11|9|3|3|1|1,7,6551,11946740,silent,11940189
12,20|11|9|3|2|2|1,7,8827,14257980,silent,14249153
12,20|11|9|2|2|2|2,7,1865,2608185,silent,2606320
12,20|11|8|6|1|1|1,7,5140,8575526,silent,8570386
12,20|11|8|5|2|1|1,7,17502,31144362,silent,31126860
12,20|11|8|4|3|1|1,7,18107,36754359,silent,36736252
12,20|11|8|4|2|2|1,7,18577,35360800,silent,35342223
12,20|11|8|3|3|2|1,7,11552,27659518,silent,27647966
12,20|11|8|3|2|2|2,7,6288,12873549,silent,12867261
12,20|11|7|7|1|1|1,7,2332,3873949,silent,3871617
12,20|11|7|6|2|1|1,7,13392,25575280,silent,25561888
12,20|11|7|5|3|1|1,7,22402,49963528,silent,49941126
12,20|11|7|5|2|2|1,7,20662,44864944,silent,44844282
12,20|11|7|4|4|1|1,7,12486,28428659,silent,28416173
12,20|11|7|4|3|2|1,7,27174,70969603,silent,70942429
12,20|11|7|4|2|2|2,7,10666,26109277,silent,26098611
12,20|11|7|3|3|3|1,7,5181,19772011,silent,19766830
12,20|11|7|3|3|2|2,7,6724,22531779,silent,22525055
12,20|11|6|6|3|1|1,7,10254,24319067,silent,24308813
12,20|11|6|6|2|2|1,7,9514,21360032,silent,21350518
12,20|11|6|5|4|1|1,7,13952,35104931,silent,35090979
12,20|11|6|5|3|2|1,7,24613,70225975,silent,70201362
12,20|11|6|5|2|2|2,7,8761,24012576,silent,24003815
12,20|11|6|4|4|2|1,7,16498,46695278,silent,46678780
12,20|11|6|4|3|3|1,7,11278,42713157,silent,42701879
12,20|11|6|4|3|2|2,7,13018,45532055,silent,45519037
12,20|11|6|3|3|3|2,7,2732,16992808,silent,16990076
12,20|11|5|5|5|1|1,7,2564,7179814,silent,7177250
12,20|11|5|5|4|2|1,7,10130,32211971,silent,32201841
12,20|11|5|5|3|3|1,7,6201,24477982,silent,24471781
12,20|11|5|5|3|2|2,7,6466,25444273,silent,25437807
12,20|11|5|4|4|3|1,7,7058,25428943,silent,25421885
12,20|11|5|4|4|2|2,7,6004,21981174,silent,21975170
12,20|11|5|4|3|3|2,7,4670,26098669,silent,26093999
12,20|11|5|3|3|3|3,7,349,4724275,silent,4723926
12,20|11|4|4|4|4|1,7,1130,3362569,silent,3361439
12,20|11|4|4|4|3|2,7,1933,8643965,silent,8642032
12,20|11|4|4|3|3|3,7,342,3966231,silent,3965889
12,20|10|10|5|1|1|1,7,1942,3089822,silent,3087880
12,20|10|10|4|2|1|1,7,4658,7769362,silent,7764704
12,20|10|10|3|3|1|1,7,2611,4784206,silent,4781595
12,20|10|10|3|2|2|1,7,3428,5704739,silent,5701311
12,20|10|10|2|2|2|2,7,819,1045823,silent,1045004
12,20|10|9|6|1|1|1,7,3584,6188000,silent,6184416
12,20|10|9|5|2|1|1,7,11614,21623052,silent,21611438
12,20|10|9|4|3|1|1,7,11805,25075052,silent,25063247
12,20|10|9|4|2|2|1,7,11933,24045872,silent,24033939
12,20|10|9|3|3|2|1,7,7439,18657780,silent,18650341
12,20|10|9|3|2|2|2,7,3945,8648299,silent,8644354
12,20|10|8|7|1|1|1,7,2966,5362162,silent,5359196
12,20|10|8|6|2|1|1,7,13401,27613438,silent,27600037
12,20|10|8|5|3|1|1,7,20860,49580013,silent,49559153
12,20|10|8|5|2|2|1,7,19085,44302970,silent,44283885
12,20|10|8|4|4|1|1,7,11036,27359776,silent,27348740
12,20|10|8|4|3|2|1,7,24204,67565979,silent,67541775
12,20|10|8|4|2|2|2,7,9565,24712366,silent,24702801
12,20|10|8|3|3|3|1,7,4629,18456542,silent,18451913
12,20|10|8|3|3|2|2,7,5760,20964458,silent,20958698
12,20|10|7|7|2|1|1,7,6239,13087565,silent,13081326
12,20|10|7|6|3|1|1,7,17389,44480273,silent,44462884
12,20|10|7|6|2|2|1,7,15376,38657250,silent,38641874
12,20|10|7|5|4|1|1,7,18496,50680850,silent,50662354
12,20|10|7|5|3|2|1,7,31754,99325642,silent,99293888
12,20|10|7|5|2|2|2,7,10802,33548871,silent,33538069
12,20|10|7|4|4|2|1,7,19545,61503067,silent,61483522
12,20|10|7|4|3|3|1,7,13535,55334331,silent,55320796
12,20|10|7|4|3|2|2,7,15085,58626490,silent,58611405
12,20|10|7|3|3|3|2,7,3269,21069522,silent,21066253
12,20|10|6|6|4|1|1,7,9224,27195075,silent,27185851
12,20|10|6|6|3|2|1,7,15414,50034296,silent,50018882
12,20|10|6|6|2|2|2,7,5438,16474350,silent,16468912
12,20|10|6|5|5|1|1,7,6226,19465623,silent,19459397
12,20|10|6|5|4|2|1,7,22661,79924195,silent,79901534
12,20|10|6|5|3|3|1,7,13354,58724358,silent,58711004
12,20|10|6|5|3|2|2,7,14056,60508597,silent,60494541
12,20|10|6|4|4|3|1,7,11930,49123590,silent,49111660
12,20|10|6|4|4|2|2,7,10280,42062519,silent,42052239
12,20|10|6|4|3|3|2,7,7743,48284025,silent,48276282
12,20|10|6|3|3|3|3,7,605,7983668,silent,7983063
12,20|10|5|5|5|2|1,7,4139,17348553,silent,17344414
12,20|10|5|5|4|3|1,7,7798,35626095,silent,35618297
12,20|10|5|5|4|2|2,7,5956,29732299,silent,29726343
12,20|10|5|5|3|3|2,7,4439,28398763,silent,28394324
12,20|10|5|4|4|4|1,7,3110,12461882,silent,12458772
12,20|10|5|4|4|3|2,7,5470,30821437,silent,30815967
12,20|10|5|4|3|3|3,7,1184,13019083,silent,13017899
12,20|10|4|4|4|4|2,7,1123,4568390,silent,4567267
12,20|10|4|4|4|3|3,7,562,4762690,silent,4762128
12,20|9|9|7|1|1|1,7,1396,2528721,silent,2527325
12,20|9|9|6|2|1|1,7,5826,12091396,silent,12085570
12,20|9|9|5|3|1|1,7,8569,21041709,silent,21033140
12,20|9|9|5|2|2|1,7,7703,18740476,silent,18732773
12,20|9|9|4|4|1|1,7,4637,11478710,silent,11474073
12,20|9|9|4|3|2|1,7,9728,28183820,silent,28174092
12,20|9|9|4|2|2|2,7,3556,10255182,silent,10251626
12,20|9|9|3|3|3|1,7,1861,7640786,silent,7638925
12,20|9|9|3|3|2|2,7,2405,8667129,silent,8664724
12,20|9|8|8|1|1|1,7,770,1540498,silent,1539728
12,20|9|8|7|2|1|1,7,6102,13630265,silent,13624163
12,20|9|8|6|3|1|1,7,13618,36606824,silent,36593206
12,20|9|8|6|2|2|1,7,11975,31671335,silent,31659360
12,20|9|8|5|4|1|1,7,13401,38743605,silent,38730204
12,20|9|8|5|3|2|1,7,22881,75193134,silent,75170253
12,20|9|8|5|2|2|2,7,7759,25257100,silent,25249341
12,20|9|8|4|4|2|1,7,13609,45271082,silent,45257473
12,20|9|8|4|3|3|1,7,9420,40396347,silent,40386927
12,20|9|8|4|3|2|2,7,10414,42678176,silent,42667762
12,20|9|8|3|3|3|2,7,2244,15068529,silent,15066285
12,20|9|7|7|3|1|1,7,6875,19121154,silent,19114279
12,20|9|7|7|2|2|1,7,5699,16322414,silent,16316715
12,20|9|7|6|4|1|1,7,13391,41607003,silent,41593612
12,20|9|7|6|3|2|1,7,21237,75037787,silent,75016550
12,20|9|7|6|2|2|2,7,6810,24386442,silent,24379632
12,20|9|7|5|5|1|1,7,7112,24103455,silent,24096343
12,20|9|7|5|4|2|1,7,24800,95135344,silent,95110544
12,20|9|7|5|3|3|1,7,14682,68824181,silent,68809499
12,20|9|7|5|3|2|2,7,15074,70513502,silent,70498428
12,20|9|7|4|4|3|1,7,12034,53741742,silent,53729708
12,20|9|7|4|4|2|2,7,9792,45726702,silent,45716910
12,20|9|7|4|3|3|2,7,7919,51733345,silent,51725426
12,20|9|7|3|3|3|3,7,599,8217955,silent,8217356
12,20|9|6|6|5|1|1,7,4702,16769086,silent,16764384
12,20|9|6|6|4|2|1,7,13571,53701953,silent,53688382
12,20|9|6|6|3|3|1,7,7438,36683331,silent,36675893
12,20|9|6|6|3|2|2,7,7864,37193255,silent,37185391
12,20|9|6|5|5|2|1,7,8964,40341539,silent,40332575
12,20|9|6|5|4|3|1,7,15167,76331100,silent,76315933
12,20|9|6|5|4|2|2,7,11986,63163218,silent,63151232
12,20|9|6|5|3|3|2,7,8265,58352513,silent,58344248
12,20|9|6|4|4|4|1,7,4625,21094905,silent,21090280
12,20|9|6|4|4|3|2,7,8117,51121605,silent,51113488
12,20|9|6|4|3|3|3,7,1756,20781475,silent,20779719
12,20|9|5|5|5|3|1,7,3133,18614296,silent,18611163
12,20|9|5|5|5|2|2,7,2153,14426744,silent,14424591
12,20|9|5|5|4|4|1,7,3041,16849188,silent,16846147
12,20|9|5|5|4|3|2,7,5296,38326235,silent,38320939
12,20|9|5|5|3|3|3,7,1155,12744854,silent,12743699
