delta,lam,ell,a,m_det,class,margin
10,23|3|2|2|2|2|2|2|1|1,10,0,-1,a0,
10,23|2|2|2|2|2|2|2|2|1,10,0,-1,a0,
10,22|10|1|1|1|1|1|1|1|1,10,0,-1,a0,
10,22|9|2|1|1|1|1|1|1|1,10,0,-1,a0,
10,22|8|3|1|1|1|1|1|1|1,10,0,-1,a0,
10,22|8|2|2|1|1|1|1|1|1,10,0,-1,a0,
10,22|7|4|1|1|1|1|1|1|1,10,0,-1,a0,
10,22|7|3|2|1|1|1|1|1|1,10,0,-1,a0,
10,22|7|2|2|2|1|1|1|1|1,10,0,-1,a0,
10,22|6|5|1|1|1|1|1|1|1,10,0,-1,a0,
10,22|6|4|2|1|1|1|1|1|1,10,0,-1,a0,
10,22|6|3|3|1|1|1|1|1|1,10,0,-1,a0,
10,22|6|3|2|2|1|1|1|1|1,10,0,-1,a0,
10,22|6|2|2|2|2|1|1|1|1,10,0,-1,a0,
10,22|5|5|2|1|1|1|1|1|1,10,0,-1,a0,
10,22|5|4|3|1|1|1|1|1|1,10,0,-1,a0,
10,22|5|4|2|2|1|1|1|1|1,10,0,-1,a0,
10,22|5|3|3|2|1|1|1|1|1,10,0,-1,a0,
10,22|5|3|2|2|2|1|1|1|1,10,0,-1,a0,
10,22|5|2|2|2|2|2|1|1|1,10,0,-1,a0,
10,22|4|4|4|1|1|1|1|1|1,10,0,-1,a0,
10,22|4|4|3|2|1|1|1|1|1,10,0,-1,a0,
10,22|4|4|2|2|2|1|1|1|1,10,0,-1,a0,
10,22|4|3|3|3|1|1|1|1|1,10,0,-1,a0,
10,22|4|3|3|2|2|1|1|1|1,10,0,-1,a0,
10,22|4|3|2|2|2|2|1|1|1,10,0,-1,a0,
10,22|4|2|2|2|2|2|2|1|1,10,0,-1,a0,
10,22|3|3|3|3|2|1|1|1|1,10,0,-1,a0,
10,22|3|3|3|2|2|2|1|1|1,10,0,-1,a0,
10,22|3|3|2|2|2|2|2|1|1,10,0,-1,a0,
10,22|3|2|2|2|2|2|2|2|1,10,0,-1,a0,
10,22|2|2|2|2|2|2|2|2|2,10,1,18,silent,17
10,21|11|1|1|1|1|1|1|1|1,10,0,-1,a0,
10,21|10|2|1|1|1|1|1|1|1,10,0,-1,a0,
10,21|9|3|1|1|1|1|1|1|1,10,0,-1,a0,
10,21|9|2|2|1|1|1|1|1|1,10,0,-1,a0,
10,21|8|4|1|1|1|1|1|1|1,10,0,-1,a0,
10,21|8|3|2|1|1|1|1|1|1,10,0,-1,a0,
10,21|8|2|2|2|1|1|1|1|1,10,0,-1,a0,
10,21|7|5|1|1|1|1|1|1|1,10,0,-1,a0,
10,21|7|4|2|1|1|1|1|1|1,10,0,-1,a0,
10,21|7|3|3|1|1|1|1|1|1,10,0,-1,a0,
10,21|7|3|2|2|1|1|1|1|1,10,0,-1,a0,
10,21|7|2|2|2|2|1|1|1|1,10,0,-1,a0,
10,21|6|6|1|1|1|1|1|1|1,10,0,-1,a0,
10,21|6|5|2|1|1|1|1|1|1,10,0,-1,a0,
10,21|6|4|3|1|1|1|1|1|1,10,0,-1,a0,
10,21|6|4|2|2|1|1|1|1|1,10,0,-1,a0,
10,21|6|3|3|2|1|1|1|1|1,10,0,-1,a0,
10,21|6|3|2|2|2|1|1|1|1,10,0,-1,a0,
10,21|6|2|2|2|2|2|1|1|1,10,0,-1,a0,
10,21|5|5|3|1|1|1|1|1|1,10,0,-1,a0,
10,21|5|5|2|2|1|1|1|1|1,10,0,-1,a0,
10,21|5|4|4|1|1|1|1|1|1,10,0,-1,a0,
10,21|5|4|3|2|1|1|1|1|1,10,0,-1,a0,
10,21|5|4|2|2|2|1|1|1|1,10,0,-1,a0,
10,21|5|3|3|3|1|1|1|1|1,10,0,-1,a0,
10,21|5|3|3|2|2|1|1|1|1,10,0,-1,a0,
10,21|5|3|2|2|2|2|1|1|1,10,0,-1,a0,
10,21|5|2|2|2|2|2|2|1|1,10,0,-1,a0,
10,21|4|4|4|2|1|1|1|1|1,10,0,-1,a0,
10,21|4|4|3|3|1|1|1|1|1,10,0,-1,a0,
10,21|4|4|3|2|2|1|1|1|1,10,0,-1,a0,
10,21|4|4|2|2|2|2|1|1|1,10,0,-1,a0,
10,21|4|3|3|3|2|1|1|1|1,10,0,-1,a0,
10,21|4|3|3|2|2|2|1|1|1,10,0,-1,a0,
10,21|4|3|2|2|2|2|2|1|1,10,0,-1,a0,
10,21|4|2|2|2|2|2|2|2|1,10,1,317,silent,316
10,21|3|3|3|3|3|1|1|1|1,10,0,-1,a0,
10,21|3|3|3|3|2|2|1|1|1,10,0,-1,a0,
10,21|3|3|3|2|2|2|2|1|1,10,0,-1,a0,
10,21|3|3|2|2|2|2|2|2|1,10,0,-1,a0,
10,21|3|2|2|2|2|2|2|2|2,10,0,-1,a0,
10,20|12|1|1|1|1|1|1|1|1,10,0,-1,a0,
10,20|11|2|1|1|1|1|1|1|1,10,0,-1,a0,
10,20|10|3|1|1|1|1|1|1|1,10,0,-1,a0,
10,20|10|2|2|1|1|1|1|1|1,10,0,-1,a0,
10,20|9|4|1|1|1|1|1|1|1,10,0,-1,a0,
10,20|9|3|2|1|1|1|1|1|1,10,0,-1,a0,
10,20|9|2|2|2|1|1|1|1|1,10,0,-1,a0,
10,20|8|5|1|1|1|1|1|1|1,10,0,-1,a0,
10,20|8|4|2|1|1|1|1|1|1,10,0,-1,a0,
10,20|8|3|3|1|1|1|1|1|1,10,0,-1,a0,
10,20|8|3|2|2|1|1|1|1|1,10,0,-1,a0,
10,20|8|2|2|2|2|1|1|1|1,10,0,-1,a0,
10,20|7|6|1|1|1|1|1|1|1,10,0,-1,a0,
10,20|7|5|2|1|1|1|1|1|1,10,0,-1,a0,
10,20|7|4|3|1|1|1|1|1|1,10,0,-1,a0,
10,20|7|4|2|2|1|1|1|1|1,10,0,-1,a0,
10,20|7|3|3|2|1|1|1|1|1,10,0,-1,a0,
10,20|7|3|2|2|2|1|1|1|1,10,0,-1,a0,
10,20|7|2|2|2|2|2|1|1|1,10,0,-1,a0,
10,20|6|6|2|1|1|1|1|1|1,10,0,-1,a0,
10,20|6|5|3|1|1|1|1|1|1,10,0,-1,a0,
10,20|6|5|2|2|1|1|1|1|1,10,0,-1,a0,
10,20|6|4|4|1|1|1|1|1|1,10,0,-1,a0,
10,20|6|4|3|2|1|1|1|1|1,10,0,-1,a0,
10,20|6|4|2|2|2|1|1|1|1,10,0,-1,a0,
10,20|6|3|3|3|1|1|1|1|1,10,0,-1,a0,
10,20|6|3|3|2|2|1|1|1|1,10,0,-1,a0,
10,20|6|3|2|2|2|2|1|1|1,10,0,-1,a0,
10,20|6|2|2|2|2|2|2|1|1,10,0,-1,a0,
10,20|5|5|4|1|1|1|1|1|1,10,0,-1,a0,
10,20|5|5|3|2|1|1|1|1|1,10,0,-1,a0,
10,20|5|5|2|2|2|1|1|1|1,10,0,-1,a0,
10,20|5|4|4|2|1|1|1|1|1,10,0,-1,a0,
10,20|5|4|3|3|1|1|1|1|1,10,0,-1,a0,
10,20|5|4|3|2|2|1|1|1|1,10,0,-1,a0,
10,20|5|4|2|2|2|2|1|1|1,10,0,-1,a0,
10,20|5|3|3|3|2|1|1|1|1,10,0,-1,a0,
10,20|5|3|3|2|2|2|1|1|1,10,0,-1,a0,
10,20|5|3|2|2|2|2|2|1|1,10,1,6178,silent,6177
10,20|5|2|2|2|2|2|2|2|1,10,1,851,silent,850
10,20|4|4|4|3|1|1|1|1|1,10,0,-1,a0,
10,20|4|4|4|2|2|1|1|1|1,10,0,-1,a0,
10,20|4|4|3|3|2|1|1|1|1,10,0,-1,a0,
10,20|4|4|3|2|2|2|1|1|1,10,0,-1,a0,
10,20|4|4|2|2|2|2|2|1|1,10,0,-1,a0,
10,20|4|3|3|3|3|1|1|1|1,10,0,-1,a0,
10,20|4|3|3|3|2|2|1|1|1,10,0,-1,a0,
10,20|4|3|3|2|2|2|2|1|1,10,0,-1,a0,
10,20|4|3|2|2|2|2|2|2|1,10,0,-1,a0,
10,20|4|2|2|2|2|2|2|2|2,10,1,206,silent,205
10,20|3|3|3|3|3|2|1|1|1,10,0,-1,a0,
10,20|3|3|3|3|2|2|2|1|1,10,0,-1,a0,
10,20|3|3|3|2|2|2|2|2|1,10,0,-1,a0,
10,20|3|3|2|2|2|2|2|2|2,10,0,-1,a0,
10,19|13|1|1|1|1|1|1|1|1,10,0,-1,a0,
10,19|12|2|1|1|1|1|1|1|1,10,0,-1,a0,
10,19|11|3|1|1|1|1|1|1|1,10,0,-1,a0,
10,19|11|2|2|1|1|1|1|1|1,10,0,-1,a0,
10,19|10|4|1|1|1|1|1|1|1,10,0,-1,a0,
10,19|10|3|2|1|1|1|1|1|1,10,0,-1,a0,
10,19|10|2|2|2|1|1|1|1|1,10,0,-1,a0,
10,19|9|5|1|1|1|1|1|1|1,10,0,-1,a0,
10,19|9|4|2|1|1|1|1|1|1,10,0,-1,a0,
10,19|9|3|3|1|1|1|1|1|1,10,0,-1,a0,
10,19|9|3|2|2|1|1|1|1|1,10,0,-1,a0,
10,19|9|2|2|2|2|1|1|1|1,10,0,-1,a0,
10,19|8|6|1|1|1|1|1|1|1,10,0,-1,a0,
10,19|8|5|2|1|1|1|1|1|1,10,0,-1,a0,
10,19|8|4|3|1|1|1|1|1|1,10,0,-1,a0,
10,19|8|4|2|2|1|1|1|1|1,10,0,-1,a0,
10,19|8|3|3|2|1|1|1|1|1,10,0,-1,a0,
10,19|8|3|2|2|2|1|1|1|1,10,0,-1,a0,
10,19|8|2|2|2|2|2|1|1|1,10,0,-1,a0,
10,19|7|7|1|1|1|1|1|1|1,10,0,-1,a0,
10,19|7|6|2|1|1|1|1|1|1,10,0,-1,a0,
10,19|7|5|3|1|1|1|1|1|1,10,0,-1,a0,
10,19|7|5|2|2|1|1|1|1|1,10,0,-1,a0,
10,19|7|4|4|1|1|1|1|1|1,10,0,-1,a0,
10,19|7|4|3|2|1|1|1|1|1,10,0,-1,a0,
10,19|7|4|2|2|2|1|1|1|1,10,0,-1,a0,
10,19|7|3|3|3|1|1|1|1|1,10,0,-1,a0,
10,19|7|3|3|2|2|1|1|1|1,10,0,-1,a0,
10,19|7|3|2|2|2|2|1|1|1,10,0,-1,a0,
10,19|7|2|2|2|2|2|2|1|1,10,1,4287,silent,4286
10,19|6|6|3|1|1|1|1|1|1,10,0,-1,a0,
10,19|6|6|2|2|1|1|1|1|1,10,0,-1,a0,
10,19|6|5|4|1|1|1|1|1|1,10,0,-1,a0,
10,19|6|5|3|2|1|1|1|1|1,10,0,-1,a0,
10,19|6|5|2|2|2|1|1|1|1,10,0,-1,a0,
10,19|6|4|4|2|1|1|1|1|1,10,0,-1,a0,
10,19|6|4|3|3|1|1|1|1|1,10,0,-1,a0,
10,19|6|4|3|2|2|1|1|1|1,10,0,-1,a0,
10,19|6|4|2|2|2|2|1|1|1,10,0,-1,a0,
10,19|6|3|3|3|2|1|1|1|1,10,0,-1,a0,
10,19|6|3|3|2|2|2|1|1|1,10,1,41836,silent,41835
10,19|6|3|2|2|2|2|2|1|1,10,1,14717,silent,14716
10,19|6|2|2|2|2|2|2|2|1,10,1,1864,silent,1863
10,19|5|5|5|1|1|1|1|1|1,10,0,-1,a0,
10,19|5|5|4|2|1|1|1|1|1,10,0,-1,a0,
10,19|5|5|3|3|1|1|1|1|1,10,0,-1,a0,
10,19|5|5|3|2|2|1|1|1|1,10,0,-1,a0,
10,19|5|5|2|2|2|2|1|1|1,10,1,21956,silent,21955
10,19|5|4|4|3|1|1|1|1|1,10,0,-1,a0,
10,19|5|4|4|2|2|1|1|1|1,10,0,-1,a0,
10,19|5|4|3|3|2|1|1|1|1,10,0,-1,a0,
10,19|5|4|3|2|2|2|1|1|1,10,0,-1,a0,
10,19|5|4|2|2|2|2|2|1|1,10,1,16593,silent,16592
10,19|5|3|3|3|3|1|1|1|1,10,0,-1,a0,
10,19|5|3|3|3|2|2|1|1|1,10,0,-1,a0,
10,19|5|3|3|2|2|2|2|1|1,10,0,-1,a0,
10,19|5|3|2|2|2|2|2|2|1,10,1,4822,silent,4821
10,19|5|2|2|2|2|2|2|2|2,10,0,-1,a0,
10,19|4|4|4|4|1|1|1|1|1,10,0,-1,a0,
10,19|4|4|4|3|2|1|1|1|1,10,0,-1,a0,
10,19|4|4|4|2|2|2|1|1|1,10,0,-1,a0,
10,19|4|4|3|3|3|1|1|1|1,10,0,-1,a0,
10,19|4|4|3|3|2|2|1|1|1,10,0,-1,a0,
10,19|4|4|3|2|2|2|2|1|1,10,0,-1,a0,
10,19|4|4|2|2|2|2|2|2|1,10,1,3057,silent,3056
10,19|4|3|3|3|3|2|1|1|1,10,0,-1,a0,
10,19|4|3|3|3|2|2|2|1|1,10,0,-1,a0,
10,19|4|3|3|2|2|2|2|2|1,10,0,-1,a0,
10,19|4|3|2|2|2|2|2|2|2,10,0,-1,a0,
10,19|3|3|3|3|3|3|1|1|1,10,0,-1,a0,
10,19|3|3|3|3|3|2|2|1|1,10,0,-1,a0,
10,19|3|3|3|3|2|2|2|2|1,10,0,-1,a0,
10,19|3|3|3|2|2|2|2|2|2,10,0,-1,a0,
10,18|14|1|1|1|1|1|1|1|1,10,0,-1,a0,
10,18|13|2|1|1|1|1|1|1|1,10,0,-1,a0,
10,18|12|3|1|1|1|1|1|1|1,10,0,-1,a0,
10,18|12|2|2|1|1|1|1|1|1,10,0,-1,a0,
10,18|11|4|1|1|1|1|1|1|1,10,0,-1,a0,
10,18|11|3|2|1|1|1|1|1|1,10,0,-1,a0,
10,18|11|2|2|2|1|1|1|1|1,10,0,-1,a0,
10,18|10|5|1|1|1|1|1|1|1,10,0,-1,a0,
10,18|10|4|2|1|1|1|1|1|1,10,0,-1,a0,
10,18|10|3|3|1|1|1|1|1|1,10,0,-1,a0,
10,18|10|3|2|2|1|1|1|1|1,10,0,-1,a0,
10,18|10|2|2|2|2|1|1|1|1,10,0,-1,a0,
10,18|9|6|1|1|1|1|1|1|1,10,0,-1,a0,
10,18|9|5|2|1|1|1|1|1|1,10,0,-1,a0,
10,18|9|4|3|1|1|1|1|1|1,10,0,-1,a0,
10,18|9|4|2|2|1|1|1|1|1,10,0,-1,a0,
10,18|9|3|3|2|1|1|1|1|1,10,0,-1,a0,
10,18|9|3|2|2|2|1|1|1|1,10,0,-1,a0,
10,18|9|2|2|2|2|2|1|1|1,10,0,-1,a0,
10,18|8|7|1|1|1|1|1|1|1,10,0,-1,a0,
10,18|8|6|2|1|1|1|1|1|1,10,0,-1,a0,
10,18|8|5|3|1|1|1|1|1|1,10,0,-1,a0,
10,18|8|5|2|2|1|1|1|1|1,10,0,-1,a0,
10,18|8|4|4|1|1|1|1|1|1,10,0,-1,a0,
10,18|8|4|3|2|1|1|1|1|1,10,0,-1,a0,
10,18|8|4|2|2|2|1|1|1|1,10,0,-1,a0,
10,18|8|3|3|3|1|1|1|1|1,10,0,-1,a0,
10,18|8|3|3|2|2|1|1|1|1,10,0,-1,a0,
10,18|8|3|2|2|2|2|1|1|1,10,1,44342,silent,44341
10,18|8|2|2|2|2|2|2|1|1,10,0,-1,a0,
10,18|7|7|2|1|1|1|1|1|1,10,0,-1,a0,
10,18|7|6|3|1|1|1|1|1|1,10,0,-1,a0,
10,18|7|6|2|2|1|1|1|1|1,10,0,-1,a0,
10,18|7|5|4|1|1|1|1|1|1,10,0,-1,a0,
10,18|7|5|3|2|1|1|1|1|1,10,0,-1,a0,
10,18|7|5|2|2|2|1|1|1|1,10,0,-1,a0,
10,18|7|4|4|2|1|1|1|1|1,10,0,-1,a0,
10,18|7|4|3|3|1|1|1|1|1,10,0,-1,a0,
10,18|7|4|3|2|2|1|1|1|1,10,0,-1,a0,
10,18|7|4|2|2|2|2|1|1|1,10,1,88221,silent,88220
10,18|7|3|3|3|2|1|1|1|1,10,1,95115,silent,95114
10,18|7|3|3|2|2|2|1|1|1,10,1,84299,silent,84298
10,18|7|3|2|2|2|2|2|1|1,10,2,28847,silent,28845
10,18|7|2|2|2|2|2|2|2|1,10,1,3432,silent,3431
10,18|6|6|4|1|1|1|1|1|1,10,0,-1,a0,
10,18|6|6|3|2|1|1|1|1|1,10,0,-1,a0,
10,18|6|6|2|2|2|1|1|1|1,10,0,-1,a0,
10,18|6|5|5|1|1|1|1|1|1,10,0,-1,a0,
10,18|6|5|4|2|1|1|1|1|1,10,0,-1,a0,
10,18|6|5|3|3|1|1|1|1|1,10,0,-1,a0,
10,18|6|5|3|2|2|1|1|1|1,10,1,233978,silent,233977
10,18|6|5|2|2|2|2|1|1|1,10,1,80554,silent,80553
10,18|6|4|4|3|1|1|1|1|1,10,0,-1,a0,
10,18|6|4|4|2|2|1|1|1|1,10,0,-1,a0,
10,18|6|4|3|3|2|1|1|1|1,10,0,-1,a0,
10,18|6|4|3|2|2|2|1|1|1,10,1,171430,silent,171429
10,18|6|4|2|2|2|2|2|1|1,10,1,45496,silent,45495
10,18|6|3|3|3|3|1|1|1|1,10,0,-1,a0,
10,18|6|3|3|3|2|2|1|1|1,10,0,-1,a0,
10,18|6|3|3|2|2|2|2|1|1,10,1,46738,silent,46737
10,18|6|3|2|2|2|2|2|2|1,10,1,11640,silent,11639
10,18|6|2|2|2|2|2|2|2|2,10,1,1053,silent,1052
10,18|5|5|5|2|1|1|1|1|1,10,0,-1,a0,
10,18|5|5|4|3|1|1|1|1|1,10,0,-1,a0,
10,18|5|5|4|2|2|1|1|1|1,10,0,-1,a0,
10,18|5|5|3|3|2|1|1|1|1,10,0,-1,a0,
10,18|5|5|3|2|2|2|1|1|1,10,1,96471,silent,96470
10,18|5|5|2|2|2|2|2|1|1,10,2,24270,silent,24268
10,18|5|4|4|4|1|1|1|1|1,10,0,-1,a0,
10,18|5|4|4|3|2|1|1|1|1,10,0,-1,a0,
10,18|5|4|4|2|2|2|1|1|1,10,0,-1,a0,
10,18|5|4|3|3|3|1|1|1|1,10,0,-1,a0,
10,18|5|4|3|3|2|2|1|1|1,10,0,-1,a0,
10,18|5|4|3|2|2|2|2|1|1,10,1,67340,silent,67339
10,18|5|4|2|2|2|2|2|2|1,10,1,13323,silent,13322
10,18|5|3|3|3|3|2|1|1|1,10,0,-1,a0,
10,18|5|3|3|3|2|2|2|1|1,10,0,-1,a0,
10,18|5|3|3|2|2|2|2|2|1,10,0,-1,a0,
10,18|5|3|2|2|2|2|2|2|2,10,0,-1,a0,
10,18|4|4|4|4|2|1|1|1|1,10,0,-1,a0,
10,18|4|4|4|3|3|1|1|1|1,10,0,-1,a0,
10,18|4|4|4|3|2|2|1|1|1,10,0,-1,a0,
10,18|4|4|4|2|2|2|2|1|1,10,0,-1,a0,
10,18|4|4|3|3|3|2|1|1|1,10,0,-1,a0,
10,18|4|4|3|3|2|2|2|1|1,10,0,-1,a0,
10,18|4|4|3|2|2|2|2|2|1,10,0,-1,a0,
10,18|4|4|2|2|2|2|2|2|2,10,1,1691,silent,1690
10,18|4|3|3|3|3|3|1|1|1,10,0,-1,a0,
10,18|4|3|3|3|3|2|2|1|1,10,0,-1,a0,
10,18|4|3|3|3|2|2|2|2|1,10,0,-1,a0,
10,18|4|3|3|2|2|2|2|2|2,10,0,-1,a0,
10,18|3|3|3|3|3|3|2|1|1,10,0,-1,a0,
10,18|3|3|3|3|3|2|2|2|1,10,0,-1,a0,
10,18|3|3|3|3|2|2|2|2|2,10,0,-1,a0,
10,17|15|1|1|1|1|1|1|1|1,10,0,-1,a0,
10,17|14|2|1|1|1|1|1|1|1,10,0,-1,a0,
10,17|13|3|1|1|1|1|1|1|1,10,0,-1,a0,
10,17|13|2|2|1|1|1|1|1|1,10,0,-1,a0,
10,17|12|4|1|1|1|1|1|1|1,10,0,-1,a0,
10,17|12|3|2|1|1|1|1|1|1,10,0,-1,a0,
10,17|12|2|2|2|1|1|1|1|1,10,0,-1,a0,
10,17|11|5|1|1|1|1|1|1|1,10,0,-1,a0,
10,17|11|4|2|1|1|1|1|1|1,10,0,-1,a0,
10,17|11|3|3|1|1|1|1|1|1,10,0,-1,a0,
10,17|11|3|2|2|1|1|1|1|1,10,0,-1,a0,
10,17|11|2|2|2|2|1|1|1|1,10,0,-1,a0,
10,17|10|6|1|1|1|1|1|1|1,10,0,-1,a0,
10,17|10|5|2|1|1|1|1|1|1,10,0,-1,a0,
10,17|10|4|3|1|1|1|1|1|1,10,0,-1,a0,
10,17|10|4|2|2|1|1|1|1|1,10,0,-1,a0,
10,17|10|3|3|2|1|1|1|1|1,10,0,-1,a0,
10,17|10|3|2|2|2|1|1|1|1,10,0,-1,a0,
10,17|10|2|2|2|2|2|1|1|1,10,0,-1,a0,
10,17|9|7|1|1|1|1|1|1|1,10,0,-1,a0,
10,17|9|6|2|1|1|1|1|1|1,10,0,-1,a0,
10,17|9|5|3|1|1|1|1|1|1,10,0,-1,a0,
10,17|9|5|2|2|1|1|1|1|1,10,0,-1,a0,
10,17|9|4|4|1|1|1|1|1|1,10,0,-1,a0,
10,17|9|4|3|2|1|1|1|1|1,10,0,-1,a0,
10,17|9|4|2|2|2|1|1|1|1,10,0,-1,a0,
10,17|9|3|3|3|1|1|1|1|1,10,0,-1,a0,
10,17|9|3|3|2|2|1|1|1|1,10,1,131501,silent,131500
10,17|9|3|2|2|2|2|1|1|1,10,1,61980,silent,61979
10,17|9|2|2|2|2|2|2|1|1,10,1,9376,silent,9375
10,17|8|8|1|1|1|1|1|1|1,10,0,-1,a0,
10,17|8|7|2|1|1|1|1|1|1,10,0,-1,a0,
10,17|8|6|3|1|1|1|1|1|1,10,0,-1,a0,
10,17|8|6|2|2|1|1|1|1|1,10,0,-1,a0,
10,17|8|5|4|1|1|1|1|1|1,10,0,-1,a0,
10,17|8|5|3|2|1|1|1|1|1,10,0,-1,a0,
10,17|8|5|2|2|2|1|1|1|1,10,1,229781,silent,229780
10,17|8|4|4|2|1|1|1|1|1,10,0,-1,a0,
10,17|8|4|3|3|1|1|1|1|1,10,0,-1,a0,
10,17|8|4|3|2|2|1|1|1|1,10,1,408593,silent,408592
10,17|8|4|2|2|2|2|1|1|1,10,1,149553,silent,149552
10,17|8|3|3|3|2|1|1|1|1,10,1,159731,silent,159730
10,17|8|3|3|2|2|2|1|1|1,10,2,140005,silent,140003
10,17|8|3|2|2|2|2|2|1|1,10,2,46847,silent,46845
10,17|8|2|2|2|2|2|2|2|1,10,1,5378,silent,5377
10,17|7|7|3|1|1|1|1|1|1,10,0,-1,a0,
10,17|7|7|2|2|1|1|1|1|1,10,0,-1,a0,
10,17|7|6|4|1|1|1|1|1|1,10,0,-1,a0,
10,17|7|6|3|2|1|1|1|1|1,10,0,-1,a0,
10,17|7|6|2|2|2|1|1|1|1,10,0,-1,a0,
10,17|7|5|5|1|1|1|1|1|1,10,0,-1,a0,
10,17|7|5|4|2|1|1|1|1|1,10,0,-1,a0,
10,17|7|5|3|3|1|1|1|1|1,10,1,371968,silent,371967
10,17|7|5|3|2|2|1|1|1|1,10,2,558303,silent,558301
10,17|7|5|2|2|2|2|1|1|1,10,3,188338,silent,188335
10,17|7|4|4|3|1|1|1|1|1,10,0,-1,a0,
10,17|7|4|4|2|2|1|1|1|1,10,0,-1,a0,
10,17|7|4|3|3|2|1|1|1|1,10,1,455178,silent,455177
10,17|7|4|3|2|2|2|1|1|1,10,2,366635,silent,366633
10,17|7|4|2|2|2|2|2|1|1,10,3,95417,silent,95414
10,17|7|3|3|3|3|1|1|1|1,10,0,-1,a0,
